method,architecture_id,training_seed,context_seed,context_size,region_id,region,valid_bin_count,excluded_bin_count,events_in_valid_bins,mae_percentage_points,rmse_percentage_points
Attentive CNP + PE,m2,0,109,500,full,Full 500-3000 keV,442,58,114299,9.217553935410496,11.423004349693084
Attentive CNP + PE,m2,0,109,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.253732448001441,8.480620506291203
Attentive CNP + PE,m2,0,109,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.228828844558894,10.942990734423134
Attentive CNP + PE,m2,0,109,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.4257389507632,10.396678746577198
Attentive CNP + PE,m2,0,109,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.931327535397089,8.43361331299255
Attentive CNP + PE,m2,0,109,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,9.007539155372475,10.168784656376797
Attentive CNP + PE,m2,0,109,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.670028840304673,8.202665918238448
Attentive CNP + PE,m2,0,109,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.80589955942572,25.56182520994185
Attentive CNP + PE,m2,0,100,1000,full,Full 500-3000 keV,442,58,114299,9.225291884887332,11.396476462417697
Attentive CNP + PE,m2,0,100,1000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.240854566590017,8.579699130932369
Attentive CNP + PE,m2,0,100,1000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.214897370360164,10.866673198802763
Attentive CNP + PE,m2,0,100,1000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.461662390099423,10.427322635840802
Attentive CNP + PE,m2,0,100,1000,SE,Tl-208 SE 2103 keV,6,0,2023,6.981745878902991,8.539907674172253
Attentive CNP + PE,m2,0,100,1000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,9.113871311431373,10.273374158137724
Attentive CNP + PE,m2,0,100,1000,FE,Tl-208 FE 2614 keV,5,1,8709,6.731918301046347,8.24945427996121
Attentive CNP + PE,m2,0,100,1000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.55673175482855,25.189272967169927
Attentive CNP + PE,m2,0,101,1000,full,Full 500-3000 keV,442,58,114299,10.375979344106634,12.47701496324395
Attentive CNP + PE,m2,0,101,1000,DEP,Tl-208 DEP 1592 keV,6,0,1323,8.399058295964428,9.850857423010865
Attentive CNP + PE,m2,0,101,1000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,10.170657516148003,12.405633160820353
Attentive CNP + PE,m2,0,101,1000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,9.702983940549736,11.830750552935735
Attentive CNP + PE,m2,0,101,1000,SE,Tl-208 SE 2103 keV,6,0,2023,8.645645970503118,10.112321343937264
Attentive CNP + PE,m2,0,101,1000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,11.515979867751595,12.488430504092301
Attentive CNP + PE,m2,0,101,1000,FE,Tl-208 FE 2614 keV,5,1,8709,7.956663706254756,9.427006868770055
Attentive CNP + PE,m2,0,101,1000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,22.176300103957196,23.92348334347184
Attentive CNP + PE,m2,0,102,1000,full,Full 500-3000 keV,442,58,114299,10.261921830285711,12.381965362118715
Attentive CNP + PE,m2,0,102,1000,DEP,Tl-208 DEP 1592 keV,6,0,1323,8.228903175085108,9.637358671924398
Attentive CNP + PE,m2,0,102,1000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,10.063236402770722,12.312214633369988
Attentive CNP + PE,m2,0,102,1000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,9.5893122401361,11.720774563889655
Attentive CNP + PE,m2,0,102,1000,SE,Tl-208 SE 2103 keV,6,0,2023,8.463381821565408,9.946862436865546
Attentive CNP + PE,m2,0,102,1000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,11.361634905338299,12.352060343424574
Attentive CNP + PE,m2,0,102,1000,FE,Tl-208 FE 2614 keV,5,1,8709,7.805932760658471,9.338769126448776
Attentive CNP + PE,m2,0,102,1000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,22.404481777568773,24.158556793919256
Attentive CNP + PE,m2,0,103,1000,full,Full 500-3000 keV,442,58,114299,8.552573926464959,10.824906256791419
Attentive CNP + PE,m2,0,103,1000,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.853479024782266,7.775198073377823
Attentive CNP + PE,m2,0,103,1000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.523138853526502,10.00798840937275
Attentive CNP + PE,m2,0,103,1000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.747086095492202,9.686522605813067
Attentive CNP + PE,m2,0,103,1000,SE,Tl-208 SE 2103 keV,6,0,2023,5.935413512510016,7.479812123662444
Attentive CNP + PE,m2,0,103,1000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,7.8830528515572995,9.01725695637744
Attentive CNP + PE,m2,0,103,1000,FE,Tl-208 FE 2614 keV,5,1,8709,6.241118619859555,7.620833162790733
Attentive CNP + PE,m2,0,103,1000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.67731496914129,26.307568868870245
Attentive CNP + PE,m2,0,104,1000,full,Full 500-3000 keV,442,58,114299,8.466786208968196,10.777665845725231
Attentive CNP + PE,m2,0,104,1000,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.723050314155919,7.5686244332722
Attentive CNP + PE,m2,0,104,1000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.403893418353299,9.93833382465758
Attentive CNP + PE,m2,0,104,1000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.655367050555292,9.591891082079917
Attentive CNP + PE,m2,0,104,1000,SE,Tl-208 SE 2103 keV,6,0,2023,5.7839372804981055,7.280334115748964
Attentive CNP + PE,m2,0,104,1000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,7.7353453102262355,8.875726130564624
Attentive CNP + PE,m2,0,104,1000,FE,Tl-208 FE 2614 keV,5,1,8709,6.172343436932091,7.56740858225182
Attentive CNP + PE,m2,0,104,1000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,25.10713297547594,26.772276152046466
Attentive CNP + PE,m2,0,105,1000,full,Full 500-3000 keV,442,58,114299,8.518337249418872,10.816065927963807
Attentive CNP + PE,m2,0,105,1000,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.760718792285012,7.642975261563286
Attentive CNP + PE,m2,0,105,1000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.471585259660353,10.021891559504606
Attentive CNP + PE,m2,0,105,1000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.722119512182098,9.656901431827354
Attentive CNP + PE,m2,0,105,1000,SE,Tl-208 SE 2103 keV,6,0,2023,5.878259797284479,7.377357692997512
Attentive CNP + PE,m2,0,105,1000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,7.848073302789901,8.99338463085337
Attentive CNP + PE,m2,0,105,1000,FE,Tl-208 FE 2614 keV,5,1,8709,6.209328531472752,7.614959849817714
Attentive CNP + PE,m2,0,105,1000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.90851713025748,26.572370737033808
Attentive CNP + PE,m2,0,106,1000,full,Full 500-3000 keV,442,58,114299,8.887923141244116,11.133260765461797
Attentive CNP + PE,m2,0,106,1000,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.959812502621919,8.05080242104915
Attentive CNP + PE,m2,0,106,1000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.85390547020092,10.516002968368115
Attentive CNP + PE,m2,0,106,1000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.125643752081393,10.076035861084232
Attentive CNP + PE,m2,0,106,1000,SE,Tl-208 SE 2103 keV,6,0,2023,6.435992317340165,7.961987102162188
Attentive CNP + PE,m2,0,106,1000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.556043233291774,9.727463214905132
Attentive CNP + PE,m2,0,106,1000,FE,Tl-208 FE 2614 keV,5,1,8709,6.513797406343869,8.00884642854021
Attentive CNP + PE,m2,0,106,1000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.29532711759452,25.970419231356107
Attentive CNP + PE,m2,0,107,1000,full,Full 500-3000 keV,442,58,114299,9.390996246112092,11.583344071694018
Attentive CNP + PE,m2,0,107,1000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.242093637981793,8.610395394187794
Attentive CNP + PE,m2,0,107,1000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.323781918172548,11.168167961490372
Attentive CNP + PE,m2,0,107,1000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.65443263662775,10.65625647917172
Attentive CNP + PE,m2,0,107,1000,SE,Tl-208 SE 2103 keV,6,0,2023,7.192736431397384,8.733479647334178
Attentive CNP + PE,m2,0,107,1000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,9.556032073219551,10.709350935585645
Attentive CNP + PE,m2,0,107,1000,FE,Tl-208 FE 2614 keV,5,1,8709,6.885605894265949,8.498301012821749
Attentive CNP + PE,m2,0,107,1000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.634483096803308,25.34477722322978
Attentive CNP + PE,m2,0,108,1000,full,Full 500-3000 keV,442,58,114299,8.802944979388242,11.055439979811062
Attentive CNP + PE,m2,0,108,1000,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.92713259532203,8.00225285391422
Attentive CNP + PE,m2,0,108,1000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.75226828792025,10.398350620206003
Attentive CNP + PE,m2,0,108,1000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.066535861060615,10.015652856090165
Attentive CNP + PE,m2,0,108,1000,SE,Tl-208 SE 2103 keV,6,0,2023,6.352682810939646,7.886932967847561
Attentive CNP + PE,m2,0,108,1000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.499659266425239,9.672765538878554
Attentive CNP + PE,m2,0,108,1000,FE,Tl-208 FE 2614 keV,5,1,8709,6.532898482720688,8.021003252583107
Attentive CNP + PE,m2,0,108,1000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.33229930683469,25.9999660448546
Attentive CNP + PE,m2,0,109,1000,full,Full 500-3000 keV,442,58,114299,9.170311955574153,11.373755268759677
Attentive CNP + PE,m2,0,109,1000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.135855280158841,8.393168063298509
Attentive CNP + PE,m2,0,109,1000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.149560045207505,10.861537951983113
Attentive CNP + PE,m2,0,109,1000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.399812754275453,10.367354169258371
Attentive CNP + PE,m2,0,109,1000,SE,Tl-208 SE 2103 keV,6,0,2023,6.8305605405452425,8.392787627028099
Attentive CNP + PE,m2,0,109,1000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,9.032702266109304,10.197256844654243
Attentive CNP + PE,m2,0,109,1000,FE,Tl-208 FE 2614 keV,5,1,8709,6.639628504026586,8.162780427165037
Attentive CNP + PE,m2,0,109,1000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.959367305936066,25.629402109484868
Attentive CNP + PE,m2,0,100,2000,full,Full 500-3000 keV,442,58,114299,8.92589607504761,11.161436237947719
Attentive CNP + PE,m2,0,100,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.094211960510914,8.221034868151854
Attentive CNP + PE,m2,0,100,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.934031977446978,10.50617832348963
Attentive CNP + PE,m2,0,100,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.133872715516437,10.088234137358427
Attentive CNP + PE,m2,0,100,2000,SE,Tl-208 SE 2103 keV,6,0,2023,6.468680053489473,8.010932395052302
Attentive CNP + PE,m2,0,100,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.56774451799428,9.72718990470627
Attentive CNP + PE,m2,0,100,2000,FE,Tl-208 FE 2614 keV,5,1,8709,6.5074008452527625,7.96518596468734
Attentive CNP + PE,m2,0,100,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.23981022144931,25.971045689295853
Attentive CNP + PE,m2,0,101,2000,full,Full 500-3000 keV,442,58,114299,9.123389874164047,11.340211867959221
Attentive CNP + PE,m2,0,101,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.172405043608561,8.424823823145234
Attentive CNP + PE,m2,0,101,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.115138260739249,10.784236162205987
Attentive CNP + PE,m2,0,101,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.35750841249468,10.328586026655486
Attentive CNP + PE,m2,0,101,2000,SE,Tl-208 SE 2103 keV,6,0,2023,6.759195212462461,8.31388747338843
Attentive CNP + PE,m2,0,101,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.981152398927064,10.15472143992691
Attentive CNP + PE,m2,0,101,2000,FE,Tl-208 FE 2614 keV,5,1,8709,6.6854819405025205,8.202628545010647
Attentive CNP + PE,m2,0,101,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.97732187551268,25.728615909482315
Attentive CNP + PE,m2,0,102,2000,full,Full 500-3000 keV,442,58,114299,9.025469851507605,11.269737834069044
Attentive CNP + PE,m2,0,102,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.071118167578634,8.244833065498774
Attentive CNP + PE,m2,0,102,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.008234312045165,10.6994128708114
Attentive CNP + PE,m2,0,102,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.265500683198814,10.236646555422404
Attentive CNP + PE,m2,0,102,2000,SE,Tl-208 SE 2103 keV,6,0,2023,6.608158274363827,8.126650152663663
Attentive CNP + PE,m2,0,102,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.833401450032023,10.020697125337465
Attentive CNP + PE,m2,0,102,2000,FE,Tl-208 FE 2614 keV,5,1,8709,6.646353479748424,8.177050693883785
Attentive CNP + PE,m2,0,102,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.22625279131375,26.00192234819194
Attentive CNP + PE,m2,0,103,2000,full,Full 500-3000 keV,442,58,114299,9.165440036933546,11.36952855304536
Attentive CNP + PE,m2,0,103,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.222180703926156,8.49979952836374
Attentive CNP + PE,m2,0,103,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.165381277619026,10.809040117820924
Attentive CNP + PE,m2,0,103,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.385213429165244,10.354733853341239
Attentive CNP + PE,m2,0,103,2000,SE,Tl-208 SE 2103 keV,6,0,2023,6.836286842695885,8.373190708322596
Attentive CNP + PE,m2,0,103,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.995098217862761,10.161740309741568
Attentive CNP + PE,m2,0,103,2000,FE,Tl-208 FE 2614 keV,5,1,8709,6.687097898104681,8.193857926036761
Attentive CNP + PE,m2,0,103,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.87925206951122,25.613883277330125
Attentive CNP + PE,m2,0,104,2000,full,Full 500-3000 keV,442,58,114299,8.373921448026083,10.708803433534847
Attentive CNP + PE,m2,0,104,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.737084415786164,7.551581146559455
Attentive CNP + PE,m2,0,104,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.323404757845655,9.797808314550835
Attentive CNP + PE,m2,0,104,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.556117003025063,9.493378921505627
Attentive CNP + PE,m2,0,104,2000,SE,Tl-208 SE 2103 keV,6,0,2023,5.61928966794821,7.104060634808899
Attentive CNP + PE,m2,0,104,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,7.569812752962384,8.706669977016485
Attentive CNP + PE,m2,0,104,2000,FE,Tl-208 FE 2614 keV,5,1,8709,6.120265215674976,7.491720948687923
Attentive CNP + PE,m2,0,104,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,25.309139232590006,27.0447099763445
Attentive CNP + PE,m2,0,105,2000,full,Full 500-3000 keV,442,58,114299,8.564733950256102,10.862515726251308
Attentive CNP + PE,m2,0,105,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.8709130586529525,7.795293736790569
Attentive CNP + PE,m2,0,105,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.554579497652865,10.055958679228901
Attentive CNP + PE,m2,0,105,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.763290241560353,9.70415980548969
Attentive CNP + PE,m2,0,105,2000,SE,Tl-208 SE 2103 keV,6,0,2023,5.926941444708384,7.429133107371627
Attentive CNP + PE,m2,0,105,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,7.919707514197734,9.068929604907527
Attentive CNP + PE,m2,0,105,2000,FE,Tl-208 FE 2614 keV,5,1,8709,6.264975255634591,7.667247814231619
Attentive CNP + PE,m2,0,105,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.85445526984938,26.58578693846773
Attentive CNP + PE,m2,0,106,2000,full,Full 500-3000 keV,442,58,114299,8.732382038465952,11.019926634866804
Attentive CNP + PE,m2,0,106,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,6.910912779845534,7.915189630388696
Attentive CNP + PE,m2,0,106,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,8.714557380030929,10.329453238959326
Attentive CNP + PE,m2,0,106,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.962162434672641,9.907834481013882
Attentive CNP + PE,m2,0,106,2000,SE,Tl-208 SE 2103 keV,6,0,2023,6.184229777249023,7.668977319809002
Attentive CNP + PE,m2,0,106,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.279482326536055,9.458220610056525
Attentive CNP + PE,m2,0,106,2000,FE,Tl-208 FE 2614 keV,5,1,8709,6.42657045135048,7.897767946183443
Attentive CNP + PE,m2,0,106,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.684543668160853,26.451987530040793
Attentive CNP + PE,m2,0,107,2000,full,Full 500-3000 keV,442,58,114299,9.161837962686214,11.37964388152112
Attentive CNP + PE,m2,0,107,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.175671710152237,8.447317488019882
Attentive CNP + PE,m2,0,107,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.13711043605357,10.834296538478204
Attentive CNP + PE,m2,0,107,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.402100758780987,10.381460809472012
Attentive CNP + PE,m2,0,107,2000,SE,Tl-208 SE 2103 keV,6,0,2023,6.811980041658357,8.363451331467754
Attentive CNP + PE,m2,0,107,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,9.082047241490674,10.257937916213402
Attentive CNP + PE,m2,0,107,2000,FE,Tl-208 FE 2614 keV,5,1,8709,6.756974457163628,8.304683625750782
Attentive CNP + PE,m2,0,107,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.953669567192854,25.71639756900789
Attentive CNP + PE,m2,0,108,2000,full,Full 500-3000 keV,442,58,114299,9.084834444950657,11.296333554874169
Attentive CNP + PE,m2,0,108,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.179544260575496,8.436350291259597
Attentive CNP + PE,m2,0,108,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.075905729270445,10.719399130215294
Attentive CNP + PE,m2,0,108,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.335142008206828,10.304535899527446
Attentive CNP + PE,m2,0,108,2000,SE,Tl-208 SE 2103 keV,6,0,2023,6.71390349581527,8.284692688537321
Attentive CNP + PE,m2,0,108,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.949934722560721,10.12763917237084
Attentive CNP + PE,m2,0,108,2000,FE,Tl-208 FE 2614 keV,5,1,8709,6.729185618161934,8.255550841717618
Attentive CNP + PE,m2,0,108,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.852847309898806,25.586962234775285
Attentive CNP + PE,m2,0,109,2000,full,Full 500-3000 keV,442,58,114299,9.084742273384414,11.30680961804504
Attentive CNP + PE,m2,0,109,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.1601703115850475,8.361311723186354
Attentive CNP + PE,m2,0,109,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.091348670513199,10.725917315821778
Attentive CNP + PE,m2,0,109,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,8.296418301566503,10.261109506358643
Attentive CNP + PE,m2,0,109,2000,SE,Tl-208 SE 2103 keV,6,0,2023,6.67513364264002,8.22141866612293
Attentive CNP + PE,m2,0,109,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.845841266544442,10.016462695078838
Attentive CNP + PE,m2,0,109,2000,FE,Tl-208 FE 2614 keV,5,1,8709,6.624754614024278,8.124621897337638
Attentive CNP + PE,m2,0,109,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.103342073134453,25.8518630374893
Attentive CNP + PE,m2,1,100,250,full,Full 500-3000 keV,442,58,114299,7.962671786778321,10.495651915197145
Attentive CNP + PE,m2,1,100,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,5.440514387659176,6.785929633075417
Attentive CNP + PE,m2,1,100,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.819955001672993,9.431030960742298
Attentive CNP + PE,m2,1,100,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,6.78704242100465,8.440373940013615
Attentive CNP + PE,m2,1,100,250,SE,Tl-208 SE 2103 keV,6,0,2023,4.669661949258015,5.999572664040857
Attentive CNP + PE,m2,1,100,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.4474173007713524,7.912151634980008
Attentive CNP + PE,m2,1,100,250,FE,Tl-208 FE 2614 keV,5,1,8709,3.733178462111269,4.788683333545824
Attentive CNP + PE,m2,1,100,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.88315641175908,28.71911727823654
Attentive CNP + PE,m2,1,101,250,full,Full 500-3000 keV,442,58,114299,8.13106052766685,10.68166421066992
Attentive CNP + PE,m2,1,101,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,5.1422727684205025,6.686019420293429
Attentive CNP + PE,m2,1,101,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.506785718228763,8.973400352254508
Attentive CNP + PE,m2,1,101,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.379480228758277,9.151177315347109
Attentive CNP + PE,m2,1,101,250,SE,Tl-208 SE 2103 keV,6,0,2023,4.41587533440023,5.760077304053034
Attentive CNP + PE,m2,1,101,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,7.423213435652927,8.891786588001438
Attentive CNP + PE,m2,1,101,250,FE,Tl-208 FE 2614 keV,5,1,8709,4.32611192185536,5.612377205806304
Attentive CNP + PE,m2,1,101,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.483597130496527,28.74957116168499
Attentive CNP + PE,m2,1,102,250,full,Full 500-3000 keV,442,58,114299,8.157875818916272,10.656594844864212
Attentive CNP + PE,m2,1,102,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,5.548203372721551,6.995100502014381
Attentive CNP + PE,m2,1,102,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.778054973094574,9.493886983289716
Attentive CNP + PE,m2,1,102,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.011720761652068,8.727801336243706
Attentive CNP + PE,m2,1,102,250,SE,Tl-208 SE 2103 keV,6,0,2023,4.77151832891199,6.1943284902974485
Attentive CNP + PE,m2,1,102,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,7.195816925305394,8.649448967239074
Attentive CNP + PE,m2,1,102,250,FE,Tl-208 FE 2614 keV,5,1,8709,4.023278464355575,5.172773755601373
Attentive CNP + PE,m2,1,102,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.429397725168272,28.421159516820115
Attentive CNP + PE,m2,1,103,250,full,Full 500-3000 keV,442,58,114299,7.581720796872683,10.261205613272608
Attentive CNP + PE,m2,1,103,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,5.273374442811868,6.191662936425727
Attentive CNP + PE,m2,1,103,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.346728554895146,8.53110355612823
Attentive CNP + PE,m2,1,103,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,6.545518674238291,8.084125117687382
Attentive CNP + PE,m2,1,103,250,SE,Tl-208 SE 2103 keV,6,0,2023,4.1860202957865855,5.330987638629849
Attentive CNP + PE,m2,1,103,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.611602328107102,7.044926485352669
Attentive CNP + PE,m2,1,103,250,FE,Tl-208 FE 2614 keV,5,1,8709,3.5409119589614146,4.317048055910254
Attentive CNP + PE,m2,1,103,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,25.180898146367298,30.13008759876049
Attentive CNP + PE,m2,1,104,250,full,Full 500-3000 keV,442,58,114299,7.97896914006257,10.544548285458841
Attentive CNP + PE,m2,1,104,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,5.446019200217649,6.786748202722922
Attentive CNP + PE,m2,1,104,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.786172917454899,9.374703621488145
Attentive CNP + PE,m2,1,104,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,6.757127062009281,8.42030859311703
Attentive CNP + PE,m2,1,104,250,SE,Tl-208 SE 2103 keV,6,0,2023,4.63948051757935,6.031770729867003
Attentive CNP + PE,m2,1,104,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.506044186607693,7.980144918214624
Attentive CNP + PE,m2,1,104,250,FE,Tl-208 FE 2614 keV,5,1,8709,3.6526397176575562,4.643745078664948
Attentive CNP + PE,m2,1,104,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,24.26679875030439,29.118949544983746
Attentive CNP + PE,m2,1,105,250,full,Full 500-3000 keV,442,58,114299,7.865496879733456,10.469605816380067
Attentive CNP + PE,m2,1,105,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,5.403750075457014,6.645172061142906
Attentive CNP + PE,m2,1,105,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.671644125358816,9.185875154071834
Attentive CNP + PE,m2,1,105,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,6.606639246505484,8.16215467816727
Attentive CNP + PE,m2,1,105,250,SE,Tl-208 SE 2103 keV,6,0,2023,4.609663908100925,5.903382071666932
Attentive CNP + PE,m2,1,105,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.014609055494417,7.51404052805664
Attentive CNP + PE,m2,1,105,250,FE,Tl-208 FE 2614 keV,5,1,8709,3.334524321490754,4.0741262358950285
Attentive CNP + PE,m2,1,105,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,25.1210144830159,29.78102040227694
Attentive CNP + PE,m2,1,106,250,full,Full 500-3000 keV,442,58,114299,8.48812001479983,10.964207609835858
