method,architecture_id,training_seed,context_seed,context_size,region_id,region,valid_bin_count,excluded_bin_count,events_in_valid_bins,mae_percentage_points,rmse_percentage_points
Attentive CNP,m1,0,101,2000,FE,Tl-208 FE 2614 keV,5,1,8709,5.455958563158266,6.003165270913051
Attentive CNP,m1,0,101,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.256351101664689,8.128784936123573
Attentive CNP,m1,0,102,2000,full,Full 500-3000 keV,442,58,114299,5.103013073839575,6.79807463331164
Attentive CNP,m1,0,102,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.197693293091451,11.124999073719502
Attentive CNP,m1,0,102,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.24315100403857,12.541443553271204
Attentive CNP,m1,0,102,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.508743302554522,5.314681972284525
Attentive CNP,m1,0,102,2000,SE,Tl-208 SE 2103 keV,6,0,2023,10.726483545819987,15.300545215431141
Attentive CNP,m1,0,102,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.0748416617582,9.034034650076343
Attentive CNP,m1,0,102,2000,FE,Tl-208 FE 2614 keV,5,1,8709,5.513884220010454,6.055279172290743
Attentive CNP,m1,0,102,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.239775184435183,8.113896900556359
Attentive CNP,m1,0,103,2000,full,Full 500-3000 keV,442,58,114299,5.117751688203564,6.807195731236042
Attentive CNP,m1,0,103,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.2741545105968015,11.243820294212869
Attentive CNP,m1,0,103,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.32047378200873,12.466317242549875
Attentive CNP,m1,0,103,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.428438330697344,5.238453914623741
Attentive CNP,m1,0,103,2000,SE,Tl-208 SE 2103 keV,6,0,2023,10.597333631901195,15.208860260240101
Attentive CNP,m1,0,103,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.061849118540685,9.012747428722836
Attentive CNP,m1,0,103,2000,FE,Tl-208 FE 2614 keV,5,1,8709,5.391757586614363,5.944760332082478
Attentive CNP,m1,0,103,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.284119541491303,8.150431633336094
Attentive CNP,m1,0,104,2000,full,Full 500-3000 keV,442,58,114299,5.1226289314720255,6.80878034985259
Attentive CNP,m1,0,104,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.271385526558754,11.240396527229295
Attentive CNP,m1,0,104,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.31808141261391,12.468417201861634
Attentive CNP,m1,0,104,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.42734992033194,5.235625249467949
Attentive CNP,m1,0,104,2000,SE,Tl-208 SE 2103 keV,6,0,2023,10.551583498003003,15.177448834625332
Attentive CNP,m1,0,104,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.11942240537883,9.066697826793419
Attentive CNP,m1,0,104,2000,FE,Tl-208 FE 2614 keV,5,1,8709,5.478020450105041,6.023436174073327
Attentive CNP,m1,0,104,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.231316258734031,8.111635561991383
Attentive CNP,m1,0,105,2000,full,Full 500-3000 keV,442,58,114299,5.116794674093591,6.805936371026807
Attentive CNP,m1,0,105,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.261566547738239,11.224216996557425
Attentive CNP,m1,0,105,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.307357368327294,12.478213912738852
Attentive CNP,m1,0,105,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.439103030665286,5.248409947898051
Attentive CNP,m1,0,105,2000,SE,Tl-208 SE 2103 keV,6,0,2023,10.600790373516187,15.211616684634318
Attentive CNP,m1,0,105,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.079375422139393,9.030083149282222
Attentive CNP,m1,0,105,2000,FE,Tl-208 FE 2614 keV,5,1,8709,5.434343744352359,5.98337428415748
Attentive CNP,m1,0,105,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.257653393286933,8.130874793284576
Attentive CNP,m1,0,106,2000,full,Full 500-3000 keV,442,58,114299,5.119863191625178,6.8087553002846635
Attentive CNP,m1,0,106,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.258362370669529,11.219412382385622
Attentive CNP,m1,0,106,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.304607392225622,12.481325752580137
Attentive CNP,m1,0,106,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.441524379913172,5.250053648731741
Attentive CNP,m1,0,106,2000,SE,Tl-208 SE 2103 keV,6,0,2023,10.586445580492994,15.201803021387835
Attentive CNP,m1,0,106,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.096864538056883,9.045753493720476
Attentive CNP,m1,0,106,2000,FE,Tl-208 FE 2614 keV,5,1,8709,5.408671253183724,5.960495861399679
Attentive CNP,m1,0,106,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.268622811921826,8.139905316550374
Attentive CNP,m1,0,107,2000,full,Full 500-3000 keV,442,58,114299,5.105046555387097,6.798955819626344
Attentive CNP,m1,0,107,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.212295214892589,11.147640882316638
Attentive CNP,m1,0,107,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.257650723349679,12.526476525529281
Attentive CNP,m1,0,107,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.493521467395765,5.300556648737907
Attentive CNP,m1,0,107,2000,SE,Tl-208 SE 2103 keV,6,0,2023,10.70918736334226,15.288082328589446
Attentive CNP,m1,0,107,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.073625284110722,9.032230551063776
Attentive CNP,m1,0,107,2000,FE,Tl-208 FE 2614 keV,5,1,8709,5.514328616873394,6.056105632146939
Attentive CNP,m1,0,107,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.242244971757948,8.116789115882309
Attentive CNP,m1,0,108,2000,full,Full 500-3000 keV,442,58,114299,5.107125235874694,6.800370084171821
Attentive CNP,m1,0,108,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.2191425514666605,11.158515668755248
Attentive CNP,m1,0,108,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.265373530984517,12.519665266933
Attentive CNP,m1,0,108,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.485537302613792,5.293056765939991
Attentive CNP,m1,0,108,2000,SE,Tl-208 SE 2103 keV,6,0,2023,10.695516558051267,15.278482617575953
Attentive CNP,m1,0,108,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.072103262052433,9.029626725155532
Attentive CNP,m1,0,108,2000,FE,Tl-208 FE 2614 keV,5,1,8709,5.484934304056623,6.029037645250734
Attentive CNP,m1,0,108,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.256862265520617,8.127338329959754
Attentive CNP,m1,0,109,2000,full,Full 500-3000 keV,442,58,114299,5.108053472530735,6.800875232394637
Attentive CNP,m1,0,109,2000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.228746237340128,11.172919888992675
Attentive CNP,m1,0,109,2000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.274383622303823,12.510116294601112
Attentive CNP,m1,0,109,2000,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.4749586562400445,5.283089040895495
Attentive CNP,m1,0,109,2000,SE,Tl-208 SE 2103 keV,6,0,2023,10.67840282013086,15.266268274356612
Attentive CNP,m1,0,109,2000,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,8.063948503974016,9.019990050502194
Attentive CNP,m1,0,109,2000,FE,Tl-208 FE 2614 keV,5,1,8709,5.4683411537861675,6.014126936504666
Attentive CNP,m1,0,109,2000,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.251946746031013,8.125812544089971
Attentive CNP,m1,1,100,250,full,Full 500-3000 keV,442,58,114299,4.9748996495178694,6.58543770459686
Attentive CNP,m1,1,100,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.4674839010757275,11.432628669802185
Attentive CNP,m1,1,100,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.459882635817586,12.351188724601078
Attentive CNP,m1,1,100,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.247711021775832,5.082370622227653
Attentive CNP,m1,1,100,250,SE,Tl-208 SE 2103 keV,6,0,2023,11.028265586512436,15.490966112411325
Attentive CNP,m1,1,100,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.529525402793114,7.531306410760302
Attentive CNP,m1,1,100,250,FE,Tl-208 FE 2614 keV,5,1,8709,6.538409867220639,7.005888541699642
Attentive CNP,m1,1,100,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.496341177043162,8.355299318872248
Attentive CNP,m1,1,101,250,full,Full 500-3000 keV,442,58,114299,4.975786392760755,6.586831336159532
Attentive CNP,m1,1,101,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.302160772567053,11.275049321675743
Attentive CNP,m1,1,101,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.361542438381653,12.43920572374617
Attentive CNP,m1,1,101,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.330569039117723,5.149337836920051
Attentive CNP,m1,1,101,250,SE,Tl-208 SE 2103 keV,6,0,2023,11.14328913218351,15.574000484099912
Attentive CNP,m1,1,101,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.704598892929563,7.72110058016345
Attentive CNP,m1,1,101,250,FE,Tl-208 FE 2614 keV,5,1,8709,6.791566532362589,7.242875294578634
Attentive CNP,m1,1,101,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.367405086015257,8.246838697419463
Attentive CNP,m1,1,102,250,full,Full 500-3000 keV,442,58,114299,4.971144118821354,6.583736457782669
Attentive CNP,m1,1,102,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.3620611834993674,11.347517449572859
Attentive CNP,m1,1,102,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.406888708275977,12.398412820487865
Attentive CNP,m1,1,102,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.297076206732818,5.122000781825158
Attentive CNP,m1,1,102,250,SE,Tl-208 SE 2103 keV,6,0,2023,11.125142076964991,15.560507270630508
Attentive CNP,m1,1,102,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.607890185136872,7.620271569979501
Attentive CNP,m1,1,102,250,FE,Tl-208 FE 2614 keV,5,1,8709,6.676700765509491,7.1359821612084495
Attentive CNP,m1,1,102,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.414002070425771,8.287216214654492
Attentive CNP,m1,1,103,250,full,Full 500-3000 keV,442,58,114299,4.974198535875742,6.5848987703945445
Attentive CNP,m1,1,103,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.454135777436354,11.421524308369392
Attentive CNP,m1,1,103,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.453515198140877,12.356871885041587
Attentive CNP,m1,1,103,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.253230322526426,5.086234297937283
Attentive CNP,m1,1,103,250,SE,Tl-208 SE 2103 keV,6,0,2023,11.033319702116282,15.4945837604399
Attentive CNP,m1,1,103,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.519125147454292,7.520374015180646
Attentive CNP,m1,1,103,250,FE,Tl-208 FE 2614 keV,5,1,8709,6.525549822872071,6.994329950270033
Attentive CNP,m1,1,103,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.504407363592147,8.360348706985736
Attentive CNP,m1,1,104,250,full,Full 500-3000 keV,442,58,114299,4.976791770599686,6.584957469301187
Attentive CNP,m1,1,104,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.403526531812192,11.380932481458851
Attentive CNP,m1,1,104,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.429523702874343,12.378804557972904
Attentive CNP,m1,1,104,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.2709443361622,5.0991018324164745
Attentive CNP,m1,1,104,250,SE,Tl-208 SE 2103 keV,6,0,2023,11.04185648431173,15.500963743910784
Attentive CNP,m1,1,104,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.607770277025004,7.612498627872773
Attentive CNP,m1,1,104,250,FE,Tl-208 FE 2614 keV,5,1,8709,6.680538180469747,7.139199157469692
Attentive CNP,m1,1,104,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.415470855397886,8.287133375009889
Attentive CNP,m1,1,105,250,full,Full 500-3000 keV,442,58,114299,4.973448068138781,6.585129064911431
Attentive CNP,m1,1,105,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.498083415092832,11.457129363478195
Attentive CNP,m1,1,105,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.475390663698578,12.338366477317795
Attentive CNP,m1,1,105,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.237335418789842,5.075237718597501
Attentive CNP,m1,1,105,250,SE,Tl-208 SE 2103 keV,6,0,2023,11.027711697839942,15.490232571929436
Attentive CNP,m1,1,105,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.5019419294196705,7.5034410954063935
Attentive CNP,m1,1,105,250,FE,Tl-208 FE 2614 keV,5,1,8709,6.533607517727572,7.001171226233191
Attentive CNP,m1,1,105,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.485092375924195,8.347257728881917
Attentive CNP,m1,1,106,250,full,Full 500-3000 keV,442,58,114299,4.971419675475715,6.583824722824572
Attentive CNP,m1,1,106,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.36222051346812,11.347737284852858
Attentive CNP,m1,1,106,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.407758511295466,12.398679262144551
Attentive CNP,m1,1,106,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.296408018359643,5.121178390847251
Attentive CNP,m1,1,106,250,SE,Tl-208 SE 2103 keV,6,0,2023,11.118029352319226,15.55580954182345
Attentive CNP,m1,1,106,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.602634843050096,7.613970716912211
Attentive CNP,m1,1,106,250,FE,Tl-208 FE 2614 keV,5,1,8709,6.666215978972378,7.125221499693085
Attentive CNP,m1,1,106,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.423850042969549,8.295183001916138
Attentive CNP,m1,1,107,250,full,Full 500-3000 keV,442,58,114299,4.973516560442752,6.5837583047578585
Attentive CNP,m1,1,107,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.430041616628857,11.402757717832843
Attentive CNP,m1,1,107,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.442614866630189,12.367354517608328
Attentive CNP,m1,1,107,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.264533293362665,5.0953675250167425
Attentive CNP,m1,1,107,250,SE,Tl-208 SE 2103 keV,6,0,2023,11.063706575953397,15.516342965887528
Attentive CNP,m1,1,107,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.571033493664165,7.577528705609958
Attentive CNP,m1,1,107,250,FE,Tl-208 FE 2614 keV,5,1,8709,6.642646241794595,7.102707253333292
Attentive CNP,m1,1,107,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.426031897498634,8.297103279186379
Attentive CNP,m1,1,108,250,full,Full 500-3000 keV,442,58,114299,4.992018602413441,6.59441678330015
Attentive CNP,m1,1,108,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.502579352196887,11.462809618588587
Attentive CNP,m1,1,108,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.479950084711124,12.33507158150969
Attentive CNP,m1,1,108,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.218317135605855,5.058561621782797
Attentive CNP,m1,1,108,250,SE,Tl-208 SE 2103 keV,6,0,2023,10.887223865635109,15.391171568837283
Attentive CNP,m1,1,108,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.6365491245737,7.628985062060578
Attentive CNP,m1,1,108,250,FE,Tl-208 FE 2614 keV,5,1,8709,6.635727620117386,7.097501099735933
Attentive CNP,m1,1,108,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.4447140305898145,8.309508312790461
Attentive CNP,m1,1,109,250,full,Full 500-3000 keV,442,58,114299,4.970260412103736,6.585893743458916
Attentive CNP,m1,1,109,250,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.334848530889255,11.325871515972356
Attentive CNP,m1,1,109,250,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.39282008465026,12.410221997296011
Attentive CNP,m1,1,109,250,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.312768617640699,5.135941768399096
Attentive CNP,m1,1,109,250,SE,Tl-208 SE 2103 keV,6,0,2023,11.163126790032594,15.588370180142983
Attentive CNP,m1,1,109,250,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.625562808097715,7.641434542934735
Attentive CNP,m1,1,109,250,FE,Tl-208 FE 2614 keV,5,1,8709,6.655681623964391,7.115554864769017
Attentive CNP,m1,1,109,250,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.424577857350909,8.295640191535831
Attentive CNP,m1,1,100,500,full,Full 500-3000 keV,442,58,114299,4.965067050562001,6.581455865887969
Attentive CNP,m1,1,100,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.365666936176458,11.347902622971395
Attentive CNP,m1,1,100,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.412802460305091,12.39303775706095
Attentive CNP,m1,1,100,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.296397863925236,5.123548987852514
Attentive CNP,m1,1,100,500,SE,Tl-208 SE 2103 keV,6,0,2023,11.135951252624594,15.561222047260781
Attentive CNP,m1,1,100,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.584555612710749,7.591922821247471
Attentive CNP,m1,1,100,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.491291242298902,6.939847016323775
Attentive CNP,m1,1,100,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.3581672233995175,8.241512116519166
Attentive CNP,m1,1,101,500,full,Full 500-3000 keV,442,58,114299,4.968689066636002,6.581158891211443
Attentive CNP,m1,1,101,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.277944636429727,11.268823722322189
Attentive CNP,m1,1,101,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.3630027462074,12.43804083519099
Attentive CNP,m1,1,101,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.331788240961563,5.15201782267798
Attentive CNP,m1,1,101,500,SE,Tl-208 SE 2103 keV,6,0,2023,11.152629000711384,15.573813603323883
Attentive CNP,m1,1,101,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.678200435414225,7.689182000119523
Attentive CNP,m1,1,101,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.671405449892435,7.1091628841190095
Attentive CNP,m1,1,101,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.275835168072656,8.169390718881425
Attentive CNP,m1,1,102,500,full,Full 500-3000 keV,442,58,114299,4.966911780760013,6.582959354802827
Attentive CNP,m1,1,102,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.2827747961484395,11.277611133273915
Attentive CNP,m1,1,102,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.367334487469257,12.433418688565927
Attentive CNP,m1,1,102,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.333079204487513,5.154680906702803
Attentive CNP,m1,1,102,500,SE,Tl-208 SE 2103 keV,6,0,2023,11.183771977374217,15.59598047187263
Attentive CNP,m1,1,102,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.669076927710781,7.6831310719625705
Attentive CNP,m1,1,102,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.612579067004368,7.053508046060822
Attentive CNP,m1,1,102,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.299266006729735,8.190806747132171
Attentive CNP,m1,1,103,500,full,Full 500-3000 keV,442,58,114299,4.970896211842093,6.580696337097207
Attentive CNP,m1,1,103,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.466813597739074,11.429202409877357
Attentive CNP,m1,1,103,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.465571081815895,12.348082918918104
Attentive CNP,m1,1,103,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.2434048801578035,5.080098501981699
Attentive CNP,m1,1,103,500,SE,Tl-208 SE 2103 keV,6,0,2023,11.005486964702344,15.46760655519424
Attentive CNP,m1,1,103,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.515461182968851,7.509301047164126
Attentive CNP,m1,1,103,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.4497587608402185,6.901428644037738
Attentive CNP,m1,1,103,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.386989427078659,8.261702272296208
Attentive CNP,m1,1,104,500,full,Full 500-3000 keV,442,58,114299,4.967080372144283,6.577584668531824
Attentive CNP,m1,1,104,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.377495485550821,11.356934222152692
Attentive CNP,m1,1,104,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.420500077961142,12.387573278440634
Attentive CNP,m1,1,104,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.283725082205795,5.111747889425998
Attentive CNP,m1,1,104,500,SE,Tl-208 SE 2103 keV,6,0,2023,11.086321533041199,15.525692819060108
Attentive CNP,m1,1,104,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.576128483919325,7.578374262800927
Attentive CNP,m1,1,104,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.582228472882284,7.025248922878174
Attentive CNP,m1,1,104,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.3061891001125385,8.19465296799948
Attentive CNP,m1,1,105,500,full,Full 500-3000 keV,442,58,114299,4.964386622083669,6.577588139111564
Attentive CNP,m1,1,105,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.443010560020085,11.410030933459408
Attentive CNP,m1,1,105,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.452013342573656,12.35840413128094
Attentive CNP,m1,1,105,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.260141293818295,5.09430932635052
Attentive CNP,m1,1,105,500,SE,Tl-208 SE 2103 keV,6,0,2023,11.074199734379754,15.516690722589837
Attentive CNP,m1,1,105,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.501004528115592,7.500815036797177
Attentive CNP,m1,1,105,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.464149687930436,6.914170374177288
Attentive CNP,m1,1,105,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.362276321485796,8.24452170313922
Attentive CNP,m1,1,106,500,full,Full 500-3000 keV,442,58,114299,4.966993878269134,6.578259399054185
Attentive CNP,m1,1,106,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.388152665326777,11.365685056964994
Attentive CNP,m1,1,106,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.42529269937617,12.382944151614032
Attentive CNP,m1,1,106,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.2803892549225555,5.109207537599334
Attentive CNP,m1,1,106,500,SE,Tl-208 SE 2103 keV,6,0,2023,11.086133225800692,15.52566969386385
Attentive CNP,m1,1,106,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.571039685348339,7.573506505311645
Attentive CNP,m1,1,106,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.5492176819957,6.9932206830756325
Attentive CNP,m1,1,106,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.324178792618278,8.209633396223344
Attentive CNP,m1,1,107,500,full,Full 500-3000 keV,442,58,114299,4.966001891486736,6.577033216652168
Attentive CNP,m1,1,107,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.406548359019805,11.380602660327293
Attentive CNP,m1,1,107,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.434118477971982,12.374258213975674
Attentive CNP,m1,1,107,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.272382878053108,5.1029104457582255
Attentive CNP,m1,1,107,500,SE,Tl-208 SE 2103 keV,6,0,2023,11.074746752421584,15.517236489664985
Attentive CNP,m1,1,107,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.5398200587736905,7.540309832009559
Attentive CNP,m1,1,107,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.526199811432673,6.972551788169948
Attentive CNP,m1,1,107,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.3378627080110155,8.222343666257755
Attentive CNP,m1,1,108,500,full,Full 500-3000 keV,442,58,114299,4.969638578279867,6.578590043313919
Attentive CNP,m1,1,108,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.376454728571464,11.356352344684732
Attentive CNP,m1,1,108,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.419816560039505,12.387184501825951
Attentive CNP,m1,1,108,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.280353246110344,5.108074410549866
Attentive CNP,m1,1,108,500,SE,Tl-208 SE 2103 keV,6,0,2023,11.060325605956152,15.507091922597297
Attentive CNP,m1,1,108,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.593002127469778,7.593508407543246
Attentive CNP,m1,1,108,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.585003489562309,7.028539510443897
Attentive CNP,m1,1,108,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.313472029212359,8.200289413189617
Attentive CNP,m1,1,109,500,full,Full 500-3000 keV,442,58,114299,4.964186611582274,6.578399960691707
Attentive CNP,m1,1,109,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.366180821398139,11.348103571267742
Attentive CNP,m1,1,109,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.412804790626362,12.392785249699067
Attentive CNP,m1,1,109,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.294118263999669,5.1213121532259125
Attentive CNP,m1,1,109,500,SE,Tl-208 SE 2103 keV,6,0,2023,11.127936259509424,15.555587338577759
Attentive CNP,m1,1,109,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.5689623574522615,7.574733085408368
Attentive CNP,m1,1,109,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.534904005342828,6.981084202241609
Attentive CNP,m1,1,109,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,7.330314214556396,8.217656685787533
Attentive CNP,m1,1,100,1000,full,Full 500-3000 keV,442,58,114299,4.96899954790959,6.585801107100424
Attentive CNP,m1,1,100,1000,DEP,Tl-208 DEP 1592 keV,6,0,1323,7.398694867410055,11.377830121522837
Attentive CNP,m1,1,100,1000,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,9.435014828723375,12.376724372222709
