variant,method,context_size,context_seed,feature,center_event_count,sideband_event_count,empirical_contrast_percentage_points,predicted_contrast_percentage_points,absolute_contrast_error_percentage_points
pooled_data,Gaussian kernel regression (pooled data + context),500,107,SE,1356,657,-28.4731482603952,-0.8876069903614225,27.585541270033776
pooled_data,Gaussian kernel regression (pooled data + context),500,107,FE,8522,202,-2.4836125950074477,-0.00035038349102956,2.4832622115164185
pooled_data,Gaussian kernel regression (pooled data + context),500,108,DEP,828,464,21.01865733799767,9.487120425712215,11.531536912285457
pooled_data,Gaussian kernel regression (pooled data + context),500,108,Bi-212,790,541,-25.547158333138352,-16.19396927846012,9.353189054678236
pooled_data,Gaussian kernel regression (pooled data + context),500,108,SE,1356,657,-28.4731482603952,-12.349743862038881,16.123404398356318
pooled_data,Gaussian kernel regression (pooled data + context),500,108,FE,8522,202,-2.4836125950074477,0.0320245540988251,2.515637149106273
pooled_data,Gaussian kernel regression (pooled data + context),500,109,DEP,828,464,21.01865733799767,1.2729235293021501,19.74573380869552
pooled_data,Gaussian kernel regression (pooled data + context),500,109,Bi-212,790,541,-25.547158333138352,-1.3750730193695881,24.172085313768765
pooled_data,Gaussian kernel regression (pooled data + context),500,109,SE,1356,657,-28.4731482603952,-0.921682582259914,27.551465678135283
pooled_data,Gaussian kernel regression (pooled data + context),500,109,FE,8522,202,-2.4836125950074477,-0.003974322734209834,2.479638272273238
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,DEP,828,464,21.01865733799767,1.292258288388426,19.726399049609245
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,Bi-212,790,541,-25.547158333138352,-1.3270584351108838,24.22009989802747
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,SE,1356,657,-28.4731482603952,-0.8720102265250329,27.601138033870164
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,FE,8522,202,-2.4836125950074477,-0.01733069834855827,2.4662818966588897
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,DEP,828,464,21.01865733799767,9.847858381952934,11.170798956044736
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,Bi-212,790,541,-25.547158333138352,-15.183371694693149,10.363786638445205
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,SE,1356,657,-28.4731482603952,-12.40169324992984,16.071455010465357
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,FE,8522,202,-2.4836125950074477,0.5114319950369872,2.995044590044435
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,DEP,828,464,21.01865733799767,9.651117738512106,11.367539599485566
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,Bi-212,790,541,-25.547158333138352,-15.415414981486903,10.131743351651451
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,SE,1356,657,-28.4731482603952,-13.027814630595136,15.445333629800063
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,FE,8522,202,-2.4836125950074477,0.32587855738899496,2.8094911523964425
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,DEP,828,464,21.01865733799767,11.079738652589121,9.938918685408549
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,Bi-212,790,541,-25.547158333138352,-16.589071735632754,8.958086597505599
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,SE,1356,657,-28.4731482603952,-11.423032914210918,17.05011534618428
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,FE,8522,202,-2.4836125950074477,0.28951547342208617,2.773128068429534
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,DEP,828,464,21.01865733799767,1.2698131257046996,19.748844212292973
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,Bi-212,790,541,-25.547158333138352,-1.3598698706216217,24.187288462516733
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,SE,1356,657,-28.4731482603952,-0.9310657766371744,27.542082483758023
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,FE,8522,202,-2.4836125950074477,0.008957299014863973,2.4925698940223118
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,DEP,828,464,21.01865733799767,5.461742544101888,15.556914793895782
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,Bi-212,790,541,-25.547158333138352,-6.952541151147241,18.59461718199111
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,SE,1356,657,-28.4731482603952,-4.087914150704503,24.385234109690696
pooled_data,Gaussian kernel regression (pooled data + context),1000,105,FE,8522,202,-2.4836125950074477,0.05870496840565953,2.5423175634131074
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,DEP,828,464,21.01865733799767,5.690606503421847,15.328050834575823
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,Bi-212,790,541,-25.547158333138352,-6.5212066004409595,19.025951732697393
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,SE,1356,657,-28.4731482603952,-4.434039840094162,24.039108420301037
pooled_data,Gaussian kernel regression (pooled data + context),1000,106,FE,8522,202,-2.4836125950074477,0.012028398055827227,2.495640993063275
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,DEP,828,464,21.01865733799767,1.311665492928793,19.706991845068877
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,Bi-212,790,541,-25.547158333138352,-1.3517911591833132,24.19536717395504
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,SE,1356,657,-28.4731482603952,-0.9065531632951873,27.56659509710001
pooled_data,Gaussian kernel regression (pooled data + context),1000,107,FE,8522,202,-2.4836125950074477,-0.007041384843092802,2.476571210164355
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,DEP,828,464,21.01865733799767,9.577815980295412,11.440841357702258
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,Bi-212,790,541,-25.547158333138352,-16.097759058924904,9.44939927421345
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,SE,1356,657,-28.4731482603952,-12.851489089723279,15.62165917067192
pooled_data,Gaussian kernel regression (pooled data + context),1000,108,FE,8522,202,-2.4836125950074477,0.00901468913501735,2.4926272841424653
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,DEP,828,464,21.01865733799767,10.356576436663545,10.662080901334125
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,Bi-212,790,541,-25.547158333138352,-14.967331016197944,10.57982731694041
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,SE,1356,657,-28.4731482603952,-12.411288801041087,16.06185945935411
pooled_data,Gaussian kernel regression (pooled data + context),1000,109,FE,8522,202,-2.4836125950074477,0.24390765183149865,2.7275202468389463
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,DEP,828,464,21.01865733799767,5.519242664555568,15.499414673442102
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,Bi-212,790,541,-25.547158333138352,-6.952537025212341,18.594621307926012
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,SE,1356,657,-28.4731482603952,-4.220665573832743,24.252482686562455
pooled_data,Gaussian kernel regression (pooled data + context),2000,100,FE,8522,202,-2.4836125950074477,0.05949573116124096,2.5431083261686886
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,DEP,828,464,21.01865733799767,10.735402340402944,10.283254997594726
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,Bi-212,790,541,-25.547158333138352,-15.177902871310584,10.36925546182777
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,SE,1356,657,-28.4731482603952,-12.442027567922898,16.0311206924723
pooled_data,Gaussian kernel regression (pooled data + context),2000,101,FE,8522,202,-2.4836125950074477,0.5156804738484344,2.999293068855882
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,DEP,828,464,21.01865733799767,10.12346086221182,10.895196475785852
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,Bi-212,790,541,-25.547158333138352,-16.428862325375306,9.11829600776305
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,SE,1356,657,-28.4731482603952,-13.24320829417937,15.229939966215827
pooled_data,Gaussian kernel regression (pooled data + context),2000,102,FE,8522,202,-2.4836125950074477,0.35077726694116573,2.8343898619486136
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,DEP,828,464,21.01865733799767,11.16896426260723,9.849693075390443
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,Bi-212,790,541,-25.547158333138352,-16.587373749485685,8.959784583652668
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,SE,1356,657,-28.4731482603952,-10.968372356486366,17.504775903908833
pooled_data,Gaussian kernel regression (pooled data + context),2000,103,FE,8522,202,-2.4836125950074477,0.0583816301611223,2.54199422516857
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,DEP,828,464,21.01865733799767,5.491406723617576,15.527250614380094
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,Bi-212,790,541,-25.547158333138352,-6.940814772307369,18.606343560830986
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,SE,1356,657,-28.4731482603952,-4.17073394020448,24.302414320190717
pooled_data,Gaussian kernel regression (pooled data + context),2000,104,FE,8522,202,-2.4836125950074477,0.03058074313652681,2.5141933381439747
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,DEP,828,464,21.01865733799767,10.690470602057346,10.328186735940326
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,Bi-212,790,541,-25.547158333138352,-16.355414422048618,9.191743911089734
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,SE,1356,657,-28.4731482603952,-11.825983856957228,16.64716440343797
pooled_data,Gaussian kernel regression (pooled data + context),2000,105,FE,8522,202,-2.4836125950074477,0.5297771767757725,3.0133897717832205
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,DEP,828,464,21.01865733799767,11.24328742309305,9.77536991490462
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,Bi-212,790,541,-25.547158333138352,-15.474717319649162,10.072441013489192
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,SE,1356,657,-28.4731482603952,-12.611937385903799,15.8612108744914
pooled_data,Gaussian kernel regression (pooled data + context),2000,106,FE,8522,202,-2.4836125950074477,0.2343075340118933,2.7179201290193413
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,DEP,828,464,21.01865733799767,5.502082536296193,15.516574801701477
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,Bi-212,790,541,-25.547158333138352,-7.149394843052503,18.39776349008585
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,SE,1356,657,-28.4731482603952,-4.238725194464054,24.234423065931143
pooled_data,Gaussian kernel regression (pooled data + context),2000,107,FE,8522,202,-2.4836125950074477,0.06290781429302283,2.5465204093004705
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,DEP,828,464,21.01865733799767,5.51169659042624,15.50696074757143
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,Bi-212,790,541,-25.547158333138352,-6.791828261762134,18.75533007137622
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,SE,1356,657,-28.4731482603952,-4.0562325263490795,24.416915734046118
pooled_data,Gaussian kernel regression (pooled data + context),2000,108,FE,8522,202,-2.4836125950074477,-0.013456847880677358,2.4701557471267703
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,DEP,828,464,21.01865733799767,11.557221379702042,9.461435958295628
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,Bi-212,790,541,-25.547158333138352,-14.67900433410017,10.868153999038183
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,SE,1356,657,-28.4731482603952,-12.35348287781932,16.119665382575874
pooled_data,Gaussian kernel regression (pooled data + context),2000,109,FE,8522,202,-2.4836125950074477,0.29518127908053915,2.778793874087987
