method,architecture_id,training_seed,context_seed,region_id,region,valid_bin_count,excluded_bin_count,events_in_valid_bins,mae_percentage_points,rmse_percentage_points
Attentive CNP + PE,m2,2,107,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,21.337479408039545,23.33789196823689
Attentive CNP + PE,m2,2,108,full,Full 500-3000 keV,442,58,114299,8.02234325269881,10.335495461471975
Attentive CNP + PE,m2,2,108,DEP,Tl-208 DEP 1592 keV,6,0,1323,4.892452139655585,5.938950077439915
Attentive CNP + PE,m2,2,108,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.75380098239032,9.075709723037267
Attentive CNP + PE,m2,2,108,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.133285523187936,8.876695150968214
Attentive CNP + PE,m2,2,108,SE,Tl-208 SE 2103 keV,6,0,2023,4.3838739410039995,5.510355240690538
Attentive CNP + PE,m2,2,108,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.348041395466411,7.558156556721336
Attentive CNP + PE,m2,2,108,FE,Tl-208 FE 2614 keV,5,1,8709,4.268028766485235,4.858048410309345
Attentive CNP + PE,m2,2,108,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,21.1331385553282,23.127872156747426
Attentive CNP + PE,m2,2,109,full,Full 500-3000 keV,442,58,114299,7.986500584299924,10.348529290140192
Attentive CNP + PE,m2,2,109,DEP,Tl-208 DEP 1592 keV,6,0,1323,4.706703602213922,5.84121594436169
Attentive CNP + PE,m2,2,109,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.746303964866612,8.992309173127179
Attentive CNP + PE,m2,2,109,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.005761497091837,8.763386655009706
Attentive CNP + PE,m2,2,109,SE,Tl-208 SE 2103 keV,6,0,2023,4.370461569671626,5.4808592109625724
Attentive CNP + PE,m2,2,109,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.152245281784849,7.357907317058282
Attentive CNP + PE,m2,2,109,FE,Tl-208 FE 2614 keV,5,1,8709,4.097450975248744,4.595229493302471
Attentive CNP + PE,m2,2,109,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,21.855858843977995,23.956094545752606
Density-guided CNP (ours),cell17,0,100,full,Full 500-3000 keV,442,58,114299,4.428832614392169,5.82385679084519
Density-guided CNP (ours),cell17,0,100,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.5722088095544646,4.066631845535583
Density-guided CNP (ours),cell17,0,100,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.411746759958931,5.308379959355871
Density-guided CNP (ours),cell17,0,100,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.253080630588498,5.149222585224199
Density-guided CNP (ours),cell17,0,100,SE,Tl-208 SE 2103 keV,6,0,2023,2.9014601985037176,3.479973659154439
Density-guided CNP (ours),cell17,0,100,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.005308441445149,4.857810815925948
Density-guided CNP (ours),cell17,0,100,FE,Tl-208 FE 2614 keV,5,1,8709,3.9599721287238876,5.312771588208448
Density-guided CNP (ours),cell17,0,100,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.908974902982127,14.685053753015323
Density-guided CNP (ours),cell17,0,101,full,Full 500-3000 keV,442,58,114299,4.428054310030174,5.8037407920382655
Density-guided CNP (ours),cell17,0,101,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.505374546961517,4.013664963775038
Density-guided CNP (ours),cell17,0,101,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.313766546890572,5.244952885897969
Density-guided CNP (ours),cell17,0,101,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.252185194968685,5.150301161372099
Density-guided CNP (ours),cell17,0,101,SE,Tl-208 SE 2103 keV,6,0,2023,2.9141542895658357,3.4540999088467093
Density-guided CNP (ours),cell17,0,101,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.139665317328686,5.000622893924831
Density-guided CNP (ours),cell17,0,101,FE,Tl-208 FE 2614 keV,5,1,8709,4.2483265377138135,5.487470653800112
Density-guided CNP (ours),cell17,0,101,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.708891382632475,14.441368827022572
Density-guided CNP (ours),cell17,0,102,full,Full 500-3000 keV,442,58,114299,4.354206718037168,5.583235529543071
Density-guided CNP (ours),cell17,0,102,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.5505099162961553,4.047591862867169
Density-guided CNP (ours),cell17,0,102,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.386508535317205,5.289492739614201
Density-guided CNP (ours),cell17,0,102,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.250936316206092,5.149518239713184
Density-guided CNP (ours),cell17,0,102,SE,Tl-208 SE 2103 keV,6,0,2023,2.907912201946891,3.4650287578442898
Density-guided CNP (ours),cell17,0,102,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.079290815086867,4.943838456961328
Density-guided CNP (ours),cell17,0,102,FE,Tl-208 FE 2614 keV,5,1,8709,5.539299313704582,6.73775101645036
Density-guided CNP (ours),cell17,0,102,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,9.634353851295296,12.501733017700737
Density-guided CNP (ours),cell17,0,103,full,Full 500-3000 keV,442,58,114299,4.419756908048175,5.787538794629624
Density-guided CNP (ours),cell17,0,103,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.5679208134810403,4.062715490742791
Density-guided CNP (ours),cell17,0,103,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.415417879501823,5.31035415432239
Density-guided CNP (ours),cell17,0,103,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.247615639100477,5.147425127116718
Density-guided CNP (ours),cell17,0,103,SE,Tl-208 SE 2103 keV,6,0,2023,2.904384090582255,3.4741549153072335
Density-guided CNP (ours),cell17,0,103,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.9980377653767807,4.849706339244388
Density-guided CNP (ours),cell17,0,103,FE,Tl-208 FE 2614 keV,5,1,8709,3.965643748420504,5.299508782363045
Density-guided CNP (ours),cell17,0,103,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.659188010960078,14.416639265105191
Density-guided CNP (ours),cell17,0,104,full,Full 500-3000 keV,442,58,114299,4.404970769614437,5.761737742981892
Density-guided CNP (ours),cell17,0,104,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.4335792551593656,3.965207734135668
Density-guided CNP (ours),cell17,0,104,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.306750617718308,5.157061229315098
Density-guided CNP (ours),cell17,0,104,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.263075037680806,5.153027183628939
Density-guided CNP (ours),cell17,0,104,SE,Tl-208 SE 2103 keV,6,0,2023,2.9046218891703313,3.476962557389303
Density-guided CNP (ours),cell17,0,104,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.024099280625092,4.88062820208775
Density-guided CNP (ours),cell17,0,104,FE,Tl-208 FE 2614 keV,5,1,8709,4.262742780729452,5.573190079822518
Density-guided CNP (ours),cell17,0,104,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.68814266096268,14.218899899874016
Density-guided CNP (ours),cell17,0,105,full,Full 500-3000 keV,442,58,114299,4.417900101311031,5.7807373033239555
Density-guided CNP (ours),cell17,0,105,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.527733108268357,4.030400978579141
Density-guided CNP (ours),cell17,0,105,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.3431996974408555,5.262456625318509
Density-guided CNP (ours),cell17,0,105,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.255441673379902,5.150225306834082
Density-guided CNP (ours),cell17,0,105,SE,Tl-208 SE 2103 keV,6,0,2023,2.901002413330279,3.4792356737368606
Density-guided CNP (ours),cell17,0,105,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.0020581303524185,4.85489330587671
Density-guided CNP (ours),cell17,0,105,FE,Tl-208 FE 2614 keV,5,1,8709,4.27289696877972,5.691893775039017
Density-guided CNP (ours),cell17,0,105,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.579841284702871,14.006864699647123
Density-guided CNP (ours),cell17,0,106,full,Full 500-3000 keV,442,58,114299,4.4008421795939,5.707957078908669
Density-guided CNP (ours),cell17,0,106,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.499501894262016,4.008029280492608
Density-guided CNP (ours),cell17,0,106,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.301871931008941,5.236964945478091
Density-guided CNP (ours),cell17,0,106,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.253758927361806,5.149645987870392
Density-guided CNP (ours),cell17,0,106,SE,Tl-208 SE 2103 keV,6,0,2023,2.9022017082661162,3.4769392983662764
Density-guided CNP (ours),cell17,0,106,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.988464684127672,4.838449091777446
Density-guided CNP (ours),cell17,0,106,FE,Tl-208 FE 2614 keV,5,1,8709,4.53214262527914,6.049741059068057
Density-guided CNP (ours),cell17,0,106,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.197568631793567,13.290064745341338
Density-guided CNP (ours),cell17,0,107,full,Full 500-3000 keV,442,58,114299,4.374544480139037,5.632978969615398
Density-guided CNP (ours),cell17,0,107,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.535976901565394,4.036016069753131
Density-guided CNP (ours),cell17,0,107,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.3501648707773155,5.266035215473068
Density-guided CNP (ours),cell17,0,107,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.258816206293502,5.151555235954109
Density-guided CNP (ours),cell17,0,107,SE,Tl-208 SE 2103 keV,6,0,2023,2.905163079680567,3.4752196139428473
Density-guided CNP (ours),cell17,0,107,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.072154407232271,4.9398605436398295
Density-guided CNP (ours),cell17,0,107,FE,Tl-208 FE 2614 keV,5,1,8709,5.192940056182782,6.358963383271683
Density-guided CNP (ours),cell17,0,107,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.312564572665426,13.314005325173667
Density-guided CNP (ours),cell17,0,108,full,Full 500-3000 keV,442,58,114299,4.423157253881641,5.7207139375972185
Density-guided CNP (ours),cell17,0,108,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.6172962456434252,4.1051453038685075
Density-guided CNP (ours),cell17,0,108,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.502548890539739,5.3700004895895335
Density-guided CNP (ours),cell17,0,108,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.242877156084503,5.144969857977701
Density-guided CNP (ours),cell17,0,108,SE,Tl-208 SE 2103 keV,6,0,2023,2.9077633457894674,3.469028797219094
Density-guided CNP (ours),cell17,0,108,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.116454424089776,4.991672654436747
Density-guided CNP (ours),cell17,0,108,FE,Tl-208 FE 2614 keV,5,1,8709,5.273560126416636,6.331225114188974
Density-guided CNP (ours),cell17,0,108,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.175883665037302,13.274199024825254
Density-guided CNP (ours),cell17,0,109,full,Full 500-3000 keV,442,58,114299,4.493344948863768,5.890083318689478
Density-guided CNP (ours),cell17,0,109,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.52414817417502,4.027439535968902
Density-guided CNP (ours),cell17,0,109,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.34930131606604,5.267531611631591
Density-guided CNP (ours),cell17,0,109,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.250776036816861,5.148830370268988
Density-guided CNP (ours),cell17,0,109,SE,Tl-208 SE 2103 keV,6,0,2023,2.9052498436367387,3.4719657029455
Density-guided CNP (ours),cell17,0,109,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.019119731602004,4.872972594173263
Density-guided CNP (ours),cell17,0,109,FE,Tl-208 FE 2614 keV,5,1,8709,4.514766460669098,5.902090020263395
Density-guided CNP (ours),cell17,0,109,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,12.671763870023684,15.421692834096904
Density-guided CNP (ours),cell17,1,100,full,Full 500-3000 keV,442,58,114299,4.370017322245459,5.942510813003174
Density-guided CNP (ours),cell17,1,100,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.8613064174076093,3.368080973045352
Density-guided CNP (ours),cell17,1,100,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.1943696522137652,3.917341458776697
Density-guided CNP (ours),cell17,1,100,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.9037058877880435,5.573809569903062
Density-guided CNP (ours),cell17,1,100,SE,Tl-208 SE 2103 keV,6,0,2023,3.203563383711413,4.484512665494251
Density-guided CNP (ours),cell17,1,100,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,2.993985883226096,3.5593144314280996
Density-guided CNP (ours),cell17,1,100,FE,Tl-208 FE 2614 keV,5,1,8709,4.4859796775074425,4.962794226430192
Density-guided CNP (ours),cell17,1,100,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,13.743889209714672,17.4659885204734
Density-guided CNP (ours),cell17,1,101,full,Full 500-3000 keV,442,58,114299,4.3525044513103746,5.924929846608495
Density-guided CNP (ours),cell17,1,101,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.7799045841295316,3.3661045471382054
Density-guided CNP (ours),cell17,1,101,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.1892913257870887,3.955962101567269
Density-guided CNP (ours),cell17,1,101,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.9021914755237885,5.574422273134461
Density-guided CNP (ours),cell17,1,101,SE,Tl-208 SE 2103 keV,6,0,2023,3.0521805940029623,4.283722148987494
Density-guided CNP (ours),cell17,1,101,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0392241947431806,3.6267132638985076
Density-guided CNP (ours),cell17,1,101,FE,Tl-208 FE 2614 keV,5,1,8709,4.250006274621386,4.813261252649865
Density-guided CNP (ours),cell17,1,101,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,13.4233851196425,17.30209292089913
Density-guided CNP (ours),cell17,1,102,full,Full 500-3000 keV,442,58,114299,4.300094780561454,5.6672989461133785
Density-guided CNP (ours),cell17,1,102,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.8492861541122587,3.3683836431469056
Density-guided CNP (ours),cell17,1,102,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.192613812404748,3.916747698258564
Density-guided CNP (ours),cell17,1,102,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.892143825916229,5.565470919641665
Density-guided CNP (ours),cell17,1,102,SE,Tl-208 SE 2103 keV,6,0,2023,3.112501350420196,4.370300129410556
Density-guided CNP (ours),cell17,1,102,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0202544928678945,3.5992635513447273
Density-guided CNP (ours),cell17,1,102,FE,Tl-208 FE 2614 keV,5,1,8709,3.8510903922133433,4.835597545499233
Density-guided CNP (ours),cell17,1,102,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,11.184954756372221,14.241803519378788
Density-guided CNP (ours),cell17,1,103,full,Full 500-3000 keV,442,58,114299,4.351382737876139,5.928286222429229
Density-guided CNP (ours),cell17,1,103,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.8570241346610405,3.3691687784486954
Density-guided CNP (ours),cell17,1,103,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.1938989947359366,3.9121230543893026
Density-guided CNP (ours),cell17,1,103,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.884032032308968,5.558060019938202
Density-guided CNP (ours),cell17,1,103,SE,Tl-208 SE 2103 keV,6,0,2023,3.169224100649901,4.445816271499784
Density-guided CNP (ours),cell17,1,103,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,2.9910193975906867,3.5560155081237728
Density-guided CNP (ours),cell17,1,103,FE,Tl-208 FE 2614 keV,5,1,8709,4.376578725647691,4.8866271821120355
Density-guided CNP (ours),cell17,1,103,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,13.35464979385304,17.34943585971069
Density-guided CNP (ours),cell17,1,104,full,Full 500-3000 keV,442,58,114299,4.365063788196416,5.89532770510611
Density-guided CNP (ours),cell17,1,104,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.663531649703636,3.371987284450824
Density-guided CNP (ours),cell17,1,104,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.2553377180888408,4.121469983612718
Density-guided CNP (ours),cell17,1,104,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.95787753210235,5.621070378756127
Density-guided CNP (ours),cell17,1,104,SE,Tl-208 SE 2103 keV,6,0,2023,3.1761674371602635,4.4488440468527095
Density-guided CNP (ours),cell17,1,104,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.003100874531844,3.5720609864827937
Density-guided CNP (ours),cell17,1,104,FE,Tl-208 FE 2614 keV,5,1,8709,4.2577926914095885,4.814690711762388
Density-guided CNP (ours),cell17,1,104,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,12.922138599005258,16.655009042093727
Density-guided CNP (ours),cell17,1,105,full,Full 500-3000 keV,442,58,114299,4.357566665649296,5.866989587376263
Density-guided CNP (ours),cell17,1,105,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.8115308443751057,3.363058437579785
Density-guided CNP (ours),cell17,1,105,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.186274466888029,3.937650378038102
Density-guided CNP (ours),cell17,1,105,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.914956804171274,5.583710926587569
Density-guided CNP (ours),cell17,1,105,SE,Tl-208 SE 2103 keV,6,0,2023,3.2021702248988917,4.482093782957344
Density-guided CNP (ours),cell17,1,105,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,2.9927012192229507,3.557929364687429
Density-guided CNP (ours),cell17,1,105,FE,Tl-208 FE 2614 keV,5,1,8709,4.292050069862117,4.8273174613395895
Density-guided CNP (ours),cell17,1,105,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,12.81899943104053,16.445340300316058
Density-guided CNP (ours),cell17,1,106,full,Full 500-3000 keV,442,58,114299,4.319484817482541,5.753964988906278
Density-guided CNP (ours),cell17,1,106,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.7825998248919346,3.3627542368551424
Density-guided CNP (ours),cell17,1,106,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.186467382636076,3.9541915450331304
Density-guided CNP (ours),cell17,1,106,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.9077188547578485,5.577753806397732
Density-guided CNP (ours),cell17,1,106,SE,Tl-208 SE 2103 keV,6,0,2023,3.1854602638140874,4.464165494439861
Density-guided CNP (ours),cell17,1,106,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,2.9888332477664354,3.5527366320716682
Density-guided CNP (ours),cell17,1,106,FE,Tl-208 FE 2614 keV,5,1,8709,4.25026861641607,4.81477807848946
Density-guided CNP (ours),cell17,1,106,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,11.529207987925055,15.04390141035942
Density-guided CNP (ours),cell17,1,107,full,Full 500-3000 keV,442,58,114299,4.319700830302303,5.752575104663864
Density-guided CNP (ours),cell17,1,107,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.8280703498793898,3.361144310519711
Density-guided CNP (ours),cell17,1,107,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.1875933357531063,3.933957516537955
Density-guided CNP (ours),cell17,1,107,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.921226667671616,5.589064983596006
Density-guided CNP (ours),cell17,1,107,SE,Tl-208 SE 2103 keV,6,0,2023,3.1670342026817346,4.438505615721727
Density-guided CNP (ours),cell17,1,107,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.018696192780491,3.5975558958781657
Density-guided CNP (ours),cell17,1,107,FE,Tl-208 FE 2614 keV,5,1,8709,3.92295912872612,4.769750562136771
Density-guided CNP (ours),cell17,1,107,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,12.302584481648827,15.41446601272319
Density-guided CNP (ours),cell17,1,108,full,Full 500-3000 keV,442,58,114299,4.313568648484558,5.749377639159155
Density-guided CNP (ours),cell17,1,108,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.916473437719456,3.3871900645797757
Density-guided CNP (ours),cell17,1,108,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.214306129127863,3.901494856206686
Density-guided CNP (ours),cell17,1,108,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.852911945614284,5.532641055896653
Density-guided CNP (ours),cell17,1,108,SE,Tl-208 SE 2103 keV,6,0,2023,3.1299080740885317,4.391638842609781
Density-guided CNP (ours),cell17,1,108,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0356497984350064,3.627039969503939
Density-guided CNP (ours),cell17,1,108,FE,Tl-208 FE 2614 keV,5,1,8709,3.8737868524908974,4.811272763955862
Density-guided CNP (ours),cell17,1,108,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,11.963841082618336,15.466119643432034
Density-guided CNP (ours),cell17,1,109,full,Full 500-3000 keV,442,58,114299,4.422776156274531,5.960590719218908
Density-guided CNP (ours),cell17,1,109,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.8087051577622106,3.3668422070179553
Density-guided CNP (ours),cell17,1,109,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.1912624529060802,3.934591139245473
Density-guided CNP (ours),cell17,1,109,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.895609789316578,5.567925983420214
Density-guided CNP (ours),cell17,1,109,SE,Tl-208 SE 2103 keV,6,0,2023,3.1508842607433323,4.418889559021949
Density-guided CNP (ours),cell17,1,109,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.001020585227927,3.5687141853110718
Density-guided CNP (ours),cell17,1,109,FE,Tl-208 FE 2614 keV,5,1,8709,4.181912968761872,4.780293092066361
Density-guided CNP (ours),cell17,1,109,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,15.693548453168892,17.732398584539986
Density-guided CNP (ours),cell17,2,100,full,Full 500-3000 keV,442,58,114299,4.476597221091559,5.972929269031421
Density-guided CNP (ours),cell17,2,100,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.7993502303621893,3.498847020999845
Density-guided CNP (ours),cell17,2,100,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,2.585012631188511,2.907807649729359
Density-guided CNP (ours),cell17,2,100,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.232503859822982,5.902147680174603
Density-guided CNP (ours),cell17,2,100,SE,Tl-208 SE 2103 keV,6,0,2023,3.3353068722603276,4.5644482728990505
Density-guided CNP (ours),cell17,2,100,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0343246663526733,3.639411218048516
Density-guided CNP (ours),cell17,2,100,FE,Tl-208 FE 2614 keV,5,1,8709,4.394038491232097,5.456283233494227
Density-guided CNP (ours),cell17,2,100,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,12.839340068625521,16.8232318459736
Density-guided CNP (ours),cell17,2,101,full,Full 500-3000 keV,442,58,114299,4.461970032120004,5.950120517325344
Density-guided CNP (ours),cell17,2,101,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.80326085618489,3.5475690931370982
Density-guided CNP (ours),cell17,2,101,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,2.6117074191864016,2.9745656139677874
Density-guided CNP (ours),cell17,2,101,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.231779169056299,5.898312108523892
Density-guided CNP (ours),cell17,2,101,SE,Tl-208 SE 2103 keV,6,0,2023,3.2862539255737144,4.393838514702559
Density-guided CNP (ours),cell17,2,101,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0900156791333417,3.731381041956334
Density-guided CNP (ours),cell17,2,101,FE,Tl-208 FE 2614 keV,5,1,8709,4.22561876980968,5.491270374714521
Density-guided CNP (ours),cell17,2,101,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,12.366953337952017,16.50163616801445
Density-guided CNP (ours),cell17,2,102,full,Full 500-3000 keV,442,58,114299,4.4270502061789845,5.731417585117996
Density-guided CNP (ours),cell17,2,102,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.8007229882179256,3.5081621105048875
Density-guided CNP (ours),cell17,2,102,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,2.5859663369476444,2.912457817271956
Density-guided CNP (ours),cell17,2,102,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.220288621519115,5.887465745428698
Density-guided CNP (ours),cell17,2,102,SE,Tl-208 SE 2103 keV,6,0,2023,3.309837941443468,4.464699827335217
Density-guided CNP (ours),cell17,2,102,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0650823158397076,3.6968776970508386
Density-guided CNP (ours),cell17,2,102,FE,Tl-208 FE 2614 keV,5,1,8709,4.422738490395202,5.838260137951817
Density-guided CNP (ours),cell17,2,102,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.890987778778152,14.046860651419795
Density-guided CNP (ours),cell17,2,103,full,Full 500-3000 keV,442,58,114299,4.461538951368093,5.955602734058935
Density-guided CNP (ours),cell17,2,103,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.8011455071150975,3.5016451100360606
Density-guided CNP (ours),cell17,2,103,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,2.582799310167992,2.905708893746904
Density-guided CNP (ours),cell17,2,103,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.2077012836030105,5.874406523660645
Density-guided CNP (ours),cell17,2,103,SE,Tl-208 SE 2103 keV,6,0,2023,3.326172074923849,4.522658488251996
Density-guided CNP (ours),cell17,2,103,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0324783242500275,3.635614642298309
Density-guided CNP (ours),cell17,2,103,FE,Tl-208 FE 2614 keV,5,1,8709,4.317205782301317,5.464987066125445
Density-guided CNP (ours),cell17,2,103,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,12.474112536680906,16.60940129931941
Density-guided CNP (ours),cell17,2,104,full,Full 500-3000 keV,442,58,114299,4.480384384686423,5.925430185288243
Density-guided CNP (ours),cell17,2,104,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.7947606500926243,3.5820160634614635
Density-guided CNP (ours),cell17,2,104,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,2.6775854845399434,3.1902044282437307
Density-guided CNP (ours),cell17,2,104,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,5.280945300579819,5.953042552550268
Density-guided CNP (ours),cell17,2,104,SE,Tl-208 SE 2103 keV,6,0,2023,3.328955890163992,4.532231522873854
Density-guided CNP (ours),cell17,2,104,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0434316395451377,3.6589201357907317
Density-guided CNP (ours),cell17,2,104,FE,Tl-208 FE 2614 keV,5,1,8709,4.2447476642290045,5.493096806254827
Density-guided CNP (ours),cell17,2,104,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,12.188068297568718,15.907897255857842
Density-guided CNP (ours),cell17,2,105,full,Full 500-3000 keV,442,58,114299,4.47983555149479,5.929741616407173
Density-guided CNP (ours),cell17,2,105,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.801854128828955,3.5267424201190467
