method,architecture_id,training_budget,training_seed,context_seed,context_size,region_id,region,valid_bin_count,excluded_bin_count,events_in_valid_bins,mae_percentage_points,rmse_percentage_points
Attentive CNP + PE,m2,18866,2,103,500,full,Full 500-3000 keV,442,58,114299,7.453977718518087,9.910919913746303
Attentive CNP + PE,m2,18866,2,103,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,4.600276100765947,5.196969018268407
Attentive CNP + PE,m2,18866,2,103,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,6.944329396203579,8.080157614844518
Attentive CNP + PE,m2,18866,2,103,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,6.532177953696115,8.148023113516608
Attentive CNP + PE,m2,18866,2,103,500,SE,Tl-208 SE 2103 keV,6,0,2023,3.8557494196560778,4.605647904325021
Attentive CNP + PE,m2,18866,2,103,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.991908781501633,6.120011862198753
Attentive CNP + PE,m2,18866,2,103,500,FE,Tl-208 FE 2614 keV,5,1,8709,3.275126078600357,3.817506548929069
Attentive CNP + PE,m2,18866,2,103,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.056955932868945,24.987572702917983
Attentive CNP + PE,m2,18866,2,104,500,full,Full 500-3000 keV,442,58,114299,7.716296733932856,10.132510073797723
Attentive CNP + PE,m2,18866,2,104,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,4.623329350641135,5.48730678110863
Attentive CNP + PE,m2,18866,2,104,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.333479012539641,8.558058176003211
Attentive CNP + PE,m2,18866,2,104,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,6.747302673902005,8.44732231927116
Attentive CNP + PE,m2,18866,2,104,500,SE,Tl-208 SE 2103 keV,6,0,2023,4.130455816464516,5.038112330271497
Attentive CNP + PE,m2,18866,2,104,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.565075616096267,6.746132466709972
Attentive CNP + PE,m2,18866,2,104,500,FE,Tl-208 FE 2614 keV,5,1,8709,3.5686379840287623,4.017235181019945
Attentive CNP + PE,m2,18866,2,104,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,22.61149832034574,24.58407005456655
Attentive CNP + PE,m2,18866,2,105,500,full,Full 500-3000 keV,442,58,114299,7.665208395221279,10.126795966016305
Attentive CNP + PE,m2,18866,2,105,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,4.769544977842235,5.449927682573064
Attentive CNP + PE,m2,18866,2,105,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.2527468253468035,8.415098585062838
Attentive CNP + PE,m2,18866,2,105,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,6.642734658720448,8.292216776648774
Attentive CNP + PE,m2,18866,2,105,500,SE,Tl-208 SE 2103 keV,6,0,2023,4.123828813771281,4.988043281187555
Attentive CNP + PE,m2,18866,2,105,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.339703866715606,6.4877704891797965
Attentive CNP + PE,m2,18866,2,105,500,FE,Tl-208 FE 2614 keV,5,1,8709,3.5076810233912417,3.9702144481767023
Attentive CNP + PE,m2,18866,2,105,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.362459434063137,25.48684325227593
Attentive CNP + PE,m2,18866,2,106,500,full,Full 500-3000 keV,442,58,114299,8.103327527776278,10.437457950098914
Attentive CNP + PE,m2,18866,2,106,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,4.902099547437292,5.920651768535753
Attentive CNP + PE,m2,18866,2,106,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.821780305178004,9.159087803040828
Attentive CNP + PE,m2,18866,2,106,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.221243121851803,9.003289570773628
Attentive CNP + PE,m2,18866,2,106,500,SE,Tl-208 SE 2103 keV,6,0,2023,4.40567031607571,5.583002195116912
Attentive CNP + PE,m2,18866,2,106,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.438936742489157,7.657901252812005
Attentive CNP + PE,m2,18866,2,106,500,FE,Tl-208 FE 2614 keV,5,1,8709,3.978439927266089,4.439305768857531
Attentive CNP + PE,m2,18866,2,106,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,21.684621819748973,23.61525813513696
Attentive CNP + PE,m2,18866,2,107,500,full,Full 500-3000 keV,442,58,114299,7.549663221174431,9.98581612991841
Attentive CNP + PE,m2,18866,2,107,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,4.655451916280633,5.338812084089156
Attentive CNP + PE,m2,18866,2,107,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.041305302866972,8.249437078485961
Attentive CNP + PE,m2,18866,2,107,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,6.578092287360257,8.214397318348174
Attentive CNP + PE,m2,18866,2,107,500,SE,Tl-208 SE 2103 keV,6,0,2023,4.005282657658152,4.809168812625242
Attentive CNP + PE,m2,18866,2,107,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.2219536947286,6.368564637254635
Attentive CNP + PE,m2,18866,2,107,500,FE,Tl-208 FE 2614 keV,5,1,8709,3.394574971197664,3.8791324481474008
Attentive CNP + PE,m2,18866,2,107,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,22.83612045279981,24.791344253027976
Attentive CNP + PE,m2,18866,2,108,500,full,Full 500-3000 keV,442,58,114299,7.517886533899822,9.928855827091002
Attentive CNP + PE,m2,18866,2,108,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,4.457655038870074,5.243238042676661
Attentive CNP + PE,m2,18866,2,108,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.0073981566536645,8.2581240656959
Attentive CNP + PE,m2,18866,2,108,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,6.679130705031884,8.364952475252087
Attentive CNP + PE,m2,18866,2,108,500,SE,Tl-208 SE 2103 keV,6,0,2023,3.8728168140979102,4.641005545367548
Attentive CNP + PE,m2,18866,2,108,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,5.2419731286846885,6.415420192729836
Attentive CNP + PE,m2,18866,2,108,500,FE,Tl-208 FE 2614 keV,5,1,8709,3.323382495697793,3.848061853775732
Attentive CNP + PE,m2,18866,2,108,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,22.2917161892768,24.100243465549887
Attentive CNP + PE,m2,18866,2,109,500,full,Full 500-3000 keV,442,58,114299,8.141723397771267,10.496983330691345
Attentive CNP + PE,m2,18866,2,109,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,4.852484513598173,5.972832796574932
Attentive CNP + PE,m2,18866,2,109,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,7.966811043373744,9.2235563724786
Attentive CNP + PE,m2,18866,2,109,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,7.173507735600847,8.959524448602037
Attentive CNP + PE,m2,18866,2,109,500,SE,Tl-208 SE 2103 keV,6,0,2023,4.47999586447772,5.691121066010052
Attentive CNP + PE,m2,18866,2,109,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,6.4232870887847096,7.634025060074567
Attentive CNP + PE,m2,18866,2,109,500,FE,Tl-208 FE 2614 keV,5,1,8709,3.9915910989307983,4.414476926154124
Attentive CNP + PE,m2,18866,2,109,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,22.01874807414528,24.0598718143956
Density-guided CNP (ours),ours,18866,0,100,500,full,Full 500-3000 keV,442,58,114299,4.5851088007992695,6.064610310728787
Density-guided CNP (ours),ours,18866,0,100,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.935115546654618,4.40096745537852
Density-guided CNP (ours),ours,18866,0,100,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.921796426297934,5.691844820937988
Density-guided CNP (ours),ours,18866,0,100,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.205214833965672,5.130090965274716
Density-guided CNP (ours),ours,18866,0,100,500,SE,Tl-208 SE 2103 keV,6,0,2023,2.902653699371485,3.472452617794545
Density-guided CNP (ours),ours,18866,0,100,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.984120131167831,4.827714451016598
Density-guided CNP (ours),ours,18866,0,100,500,FE,Tl-208 FE 2614 keV,5,1,8709,4.10168720080957,5.578415881774745
Density-guided CNP (ours),ours,18866,0,100,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,14.463163596997456,17.06019459968781
Density-guided CNP (ours),ours,18866,0,101,500,full,Full 500-3000 keV,442,58,114299,4.386420318654823,5.555926082419758
Density-guided CNP (ours),ours,18866,0,101,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.382861924247641,3.930142137346692
Density-guided CNP (ours),ours,18866,0,101,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.325082166128199,5.09490348943852
Density-guided CNP (ours),ours,18866,0,101,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.2650089256249,5.151492344111726
Density-guided CNP (ours),ours,18866,0,101,500,SE,Tl-208 SE 2103 keV,6,0,2023,2.904835020087966,3.4795839600097875
Density-guided CNP (ours),ours,18866,0,101,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.203265475145414,5.090139988480658
Density-guided CNP (ours),ours,18866,0,101,500,FE,Tl-208 FE 2614 keV,5,1,8709,7.140486660040471,8.377083325264497
Density-guided CNP (ours),ours,18866,0,101,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,8.171253392119667,10.34791936286121
Density-guided CNP (ours),ours,18866,0,102,500,full,Full 500-3000 keV,442,58,114299,4.366690893426624,5.560662231165249
Density-guided CNP (ours),ours,18866,0,102,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.5473299528860247,4.0384677498460695
Density-guided CNP (ours),ours,18866,0,102,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.35227335112924,5.265058429449077
Density-guided CNP (ours),ours,18866,0,102,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.245197765501593,5.146236617180508
Density-guided CNP (ours),ours,18866,0,102,500,SE,Tl-208 SE 2103 keV,6,0,2023,2.905681888354374,3.466589472931556
Density-guided CNP (ours),ours,18866,0,102,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.036284943935058,4.890876910448892
Density-guided CNP (ours),ours,18866,0,102,500,FE,Tl-208 FE 2614 keV,5,1,8709,5.903519488207816,7.467409440718184
Density-guided CNP (ours),ours,18866,0,102,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,9.20665102290556,11.603923105429049
Density-guided CNP (ours),ours,18866,0,103,500,full,Full 500-3000 keV,442,58,114299,4.461752649960628,5.900278152857345
Density-guided CNP (ours),ours,18866,0,103,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.854908926524939,4.320916907490025
Density-guided CNP (ours),ours,18866,0,103,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.794538177190455,5.589540160739202
Density-guided CNP (ours),ours,18866,0,103,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.238257517080577,5.137731731721053
Density-guided CNP (ours),ours,18866,0,103,500,SE,Tl-208 SE 2103 keV,6,0,2023,2.888296266044545,3.506182411398429
Density-guided CNP (ours),ours,18866,0,103,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.9369631715959903,4.770584596511746
Density-guided CNP (ours),ours,18866,0,103,500,FE,Tl-208 FE 2614 keV,5,1,8709,4.0004909926398975,5.397160577804091
Density-guided CNP (ours),ours,18866,0,103,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,11.868619082066806,15.8359531631803
Density-guided CNP (ours),ours,18866,0,104,500,full,Full 500-3000 keV,442,58,114299,4.430048319363573,5.754768557761737
Density-guided CNP (ours),ours,18866,0,104,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.354026988365657,3.9126304010412793
Density-guided CNP (ours),ours,18866,0,104,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.33400778314871,5.065380221026083
Density-guided CNP (ours),ours,18866,0,104,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.264114888549433,5.151130718048835
Density-guided CNP (ours),ours,18866,0,104,500,SE,Tl-208 SE 2103 keV,6,0,2023,2.905188075063732,3.480242727068952
Density-guided CNP (ours),ours,18866,0,104,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.115947062234821,4.98610396851576
Density-guided CNP (ours),ours,18866,0,104,500,FE,Tl-208 FE 2614 keV,5,1,8709,4.940117637584937,5.957507847205506
Density-guided CNP (ours),ours,18866,0,104,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.408049358307837,13.749584547205837
Density-guided CNP (ours),ours,18866,0,105,500,full,Full 500-3000 keV,442,58,114299,4.853620195159105,6.974035321389555
Density-guided CNP (ours),ours,18866,0,105,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.605548889684677,4.088379493313816
Density-guided CNP (ours),ours,18866,0,105,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.442170904673612,5.325728727661491
Density-guided CNP (ours),ours,18866,0,105,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.251338991792566,5.145903030380841
Density-guided CNP (ours),ours,18866,0,105,500,SE,Tl-208 SE 2103 keV,6,0,2023,2.8930942370514514,3.492805136930051
Density-guided CNP (ours),ours,18866,0,105,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.970538209676537,4.811888995043589
Density-guided CNP (ours),ours,18866,0,105,500,FE,Tl-208 FE 2614 keV,5,1,8709,3.647511360081015,4.875482376627098
Density-guided CNP (ours),ours,18866,0,105,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,25.29603620009572,26.736844517930837
Density-guided CNP (ours),ours,18866,0,106,500,full,Full 500-3000 keV,442,58,114299,4.446581299294474,5.819374866088052
Density-guided CNP (ours),ours,18866,0,106,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.5457824328679317,4.038758278845512
Density-guided CNP (ours),ours,18866,0,106,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.357158750156337,5.268330080758444
Density-guided CNP (ours),ours,18866,0,106,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.25155159462988,5.14513468538712
Density-guided CNP (ours),ours,18866,0,106,500,SE,Tl-208 SE 2103 keV,6,0,2023,2.888522737185016,3.501864015529353
Density-guided CNP (ours),ours,18866,0,106,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.9697874566505615,4.814872298707596
Density-guided CNP (ours),ours,18866,0,106,500,FE,Tl-208 FE 2614 keV,5,1,8709,4.064841483025911,5.448794262007888
Density-guided CNP (ours),ours,18866,0,106,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.814945566165248,14.242442559428914
Density-guided CNP (ours),ours,18866,0,107,500,full,Full 500-3000 keV,442,58,114299,4.483021355652811,5.947369499253361
Density-guided CNP (ours),ours,18866,0,107,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.397098298473852,3.93324185185326
Density-guided CNP (ours),ours,18866,0,107,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.298950914604599,5.100233765832626
Density-guided CNP (ours),ours,18866,0,107,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.269526553772256,5.153168386642862
Density-guided CNP (ours),ours,18866,0,107,500,SE,Tl-208 SE 2103 keV,6,0,2023,2.899902989702424,3.4875411693003624
Density-guided CNP (ours),ours,18866,0,107,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.086929487339214,4.957279760162898
Density-guided CNP (ours),ours,18866,0,107,500,FE,Tl-208 FE 2614 keV,5,1,8709,4.720810149622778,5.781147828485289
Density-guided CNP (ours),ours,18866,0,107,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,12.917489400441095,16.623387278777965
Density-guided CNP (ours),ours,18866,0,108,500,full,Full 500-3000 keV,442,58,114299,4.416539798136173,5.707720751539464
Density-guided CNP (ours),ours,18866,0,108,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.499622149632966,4.003585089249405
Density-guided CNP (ours),ours,18866,0,108,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.283158609002854,5.217287835519951
Density-guided CNP (ours),ours,18866,0,108,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.255713641510543,5.146743000018385
Density-guided CNP (ours),ours,18866,0,108,500,SE,Tl-208 SE 2103 keV,6,0,2023,2.8957105645876258,3.4898959721965794
Density-guided CNP (ours),ours,18866,0,108,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,4.087566812210571,4.965563676623751
Density-guided CNP (ours),ours,18866,0,108,500,FE,Tl-208 FE 2614 keV,5,1,8709,5.688140591278419,6.616792170100037
Density-guided CNP (ours),ours,18866,0,108,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,9.978258538020391,12.914295117934993
Density-guided CNP (ours),ours,18866,0,109,500,full,Full 500-3000 keV,442,58,114299,4.4658230214179,5.85849388607163
Density-guided CNP (ours),ours,18866,0,109,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.568263033816436,4.056417034901064
Density-guided CNP (ours),ours,18866,0,109,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,4.413420828013902,5.307572109263464
Density-guided CNP (ours),ours,18866,0,109,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.240741403864471,5.14038891751726
Density-guided CNP (ours),ours,18866,0,109,500,SE,Tl-208 SE 2103 keV,6,0,2023,2.8927886666882854,3.4987480793674823
Density-guided CNP (ours),ours,18866,0,109,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.951048939416189,4.788349669555092
Density-guided CNP (ours),ours,18866,0,109,500,FE,Tl-208 FE 2614 keV,5,1,8709,4.066570007717456,5.516736034385228
Density-guided CNP (ours),ours,18866,0,109,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,11.297255201843038,15.331376498997551
Density-guided CNP (ours),ours,18866,1,100,500,full,Full 500-3000 keV,442,58,114299,4.419009825340414,6.005952206815346
Density-guided CNP (ours),ours,18866,1,100,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.107751265440821,3.4891514282634635
Density-guided CNP (ours),ours,18866,1,100,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.4173584064959983,4.014112917400395
Density-guided CNP (ours),ours,18866,1,100,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.7045534920174354,5.415351910793185
Density-guided CNP (ours),ours,18866,1,100,500,SE,Tl-208 SE 2103 keV,6,0,2023,3.136432437453464,4.429490297563389
Density-guided CNP (ours),ours,18866,1,100,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,2.9890754260555448,3.5526932614226148
Density-guided CNP (ours),ours,18866,1,100,500,FE,Tl-208 FE 2614 keV,5,1,8709,4.692257881476922,5.129521772422739
Density-guided CNP (ours),ours,18866,1,100,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,16.30808588054079,18.54443930624669
Density-guided CNP (ours),ours,18866,1,101,500,full,Full 500-3000 keV,442,58,114299,4.209704814457405,5.4121600029747405
Density-guided CNP (ours),ours,18866,1,101,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.5688329157335543,3.359003179665157
Density-guided CNP (ours),ours,18866,1,101,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.3285348236860552,4.2766499295566405
Density-guided CNP (ours),ours,18866,1,101,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.968865375713065,5.628295072453287
Density-guided CNP (ours),ours,18866,1,101,500,SE,Tl-208 SE 2103 keV,6,0,2023,3.158690591096088,4.444947834943158
Density-guided CNP (ours),ours,18866,1,101,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.063571525110443,3.683543490034774
Density-guided CNP (ours),ours,18866,1,101,500,FE,Tl-208 FE 2614 keV,5,1,8709,4.468159223986225,5.604858226876366
Density-guided CNP (ours),ours,18866,1,101,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,8.66353265832593,10.78707130910052
Density-guided CNP (ours),ours,18866,1,102,500,full,Full 500-3000 keV,442,58,114299,4.261537034419929,5.536091094339829
Density-guided CNP (ours),ours,18866,1,102,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.800166845793543,3.325681229969357
Density-guided CNP (ours),ours,18866,1,102,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.1916214696979943,3.934774819140537
Density-guided CNP (ours),ours,18866,1,102,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.88179964865567,5.555506324223608
Density-guided CNP (ours),ours,18866,1,102,500,SE,Tl-208 SE 2103 keV,6,0,2023,3.0993078811395667,4.38196444321146
Density-guided CNP (ours),ours,18866,1,102,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0079516061468325,3.5799698262036634
Density-guided CNP (ours),ours,18866,1,102,500,FE,Tl-208 FE 2614 keV,5,1,8709,3.9035968738510776,4.88793574247272
Density-guided CNP (ours),ours,18866,1,102,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,10.427517569894835,12.537138553936485
Density-guided CNP (ours),ours,18866,1,103,500,full,Full 500-3000 keV,442,58,114299,4.602087228378582,6.378667216666818
Density-guided CNP (ours),ours,18866,1,103,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,3.04854936228659,3.4327775336550257
Density-guided CNP (ours),ours,18866,1,103,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.310859098134173,3.961404552971879
Density-guided CNP (ours),ours,18866,1,103,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.8145982240954295,5.497783543206991
Density-guided CNP (ours),ours,18866,1,103,500,SE,Tl-208 SE 2103 keV,6,0,2023,3.374063055787672,4.658170683138179
Density-guided CNP (ours),ours,18866,1,103,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,2.974724964061377,3.531319394587055
Density-guided CNP (ours),ours,18866,1,103,500,FE,Tl-208 FE 2614 keV,5,1,8709,4.574382437072494,5.033534805973951
Density-guided CNP (ours),ours,18866,1,103,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,20.763565039238976,22.064588496834578
Density-guided CNP (ours),ours,18866,1,104,500,full,Full 500-3000 keV,442,58,114299,4.325706869685095,5.844288800452981
Density-guided CNP (ours),ours,18866,1,104,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.5486440684796925,3.367579616859868
Density-guided CNP (ours),ours,18866,1,104,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.3730506987914555,4.372186194695957
Density-guided CNP (ours),ours,18866,1,104,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.962284558012256,5.622874289501643
Density-guided CNP (ours),ours,18866,1,104,500,SE,Tl-208 SE 2103 keV,6,0,2023,3.1637043189962863,4.453574063354639
Density-guided CNP (ours),ours,18866,1,104,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.035341363732388,3.625066142871392
Density-guided CNP (ours),ours,18866,1,104,500,FE,Tl-208 FE 2614 keV,5,1,8709,3.986566438817128,4.825527998172382
Density-guided CNP (ours),ours,18866,1,104,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,12.775973801775562,16.336990064705454
Density-guided CNP (ours),ours,18866,1,105,500,full,Full 500-3000 keV,442,58,114299,4.650805417029695,6.6454713566064125
Density-guided CNP (ours),ours,18866,1,105,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.8548963861654304,3.3359664302052563
Density-guided CNP (ours),ours,18866,1,105,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.1989217267582024,3.9149580533968895
Density-guided CNP (ours),ours,18866,1,105,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.89796026952202,5.566215224217004
Density-guided CNP (ours),ours,18866,1,105,500,SE,Tl-208 SE 2103 keV,6,0,2023,3.28124025253148,4.5772582793149015
Density-guided CNP (ours),ours,18866,1,105,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,2.9823680874444154,3.5439539296755163
Density-guided CNP (ours),ours,18866,1,105,500,FE,Tl-208 FE 2614 keV,5,1,8709,5.012363148137581,5.4364190329723385
Density-guided CNP (ours),ours,18866,1,105,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,23.018669369573885,24.484858145710938
Density-guided CNP (ours),ours,18866,1,106,500,full,Full 500-3000 keV,442,58,114299,4.356583184332281,5.891452243570944
Density-guided CNP (ours),ours,18866,1,106,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.795644042501562,3.326109578810815
Density-guided CNP (ours),ours,18866,1,106,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.1921565179852984,3.932021979583797
Density-guided CNP (ours),ours,18866,1,106,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.905029671194889,5.571235227521632
Density-guided CNP (ours),ours,18866,1,106,500,SE,Tl-208 SE 2103 keV,6,0,2023,3.3493657896133446,4.637520903217829
Density-guided CNP (ours),ours,18866,1,106,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,2.9829159742066165,3.5464173511877592
Density-guided CNP (ours),ours,18866,1,106,500,FE,Tl-208 FE 2614 keV,5,1,8709,4.407016033280053,4.916269707320207
Density-guided CNP (ours),ours,18866,1,106,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,13.112503269399362,16.76439365796763
Density-guided CNP (ours),ours,18866,1,107,500,full,Full 500-3000 keV,442,58,114299,4.597668293481324,6.435287377645574
Density-guided CNP (ours),ours,18866,1,107,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.6013246881061307,3.339688282668792
Density-guided CNP (ours),ours,18866,1,107,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.293043565325874,4.204274908182589
Density-guided CNP (ours),ours,18866,1,107,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.958044262916959,5.619089721087477
Density-guided CNP (ours),ours,18866,1,107,500,SE,Tl-208 SE 2103 keV,6,0,2023,3.223555774953708,4.52511613781318
Density-guided CNP (ours),ours,18866,1,107,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.022606164202553,3.604866281736583
Density-guided CNP (ours),ours,18866,1,107,500,FE,Tl-208 FE 2614 keV,5,1,8709,4.085939358628118,4.795875844684265
Density-guided CNP (ours),ours,18866,1,107,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,21.21329527911577,22.55741761635032
Density-guided CNP (ours),ours,18866,1,108,500,full,Full 500-3000 keV,442,58,114299,4.3228608983784405,5.718227059916782
Density-guided CNP (ours),ours,18866,1,108,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,2.7330863302576485,3.3282971721345955
Density-guided CNP (ours),ours,18866,1,108,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,3.19497510772569,3.988121524228913
Density-guided CNP (ours),ours,18866,1,108,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,4.915271619431218,5.58077315897819
Density-guided CNP (ours),ours,18866,1,108,500,SE,Tl-208 SE 2103 keV,6,0,2023,3.239754995815348,4.541793788812608
Density-guided CNP (ours),ours,18866,1,108,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,3.0285913698996616,3.6190825341295576
Density-guided CNP (ours),ours,18866,1,108,500,FE,Tl-208 FE 2614 keV,5,1,8709,3.8127749975060383,5.024358914764027
