method,architecture_id,training_budget,training_seed,context_seed,context_size,region_id,region,valid_bin_count,excluded_bin_count,events_in_valid_bins,mae_percentage_points,rmse_percentage_points
Attentive CNP + PE,m2,2000,1,103,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.124316782158257,21.67129630673243
Attentive CNP + PE,m2,2000,1,103,500,SE,Tl-208 SE 2103 keV,6,0,2023,9.683165343527584,12.731088999434679
Attentive CNP + PE,m2,2000,1,103,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.759021669007073,16.12734317523671
Attentive CNP + PE,m2,2000,1,103,500,FE,Tl-208 FE 2614 keV,5,1,8709,9.188307752218872,10.730769197691677
Attentive CNP + PE,m2,2000,1,103,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,28.352370950149584,32.59464622459898
Attentive CNP + PE,m2,2000,1,104,500,full,Full 500-3000 keV,442,58,114299,16.552650587659112,20.241714465326247
Attentive CNP + PE,m2,2000,1,104,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,16.17241798621495,19.769748345936375
Attentive CNP + PE,m2,2000,1,104,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,31.649030575172837,34.59263213525398
Attentive CNP + PE,m2,2000,1,104,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,18.661508339078956,21.417897697469414
Attentive CNP + PE,m2,2000,1,104,500,SE,Tl-208 SE 2103 keV,6,0,2023,10.665795562383163,14.085585123985892
Attentive CNP + PE,m2,2000,1,104,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.932307736985859,15.986190900331604
Attentive CNP + PE,m2,2000,1,104,500,FE,Tl-208 FE 2614 keV,5,1,8709,9.950880253541621,11.231342315882289
Attentive CNP + PE,m2,2000,1,104,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,26.49813592973364,30.58043493484301
Attentive CNP + PE,m2,2000,1,105,500,full,Full 500-3000 keV,442,58,114299,16.391775368968815,20.113082215680514
Attentive CNP + PE,m2,2000,1,105,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,18.228372424322412,21.837543675342634
Attentive CNP + PE,m2,2000,1,105,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,28.981888999318013,32.83504318388449
Attentive CNP + PE,m2,2000,1,105,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,18.811131235766616,21.48081941192405
Attentive CNP + PE,m2,2000,1,105,500,SE,Tl-208 SE 2103 keV,6,0,2023,9.20251536587133,12.487795733998276
Attentive CNP + PE,m2,2000,1,105,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.255986339479708,15.579639216991135
Attentive CNP + PE,m2,2000,1,105,500,FE,Tl-208 FE 2614 keV,5,1,8709,8.98750963241708,10.489716763563631
Attentive CNP + PE,m2,2000,1,105,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,28.436306993946104,32.6960272833551
Attentive CNP + PE,m2,2000,1,106,500,full,Full 500-3000 keV,442,58,114299,16.88698412809928,20.60212967128338
Attentive CNP + PE,m2,2000,1,106,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,18.186214137655522,22.211867702687385
Attentive CNP + PE,m2,2000,1,106,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,30.14520308611263,33.951976034721646
Attentive CNP + PE,m2,2000,1,106,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.47480464145189,22.074602304735265
Attentive CNP + PE,m2,2000,1,106,500,SE,Tl-208 SE 2103 keV,6,0,2023,10.441008847572363,13.586424196855257
Attentive CNP + PE,m2,2000,1,106,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.517654575619915,16.924511641033273
Attentive CNP + PE,m2,2000,1,106,500,FE,Tl-208 FE 2614 keV,5,1,8709,10.011587914193695,11.30515911878999
Attentive CNP + PE,m2,2000,1,106,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,26.34800712304549,30.60945293243476
Attentive CNP + PE,m2,2000,1,107,500,full,Full 500-3000 keV,442,58,114299,17.210487613191457,21.02368089553817
Attentive CNP + PE,m2,2000,1,107,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,19.04965218054557,22.816496576273014
Attentive CNP + PE,m2,2000,1,107,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,27.575438357280806,32.187229265182395
Attentive CNP + PE,m2,2000,1,107,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,20.15432084023157,22.80442553276355
Attentive CNP + PE,m2,2000,1,107,500,SE,Tl-208 SE 2103 keV,6,0,2023,8.34201817025978,11.588914900536778
Attentive CNP + PE,m2,2000,1,107,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.346341336571099,17.356319565279932
Attentive CNP + PE,m2,2000,1,107,500,FE,Tl-208 FE 2614 keV,5,1,8709,8.978949097728508,10.78366381806544
Attentive CNP + PE,m2,2000,1,107,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,30.013062432910697,34.46465120299337
Attentive CNP + PE,m2,2000,1,108,500,full,Full 500-3000 keV,442,58,114299,17.030925525344294,20.772898632977192
Attentive CNP + PE,m2,2000,1,108,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,18.795622328034796,22.448764164911157
Attentive CNP + PE,m2,2000,1,108,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,28.25045117071146,33.051152254975065
Attentive CNP + PE,m2,2000,1,108,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,20.182859021509255,22.655359264970564
Attentive CNP + PE,m2,2000,1,108,500,SE,Tl-208 SE 2103 keV,6,0,2023,8.93752322694013,12.431924031925663
Attentive CNP + PE,m2,2000,1,108,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.46326104350192,17.18658235830272
Attentive CNP + PE,m2,2000,1,108,500,FE,Tl-208 FE 2614 keV,5,1,8709,9.613605010254997,10.875956220051782
Attentive CNP + PE,m2,2000,1,108,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,27.65253097978079,32.087028103856056
Attentive CNP + PE,m2,2000,1,109,500,full,Full 500-3000 keV,442,58,114299,17.047777690118142,20.753500815953778
Attentive CNP + PE,m2,2000,1,109,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,18.458935818781068,22.56498142404737
Attentive CNP + PE,m2,2000,1,109,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,28.680172991503206,33.14727371961982
Attentive CNP + PE,m2,2000,1,109,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,20.126755176532686,22.657010156051577
Attentive CNP + PE,m2,2000,1,109,500,SE,Tl-208 SE 2103 keV,6,0,2023,8.701019232796064,11.393426627499355
Attentive CNP + PE,m2,2000,1,109,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.530627177682103,17.242303087218286
Attentive CNP + PE,m2,2000,1,109,500,FE,Tl-208 FE 2614 keV,5,1,8709,10.560625545267536,11.718294575443714
Attentive CNP + PE,m2,2000,1,109,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,26.20742064942519,30.54707902608329
Attentive CNP + PE,m2,2000,2,100,500,full,Full 500-3000 keV,442,58,114299,17.060881669299633,21.04727577925776
Attentive CNP + PE,m2,2000,2,100,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,16.601392632987707,21.95611780186181
Attentive CNP + PE,m2,2000,2,100,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,17.827688922546088,25.07733599919384
Attentive CNP + PE,m2,2000,2,100,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.067103992607134,21.860939195822557
Attentive CNP + PE,m2,2000,2,100,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.773472638179398,7.371567057224686
Attentive CNP + PE,m2,2000,2,100,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.005166637786738,16.6711845689505
Attentive CNP + PE,m2,2000,2,100,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.8642877055809475,7.105972596467606
Attentive CNP + PE,m2,2000,2,100,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,37.15830122766422,40.42785285591894
Attentive CNP + PE,m2,2000,2,101,500,full,Full 500-3000 keV,442,58,114299,17.571742604031815,21.633935924463604
Attentive CNP + PE,m2,2000,2,101,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,17.031334376012357,22.89710309368625
Attentive CNP + PE,m2,2000,2,101,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,19.322644409354353,26.00837803268768
Attentive CNP + PE,m2,2000,2,101,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.792953778474526,22.765836324436002
Attentive CNP + PE,m2,2000,2,101,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.598721380542787,7.223095292780885
Attentive CNP + PE,m2,2000,2,101,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,14.005826087332418,17.848627457185273
Attentive CNP + PE,m2,2000,2,101,500,FE,Tl-208 FE 2614 keV,5,1,8709,8.20457079305454,8.279998450211576
Attentive CNP + PE,m2,2000,2,101,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,35.47137669252808,38.89400152298088
Attentive CNP + PE,m2,2000,2,102,500,full,Full 500-3000 keV,442,58,114299,17.21630597744962,21.25879286335084
Attentive CNP + PE,m2,2000,2,102,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,16.891014717277734,22.70824626236192
Attentive CNP + PE,m2,2000,2,102,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,18.034784900421876,25.138927029172475
Attentive CNP + PE,m2,2000,2,102,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.420011667822116,22.350926606733626
Attentive CNP + PE,m2,2000,2,102,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.77600696312049,7.411308079733581
Attentive CNP + PE,m2,2000,2,102,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.575107354686722,17.452131940786757
Attentive CNP + PE,m2,2000,2,102,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.657907946671834,6.986584630395806
Attentive CNP + PE,m2,2000,2,102,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,36.81363708006741,40.17918229363574
Attentive CNP + PE,m2,2000,2,103,500,full,Full 500-3000 keV,442,58,114299,17.13054015978947,21.291953536077838
Attentive CNP + PE,m2,2000,2,103,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,17.332561784402127,23.037459910200123
Attentive CNP + PE,m2,2000,2,103,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,17.23300613239516,24.137196853115228
Attentive CNP + PE,m2,2000,2,103,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.34120773798925,22.362500860579164
Attentive CNP + PE,m2,2000,2,103,500,SE,Tl-208 SE 2103 keV,6,0,2023,5.428141212840429,6.478581187045411
Attentive CNP + PE,m2,2000,2,103,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.119719845484251,17.222718678776634
Attentive CNP + PE,m2,2000,2,103,500,FE,Tl-208 FE 2614 keV,5,1,8709,5.1722119222190335,6.681394803680424
Attentive CNP + PE,m2,2000,2,103,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,41.614044224155485,44.559626925551285
Attentive CNP + PE,m2,2000,2,104,500,full,Full 500-3000 keV,442,58,114299,17.133439678443224,21.305737207180734
Attentive CNP + PE,m2,2000,2,104,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,16.891626646715537,22.734481908622005
Attentive CNP + PE,m2,2000,2,104,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,17.519370587880402,24.52607026366677
Attentive CNP + PE,m2,2000,2,104,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.241292846318224,22.41099799965054
Attentive CNP + PE,m2,2000,2,104,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.2696090490093335,7.201438574747216
Attentive CNP + PE,m2,2000,2,104,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.182493905886854,17.24107742902948
Attentive CNP + PE,m2,2000,2,104,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.026291166820608,6.900448717424747
Attentive CNP + PE,m2,2000,2,104,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,38.5939719795203,41.814237594886315
Attentive CNP + PE,m2,2000,2,105,500,full,Full 500-3000 keV,442,58,114299,17.29789569583701,21.53069698205283
Attentive CNP + PE,m2,2000,2,105,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,17.33745863140658,23.148657074987014
Attentive CNP + PE,m2,2000,2,105,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,17.140146696409776,23.877789407132806
Attentive CNP + PE,m2,2000,2,105,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.16867716771618,22.362403685389644
Attentive CNP + PE,m2,2000,2,105,500,SE,Tl-208 SE 2103 keV,6,0,2023,5.1929859048403175,6.4914955552041365
Attentive CNP + PE,m2,2000,2,105,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.111915194704332,17.20827392590179
Attentive CNP + PE,m2,2000,2,105,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.411268690596099,7.164715379683269
Attentive CNP + PE,m2,2000,2,105,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,41.396062217039436,44.52515260431416
Attentive CNP + PE,m2,2000,2,106,500,full,Full 500-3000 keV,442,58,114299,17.09178288226856,21.22739948999571
Attentive CNP + PE,m2,2000,2,106,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,16.89678705286121,22.63072003519898
Attentive CNP + PE,m2,2000,2,106,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,17.192090899275424,24.470825068480735
Attentive CNP + PE,m2,2000,2,106,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.174920855492957,22.456264471290474
Attentive CNP + PE,m2,2000,2,106,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.158675138776987,6.959795308921278
Attentive CNP + PE,m2,2000,2,106,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.266298594237682,17.28484939911349
Attentive CNP + PE,m2,2000,2,106,500,FE,Tl-208 FE 2614 keV,5,1,8709,5.932070741081867,6.842261303796593
Attentive CNP + PE,m2,2000,2,106,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,38.0061397978202,41.203932479877786
Attentive CNP + PE,m2,2000,2,107,500,full,Full 500-3000 keV,442,58,114299,17.38198067478072,21.67634759605937
Attentive CNP + PE,m2,2000,2,107,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,17.285775003976685,23.489127584396723
Attentive CNP + PE,m2,2000,2,107,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,17.61081638801434,24.307114922365894
Attentive CNP + PE,m2,2000,2,107,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.411011282012204,22.838200348135786
Attentive CNP + PE,m2,2000,2,107,500,SE,Tl-208 SE 2103 keV,6,0,2023,5.320742547413246,6.537964753717024
Attentive CNP + PE,m2,2000,2,107,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.444293552442621,17.798846788925626
Attentive CNP + PE,m2,2000,2,107,500,FE,Tl-208 FE 2614 keV,5,1,8709,5.77315699049071,7.030251447550047
Attentive CNP + PE,m2,2000,2,107,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,39.368316334307885,42.665742751423394
Attentive CNP + PE,m2,2000,2,108,500,full,Full 500-3000 keV,442,58,114299,17.43559551302088,21.599362855683772
Attentive CNP + PE,m2,2000,2,108,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,17.241310567814295,22.91816183601529
Attentive CNP + PE,m2,2000,2,108,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,18.2652794840844,24.767760795941822
Attentive CNP + PE,m2,2000,2,108,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.778317044188974,22.587604761524428
Attentive CNP + PE,m2,2000,2,108,500,SE,Tl-208 SE 2103 keV,6,0,2023,4.926903741848193,6.2038454798178
Attentive CNP + PE,m2,2000,2,108,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.394962661401308,17.418628157228273
Attentive CNP + PE,m2,2000,2,108,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.226772962733908,6.881378417862057
Attentive CNP + PE,m2,2000,2,108,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,39.98673511805044,43.307497814995585
Attentive CNP + PE,m2,2000,2,109,500,full,Full 500-3000 keV,442,58,114299,17.364591088476015,21.540394503796033
Attentive CNP + PE,m2,2000,2,109,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,17.342788631460458,23.254898734780177
Attentive CNP + PE,m2,2000,2,109,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,18.333315763789937,24.90827363041679
Attentive CNP + PE,m2,2000,2,109,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,19.593288304871194,22.72809203853317
Attentive CNP + PE,m2,2000,2,109,500,SE,Tl-208 SE 2103 keV,6,0,2023,5.811864997259187,6.7141265359594975
Attentive CNP + PE,m2,2000,2,109,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.605042179680455,17.68841342748989
Attentive CNP + PE,m2,2000,2,109,500,FE,Tl-208 FE 2614 keV,5,1,8709,6.385591054597758,7.015615826104833
Attentive CNP + PE,m2,2000,2,109,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,38.406650070306846,41.56074878924546
Density-guided CNP (ours),ours,2000,0,100,500,full,Full 500-3000 keV,442,58,114299,12.20876863807241,16.580445603842794
Density-guided CNP (ours),ours,2000,0,100,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.036118446612,11.243784247979953
Density-guided CNP (ours),ours,2000,0,100,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,6.303496568087845,7.265330041458999
Density-guided CNP (ours),ours,2000,0,100,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,13.497429601495739,18.39489107618381
Density-guided CNP (ours),ours,2000,0,100,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.845750885517281,9.086545359721468
Density-guided CNP (ours),ours,2000,0,100,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.847272362142986,18.5784240556548
Density-guided CNP (ours),ours,2000,0,100,500,FE,Tl-208 FE 2614 keV,5,1,8709,13.17290746631435,15.402735968312967
Density-guided CNP (ours),ours,2000,0,100,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,11.157389296486581,14.452402963526795
Density-guided CNP (ours),ours,2000,0,101,500,full,Full 500-3000 keV,442,58,114299,12.018487616978145,16.404454263346096
Density-guided CNP (ours),ours,2000,0,101,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.7430684569443,11.960034420660795
Density-guided CNP (ours),ours,2000,0,101,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,5.6247335440058475,6.406664322021233
Density-guided CNP (ours),ours,2000,0,101,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.977972390348857,19.050968667241506
Density-guided CNP (ours),ours,2000,0,101,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.945641652871015,9.157676446519876
Density-guided CNP (ours),ours,2000,0,101,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.11320448571251,19.345331807655832
Density-guided CNP (ours),ours,2000,0,101,500,FE,Tl-208 FE 2614 keV,5,1,8709,15.213567592404448,17.48300820660265
Density-guided CNP (ours),ours,2000,0,101,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,6.507778701212104,8.80430257499759
Density-guided CNP (ours),ours,2000,0,102,500,full,Full 500-3000 keV,442,58,114299,11.762683896622253,16.20027368170026
Density-guided CNP (ours),ours,2000,0,102,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.396936890453478,11.557165570632218
Density-guided CNP (ours),ours,2000,0,102,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,5.705291020822247,5.91833754914572
Density-guided CNP (ours),ours,2000,0,102,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,13.946751801735946,18.448602169529774
Density-guided CNP (ours),ours,2000,0,102,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.884137785441606,9.096816557451723
Density-guided CNP (ours),ours,2000,0,102,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.83298967407288,18.789322942821236
Density-guided CNP (ours),ours,2000,0,102,500,FE,Tl-208 FE 2614 keV,5,1,8709,14.235975923328406,16.47209885669212
Density-guided CNP (ours),ours,2000,0,102,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,6.085278059947947,8.458220495177292
Density-guided CNP (ours),ours,2000,0,103,500,full,Full 500-3000 keV,442,58,114299,12.185457427250862,16.457877797214625
Density-guided CNP (ours),ours,2000,0,103,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.125456360154518,11.307211326599823
Density-guided CNP (ours),ours,2000,0,103,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,5.883622019487626,6.696761653132369
Density-guided CNP (ours),ours,2000,0,103,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.107982750009555,18.670101058165947
Density-guided CNP (ours),ours,2000,0,103,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.5567911607120655,8.789624573190272
Density-guided CNP (ours),ours,2000,0,103,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,13.013746671752896,18.45663075254317
Density-guided CNP (ours),ours,2000,0,103,500,FE,Tl-208 FE 2614 keV,5,1,8709,13.359590883205213,15.538859554175627
Density-guided CNP (ours),ours,2000,0,103,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,15.352579667996743,18.19875138495354
Density-guided CNP (ours),ours,2000,0,104,500,full,Full 500-3000 keV,442,58,114299,11.926669470203885,16.306513584189148
Density-guided CNP (ours),ours,2000,0,104,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.814443232202514,12.042717630459068
Density-guided CNP (ours),ours,2000,0,104,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,5.664480714192012,6.590758686465536
Density-guided CNP (ours),ours,2000,0,104,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.863348118456365,18.997758663871725
Density-guided CNP (ours),ours,2000,0,104,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.925073352923325,9.163299198069952
Density-guided CNP (ours),ours,2000,0,104,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.89837250721165,19.066898849505343
Density-guided CNP (ours),ours,2000,0,104,500,FE,Tl-208 FE 2614 keV,5,1,8709,14.01891600427328,16.201808870515052
Density-guided CNP (ours),ours,2000,0,104,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,6.541111705399529,8.760236971536717
Density-guided CNP (ours),ours,2000,0,105,500,full,Full 500-3000 keV,442,58,114299,12.5823099291169,17.323514173098307
Density-guided CNP (ours),ours,2000,0,105,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.323839396520658,11.483815666050752
Density-guided CNP (ours),ours,2000,0,105,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,5.7312875789263185,6.010103066172427
Density-guided CNP (ours),ours,2000,0,105,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.394126756460007,18.733036219904978
Density-guided CNP (ours),ours,2000,0,105,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.704820062077517,8.894124613292403
Density-guided CNP (ours),ours,2000,0,105,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.851234619923721,18.541021009685103
Density-guided CNP (ours),ours,2000,0,105,500,FE,Tl-208 FE 2614 keV,5,1,8709,12.850761889703616,15.136000084274965
Density-guided CNP (ours),ours,2000,0,105,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,28.628146566258334,36.20727516828724
Density-guided CNP (ours),ours,2000,0,106,500,full,Full 500-3000 keV,442,58,114299,11.843938296164607,16.15954852968937
Density-guided CNP (ours),ours,2000,0,106,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.404703851400777,11.559099594370949
Density-guided CNP (ours),ours,2000,0,106,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,5.761431972737241,5.993309306246024
Density-guided CNP (ours),ours,2000,0,106,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.427044329633976,18.769682081253116
Density-guided CNP (ours),ours,2000,0,106,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.636947471340196,8.858855519616263
Density-guided CNP (ours),ours,2000,0,106,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.944894002031472,18.62172229362065
Density-guided CNP (ours),ours,2000,0,106,500,FE,Tl-208 FE 2614 keV,5,1,8709,13.478445963951582,15.643970525546655
Density-guided CNP (ours),ours,2000,0,106,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,6.525839061339818,8.369182369021567
Density-guided CNP (ours),ours,2000,0,107,500,full,Full 500-3000 keV,442,58,114299,12.217273024918368,16.645583471581347
Density-guided CNP (ours),ours,2000,0,107,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.63721536456363,11.853093400677125
Density-guided CNP (ours),ours,2000,0,107,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,5.51132517489584,6.243609618727373
Density-guided CNP (ours),ours,2000,0,107,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.958791480741542,19.02942546113694
Density-guided CNP (ours),ours,2000,0,107,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.832824912606775,9.041110910783129
Density-guided CNP (ours),ours,2000,0,107,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.870181500649174,19.020482820238133
Density-guided CNP (ours),ours,2000,0,107,500,FE,Tl-208 FE 2614 keV,5,1,8709,13.848079744060351,16.01560434499469
Density-guided CNP (ours),ours,2000,0,107,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,20.33121573802187,23.86437876976451
Density-guided CNP (ours),ours,2000,0,108,500,full,Full 500-3000 keV,442,58,114299,11.78636741094786,16.223158535569763
Density-guided CNP (ours),ours,2000,0,108,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.51839786472548,11.676978266490025
Density-guided CNP (ours),ours,2000,0,108,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,5.8230510295571865,6.009067714745967
Density-guided CNP (ours),ours,2000,0,108,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.634665391751827,18.89788659145624
Density-guided CNP (ours),ours,2000,0,108,500,SE,Tl-208 SE 2103 keV,6,0,2023,6.81496073145897,9.014945054770381
Density-guided CNP (ours),ours,2000,0,108,500,continuum_2200_2400,Continuum 2200-2400 keV,40,0,9093,12.935349853546926,19.124165321558493
Density-guided CNP (ours),ours,2000,0,108,500,FE,Tl-208 FE 2614 keV,5,1,8709,14.367668230840216,16.667160451006787
Density-guided CNP (ours),ours,2000,0,108,500,sparse_tail,Sparse tail 2700-3000 keV,13,47,68,6.77200842695787,8.8795466686515
Density-guided CNP (ours),ours,2000,0,109,500,full,Full 500-3000 keV,442,58,114299,12.089972777625938,16.322893502448082
Density-guided CNP (ours),ours,2000,0,109,500,DEP,Tl-208 DEP 1592 keV,6,0,1323,10.394049388077102,11.545064739040285
Density-guided CNP (ours),ours,2000,0,109,500,Bi-214,Bi-212 1620.74-keV feature,6,0,1361,5.844901318766521,6.171057670668674
Density-guided CNP (ours),ours,2000,0,109,500,continuum_1700_2000,Continuum 1700-2000 keV,60,0,8230,14.051523875815915,18.613186988852853
