architecture,method,training_seed,steps,nominal_train_events,sampling_eligible_events,parameter_count,final_train_loss,wall_seconds,status,warning_count,checkpoint_sha256,run_id
m0,CNP,0,3000,18866,18836,116482,0.43447744846343994,70.107545794919133,completed,0,1984eac4b15493ae7ab5438c148c98aadc5bd0c0c646fad9798c027de05229df,20260909-m0-seed0-train3000
m0,CNP,1,3000,18866,18836,116482,0.42039379477500916,68.878343588206917,completed,0,563108969aed4c5627268528c7d8d53a6de7fb259cf46761d9bf02883839d953,20260909-m0-seed1-train3000
m0,CNP,2,3000,18866,18836,116482,0.48368930816650391,68.786068273708224,completed,0,9dc7fa64e13f54b67c1b1b56aa31a0468887f954bb70355c58b7b91cd4656a45,20260909-m0-seed2-train3000
m1,Attentive CNP,0,3000,18866,18836,149250,0.43294253945350647,71.998599583283067,completed,0,0a6fc7b03ea582f0ab4dafc8feb1d973a51c9327ffed3a5f7c53b5da261ade43,20260909-m1-seed0-train3000
m1,Attentive CNP,1,3000,18866,18836,149250,0.42139783501625061,73.472498508170247,completed,0,9d3d04b7803dae2963b575b3f1af6b429351bb8b6735995f9fb1f28948ba1d14,20260909-m1-seed1-train3000
m1,Attentive CNP,2,3000,18866,18836,149250,0.48350417613983154,71.459639509674162,completed,0,f3e7ac1bbc93ff0de7ddd91caf513a9a601c9ff4d7414cb3ad96fb462d690cb4,20260909-m1-seed2-train3000
