bandwidth_kev,mean_cv_brier,std_cv_brier,fold_0_brier,fold_1_brier,fold_2_brier,fold_3_brier,fold_4_brier
2.0,0.2783786876615744,0.013101965670415366,0.2914908932405562,0.27537582079386874,0.2828100269050231,0.2848986794989946,0.25731801786942937
5.0,0.2474354855087515,0.008416328912494414,0.2520412662671253,0.25467102584322004,0.24337029487156767,0.2525754940449894,0.2345193465168552
10.0,0.23721662409368904,0.0077223848998814815,0.23984431166809486,0.24810263045757538,0.23084263267126126,0.23849525687531525,0.22879828879619837
20.0,0.23432897245674447,0.0062406873424200315,0.23725736263365726,0.2438455500952658,0.2298082156423436,0.23191770429065772,0.22881602962179798
50.0,0.23348263455949897,0.006056064876754063,0.2385840913045141,0.24033118858182667,0.23209639291812512,0.2310342865752574,0.22536721341777152
100.0,0.2332855557964642,0.0053045939741833345,0.23801695593459526,0.23862925697684864,0.23228954873211158,0.23186101854426205,0.22563099879450335
