subset_id,ordering_id,budget_label,training_budget_nominal_events,training_budget_sampling_eligible_events,method,architecture_id,region,threshold_k,coverage_percent_mean,mean_context_sd_within_seed_pp,initialization_sd_across_seed_means_pp,cell_count
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,FE_2614_pm5,3,25.0,8.784104611578831,43.30127018922193,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,SE_2103_pm5,1,16.666666666666668,0.0,28.867513459481287,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,SE_2103_pm5,2,23.333333333333332,13.321227625941432,23.629078131263043,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,SE_2103_pm5,3,50.0,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,DEP_1592_pm5,1,38.333333333333336,8.050764858994134,20.207259421636902,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,DEP_1592_pm5,2,50.0,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,DEP_1592_pm5,3,50.0,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,feature_1620_pm5,1,1.6666666666666667,5.270462766947299,2.8867513459481287,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,feature_1620_pm5,2,30.0,7.027283689263065,26.457513110645905,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,feature_1620_pm5,3,56.666666666666664,8.606629658238704,11.547005383792515,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,overall_500_3000,1,46.41025641025641,1.7087967838690787,1.5311800892186782,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,overall_500_3000,2,75.9577677224736,1.4781738156253208,0.3507395461307346,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,overall_500_3000,3,91.16138763197587,0.9920356206876274,0.27647515505012354,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,FE_2614_pm5,1,10.0,20.348511315204497,5.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,FE_2614_pm5,2,31.666666666666668,24.885634329567097,5.773502691896257,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,FE_2614_pm5,3,43.333333333333336,14.05456737852613,16.072751268321593,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,SE_2103_pm5,1,0.0,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,SE_2103_pm5,2,0.0,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,SE_2103_pm5,3,0.0,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,DEP_1592_pm5,1,50.0,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,DEP_1592_pm5,2,50.0,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,DEP_1592_pm5,3,55.0,12.297746456210364,5.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,feature_1620_pm5,1,45.0,12.297746456210364,5.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,feature_1620_pm5,2,50.0,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,feature_1620_pm5,3,80.0,20.348511315204497,18.027756377319946,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,overall_500_3000,1,48.50678733031674,0.6828101232089575,4.827176382288121,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,overall_500_3000,2,79.82654600301659,1.0391187192281333,5.525289569437645,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,overall_500_3000,3,91.27450980392156,0.32889247078244105,3.4866839716418654,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,FE_2614_pm5,1,3.3333333333333335,7.027283689263065,5.773502691896257,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,FE_2614_pm5,2,11.666666666666666,8.050764858994134,20.207259421636902,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,FE_2614_pm5,3,16.666666666666668,0.0,28.867513459481287,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,SE_2103_pm5,1,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,SE_2103_pm5,2,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,SE_2103_pm5,3,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,DEP_1592_pm5,1,28.333333333333332,8.050764858994134,25.658007197234422,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,DEP_1592_pm5,2,50.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,DEP_1592_pm5,3,50.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,feature_1620_pm5,1,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,feature_1620_pm5,2,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,feature_1620_pm5,3,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,overall_500_3000,1,48.431372549019606,0.34977430127553694,2.019328468089496,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,overall_500_3000,2,81.07843137254902,0.22028549936149489,1.2188531260503368,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,overall_500_3000,3,91.4027149321267,0.18334897108211332,1.0869151266483594,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,FE_2614_pm5,1,3.3333333333333335,7.027283689263065,5.773502691896257,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,FE_2614_pm5,2,16.666666666666668,0.0,28.867513459481287,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,FE_2614_pm5,3,16.666666666666668,0.0,28.867513459481287,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,SE_2103_pm5,1,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,SE_2103_pm5,2,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,SE_2103_pm5,3,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,DEP_1592_pm5,1,50.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,DEP_1592_pm5,2,50.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,DEP_1592_pm5,3,50.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,feature_1620_pm5,1,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,feature_1620_pm5,2,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,feature_1620_pm5,3,0.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,overall_500_3000,1,21.03318250377074,1.4047946981075696,0.8301451403097646,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,overall_500_3000,2,40.48265460030166,1.0149099965798403,3.7218627194182696,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,overall_500_3000,3,56.289592760180994,1.6969822809552646,5.30604488519109,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,FE_2614_pm5,1,13.333333333333334,15.315609724544691,23.09401076758503,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,FE_2614_pm5,2,21.666666666666668,25.134176130076483,29.297326385411576,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,FE_2614_pm5,3,35.0,20.391742678014495,40.92676385936225,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,SE_2103_pm5,1,15.0,23.684678206495903,5.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,SE_2103_pm5,2,43.333333333333336,17.568209223157663,2.8867513459481287,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,SE_2103_pm5,3,63.333333333333336,7.027283689263065,23.09401076758503,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,DEP_1592_pm5,1,11.666666666666666,19.855772286747918,10.408329997330663,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,DEP_1592_pm5,2,48.333333333333336,17.390734269817536,41.93248541803041,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,DEP_1592_pm5,3,70.0,22.661197036764833,26.457513110645905,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,feature_1620_pm5,1,46.666666666666664,7.027283689263065,45.09249752822895,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,feature_1620_pm5,2,51.666666666666664,5.270462766947299,50.083264004389065,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,feature_1620_pm5,3,76.66666666666667,22.342893413807758,32.145502536643185,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,overall_500_3000,1,47.49622926093514,1.2611829278637268,1.3507248401093261,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,overall_500_3000,2,79.3740573152338,1.5868357820355907,1.0672723722675332,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,overall_500_3000,3,92.52639517345399,1.124053223260843,0.9950465277864669,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,FE_2614_pm5,1,16.666666666666668,24.240543005740474,5.773502691896257,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,FE_2614_pm5,2,25.0,34.49210363643998,5.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,FE_2614_pm5,3,45.0,39.865409100316235,10.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,SE_2103_pm5,1,16.666666666666668,0.0,28.867513459481287,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,SE_2103_pm5,2,33.333333333333336,17.21325931647741,15.275252316519467,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,SE_2103_pm5,3,66.66666666666667,0.0,28.867513459481287,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,DEP_1592_pm5,1,10.0,15.63391334750177,10.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,DEP_1592_pm5,2,41.666666666666664,8.784104611578831,14.433756729740644,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,DEP_1592_pm5,3,60.0,8.606629658238704,17.320508075688775,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,feature_1620_pm5,1,78.33333333333333,30.711961895758964,7.637626158259734,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,feature_1620_pm5,2,100.0,0.0,0.0,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,feature_1620_pm5,3,100.0,0.0,0.0,30
original_n2000,original,2k,2000,1895,CNP,m0,peak_equal_feature,1,17.083333333333332,5.921169551623976,8.322910148099242,30
original_n2000,original,2k,2000,1895,CNP,m0,peak_equal_feature,2,26.666666666666668,4.392052305789416,1.4433756729740643,30
original_n2000,original,2k,2000,1895,CNP,m0,peak_equal_feature,3,29.583333333333332,4.164348629308209,4.389855730355308,30
original_n2000,original,2k,2000,1895,CNP,m0,continuum_equal_window,1,49.19444444444445,1.8050126418332362,6.597602328231179,30
original_n2000,original,2k,2000,1895,CNP,m0,continuum_equal_window,2,81.6388888888889,2.8010198882229975,8.50422008530231,30
original_n2000,original,2k,2000,1895,CNP,m0,continuum_equal_window,3,96.08333333333333,0.9071381536386912,4.4022958025708885,30
original_n2000,original,2k,2000,1895,Attentive CNP,m1,peak_equal_feature,1,12.5,0.0,0.0,30
original_n2000,original,2k,2000,1895,Attentive CNP,m1,peak_equal_feature,2,12.5,0.0,0.0,30
original_n2000,original,2k,2000,1895,Attentive CNP,m1,peak_equal_feature,3,20.833333333333332,0.0,7.216878364870322,30
original_n2000,original,2k,2000,1895,Attentive CNP,m1,continuum_equal_window,1,45.388888888888886,1.0191424481933347,10.872072828701647,30
original_n2000,original,2k,2000,1895,Attentive CNP,m1,continuum_equal_window,2,78.04166666666666,0.6447969467482978,8.045767520877048,30
original_n2000,original,2k,2000,1895,Attentive CNP,m1,continuum_equal_window,3,94.61111111111109,0.7928245714935604,4.91690206592789,30
original_n2000,original,2k,2000,1895,Attentive CNP + PE,m2,peak_equal_feature,1,9.166666666666666,7.217890472434896,5.90726953281576,30
original_n2000,original,2k,2000,1895,Attentive CNP + PE,m2,peak_equal_feature,2,22.5,7.4025539084665395,11.4564392373896,30
original_n2000,original,2k,2000,1895,Attentive CNP + PE,m2,peak_equal_feature,3,27.5,5.2704627669473,14.737282653189496,30
original_n2000,original,2k,2000,1895,Attentive CNP + PE,m2,continuum_equal_window,1,13.097222222222223,2.6506621625519498,0.7709271714654398,30
original_n2000,original,2k,2000,1895,Attentive CNP + PE,m2,continuum_equal_window,2,26.180555555555554,2.048122428821374,2.3170313461969525,30
original_n2000,original,2k,2000,1895,Attentive CNP + PE,m2,continuum_equal_window,3,37.15277777777778,2.219037031557312,2.039681574640005,30
original_n2000,original,2k,2000,1895,Density-guided CNP,ours,peak_equal_feature,1,4.583333333333333,5.447517040600953,5.0518148554092255,30
original_n2000,original,2k,2000,1895,Density-guided CNP,ours,peak_equal_feature,2,13.333333333333334,8.863310833450386,9.38194187433142,30
original_n2000,original,2k,2000,1895,Density-guided CNP,ours,peak_equal_feature,3,30.0,9.184272439011691,5.0,30
original_n2000,original,2k,2000,1895,Density-guided CNP,ours,continuum_equal_window,1,20.055555555555557,1.6069268680748277,5.542188780750931,30
original_n2000,original,2k,2000,1895,Density-guided CNP,ours,continuum_equal_window,2,41.583333333333336,1.9636908243220557,1.7814631938693326,30
original_n2000,original,2k,2000,1895,Density-guided CNP,ours,continuum_equal_window,3,56.38888888888889,2.0691832792478815,3.2065290742021593,30
original_n5000,original,5k,5000,4984,CNP,m0,peak_equal_feature,1,10.833333333333334,5.921942374084548,1.4433756729740645,30
original_n5000,original,5k,5000,4984,CNP,m0,peak_equal_feature,2,23.333333333333332,4.025382429497067,9.38194187433142,30
original_n5000,original,5k,5000,4984,CNP,m0,peak_equal_feature,3,27.5,3.5136418446315325,12.99038105676658,30
original_n5000,original,5k,5000,4984,CNP,m0,continuum_equal_window,1,39.80555555555555,1.24949817788774,3.99703304316441,30
original_n5000,original,5k,5000,4984,CNP,m0,continuum_equal_window,2,73.3611111111111,1.6936798118388408,7.006238952480794,30
original_n5000,original,5k,5000,4984,CNP,m0,continuum_equal_window,3,91.66666666666667,0.8784104611578831,4.0317748366362585,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,peak_equal_feature,1,8.333333333333334,1.9641855032959654,7.216878364870323,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,peak_equal_feature,2,17.5,1.7568209223157663,6.614378277661476,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,peak_equal_feature,3,20.416666666666668,1.3176156917368247,6.884463184107627,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,continuum_equal_window,1,34.819444444444436,0.6100712261757241,2.7933245491773833,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,continuum_equal_window,2,66.375,0.6334981298533869,9.054330609038843,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,continuum_equal_window,3,86.25,0.0,6.25,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,peak_equal_feature,1,22.916666666666668,6.743076316394756,5.773502691896257,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,peak_equal_feature,2,41.25,9.404574241372243,3.307189138830738,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,peak_equal_feature,3,56.25,8.049991685421041,5.448623679425842,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,continuum_equal_window,1,17.0,1.7981176555936942,1.6786030898736395,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,continuum_equal_window,2,36.72222222222222,2.098447461358482,6.04171455919715,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,continuum_equal_window,3,56.541666666666664,2.0375033261103064,6.823799243171731,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,peak_equal_feature,1,20.416666666666668,6.799580012781859,17.86815136865964,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,peak_equal_feature,2,45.0,1.7568209223157663,12.99038105676658,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,peak_equal_feature,3,62.5,5.624571314254607,14.737282653189496,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,continuum_equal_window,1,50.944444444444436,0.9933101132991412,4.385965095029235,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,continuum_equal_window,2,88.79166666666667,0.8226640460922656,1.134221465734678,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,continuum_equal_window,3,99.38888888888887,0.17568209223157663,0.5357583756107217,30
original_n10000,original,10k,10000,9980,CNP,m0,peak_equal_feature,1,12.083333333333334,3.074436614052591,12.520816001097266,30
original_n10000,original,10k,10000,9980,CNP,m0,peak_equal_feature,2,21.666666666666668,1.7568209223157663,8.036375634160796,30
original_n10000,original,10k,10000,9980,CNP,m0,peak_equal_feature,3,25.416666666666668,3.7695121370642997,11.61446655397196,30
original_n10000,original,10k,10000,9980,CNP,m0,continuum_equal_window,1,42.361111111111114,1.0933839185454257,1.1344765475923477,30
original_n10000,original,10k,10000,9980,CNP,m0,continuum_equal_window,2,76.91666666666667,2.38409203982063,2.7876214472796215,30
original_n10000,original,10k,10000,9980,CNP,m0,continuum_equal_window,3,92.75,1.345428344547835,2.1360009363293826,30
original_n10000,original,10k,10000,9980,Attentive CNP,m1,peak_equal_feature,1,9.583333333333334,3.074436614052591,8.322910148099242,30
original_n10000,original,10k,10000,9980,Attentive CNP,m1,peak_equal_feature,2,25.833333333333332,1.7568209223157663,12.583057392117915,30
original_n10000,original,10k,10000,9980,Attentive CNP,m1,peak_equal_feature,3,32.916666666666664,1.3176156917368247,7.938566201357355,30
original_n10000,original,10k,10000,9980,Attentive CNP,m1,continuum_equal_window,1,40.44444444444444,1.1590296252812766,4.094867496612661,30
original_n10000,original,10k,10000,9980,Attentive CNP,m1,continuum_equal_window,2,74.27777777777777,0.7102616734695842,3.4836755546936846,30
original_n10000,original,10k,10000,9980,Attentive CNP,m1,continuum_equal_window,3,92.05555555555554,0.35136418446315326,4.010908158916035,30
original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,peak_equal_feature,1,26.25,7.913781845880515,3.75,30
original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,peak_equal_feature,2,50.833333333333336,9.441260554026393,4.732423621500228,30
original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,peak_equal_feature,3,70.83333333333333,9.977775659241354,7.637626158259734,30
original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,continuum_equal_window,1,25.20833333333333,3.068477020434052,5.457697163945002,30
original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,continuum_equal_window,2,49.22222222222223,4.357334163338707,6.7113519778335515,30
original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,continuum_equal_window,3,69.68055555555556,3.719746078473005,4.131588453385458,30
original_n10000,original,10k,10000,9980,Density-guided CNP,ours,peak_equal_feature,1,16.666666666666668,4.741963281073743,19.094065395649334,30
original_n10000,original,10k,10000,9980,Density-guided CNP,ours,peak_equal_feature,2,42.083333333333336,10.979867012878136,13.712068893253612,30
original_n10000,original,10k,10000,9980,Density-guided CNP,ours,peak_equal_feature,3,70.41666666666667,11.398892481588684,4.732423621500228,30
original_n10000,original,10k,10000,9980,Density-guided CNP,ours,continuum_equal_window,1,50.930555555555564,0.8565110366905042,4.503920617187423,30
original_n10000,original,10k,10000,9980,Density-guided CNP,ours,continuum_equal_window,2,87.56944444444446,0.8217191307819007,1.7806508901501674,30
original_n10000,original,10k,10000,9980,Density-guided CNP,ours,continuum_equal_window,3,98.95833333333333,0.6737094642120559,1.0026007846263305,30
seed20260910_n5000,seed20260910,5k,5000,4981,CNP,m0,peak_equal_feature,1,8.333333333333334,0.0,7.216878364870323,30
seed20260910_n5000,seed20260910,5k,5000,4981,CNP,m0,peak_equal_feature,2,12.5,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,CNP,m0,peak_equal_feature,3,12.5,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,CNP,m0,continuum_equal_window,1,36.15277777777778,0.9054495704602772,2.082221925767793,30
seed20260910_n5000,seed20260910,5k,5000,4981,CNP,m0,continuum_equal_window,2,70.31944444444444,1.3376895176550676,9.89794568098369,30
seed20260910_n5000,seed20260910,5k,5000,4981,CNP,m0,continuum_equal_window,3,89.5,1.1039336089807368,8.227241335952167,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP,m1,peak_equal_feature,1,8.333333333333334,0.0,7.216878364870323,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP,m1,peak_equal_feature,2,12.5,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP,m1,peak_equal_feature,3,12.5,0.0,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP,m1,continuum_equal_window,1,32.98611111111111,0.48432074699190136,0.9226446489023553,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP,m1,continuum_equal_window,2,60.708333333333336,0.30288438230011483,4.000650988693376,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP,m1,continuum_equal_window,3,82.5,0.0,4.330127018922194,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,peak_equal_feature,1,16.25,4.347683567454384,10.231690964840562,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,peak_equal_feature,2,29.583333333333332,5.000423934296761,7.107800878846659,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,peak_equal_feature,3,45.416666666666664,4.347683567454384,9.709316831442536,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,continuum_equal_window,1,23.75,3.588023866284718,4.637558025992177,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,continuum_equal_window,2,42.49999999999999,1.5970960766751485,4.863947585152526,30
seed20260910_n5000,seed20260910,5k,5000,4981,Attentive CNP + PE,m2,continuum_equal_window,3,57.916666666666664,1.4229755866271996,3.6278724251733734,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,peak_equal_feature,1,26.25,6.048000793383047,0.0,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,peak_equal_feature,2,32.916666666666664,6.221408582391774,1.4433756729740643,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,peak_equal_feature,3,44.583333333333336,5.70966799752624,8.508574106942557,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,continuum_equal_window,1,47.19444444444445,1.2045676519993647,2.048599340832481,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,continuum_equal_window,2,80.38888888888889,0.9592555340034341,1.5485955405296015,30
seed20260910_n5000,seed20260910,5k,5000,4981,Density-guided CNP,ours,continuum_equal_window,3,96.30555555555554,0.3608672774167608,1.1676583087213073,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,peak_equal_feature,1,7.916666666666667,1.3176156917368247,6.884463184107628,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,peak_equal_feature,2,15.416666666666666,2.0126912147485334,5.0518148554092255,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,peak_equal_feature,3,16.666666666666668,0.0,7.216878364870322,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,continuum_equal_window,1,46.194444444444436,2.0673945944331362,5.655831143689312,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,continuum_equal_window,2,80.09722222222223,1.952502475693861,6.349804969300094,30
seed20260911_n5000,seed20260911,5k,5000,4980,CNP,m0,continuum_equal_window,3,94.36111111111113,1.1117519086390597,3.254893040286228,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,peak_equal_feature,1,13.333333333333334,1.7568209223157663,1.4433756729740645,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,peak_equal_feature,2,16.666666666666668,0.0,7.216878364870322,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,peak_equal_feature,3,16.666666666666668,0.0,7.216878364870322,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,continuum_equal_window,1,40.611111111111114,0.664720010327392,4.036580419300663,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,continuum_equal_window,2,75.95833333333333,0.7570810544567877,5.529749090148658,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP,m1,continuum_equal_window,3,92.16666666666667,0.11712139482105242,4.585605497399197,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,peak_equal_feature,1,21.666666666666668,10.357590595748423,18.805473493994597,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,peak_equal_feature,2,41.25,7.744615447952111,28.31187913226531,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,peak_equal_feature,3,61.25,10.542686003005956,28.75,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,continuum_equal_window,1,19.013888888888886,2.226764276141069,4.204068245737075,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,continuum_equal_window,2,38.486111111111114,2.2892909286778527,6.3350235317754064,30
seed20260911_n5000,seed20260911,5k,5000,4980,Attentive CNP + PE,m2,continuum_equal_window,3,55.09722222222222,2.804541901392921,6.772254124434923,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,peak_equal_feature,1,30.416666666666668,11.416075767843232,6.884463184107627,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,peak_equal_feature,2,50.0,11.728649351854443,2.5,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,peak_equal_feature,3,67.91666666666667,11.650431873454073,11.814539065631521,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,continuum_equal_window,1,53.736111111111114,1.0302659905171476,2.1091456493970195,30
seed20260911_n5000,seed20260911,5k,5000,4980,Density-guided CNP,ours,continuum_equal_window,2,84.80555555555556,0.8457105662994643,1.1042321783500582,30
