subset_id,training_budget_nominal_events,method,architecture_id,training_seed,context_seed,region_id,valid_bin_count,excluded_bin_count,events_in_valid_bins,mae_percentage_points,rmse_percentage_points
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,106,continuum_1700_2000,60,0,8230,11.398659947810687,13.749439467084981
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,106,SE,6,0,2023,11.12805864107291,12.817680493571778
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,106,continuum_2200_2400,40,0,9093,10.552676809235342,13.530574938542939
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,106,FE,5,1,8709,10.359415935021854,13.129662708191958
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,106,sparse_tail,13,47,68,30.99595157362583,34.33142951468764
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,107,full,442,58,114299,12.16387929349393,15.696754304778135
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,107,DEP,6,0,1323,9.88431903663095,10.306456218171986
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,107,feature_1620kev,6,0,1361,6.3415611340631175,8.184651609073214
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,107,continuum_1700_2000,60,0,8230,11.357630969556638,13.654385829018548
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,107,SE,6,0,2023,11.027741697273651,12.887455394962718
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,107,continuum_2200_2400,40,0,9093,10.66718287106401,13.379609823473693
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,107,FE,5,1,8709,11.316262266792148,14.305073663541682
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,107,sparse_tail,13,47,68,32.11487373609233,35.51564200394719
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,108,full,442,58,114299,12.197201711790738,15.775142156139715
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,108,DEP,6,0,1323,9.572993901928061,9.904942596763556
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,108,feature_1620kev,6,0,1361,6.26463901562304,8.360213775147427
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,108,continuum_1700_2000,60,0,8230,11.398125385745425,13.692895075253627
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,108,SE,6,0,2023,11.303551628241097,13.265125903646307
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,108,continuum_2200_2400,40,0,9093,10.764936526415706,13.320298041130357
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,108,FE,5,1,8709,11.455146154529869,14.528191252084305
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,108,sparse_tail,13,47,68,33.03848065910007,36.43246645290538
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,109,full,442,58,114299,12.21584792654722,15.666387876002258
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,109,DEP,6,0,1323,11.086852631547812,11.8520380714752
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,109,feature_1620kev,6,0,1361,6.024790879586187,7.663868028643731
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,109,continuum_1700_2000,60,0,8230,11.295967621925772,13.696462392117336
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,109,SE,6,0,2023,11.267718254970271,12.385516330744831
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,109,continuum_2200_2400,40,0,9093,10.673801949100902,13.83667484362249
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,109,FE,5,1,8709,10.268839006990165,12.907728229448502
seed20260910_n5000,5000,Attentive CNP + PE,m2,0,109,sparse_tail,13,47,68,29.286488126739947,32.65149842930924
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,100,full,442,58,114299,13.806122648827571,17.301759381245176
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,100,DEP,6,0,1323,13.969295417778769,16.26442841917778
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,100,feature_1620kev,6,0,1361,9.039872084061958,9.355127838848366
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,100,continuum_1700_2000,60,0,8230,13.146780299445785,15.76562801163094
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,100,SE,6,0,2023,10.951760026165173,12.930903768104809
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,100,continuum_2200_2400,40,0,9093,12.421894960393312,15.422311496439859
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,100,FE,5,1,8709,7.662873291436213,9.900289147850016
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,100,sparse_tail,13,47,68,33.01080693400879,35.86056723737809
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,101,full,442,58,114299,13.36327618499142,16.90474367041547
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,101,DEP,6,0,1323,13.31744092359789,14.943161928839169
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,101,feature_1620kev,6,0,1361,8.935398739517272,9.40176148501419
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,101,continuum_1700_2000,60,0,8230,12.713168573752256,15.319044178275517
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,101,SE,6,0,2023,11.471362853484337,13.297525511937245
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,101,continuum_2200_2400,40,0,9093,11.771694245191744,14.948436436852935
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,101,FE,5,1,8709,7.955231884715065,10.386107992784261
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,101,sparse_tail,13,47,68,32.57173052770375,35.636767632059474
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,102,full,442,58,114299,13.734784416635854,17.239075516363048
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,102,DEP,6,0,1323,13.862175492743646,15.915750850166937
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,102,feature_1620kev,6,0,1361,9.316380735662479,9.700245371674516
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,102,continuum_1700_2000,60,0,8230,13.106685554868685,15.760840434668799
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,102,SE,6,0,2023,11.77396250025835,13.47457472791969
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,102,continuum_2200_2400,40,0,9093,12.47273997709514,15.508625413195375
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,102,FE,5,1,8709,7.962192584121107,10.166513875521161
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,102,sparse_tail,13,47,68,31.763389742142266,34.870167028584426
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,103,full,442,58,114299,13.079332104076727,16.740348197832482
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,103,DEP,6,0,1323,13.102144185357655,14.30678929856595
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,103,feature_1620kev,6,0,1361,8.106746518994278,8.69821619750772
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,103,continuum_1700_2000,60,0,8230,12.157474169612033,14.666012477314
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,103,SE,6,0,2023,11.142520680495945,12.881710983242268
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,103,continuum_2200_2400,40,0,9093,10.88371174662139,14.2469170673745
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,103,FE,5,1,8709,7.377222710717504,10.524550962489238
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,103,sparse_tail,13,47,68,36.33879596228774,39.192539635707625
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,104,full,442,58,114299,13.252208240021673,16.88386107186016
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,104,DEP,6,0,1323,13.209999682693352,14.568080832697802
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,104,feature_1620kev,6,0,1361,8.330751646188677,8.828515257772878
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,104,continuum_1700_2000,60,0,8230,12.340596252997328,14.846634282104532
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,104,SE,6,0,2023,11.183466404145836,12.865910998710378
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,104,continuum_2200_2400,40,0,9093,11.147872355269453,14.482175785857828
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,104,FE,5,1,8709,7.511413970958711,10.40563365260657
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,104,sparse_tail,13,47,68,36.43480327870996,39.18580526580181
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,105,full,442,58,114299,13.26270250503929,16.913096903316692
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,105,DEP,6,0,1323,13.45765868863928,14.95548111816643
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,105,feature_1620kev,6,0,1361,8.282537949187956,8.770528778065003
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,105,continuum_1700_2000,60,0,8230,12.28348636218145,14.802346028292224
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,105,SE,6,0,2023,11.122954118227392,12.822436056691286
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,105,continuum_2200_2400,40,0,9093,11.050425048698937,14.437592739736042
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,105,FE,5,1,8709,7.258690107692452,10.294415734107968
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,105,sparse_tail,13,47,68,36.62555950989289,39.34964903280117
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,106,full,442,58,114299,13.499702262898094,17.040260978380537
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,106,DEP,6,0,1323,13.676425241868431,15.437933409119031
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,106,feature_1620kev,6,0,1361,8.845678870513595,9.253364897168142
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,106,continuum_1700_2000,60,0,8230,12.702830522159465,15.32181561375465
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,106,SE,6,0,2023,11.211966152553991,13.118187572698611
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,106,continuum_2200_2400,40,0,9093,11.839692641071604,15.016019006295748
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,106,FE,5,1,8709,7.777560864248794,10.23830052811115
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,106,sparse_tail,13,47,68,33.4412641581106,36.41449368308567
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,107,full,442,58,114299,13.239766263242897,16.85342275542886
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,107,DEP,6,0,1323,13.31087543447628,14.725044891855834
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,107,feature_1620kev,6,0,1361,8.352693327404115,8.811129212080482
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,107,continuum_1700_2000,60,0,8230,12.371515710956915,14.895019684748057
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,107,SE,6,0,2023,11.064468585067377,12.857456974824204
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,107,continuum_2200_2400,40,0,9093,11.178770043655947,14.503359331746344
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,107,FE,5,1,8709,7.423685260294792,10.265572102345534
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,107,sparse_tail,13,47,68,35.70011058094257,38.56442322245668
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,108,full,442,58,114299,13.041590684773935,16.68144565798997
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,108,DEP,6,0,1323,12.962999501567433,14.097074667148762
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,108,feature_1620kev,6,0,1361,8.273889754385374,8.9127325156669
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,108,continuum_1700_2000,60,0,8230,12.208506180081269,14.740769926291689
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,108,SE,6,0,2023,11.155689284744144,13.028940883764605
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,108,continuum_2200_2400,40,0,9093,10.942453403785404,14.243421784480494
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,108,FE,5,1,8709,7.600040622021879,10.59243063357926
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,108,sparse_tail,13,47,68,35.48091002429625,38.384203847795995
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,109,full,442,58,114299,13.589158595054531,17.122992574326904
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,109,DEP,6,0,1323,13.681785783601727,15.571691707336258
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,109,feature_1620kev,6,0,1361,8.833939975411724,9.179892137687473
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,109,continuum_1700_2000,60,0,8230,12.831756697502653,15.460757844103243
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,109,SE,6,0,2023,11.164225476967715,13.085290174014014
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,109,continuum_2200_2400,40,0,9093,12.009025638158857,15.146189302361659
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,109,FE,5,1,8709,7.868681043525269,10.304886785051897
seed20260910_n5000,5000,Attentive CNP + PE,m2,1,109,sparse_tail,13,47,68,33.342832959562244,36.34333774355614
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,100,full,442,58,114299,12.132314119661507,15.7764756915937
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,100,DEP,6,0,1323,11.778749530468408,13.287560233606
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,100,feature_1620kev,6,0,1361,8.973997203447748,9.484831193455678
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,100,continuum_1700_2000,60,0,8230,11.182924402402715,13.84349759580384
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,100,SE,6,0,2023,10.48587141647921,12.273980565673027
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,100,continuum_2200_2400,40,0,9093,9.909948538963679,12.655492472774593
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,100,FE,5,1,8709,7.209668112951021,10.21441421786831
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,100,sparse_tail,13,47,68,26.483598812649824,31.01819897892134
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,101,full,442,58,114299,12.07619996913207,15.776053163432682
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,101,DEP,6,0,1323,11.668195969269542,12.873666040615287
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,101,feature_1620kev,6,0,1361,9.305290279897015,9.817212416375872
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,101,continuum_1700_2000,60,0,8230,11.24151446581718,14.062081577413043
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,101,SE,6,0,2023,10.216549303018434,12.546697178775764
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,101,continuum_2200_2400,40,0,9093,9.776845856822293,12.798734997479478
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,101,FE,5,1,8709,7.702110433453504,10.063934433187272
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,101,sparse_tail,13,47,68,27.203183873518782,31.81232396096045
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,102,full,442,58,114299,12.136494995301746,15.812043109089371
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,102,DEP,6,0,1323,11.879272281041587,13.371391493416972
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,102,feature_1620kev,6,0,1361,9.074764415139764,9.586075590390596
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,102,continuum_1700_2000,60,0,8230,11.499213622423134,14.20532909719546
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,102,SE,6,0,2023,10.584525117156222,12.410270305564458
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,102,continuum_2200_2400,40,0,9093,10.024731175991922,13.020556199431743
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,102,FE,5,1,8709,7.000849395214423,9.388920596157897
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,102,sparse_tail,13,47,68,26.098703399989066,30.67854620290611
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,103,full,442,58,114299,11.764357698823428,15.533372833911832
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,103,DEP,6,0,1323,11.410406314430986,12.356672004866125
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,103,feature_1620kev,6,0,1361,7.749726178327314,8.072544739893829
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,103,continuum_1700_2000,60,0,8230,10.357608241469093,13.277023975075842
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,103,SE,6,0,2023,10.220939063332183,12.873185900317294
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,103,continuum_2200_2400,40,0,9093,9.290813978011474,12.068123936790405
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,103,FE,5,1,8709,7.862200038340745,11.700615255914313
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,103,sparse_tail,13,47,68,29.8514134564418,34.14866919442023
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,104,full,442,58,114299,11.812041677474701,15.513954608851712
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,104,DEP,6,0,1323,11.33812746466749,12.345113915627257
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,104,feature_1620kev,6,0,1361,8.601933486346981,8.964746101018315
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,104,continuum_1700_2000,60,0,8230,10.847333925394379,13.587395307976113
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,104,SE,6,0,2023,10.28137311395929,12.706847541470449
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,104,continuum_2200_2400,40,0,9093,9.389588226609611,12.15053432238921
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,104,FE,5,1,8709,7.563983707294734,11.23042754643266
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,104,sparse_tail,13,47,68,28.491088336127707,33.01505210384529
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,105,full,442,58,114299,11.841212873257572,15.556839046592625
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,105,DEP,6,0,1323,11.403937385124742,12.429031432310344
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,105,feature_1620kev,6,0,1361,8.533278508575314,8.872765149521749
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,105,continuum_1700_2000,60,0,8230,10.75308413481929,13.572000726584776
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,105,SE,6,0,2023,10.177971180087724,12.77018007651003
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,105,continuum_2200_2400,40,0,9093,9.470525910857573,12.25546482510795
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,105,FE,5,1,8709,7.624399466325799,11.096220736840689
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,105,sparse_tail,13,47,68,28.770351619104122,33.25948127528464
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,106,full,442,58,114299,11.873691171321113,15.578557461623562
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,106,DEP,6,0,1323,11.606754343570898,12.666916464626468
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,106,feature_1620kev,6,0,1361,8.46086871663095,8.81442795646883
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,106,continuum_1700_2000,60,0,8230,10.833476516274244,13.680770587938444
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,106,SE,6,0,2023,10.065614359845947,12.617860049036732
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,106,continuum_2200_2400,40,0,9093,9.594749081769939,12.503579159478049
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,106,FE,5,1,8709,7.257256950662196,10.410545528541668
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,106,sparse_tail,13,47,68,28.13020854053446,32.604113045046354
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,107,full,442,58,114299,11.775647146773732,15.491912911281164
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,107,DEP,6,0,1323,11.510514834225168,12.609630364001353
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,107,feature_1620kev,6,0,1361,8.562813281880526,8.882577449943133
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,107,continuum_1700_2000,60,0,8230,10.880764152612853,13.641412480796447
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,107,SE,6,0,2023,10.367732408690584,12.696880145224856
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,107,continuum_2200_2400,40,0,9093,9.375525633049856,12.208164418746959
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,107,FE,5,1,8709,7.258213736872499,10.765676653914797
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,107,sparse_tail,13,47,68,28.188946303155653,32.67062179592497
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,108,full,442,58,114299,11.831266711962945,15.538408653911306
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,108,DEP,6,0,1323,11.324918033626837,12.324457406512806
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,108,feature_1620kev,6,0,1361,8.831422957316848,9.24568705847418
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,108,continuum_1700_2000,60,0,8230,10.863273315751881,13.572485266788478
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,108,SE,6,0,2023,10.447136518458334,12.900492630467749
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,108,continuum_2200_2400,40,0,9093,9.387706415503617,12.119223415326182
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,108,FE,5,1,8709,7.857785920935749,11.087383775630803
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,108,sparse_tail,13,47,68,28.659741842057052,33.19437677367728
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,109,full,442,58,114299,12.097983031771976,15.763358965790438
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,109,DEP,6,0,1323,11.835358322260719,13.358788305584145
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,109,feature_1620kev,6,0,1361,8.933087858253955,9.456515260726373
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,109,continuum_1700_2000,60,0,8230,11.399120616018909,14.05850300779495
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,109,SE,6,0,2023,10.555744136935756,12.298550414083902
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,109,continuum_2200_2400,40,0,9093,9.935803935718752,12.828102990061835
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,109,FE,5,1,8709,7.042949395248786,9.757279360839524
seed20260910_n5000,5000,Attentive CNP + PE,m2,2,109,sparse_tail,13,47,68,26.39262872610086,30.903714811403994
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,100,full,442,58,114299,5.709096805243255,7.9674429093566355
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,100,DEP,6,0,1323,3.360076624840219,4.209727437389632
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,100,feature_1620kev,6,0,1361,2.7856457529280094,3.566903346869294
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,100,continuum_1700_2000,60,0,8230,4.705809711868296,5.703102326722421
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,100,SE,6,0,2023,7.525979491140318,9.088123686965838
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,100,continuum_2200_2400,40,0,9093,4.749152009241316,5.834854407127834
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,100,FE,5,1,8709,6.358006240222901,9.380797939581937
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,100,sparse_tail,13,47,68,22.455707058340415,25.792295900511665
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,101,full,442,58,114299,5.198166182214681,6.770540944013197
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,101,DEP,6,0,1323,2.9975071182792967,3.6431945880978907
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,101,feature_1620kev,6,0,1361,3.135035160409474,4.249467738749207
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,101,continuum_1700_2000,60,0,8230,4.85150414341072,5.827378023079793
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,101,SE,6,0,2023,7.576878716632125,9.14649899016533
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,101,continuum_2200_2400,40,0,9093,4.701866569888772,5.784913432429663
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,101,FE,5,1,8709,5.820303654202609,7.699634227236498
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,101,sparse_tail,13,47,68,9.95581038465589,13.755134362130523
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,102,full,442,58,114299,5.235373796370352,6.916027387004732
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,102,DEP,6,0,1323,3.184727831477683,3.929093730790235
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,102,feature_1620kev,6,0,1361,2.745195400390246,3.79563318822691
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,102,continuum_1700_2000,60,0,8230,4.761885487543039,5.735716143194956
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,102,SE,6,0,2023,7.531640831207103,9.084838841014523
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,102,continuum_2200_2400,40,0,9093,4.738611233925316,5.818616646106609
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,102,FE,5,1,8709,4.999510266153457,8.072134730489728
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,102,sparse_tail,13,47,68,11.588353818346436,15.489716141374728
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,103,full,442,58,114299,6.05253917844287,9.20580784848426
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,103,DEP,6,0,1323,3.3346870747182655,4.1822205719231444
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,103,feature_1620kev,6,0,1361,2.783468535932033,3.58720696879409
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,103,continuum_1700_2000,60,0,8230,4.768999828970929,5.740913390349637
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,103,SE,6,0,2023,7.563239888452679,9.162992217375656
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,103,continuum_2200_2400,40,0,9093,4.720369896209114,5.813595619119181
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,103,FE,5,1,8709,5.8722555158824035,9.115985562562994
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,103,sparse_tail,13,47,68,36.06617212088663,37.786961148667025
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,104,full,442,58,114299,5.328951507328667,7.321350919087552
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,104,DEP,6,0,1323,2.9649427322986535,3.604445799172198
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,104,feature_1620kev,6,0,1361,3.2430559499001608,4.3460714587043086
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,104,continuum_1700_2000,60,0,8230,4.843550523746972,5.822444695010789
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,104,SE,6,0,2023,7.567345834935936,9.13533751383592
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,104,continuum_2200_2400,40,0,9093,4.70422953728342,5.780339053608586
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,104,FE,5,1,8709,5.015775076552916,7.976025126702059
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,104,sparse_tail,13,47,68,14.319381114156164,20.12373342516885
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,105,full,442,58,114299,6.1918747900974,9.579415232663678
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,105,DEP,6,0,1323,3.225029724078369,4.000150091671358
seed20260910_n5000,5000,Density-guided CNP (ours),ours,0,105,feature_1620kev,6,0,1361,2.7602018334897855,3.736647344956026
