subset_id,ordering_id,budget_label,training_budget_nominal_events,training_budget_sampling_eligible_events,method,architecture_id,comparison_role,window,grid_spacing_kev,cell_count,training_seed_count,context_count,source_event_predictions_sha256_count,source_event_predictions_sha256_set_sha256,source_curve_sha256_count,source_curve_sha256_set_sha256,mean_absolute_second_difference_cell_mean,mean_absolute_second_difference_cell_sd,mean_absolute_second_difference_mean_of_seed_means,mean_absolute_second_difference_initialization_sd_across_seed_means,mean_absolute_second_difference_mean_context_sd_within_seed,mean_absolute_second_difference_training_subset_sd_across_subset_means
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,continuum_1700_2000,1.0,30,3,10,30,a37712d1663cdeb5c35021b5d0f60da3422393ec41b7755382085a288dfbfb22,30,b8770cf279136263f3b5d58786cdd7ebadd265f7a2e5ae40d1618d5cdcff91e3,0.005572241808010694,0.0004428424061991984,0.005572241808010695,0.0005313032739457496,3.620775701431801e-05,
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,continuum_2200_2400,1.0,30,3,10,30,a37712d1663cdeb5c35021b5d0f60da3422393ec41b7755382085a288dfbfb22,30,b8770cf279136263f3b5d58786cdd7ebadd265f7a2e5ae40d1618d5cdcff91e3,0.008405087558659239,0.0008530679348340869,0.008405087558659239,0.0010183865962700483,0.00010649152267101527,
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,continuum_1700_2000,1.0,30,3,10,30,36db7e0a77d5b61001d0f83cd785bc3932ad32b0ecb50a0a5f575518c4ca3caf,30,a005fc468356384dc4ba37ad4fdb0cc19e1b6f7304418c204bf98d7fd7785292,0.2665577741829907,0.01302649396832278,0.26655777418299076,0.015417760325829987,0.002477610140514469,
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,continuum_2200_2400,1.0,30,3,10,30,36db7e0a77d5b61001d0f83cd785bc3932ad32b0ecb50a0a5f575518c4ca3caf,30,a005fc468356384dc4ba37ad4fdb0cc19e1b6f7304418c204bf98d7fd7785292,0.1416528224532093,0.0158523234023115,0.1416528224532093,0.01903960957288662,0.0010778947001935234,
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,continuum_1700_2000,1.0,30,3,10,30,f9ac0c556b7a5ab88472a9585e757ff835d07c850083371a6b6234b3541ca26f,30,411241611266a8e1f93eee76748fbfd1f0013b55157c80ef7f948bb8929a1510,0.009310431086977055,0.0011571005108612458,0.009310431086977057,0.0013890539057755458,9.182111602996621e-05,
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,continuum_2200_2400,1.0,30,3,10,30,f9ac0c556b7a5ab88472a9585e757ff835d07c850083371a6b6234b3541ca26f,30,411241611266a8e1f93eee76748fbfd1f0013b55157c80ef7f948bb8929a1510,0.016672390959178558,0.0027358048750995233,0.016672390959178555,0.0032855168306391703,0.00020388878607695803,
original_n10000,original,10k,10000,9980,CNP,m0,matched_neural,continuum_1700_2000,1.0,30,3,10,30,bcc0897bebcc8ed17975fc978186b56ac50f7e81f70dee92defc77df831faf8f,30,040d6e0df9921ed3ab4d2d793059588bf730371ee889debc4971a4c57b7057fa,0.005326711003745696,0.0003308190331198604,0.005326711003745695,0.00039557154026084024,3.4814057642589855e-05,
original_n10000,original,10k,10000,9980,CNP,m0,matched_neural,continuum_2200_2400,1.0,30,3,10,30,bcc0897bebcc8ed17975fc978186b56ac50f7e81f70dee92defc77df831faf8f,30,040d6e0df9921ed3ab4d2d793059588bf730371ee889debc4971a4c57b7057fa,0.00695987566021155,0.0006033201435753122,0.00695987566021155,0.0007157060112746351,0.00010434541966596737,
original_n10000,original,10k,10000,9980,Attentive CNP,m1,matched_neural,continuum_1700_2000,1.0,30,3,10,30,af8855ec23bd9e1d8a600eee49c61f8a8919ea2bfca4dbf753f9fd27c207eb2f,30,97f1ba34b55b9d679803f6e0eba90848ba0f7eaa2043e84ff4b860b4b8e14b4d,0.005743933805549972,0.0001820994287228918,0.005743933805549971,0.0002148132914000525,3.517965005919223e-05,
original_n10000,original,10k,10000,9980,Attentive CNP,m1,matched_neural,continuum_2200_2400,1.0,30,3,10,30,af8855ec23bd9e1d8a600eee49c61f8a8919ea2bfca4dbf753f9fd27c207eb2f,30,97f1ba34b55b9d679803f6e0eba90848ba0f7eaa2043e84ff4b860b4b8e14b4d,0.00825139891750082,0.00042294274015521445,0.00825139891750082,0.0004882501391512677,0.00012069719528327444,
original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,continuum_1700_2000,1.0,30,3,10,30,f109f404c87035d175adc6faf99de8e0003f4d5d24272547302e283747565fc9,30,d266a8dab9afd372f10f746ac76fb4c85f5068aa07dea724d9c9fbeab2589783,0.14202603588193966,0.011274947048564984,0.14202603588193966,0.013395302859090163,0.0017835312224675423,
original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,continuum_2200_2400,1.0,30,3,10,30,f109f404c87035d175adc6faf99de8e0003f4d5d24272547302e283747565fc9,30,d266a8dab9afd372f10f746ac76fb4c85f5068aa07dea724d9c9fbeab2589783,0.08683005488550904,0.010367991582989889,0.08683005488550906,0.012412316630982906,0.0011414466345964938,
original_n10000,original,10k,10000,9980,Density-guided CNP,ours,matched_neural,continuum_1700_2000,1.0,30,3,10,30,3bbb760535f3698e78f16f4f161b08e7eb3ff66adcbf81a34b25a493e1bd0e9f,30,c324d36edb8438a4e1731e843348e473946d61630dfd11379545446f7cb6ce79,0.007682015535682107,0.0007068915577541647,0.0076820155356821076,0.0008346649016246206,0.00013663119170050387,
