energy_kev,grid_spacing_kev,illustrative__original_n5000__m0,illustrative__original_n5000__m1,illustrative__original_n5000__m2,illustrative__original_n5000__ours,illustrative__context_only__kernel_context_only,illustrative__full_n18866_plus_context__kernel_pooled_data,illustrative__context_only__bernoulli_gp_matern32
657.0,1.0,0.39247184336185453,0.3857066524028778,0.4886669278144836,0.4060271978378296,0.3333031237125397,0.4410648047924042,0.49845088105204294
658.0,1.0,0.3936691755056381,0.3879392433166504,0.35721018105745317,0.40143914103507994,0.33275938034057617,0.44001302123069763,0.49354354191200756
659.0,1.0,0.3837046378850937,0.38493519127368925,0.28153854437172415,0.404571253657341,0.33221110701560974,0.43890222907066345,0.4884900531040479
660.0,1.0,0.3952387446165085,0.3765926331281662,0.10396351568400859,0.4002623701095581,0.331658273935318,0.43773946166038513,0.48331644276021635
661.0,1.0,0.38901601374149325,0.38358318865299224,0.2553817409276962,0.3995512568950653,0.3311009109020233,0.4365310072898865,0.478049771203537
662.0,1.0,0.3938484060764313,0.3851972818374634,0.2716704416275024,0.40582533419132233,0.3305390477180481,0.435282438993454,0.4727528022581211
663.0,1.0,0.39111157298088073,0.3851493138074875,0.2466000286489725,0.4054640382528305,0.32997265458106995,0.4339984655380249,0.46746376923948674
664.0,1.0,0.39207331597805023,0.38354957282543184,0.2004487057030201,0.41105906903743744,0.32940182089805603,0.4326830208301544,0.46215373178613106
665.0,1.0,0.39700261533260345,0.3901241552829742,0.28444553047418597,0.4050967574119568,0.3288264870643616,0.4313391149044037,0.456801059768992
666.0,1.0,0.39233198642730716,0.3770546931028366,0.3884875428676605,0.4084573119878769,0.32824674248695374,0.4299689829349518,0.4513851582626671
667.0,1.0,0.3962230432033539,0.38226751267910003,0.3392810592055321,0.4132246345281601,0.3276625871658325,0.42857396602630615,0.44589276827416313
668.0,1.0,0.3913446849584579,0.3803758633136749,0.33731824457645415,0.40637914061546326,0.3270740211009979,0.4271546006202698,0.4403209060332074
669.0,1.0,0.3959341078996658,0.393175932765007,0.30415045768022536,0.4046743208169937,0.3264811038970947,0.425710529088974,0.4346591726358895
670.0,1.0,0.3846086782217026,0.386464427113533,0.13717123329639436,0.4016203063726425,0.3258838653564453,0.42424049973487854,0.42889680630202065
671.0,1.0,0.39201622068881986,0.3765741145610809,0.30282043129205705,0.41133761882781983,0.3252823054790497,0.4227425158023834,0.42302301802965303
672.0,1.0,0.3953640228509903,0.38714967131614686,0.3343449679017067,0.4099701458215714,0.3246764838695526,0.4212138056755066,0.4170271358059665
673.0,1.0,0.3942573857307434,0.384378587603569,0.492302178144455,0.40819785594940183,0.3240664601325989,0.4196507930755615,0.41089875052728075
674.0,1.0,0.39426637172698975,0.38573056399822236,0.4974634101986885,0.40370985090732575,0.3234522342681885,0.41804927587509155,0.4046278627740776
675.0,1.0,0.3973823493719101,0.38407690346240997,0.26553152695298193,0.4036967837810516,0.3228338658809662,0.41640445590019226,0.3982050296124555
676.0,1.0,0.3938098531961441,0.38760121941566467,0.3850257775187492,0.4076704180240631,0.3222113847732544,0.41471096873283386,0.3916215101429259
677.0,1.0,0.39126736581325533,0.39053104937076566,0.3952354601025581,0.40573357582092284,0.3215848505496979,0.4129630923271179,0.3848694076217498
678.0,1.0,0.3978813648223877,0.396036229133606,0.5305214244127273,0.4060927098989487,0.3209543228149414,0.4111548662185669,0.3779418046620151
679.0,1.0,0.3928801113367081,0.39111418902873996,0.3079944059997797,0.4099544471502304,0.3203198313713074,0.40928012132644653,0.3708362336140283
680.0,1.0,0.3983434683084488,0.3860956120491028,0.7580153751373291,0.40314080953598025,0.31968143582344055,0.40733274817466736,0.3635879502446926
681.0,1.0,0.3978668063879013,0.3881500554084778,0.6306688207387924,0.4035018116235733,0.3190391957759857,0.4053068161010742,0.3562485505623272
682.0,1.0,0.39865836381912234,0.391593924164772,0.5755626666545868,0.40966661989688874,0.31839317083358765,0.4031967222690582,0.34884441483080764
683.0,1.0,0.39267579197883606,0.39108044028282163,0.4666450148820877,0.40142113268375396,0.3177433907985687,0.40099743008613586,0.3413957773411198
684.0,1.0,0.40289325177669527,0.3924767106771469,0.19059241980314254,0.4083352154493332,0.3170899748802185,0.3987045884132385,0.3339234986865449
685.0,1.0,0.39220817387104034,0.3937348967790604,0.19011751607060431,0.4041063475608826,0.3164329528808594,0.3963147699832916,0.3264492589894985
