method,architecture_id,training_budget_nominal_events,energy_kev,mean_of_training_seed_context_means,sd_across_training_seed_context_means,mean_context_sd_within_training_seed,training_seed_count,context_draws_per_training_seed,mc_passes_per_cell
CNP,m0,2000,597.0,0.39841839996973677,0.03179581130713609,0.003733664261889612,3,10,50
CNP,m0,2000,598.0,0.3990812591314315,0.03174116777293908,0.00376980260578226,3,10,50
CNP,m0,2000,599.0,0.3991070941289267,0.03230331781426975,0.0037531851456819643,3,10,50
CNP,m0,2000,600.0,0.40125143295526505,0.031125591099516858,0.0036218162143111625,3,10,50
CNP,m0,2000,601.0,0.3967037400603295,0.031061761484835533,0.003743808625378733,3,10,50
CNP,m0,2000,602.0,0.3954131836295128,0.02792398986189117,0.003665536809839491,3,10,50
CNP,m0,2000,603.0,0.4001197707653046,0.03263075865375757,0.003675987994894882,3,10,50
CNP,m0,2000,604.0,0.39552833074331284,0.027464878360117934,0.0036967389843587176,3,10,50
CNP,m0,2000,605.0,0.3976053879062334,0.031169587592396266,0.003819878065944231,3,10,50
CNP,m0,2000,606.0,0.3953280660708745,0.029935952855086902,0.0037224211935372314,3,10,50
CNP,m0,2000,607.0,0.39826793299118673,0.032073341977844796,0.003718891310033687,3,10,50
CNP,m0,2000,608.0,0.39747717823584877,0.03182195129639234,0.0037198716700110814,3,10,50
CNP,m0,2000,609.0,0.39734312321742377,0.032321207636040586,0.0038099654865944815,3,10,50
CNP,m0,2000,610.0,0.39637994386752445,0.03369375237377936,0.0037139427400085766,3,10,50
CNP,m0,2000,611.0,0.3956109143495559,0.03351375918675212,0.0037091176934697452,3,10,50
CNP,m0,2000,612.0,0.39869695373376207,0.030890527659061272,0.003716404882969654,3,10,50
CNP,m0,2000,613.0,0.4001424188017845,0.02649197683466225,0.0035599647643421283,3,10,50
CNP,m0,2000,614.0,0.3970926632285119,0.033852690119264534,0.0037299618572703753,3,10,50
CNP,m0,2000,615.0,0.3972011580268542,0.030340260108410833,0.003756538254097877,3,10,50
CNP,m0,2000,616.0,0.39834019625186917,0.03036492737767745,0.00365013266033372,3,10,50
CNP,m0,2000,617.0,0.3956394604643186,0.02973005161101778,0.0035978214838475043,3,10,50
CNP,m0,2000,618.0,0.3972750833630562,0.030494928449366045,0.003822507067741945,3,10,50
CNP,m0,2000,619.0,0.39468546988566716,0.03037807441556972,0.0036547743843421535,3,10,50
CNP,m0,2000,620.0,0.3967827812433242,0.0317471756909286,0.003749926054763306,3,10,50
CNP,m0,2000,621.0,0.39575391602516174,0.02949009871968836,0.003703226071883048,3,10,50
CNP,m0,2000,622.0,0.39964919185638426,0.03370254961388202,0.0037125999677607643,3,10,50
CNP,m0,2000,623.0,0.39664027448495237,0.03185861373684081,0.0036556754977860643,3,10,50
CNP,m0,2000,624.0,0.39937271481752395,0.031558154709061065,0.003639683182289631,3,10,50
CNP,m0,2000,625.0,0.39764912428458526,0.03185967257685311,0.003764611255452245,3,10,50
CNP,m0,2000,626.0,0.39644742284218476,0.03802359096457445,0.0037484084531042815,3,10,50
CNP,m0,2000,627.0,0.3952569094498952,0.031614948463151514,0.00378055183742159,3,10,50
CNP,m0,2000,628.0,0.39692459942897157,0.034829269220919994,0.0036564668858002016,3,10,50
CNP,m0,2000,629.0,0.39919372836748757,0.026755171669661217,0.00361144753347464,3,10,50
CNP,m0,2000,630.0,0.39594337411721553,0.03276768237580501,0.0036399125483049985,3,10,50
CNP,m0,2000,631.0,0.3972407393654187,0.029740449891562985,0.0036092958259429458,3,10,50
CNP,m0,2000,632.0,0.3959182442625364,0.0332043940925362,0.0036355267715070636,3,10,50
CNP,m0,2000,633.0,0.3989071798920631,0.030634074032624786,0.003684396093827305,3,10,50
CNP,m0,2000,634.0,0.39574353887637453,0.03217652492257872,0.0035918595800176352,3,10,50
CNP,m0,2000,635.0,0.40064466641346613,0.03758751276606459,0.0036018616833670618,3,10,50
CNP,m0,2000,636.0,0.39892718881368633,0.029979901403478747,0.003645022911618598,3,10,50
CNP,m0,2000,637.0,0.3985754163662593,0.03491966465321229,0.00351133350390483,3,10,50
CNP,m0,2000,638.0,0.40054667456944787,0.03272683861780586,0.003581913695356071,3,10,50
CNP,m0,2000,639.0,0.39773874582846963,0.03334485898421141,0.00358416122262143,3,10,50
CNP,m0,2000,640.0,0.3962261542081833,0.029404211968987327,0.003655725064458966,3,10,50
CNP,m0,2000,641.0,0.39839811629056926,0.03120337802977846,0.0036224859359699903,3,10,50
CNP,m0,2000,642.0,0.3972282930016518,0.0331731356453518,0.003586272704406635,3,10,50
CNP,m0,2000,643.0,0.3957494901220004,0.029397202255098436,0.00356034161613721,3,10,50
CNP,m0,2000,644.0,0.3963260451555252,0.03454280740707145,0.003692103761879764,3,10,50
CNP,m0,2000,645.0,0.3988707745075226,0.03543917915133595,0.0036943242303954017,3,10,50
CNP,m0,2000,646.0,0.3972650106151899,0.03429576533049541,0.0035986907740991583,3,10,50
CNP,m0,2000,647.0,0.3963983509937923,0.03145485798824152,0.0035677207349709586,3,10,50
CNP,m0,2000,648.0,0.39507473003864285,0.0332010380785101,0.0036022047331946776,3,10,50
CNP,m0,2000,649.0,0.3954710913300515,0.03318189990486825,0.003632513699212489,3,10,50
CNP,m0,2000,650.0,0.3983540354967117,0.029729841732011025,0.003593301629013958,3,10,50
CNP,m0,2000,651.0,0.39499547219276426,0.029719318815086167,0.0036588645909123225,3,10,50
CNP,m0,2000,652.0,0.3967105699578921,0.030213244085471852,0.003631590643871361,3,10,50
CNP,m0,2000,653.0,0.3983283764322599,0.031706096509735215,0.0036569621987925945,3,10,50
CNP,m0,2000,654.0,0.3959446020325024,0.03520257529681349,0.003672681527483415,3,10,50
CNP,m0,2000,655.0,0.3975295241077741,0.03396715471581943,0.0035348956949121713,3,10,50
CNP,m0,2000,656.0,0.3990907549460729,0.033019302376452515,0.003628882907694401,3,10,50
CNP,m0,2000,657.0,0.3951143127282461,0.03332619336261993,0.0036584014478082704,3,10,50
CNP,m0,2000,658.0,0.3974474951823552,0.031660544658875925,0.003669442214028776,3,10,50
CNP,m0,2000,659.0,0.3975889129439989,0.03311586149180296,0.003576604228368969,3,10,50
CNP,m0,2000,660.0,0.3992478640079498,0.03429547219904777,0.003561802145122707,3,10,50
CNP,m0,2000,661.0,0.3981924190123876,0.03307199034511939,0.0036056417805313645,3,10,50
CNP,m0,2000,662.0,0.3956015131473542,0.02959565668460603,0.0035623520400328984,3,10,50
CNP,m0,2000,663.0,0.399802606244882,0.03555765018341629,0.003577702962513793,3,10,50
CNP,m0,2000,664.0,0.39621958899497983,0.035874904029822324,0.00361489932402652,3,10,50
CNP,m0,2000,665.0,0.3980962525208791,0.03309155786102533,0.003558486294332398,3,10,50
CNP,m0,2000,666.0,0.3955989624460538,0.03145433108068466,0.003532621515780847,3,10,50
CNP,m0,2000,667.0,0.3981485917766889,0.032943883978119086,0.003538919767055462,3,10,50
CNP,m0,2000,668.0,0.39693786642948786,0.031878780635168406,0.0034766849139220104,3,10,50
CNP,m0,2000,669.0,0.39761676094929377,0.03297068672679727,0.0036571719955111833,3,10,50
CNP,m0,2000,670.0,0.3960960775017737,0.031943378826071775,0.0035521310263240285,3,10,50
CNP,m0,2000,671.0,0.3969550920327504,0.03411766951942436,0.003582482086140626,3,10,50
CNP,m0,2000,672.0,0.39673789121707276,0.030192169999358955,0.0034572997960153422,3,10,50
CNP,m0,2000,673.0,0.3958267547686895,0.03006202532315347,0.0036647975153455523,3,10,50
CNP,m0,2000,674.0,0.394911400437355,0.03295780294803918,0.003533695393099804,3,10,50
CNP,m0,2000,675.0,0.4014996768633525,0.030204975820063037,0.003532129663001806,3,10,50
CNP,m0,2000,676.0,0.39423517874876657,0.03333834109307213,0.003629935351664551,3,10,50
CNP,m0,2000,677.0,0.3999242313504219,0.03340657280605014,0.0035608320472083495,3,10,50
CNP,m0,2000,678.0,0.40047640868028006,0.0308540240480052,0.0034833584661776128,3,10,50
CNP,m0,2000,679.0,0.3951012224356334,0.033286623620335895,0.0036045616061043777,3,10,50
CNP,m0,2000,680.0,0.3949703075289726,0.030738427432047463,0.0036134740316742346,3,10,50
CNP,m0,2000,681.0,0.39851521037022275,0.03251963175782749,0.003512288909942644,3,10,50
CNP,m0,2000,682.0,0.3977542513807614,0.031192883717344275,0.003541013746895732,3,10,50
CNP,m0,2000,683.0,0.394072114944458,0.03434010731968586,0.0035355483052631523,3,10,50
CNP,m0,2000,684.0,0.3990478185812632,0.03430812070035711,0.0034877533378633433,3,10,50
CNP,m0,2000,685.0,0.3988898040652275,0.034313902230176704,0.003535869056738239,3,10,50
CNP,m0,2000,686.0,0.3977830141385396,0.036031757824640215,0.0034941301003601102,3,10,50
CNP,m0,2000,687.0,0.3970458325346311,0.029406293862395363,0.003497531263057997,3,10,50
CNP,m0,2000,688.0,0.3941999130646387,0.03512963239999622,0.0035916484488177206,3,10,50
CNP,m0,2000,689.0,0.397000545879205,0.03324984075044088,0.003603556820048308,3,10,50
CNP,m0,2000,690.0,0.3959151726762454,0.03308232095109918,0.00346574246139629,3,10,50
CNP,m0,2000,691.0,0.39576998960971826,0.033685747139247685,0.0034966259311799805,3,10,50
CNP,m0,2000,692.0,0.3929688377976417,0.03340766135632435,0.003558754406179312,3,10,50
CNP,m0,2000,693.0,0.3954669874509176,0.029586053352549494,0.0034970626334101737,3,10,50
CNP,m0,2000,694.0,0.39864892888069153,0.0330190705396559,0.0035222928743413808,3,10,50
CNP,m0,2000,695.0,0.3941130214134852,0.032697670766752375,0.003606043191043658,3,10,50
CNP,m0,2000,696.0,0.3996586045424144,0.03386074915835908,0.0035053414138492694,3,10,50
CNP,m0,2000,697.0,0.39819558763504026,0.03402923127142044,0.003540316571353694,3,10,50
CNP,m0,2000,698.0,0.39745769351720805,0.03313994869865903,0.0035013327003832633,3,10,50
CNP,m0,2000,699.0,0.3972122675577799,0.03449023375479349,0.003450165348010466,3,10,50
CNP,m0,2000,700.0,0.3962363373041153,0.03556692856349109,0.0035765903255440185,3,10,50
CNP,m0,2000,701.0,0.39650896088282267,0.03380941051474246,0.0034468081601538125,3,10,50
CNP,m0,2000,702.0,0.39639539223909387,0.03246585323686913,0.0035378221938146535,3,10,50
CNP,m0,2000,703.0,0.39609892374277117,0.03144505145887957,0.0035042667246763365,3,10,50
CNP,m0,2000,704.0,0.3978909370700518,0.033072014124458475,0.0034568487240294802,3,10,50
CNP,m0,2000,705.0,0.3939300543069839,0.031532649981751745,0.003518693806209875,3,10,50
CNP,m0,2000,706.0,0.3966505826711655,0.03266555207092167,0.0035762421093282746,3,10,50
CNP,m0,2000,707.0,0.39623864799737935,0.03194725777890151,0.0034157611484622132,3,10,50
CNP,m0,2000,708.0,0.3948437242309253,0.031655428831236794,0.0035510354389906907,3,10,50
CNP,m0,2000,709.0,0.3937116393645604,0.03216303612461562,0.003537932752395762,3,10,50
CNP,m0,2000,710.0,0.39321771850188575,0.03304781798617744,0.0034895239933856645,3,10,50
CNP,m0,2000,711.0,0.3979375483791034,0.034740949821714315,0.0034576827193384427,3,10,50
CNP,m0,2000,712.0,0.39554971442619963,0.031118408508653658,0.003450612058792554,3,10,50
CNP,m0,2000,713.0,0.39470279332002,0.03590612083586396,0.0034688474953743164,3,10,50
CNP,m0,2000,714.0,0.39574514788389203,0.03205929176686263,0.0034598348019266255,3,10,50
CNP,m0,2000,715.0,0.3989643192489942,0.033032429411520806,0.0034044946115891687,3,10,50
CNP,m0,2000,716.0,0.39707759253184,0.030963034171952827,0.0034849123221221048,3,10,50
CNP,m0,2000,717.0,0.39334060372908913,0.03156271848876439,0.0035500041747934517,3,10,50
CNP,m0,2000,718.0,0.39511203543345136,0.03651355407545057,0.003526696526038899,3,10,50
CNP,m0,2000,719.0,0.39734358696142835,0.029645415234564747,0.0034314873159378735,3,10,50
CNP,m0,2000,720.0,0.39395091621081035,0.03341010431202199,0.003381316100045695,3,10,50
CNP,m0,2000,721.0,0.3926249086062114,0.0331159739690948,0.0034758883074276336,3,10,50
CNP,m0,2000,722.0,0.3933653076092402,0.032455571048103087,0.0035183943163923114,3,10,50
CNP,m0,2000,723.0,0.3952830830216408,0.03569972403464554,0.0035483187969577146,3,10,50
CNP,m0,2000,724.0,0.39638145967324573,0.03352513955143688,0.0033993583073991637,3,10,50
CNP,m0,2000,725.0,0.39567775175968806,0.034345157530144006,0.003546908145075043,3,10,50
CNP,m0,2000,726.0,0.3952237013975779,0.035021859872065964,0.003530322214368689,3,10,50
CNP,m0,2000,727.0,0.39675864589214327,0.03419464525153453,0.0033848138201101516,3,10,50
CNP,m0,2000,728.0,0.3946180322170258,0.036011892145838206,0.003431548690196646,3,10,50
CNP,m0,2000,729.0,0.39613958243529,0.0339551830475412,0.00339096640826708,3,10,50
CNP,m0,2000,730.0,0.3955014631946881,0.033380878054119115,0.0033736976282773817,3,10,50
CNP,m0,2000,731.0,0.39675470916430156,0.03000244773375123,0.0034959238600808964,3,10,50
CNP,m0,2000,732.0,0.3958323631485303,0.031038480517458215,0.003484544029761842,3,10,50
CNP,m0,2000,733.0,0.39264764515558875,0.0320781538103007,0.0034878743676527136,3,10,50
CNP,m0,2000,734.0,0.39327992270390194,0.034676243573042026,0.0034709945953708137,3,10,50
CNP,m0,2000,735.0,0.39496662900845214,0.0313490966374616,0.0034807274595117384,3,10,50
CNP,m0,2000,736.0,0.3909665652910868,0.03550569914431466,0.0035659756218303887,3,10,50
CNP,m0,2000,737.0,0.39499638577302293,0.03187413208819501,0.0034744608754748696,3,10,50
CNP,m0,2000,738.0,0.3944394346674283,0.034061976059313756,0.003484386114274738,3,10,50
CNP,m0,2000,739.0,0.3959152093132337,0.03354641314067106,0.0034256853523873167,3,10,50
CNP,m0,2000,740.0,0.3962108530799548,0.03416781126934559,0.0034876098383667363,3,10,50
CNP,m0,2000,741.0,0.3972194089690844,0.034810691602956176,0.0035056200644905003,3,10,50
CNP,m0,2000,742.0,0.39708952156702687,0.03227130610952444,0.0033596403803041494,3,10,50
CNP,m0,2000,743.0,0.39753294372558595,0.031058575150381337,0.003385591120692506,3,10,50
CNP,m0,2000,744.0,0.39584283628066386,0.033923532172926534,0.0034431855709281083,3,10,50
CNP,m0,2000,745.0,0.394702862739563,0.032804641991240294,0.003428125684333976,3,10,50
CNP,m0,2000,746.0,0.3945856158534686,0.03076755110043049,0.003448409157790384,3,10,50
CNP,m0,2000,747.0,0.3941066812872887,0.03174593099058153,0.003454575284122918,3,10,50
CNP,m0,2000,748.0,0.39687443419297536,0.03415926927873496,0.0033759567349411746,3,10,50
CNP,m0,2000,749.0,0.3923264113664627,0.033861723212917846,0.003407781780085066,3,10,50
CNP,m0,2000,750.0,0.39605635774135584,0.03490509378615767,0.0034394510165542285,3,10,50
CNP,m0,2000,751.0,0.39588192300001784,0.036644850764805545,0.003366760520786185,3,10,50
CNP,m0,2000,752.0,0.3936027807593345,0.033353858513564295,0.0033656059321207437,3,10,50
CNP,m0,2000,753.0,0.39235819210608797,0.032691129696904006,0.003446227089505243,3,10,50
CNP,m0,2000,754.0,0.39375172561407085,0.03652378208271133,0.0034361029719210214,3,10,50
CNP,m0,2000,755.0,0.3949666388432185,0.03124288828880871,0.0035091495008805185,3,10,50
CNP,m0,2000,756.0,0.3920662242770195,0.03361231489541617,0.0034186083286149136,3,10,50
CNP,m0,2000,757.0,0.39558980834484103,0.030037451244401703,0.003405413448418779,3,10,50
CNP,m0,2000,758.0,0.3944296438097954,0.03242154249122018,0.0034952610483359047,3,10,50
CNP,m0,2000,759.0,0.39719661531845735,0.03378455035081991,0.0033237896611255147,3,10,50
CNP,m0,2000,760.0,0.39462952089309694,0.03315382665260908,0.003503078210722096,3,10,50
CNP,m0,2000,761.0,0.39725968766212466,0.033202042978495765,0.0034424543604460213,3,10,50
CNP,m0,2000,762.0,0.3932225965062777,0.032431049568654155,0.003432647309734258,3,10,50
CNP,m0,2000,763.0,0.3952479655146599,0.030795892746490187,0.003401064917986265,3,10,50
CNP,m0,2000,764.0,0.3968195600112279,0.03390350844847817,0.0034766127138892064,3,10,50
CNP,m0,2000,765.0,0.3960218119819959,0.03526705705460181,0.003417188090521895,3,10,50
CNP,m0,2000,766.0,0.3946189862092336,0.03055451542173714,0.0034039365651461345,3,10,50
CNP,m0,2000,767.0,0.3944692644874255,0.03520668425898577,0.0034427848210149734,3,10,50
CNP,m0,2000,768.0,0.39578922180334725,0.032840619679177965,0.0034992663362535207,3,10,50
CNP,m0,2000,769.0,0.39243236277500787,0.03409999316919032,0.0033544188461134493,3,10,50
CNP,m0,2000,770.0,0.3995220933159193,0.03054260696582526,0.0033920538400693053,3,10,50
CNP,m0,2000,771.0,0.3954781905611357,0.030245958678271397,0.003364992163757462,3,10,50
CNP,m0,2000,772.0,0.39561723474661514,0.03375186147262928,0.003425016047008433,3,10,50
CNP,m0,2000,773.0,0.3964386437733968,0.03575846768104651,0.0034887140392176313,3,10,50
CNP,m0,2000,774.0,0.3962274041970571,0.03122932640140781,0.003329972848599174,3,10,50
CNP,m0,2000,775.0,0.39721157596508655,0.032994734175839015,0.0033560011462721883,3,10,50
CNP,m0,2000,776.0,0.39513974205652874,0.031551395615900216,0.003357225098333546,3,10,50
CNP,m0,2000,777.0,0.39549588978290556,0.031049515523796065,0.0033335521017765855,3,10,50
CNP,m0,2000,778.0,0.398849404891332,0.030993907666074735,0.0033973415294310406,3,10,50
CNP,m0,2000,779.0,0.3928873746395111,0.030452753531935554,0.0034038727180453385,3,10,50
CNP,m0,2000,780.0,0.39256426308552433,0.028626696667340787,0.0035034062802679414,3,10,50
CNP,m0,2000,781.0,0.394215852757295,0.030164919846863678,0.0033824795057398617,3,10,50
CNP,m0,2000,782.0,0.3964207761685053,0.030285150411869646,0.003330094705902476,3,10,50
CNP,m0,2000,783.0,0.3965878958304723,0.031690595052790364,0.0033101792388090644,3,10,50
CNP,m0,2000,784.0,0.3965114588141441,0.035736034814375,0.00345049242407781,3,10,50
CNP,m0,2000,785.0,0.39876732329527537,0.03599677348507157,0.0033594953695907323,3,10,50
CNP,m0,2000,786.0,0.3968919786413512,0.028263397412084217,0.003262923309186835,3,10,50
CNP,m0,2000,787.0,0.3929928613503774,0.030989879858905774,0.003404782560268032,3,10,50
CNP,m0,2000,788.0,0.39476211539904277,0.034969565120699604,0.00332295985632488,3,10,50
CNP,m0,2000,789.0,0.39596257354815806,0.03573438650914142,0.003300415545777841,3,10,50
