method,architecture_id,training_budget_nominal_events,energy_kev,mean_of_training_seed_context_means,sd_across_training_seed_context_means,mean_context_sd_within_training_seed,training_seed_count,context_draws_per_training_seed,mc_passes_per_cell
Attentive CNP + PE,m2,2000,2202.0,0.21898893454729115,0.16309740834691044,0.021296797181614174,3,10,50
Attentive CNP + PE,m2,2000,2203.0,0.09635291137075548,0.09001750414776204,0.014959045772689958,3,10,50
Attentive CNP + PE,m2,2000,2204.0,0.06453058687489223,0.06270144293361464,0.010315607354376668,3,10,50
Attentive CNP + PE,m2,2000,2205.0,0.9370913567692041,0.04246231790610694,0.009780284485534106,3,10,50
Attentive CNP + PE,m2,2000,2206.0,0.9529069947004318,0.02293126798879124,0.015812449223360277,3,10,50
Attentive CNP + PE,m2,2000,2207.0,0.8782518658041955,0.016745179979157896,0.019690594860861096,3,10,50
Attentive CNP + PE,m2,2000,2208.0,0.5832736592590809,0.10972186963061686,0.03287963113639645,3,10,50
Attentive CNP + PE,m2,2000,2209.0,0.8044329344617824,0.055004453896381825,0.028588903399436986,3,10,50
Attentive CNP + PE,m2,2000,2210.0,0.8457004584670066,0.0780098166129779,0.030392846389520115,3,10,50
Attentive CNP + PE,m2,2000,2211.0,0.8851181829969087,0.05615604047551038,0.021241017875396073,3,10,50
Attentive CNP + PE,m2,2000,2212.0,0.924180405278412,0.0533175330768789,0.032784526348861344,3,10,50
Attentive CNP + PE,m2,2000,2213.0,0.9593657745718955,0.004866733881212916,0.011255345191984416,3,10,50
Attentive CNP + PE,m2,2000,2214.0,0.8954586941885451,0.025122676743424773,0.01658698924215181,3,10,50
Attentive CNP + PE,m2,2000,2215.0,0.3388790036434463,0.16083743086485106,0.03661380632740224,3,10,50
Attentive CNP + PE,m2,2000,2216.0,0.1654139024922527,0.061668024265029486,0.018331012620780945,3,10,50
Attentive CNP + PE,m2,2000,2217.0,0.47028586095105857,0.07447122143339252,0.021268423081931317,3,10,50
Attentive CNP + PE,m2,2000,2218.0,0.9348097980620498,0.053004127477931345,0.01313890703926701,3,10,50
Attentive CNP + PE,m2,2000,2219.0,0.8633403112577894,0.07561309935580011,0.02697645176348151,3,10,50
Attentive CNP + PE,m2,2000,2220.0,0.6585451042552789,0.08146689597924976,0.036909370357268684,3,10,50
Attentive CNP + PE,m2,2000,2221.0,0.40846884232006664,0.11439703495016872,0.027842254556776413,3,10,50
Attentive CNP + PE,m2,2000,2222.0,0.4193305354388431,0.16309768105470038,0.014897801790404687,3,10,50
Attentive CNP + PE,m2,2000,2223.0,0.7259997409936041,0.035515875166413566,0.01944486471465226,3,10,50
Attentive CNP + PE,m2,2000,2224.0,0.7237458689063788,0.07361170070798632,0.034512917601316084,3,10,50
Attentive CNP + PE,m2,2000,2225.0,0.5888487729784101,0.1864019095145717,0.032636425892188244,3,10,50
Attentive CNP + PE,m2,2000,2226.0,0.5068137227729895,0.18834075332003183,0.01981052664290701,3,10,50
Attentive CNP + PE,m2,2000,2227.0,0.6091636549035708,0.2846707935781313,0.014543065986307951,3,10,50
Attentive CNP + PE,m2,2000,2228.0,0.8331708053052426,0.18657070234668086,0.018337270497637323,3,10,50
Attentive CNP + PE,m2,2000,2229.0,0.7938783515542746,0.1530145232337484,0.02492993008367572,3,10,50
Attentive CNP + PE,m2,2000,2230.0,0.2930606397775507,0.12064296697703857,0.027987552398137102,3,10,50
Attentive CNP + PE,m2,2000,2231.0,0.043128005341640796,0.004144610274755981,0.006586409717684249,3,10,50
Attentive CNP + PE,m2,2000,2232.0,0.3669006717840578,0.17278388719975632,0.018737004614151256,3,10,50
Attentive CNP + PE,m2,2000,2233.0,0.9446934711039067,0.025326516132933793,0.011748310856794966,3,10,50
Attentive CNP + PE,m2,2000,2234.0,0.07923298455772236,0.02129361939335412,0.004354944325355545,3,10,50
Attentive CNP + PE,m2,2000,2235.0,0.6894889102503657,0.09173811681065949,0.01466374644135889,3,10,50
Attentive CNP + PE,m2,2000,2236.0,0.9473507801688587,0.04801817067132888,0.024099271642172515,3,10,50
Attentive CNP + PE,m2,2000,2237.0,0.8689732241735425,0.028559983693289142,0.03213642356670798,3,10,50
Attentive CNP + PE,m2,2000,2238.0,0.9582728777149071,0.015440651989529389,0.02943179922880614,3,10,50
Attentive CNP + PE,m2,2000,2239.0,0.9125999933083851,0.0566464392303689,0.027828867357107975,3,10,50
Attentive CNP + PE,m2,2000,2240.0,0.7635672847032549,0.22097040667155116,0.020471102390219986,3,10,50
Attentive CNP + PE,m2,2000,2241.0,0.2993521787353481,0.09360983881074304,0.005978066333521783,3,10,50
Attentive CNP + PE,m2,2000,2242.0,0.12776017910984228,0.12386291324303678,0.00848917877571914,3,10,50
Attentive CNP + PE,m2,2000,2243.0,0.6509943093461916,0.14974937558749032,0.02998793202583276,3,10,50
Attentive CNP + PE,m2,2000,2244.0,0.429400136702694,0.09574143475915013,0.043935485491467426,3,10,50
Attentive CNP + PE,m2,2000,2245.0,0.29273091512225796,0.09026731488126215,0.04881289597612281,3,10,50
Attentive CNP + PE,m2,2000,2246.0,0.5121558322651155,0.2765699280002535,0.0488648955161489,3,10,50
Attentive CNP + PE,m2,2000,2247.0,0.37602786868573945,0.23065806407185369,0.030003050350790966,3,10,50
Attentive CNP + PE,m2,2000,2248.0,0.5821086072973946,0.20161655937989476,0.022128980647441135,3,10,50
Attentive CNP + PE,m2,2000,2249.0,0.6496776287682976,0.1213402092791909,0.019234749029164187,3,10,50
Attentive CNP + PE,m2,2000,2250.0,0.3994798290189356,0.07949876112746464,0.019896141065619027,3,10,50
Attentive CNP + PE,m2,2000,2251.0,0.3990421423250034,0.2588699249585649,0.015251008687279693,3,10,50
Attentive CNP + PE,m2,2000,2252.0,0.9479166255990664,0.023739478403487883,0.009606755988156855,3,10,50
Attentive CNP + PE,m2,2000,2253.0,0.825478901108106,0.027465172798830834,0.027725091337632457,3,10,50
Attentive CNP + PE,m2,2000,2254.0,0.43833674951021867,0.11137400470115746,0.03892529374339628,3,10,50
Attentive CNP + PE,m2,2000,2255.0,0.6046586317668359,0.07780821006490533,0.03696979751136414,3,10,50
Attentive CNP + PE,m2,2000,2256.0,0.3405354880621308,0.18500681285181136,0.009963947355324607,3,10,50
Attentive CNP + PE,m2,2000,2257.0,0.6698280894751661,0.18812221123283684,0.010482491424408805,3,10,50
Attentive CNP + PE,m2,2000,2258.0,0.8385047176157435,0.08868912212938072,0.03602795580430982,3,10,50
Attentive CNP + PE,m2,2000,2259.0,0.731854040428996,0.11605410677767478,0.037165865870719496,3,10,50
Attentive CNP + PE,m2,2000,2260.0,0.7990454653600851,0.10803019688395668,0.023335379647257876,3,10,50
Attentive CNP + PE,m2,2000,2261.0,0.8715748472412428,0.05132028437642434,0.02336584309479039,3,10,50
Attentive CNP + PE,m2,2000,2262.0,0.3484945396801146,0.034683975326122725,0.030707061012761938,3,10,50
Attentive CNP + PE,m2,2000,2263.0,0.10861839165181814,0.09890297720810551,0.014267473144113843,3,10,50
Attentive CNP + PE,m2,2000,2264.0,0.7004246140321095,0.035900010317704505,0.025187999296899816,3,10,50
Attentive CNP + PE,m2,2000,2265.0,0.1442516839110661,0.0763771954119876,0.025016017017693303,3,10,50
Attentive CNP + PE,m2,2000,2266.0,0.12919138439077263,0.018025195792418965,0.017979321411675325,3,10,50
Attentive CNP + PE,m2,2000,2267.0,0.7111709393796822,0.18676083002491364,0.01833787830703013,3,10,50
Attentive CNP + PE,m2,2000,2268.0,0.7203198531207938,0.08032332397674061,0.02242232539148266,3,10,50
Attentive CNP + PE,m2,2000,2269.0,0.35964287361719954,0.13421321684722964,0.018752222216744448,3,10,50
Attentive CNP + PE,m2,2000,2270.0,0.4973148203740518,0.2580308342724857,0.024598648985576396,3,10,50
Attentive CNP + PE,m2,2000,2271.0,0.19948533869358168,0.05136482824493659,0.014536534322524684,3,10,50
Attentive CNP + PE,m2,2000,2272.0,0.09128882754133034,0.06499543025184343,0.0027377461181829796,3,10,50
Attentive CNP + PE,m2,2000,2273.0,0.5312762700634194,0.11759703345040042,0.032994876275709066,3,10,50
Attentive CNP + PE,m2,2000,2274.0,0.5492350915263716,0.04770125203019742,0.05027234488082529,3,10,50
Attentive CNP + PE,m2,2000,2275.0,0.5840828418682019,0.03790146818187845,0.03355209035390018,3,10,50
Attentive CNP + PE,m2,2000,2276.0,0.3031788211654445,0.1677701924766273,0.01389762751499512,3,10,50
Attentive CNP + PE,m2,2000,2277.0,0.18194486521595776,0.0486791198299071,0.0043328507354293095,3,10,50
Attentive CNP + PE,m2,2000,2278.0,0.7553578108871978,0.10486259309059974,0.02846149170654784,3,10,50
Attentive CNP + PE,m2,2000,2279.0,0.883401608635982,0.048336565300645416,0.02552515273896197,3,10,50
Attentive CNP + PE,m2,2000,2280.0,0.9753308063149451,0.011569425626616697,0.00824762794006821,3,10,50
Attentive CNP + PE,m2,2000,2281.0,0.7762894899986373,0.2359410810721648,0.011811501551856424,3,10,50
Attentive CNP + PE,m2,2000,2282.0,0.6564273439709407,0.18132610925554513,0.015654901584092846,3,10,50
Attentive CNP + PE,m2,2000,2283.0,0.6952502178808208,0.044899922454616305,0.026161858405747265,3,10,50
Attentive CNP + PE,m2,2000,2284.0,0.6582284484170378,0.11920573933801441,0.041900542572224315,3,10,50
Attentive CNP + PE,m2,2000,2285.0,0.5615241417804112,0.21726629290452915,0.03373195846302365,3,10,50
Attentive CNP + PE,m2,2000,2286.0,0.4896654960112645,0.12417619754755174,0.027515800536834823,3,10,50
Attentive CNP + PE,m2,2000,2287.0,0.7061458276857931,0.17273960694996593,0.02458528084024302,3,10,50
Attentive CNP + PE,m2,2000,2288.0,0.6412413627635687,0.1677675544387862,0.02533610471454989,3,10,50
Attentive CNP + PE,m2,2000,2289.0,0.5283764044940472,0.08591833077648577,0.024104288515938876,3,10,50
Attentive CNP + PE,m2,2000,2290.0,0.49428510195451475,0.13605960133256878,0.015557239820815314,3,10,50
Attentive CNP + PE,m2,2000,2291.0,0.09875714006066123,0.06902085545006485,0.005319253388168847,3,10,50
Attentive CNP + PE,m2,2000,2292.0,0.49258394107807063,0.014289143831976416,0.012185254319152947,3,10,50
Attentive CNP + PE,m2,2000,2293.0,0.8123887255614003,0.047352108566243487,0.05530796820786827,3,10,50
Attentive CNP + PE,m2,2000,2294.0,0.6741107587441801,0.07185784073930448,0.054954668594485924,3,10,50
Attentive CNP + PE,m2,2000,2295.0,0.28441925131285095,0.1769010268276927,0.010914643382576632,3,10,50
Attentive CNP + PE,m2,2000,2296.0,0.19687249295048725,0.11573103590696836,0.010514486486996434,3,10,50
Attentive CNP + PE,m2,2000,2297.0,0.842572539637486,0.10527800847618457,0.030852845145253226,3,10,50
Attentive CNP + PE,m2,2000,2298.0,0.9184330785075824,0.03618671684940939,0.023741998061221823,3,10,50
Attentive CNP + PE,m2,2000,2299.0,0.8533609175582727,0.1521698059931873,0.018146666335325624,3,10,50
Attentive CNP + PE,m2,2000,2300.0,0.8818471198268235,0.09084053247875772,0.018443517435176113,3,10,50
Attentive CNP + PE,m2,2000,2301.0,0.935616556920111,0.028850693335273354,0.023893232300214617,3,10,50
Attentive CNP + PE,m2,2000,2302.0,0.9671433327843747,0.007552602261099451,0.016810248714439844,3,10,50
Attentive CNP + PE,m2,2000,2303.0,0.9702421205813686,0.013728782838231856,0.014594231099724998,3,10,50
Attentive CNP + PE,m2,2000,2304.0,0.5626362172346563,0.09587299264899285,0.0307701486096429,3,10,50
Attentive CNP + PE,m2,2000,2305.0,0.7562098929906886,0.10254324779124549,0.029259786942246704,3,10,50
Attentive CNP + PE,m2,2000,2306.0,0.8226054851412773,0.12816605062073858,0.03631035266698528,3,10,50
Attentive CNP + PE,m2,2000,2307.0,0.6687294448539615,0.15018463364287607,0.026470148296546273,3,10,50
Attentive CNP + PE,m2,2000,2308.0,0.36789607537165286,0.10560786968818434,0.015927649635784153,3,10,50
Attentive CNP + PE,m2,2000,2309.0,0.10314732886606483,0.019085199110865824,0.007584514016215263,3,10,50
Attentive CNP + PE,m2,2000,2310.0,0.034365932455585,0.021523062059429297,0.005746951049098694,3,10,50
Attentive CNP + PE,m2,2000,2311.0,0.15052303678463066,0.04764242747055751,0.01464297037437659,3,10,50
Attentive CNP + PE,m2,2000,2312.0,0.33711424319624594,0.09530113850831161,0.023255297498847725,3,10,50
Attentive CNP + PE,m2,2000,2313.0,0.34999202041053407,0.08395458306773428,0.026178065467898026,3,10,50
Attentive CNP + PE,m2,2000,2314.0,0.5262071261135861,0.09688686431432421,0.028583353264922663,3,10,50
Attentive CNP + PE,m2,2000,2315.0,0.4979426320170362,0.1344864442776886,0.03009875549024073,3,10,50
Attentive CNP + PE,m2,2000,2316.0,0.4588070812180007,0.14171201810200335,0.058872707243701854,3,10,50
Attentive CNP + PE,m2,2000,2317.0,0.35643870289903345,0.21941462940953485,0.0529452651350639,3,10,50
Attentive CNP + PE,m2,2000,2318.0,0.36988331834692506,0.1312713210880784,0.04638773821026404,3,10,50
Attentive CNP + PE,m2,2000,2319.0,0.6446883953611057,0.06245375471718283,0.03617844265818099,3,10,50
Attentive CNP + PE,m2,2000,2320.0,0.9005146837631862,0.023450402099426105,0.019942076354218567,3,10,50
Attentive CNP + PE,m2,2000,2321.0,0.8754071373740832,0.01297616760958653,0.01901539591854494,3,10,50
Attentive CNP + PE,m2,2000,2322.0,0.6680345477213462,0.06861134646189058,0.026170809915433264,3,10,50
Attentive CNP + PE,m2,2000,2323.0,0.5266667849545678,0.06796337663602063,0.03441930901475129,3,10,50
Attentive CNP + PE,m2,2000,2324.0,0.5714836011057098,0.03606867996098435,0.039151335464493675,3,10,50
Attentive CNP + PE,m2,2000,2325.0,0.6456640948479374,0.10642820531035205,0.037322217238235374,3,10,50
Attentive CNP + PE,m2,2000,2326.0,0.3333334101832783,0.09225398947681915,0.030653814643357483,3,10,50
Attentive CNP + PE,m2,2000,2327.0,0.24356735125618675,0.05022789876749815,0.025135120836010102,3,10,50
Attentive CNP + PE,m2,2000,2328.0,0.3757923352240275,0.12123993406220233,0.03232477195365672,3,10,50
Attentive CNP + PE,m2,2000,2329.0,0.606795379459858,0.028856774102961575,0.029263311642960393,3,10,50
Attentive CNP + PE,m2,2000,2330.0,0.8331937829175343,0.04141714823170118,0.018236385704007606,3,10,50
Attentive CNP + PE,m2,2000,2331.0,0.8818226318160692,0.03088508197679445,0.020928785378172107,3,10,50
Attentive CNP + PE,m2,2000,2332.0,0.8075663598676522,0.010449269200205983,0.04170693208774093,3,10,50
Attentive CNP + PE,m2,2000,2333.0,0.8021434199512005,0.12782249331507495,0.03417388379689367,3,10,50
Attentive CNP + PE,m2,2000,2334.0,0.7465028128679844,0.2179959034847457,0.020957749018276933,3,10,50
Attentive CNP + PE,m2,2000,2335.0,0.31168654553888947,0.19762378853403756,0.010741310250958383,3,10,50
Attentive CNP + PE,m2,2000,2336.0,0.3705792858969181,0.06965222335633421,0.024210516639857235,3,10,50
Attentive CNP + PE,m2,2000,2337.0,0.36973532923869784,0.09082979101501706,0.026327983945864917,3,10,50
Attentive CNP + PE,m2,2000,2338.0,0.45959906128421424,0.11423402854429433,0.03178883698580864,3,10,50
Attentive CNP + PE,m2,2000,2339.0,0.6126265310704087,0.11315683909928327,0.042388568109721934,3,10,50
Attentive CNP + PE,m2,2000,2340.0,0.591893404092322,0.278868216108065,0.04789129511830834,3,10,50
Attentive CNP + PE,m2,2000,2341.0,0.4356796038197451,0.17551070270797947,0.039165311740940546,3,10,50
Attentive CNP + PE,m2,2000,2342.0,0.604096855823261,0.016794392743677406,0.0279362481015101,3,10,50
Attentive CNP + PE,m2,2000,2343.0,0.1882034507785769,0.07382463923025431,0.014291924329031244,3,10,50
Attentive CNP + PE,m2,2000,2344.0,0.06678397298494407,0.0697471478398312,0.014236566657430491,3,10,50
Attentive CNP + PE,m2,2000,2345.0,0.04435720370563528,0.013037186223173429,0.00821920312606802,3,10,50
Attentive CNP + PE,m2,2000,2346.0,0.2819501824564068,0.03411843652615844,0.02122249925007377,3,10,50
Attentive CNP + PE,m2,2000,2347.0,0.15135290540051452,0.05978823519608683,0.0140237248775775,3,10,50
Attentive CNP + PE,m2,2000,2348.0,0.3028151608146727,0.05888793060746981,0.021486386745870972,3,10,50
Attentive CNP + PE,m2,2000,2349.0,0.5207644684116045,0.10008306656456617,0.03228603588145341,3,10,50
Attentive CNP + PE,m2,2000,2350.0,0.5231164833946774,0.14434454865619653,0.030997563627121614,3,10,50
Attentive CNP + PE,m2,2000,2351.0,0.5677527507099634,0.025709765848880597,0.03502330225649746,3,10,50
Attentive CNP + PE,m2,2000,2352.0,0.6276287494096905,0.16578295071133278,0.034384837331338666,3,10,50
Attentive CNP + PE,m2,2000,2353.0,0.4963184967718061,0.2680906505694294,0.027035412156933766,3,10,50
Attentive CNP + PE,m2,2000,2354.0,0.19848026984681688,0.06737444370164193,0.012332520256144522,3,10,50
Attentive CNP + PE,m2,2000,2355.0,0.4910745472845932,0.02366801437510539,0.01866395260047703,3,10,50
Attentive CNP + PE,m2,2000,2356.0,0.8983921769857406,0.0346529361436468,0.011627242518705448,3,10,50
Attentive CNP + PE,m2,2000,2357.0,0.38900694215095916,0.0828912470072513,0.015352186909441652,3,10,50
Attentive CNP + PE,m2,2000,2358.0,0.05730195918946166,0.04200339034918115,0.007226624172491668,3,10,50
Attentive CNP + PE,m2,2000,2359.0,0.20834546871945103,0.035529909364619465,0.01931681709160093,3,10,50
Attentive CNP + PE,m2,2000,2360.0,0.5364339549347448,0.22739725237455313,0.020627101250464713,3,10,50
Attentive CNP + PE,m2,2000,2361.0,0.8916062793582679,0.043167997632748104,0.012601592741273026,3,10,50
Attentive CNP + PE,m2,2000,2362.0,0.8765905615543433,0.04082277376809639,0.047199190137386014,3,10,50
Attentive CNP + PE,m2,2000,2363.0,0.7492134358262023,0.03798358660055364,0.03661243972357503,3,10,50
Attentive CNP + PE,m2,2000,2364.0,0.37123354420802207,0.17253018875986903,0.01637701076360966,3,10,50
Attentive CNP + PE,m2,2000,2365.0,0.7747415619889894,0.0756183693431425,0.018648821232746946,3,10,50
Attentive CNP + PE,m2,2000,2366.0,0.7265396987448137,0.12704338081502908,0.023364601762841428,3,10,50
Attentive CNP + PE,m2,2000,2367.0,0.382326710827183,0.08919946466911277,0.02403063072584491,3,10,50
Attentive CNP + PE,m2,2000,2368.0,0.40816640936133136,0.05434339418620618,0.02936018453514197,3,10,50
Attentive CNP + PE,m2,2000,2369.0,0.05639794403690788,0.03112439410804725,0.006639616072911557,3,10,50
Attentive CNP + PE,m2,2000,2370.0,0.004159855121598106,0.0025407553880010727,0.0003342418186787776,3,10,50
Attentive CNP + PE,m2,2000,2371.0,0.22746293523403438,0.11576427167242605,0.0028935329020955557,3,10,50
Attentive CNP + PE,m2,2000,2372.0,0.7287452469418447,0.10035076188049948,0.035453305015305685,3,10,50
Attentive CNP + PE,m2,2000,2373.0,0.5851066880386012,0.1418824345604839,0.0305212716045444,3,10,50
Attentive CNP + PE,m2,2000,2374.0,0.5658039293295393,0.1540327683690025,0.03436708817088017,3,10,50
Attentive CNP + PE,m2,2000,2375.0,0.7422773914597928,0.0943263563090979,0.028966571068513778,3,10,50
Attentive CNP + PE,m2,2000,2376.0,0.07753825930721601,0.017275476662797922,0.003034211430521027,3,10,50
Attentive CNP + PE,m2,2000,2377.0,0.13722009173755637,0.032481857796039744,0.005482204703572188,3,10,50
Attentive CNP + PE,m2,2000,2378.0,0.8100722147425016,0.06346724604397301,0.01665093334556516,3,10,50
Attentive CNP + PE,m2,2000,2379.0,0.8250601686437925,0.034060085348274115,0.024090479711757803,3,10,50
Attentive CNP + PE,m2,2000,2380.0,0.6997430792550245,0.09331183589229715,0.03324345358409088,3,10,50
Attentive CNP + PE,m2,2000,2381.0,0.7026645203803975,0.19555269570938819,0.03774386462579952,3,10,50
Attentive CNP + PE,m2,2000,2382.0,0.513136746352228,0.13664373177296224,0.03422453877601419,3,10,50
Attentive CNP + PE,m2,2000,2383.0,0.054310666835193845,0.03942938360862047,0.005070449793979373,3,10,50
Attentive CNP + PE,m2,2000,2384.0,0.1249021716145932,0.05870851172869131,0.006534810434883107,3,10,50
Attentive CNP + PE,m2,2000,2385.0,0.9190143647098749,0.04055033954641906,0.02494785405159428,3,10,50
Attentive CNP + PE,m2,2000,2386.0,0.8889316316197317,0.05261130650156671,0.02371748790446497,3,10,50
Attentive CNP + PE,m2,2000,2387.0,0.3390329442344568,0.2350176480232706,0.015106170848254772,3,10,50
Attentive CNP + PE,m2,2000,2388.0,0.02355335597227486,0.011802333815197573,0.0029802085332109973,3,10,50
Attentive CNP + PE,m2,2000,2389.0,0.4916101409996239,0.17672165500577605,0.03584468278406236,3,10,50
Attentive CNP + PE,m2,2000,2390.0,0.10580153684563508,0.01931200283531521,0.018000693137464645,3,10,50
Attentive CNP + PE,m2,2000,2391.0,0.0030866785916446268,0.0035728496999959435,0.0005126564721854397,3,10,50
Attentive CNP + PE,m2,2000,2392.0,0.24253926557552738,0.3277143567735949,0.014151858980795892,3,10,50
Attentive CNP + PE,m2,2000,2393.0,0.4612727935156778,0.25011692464634244,0.018665330672064995,3,10,50
Attentive CNP + PE,m2,2000,2394.0,0.20559760778346922,0.2906246928729464,0.005064427776976571,3,10,50
Attentive CNP + PE,m2,2000,2395.0,0.4113803624601163,0.22678607526012684,0.024835250254024405,3,10,50
Attentive CNP + PE,m2,2000,2396.0,0.2439531036227761,0.1269039119257933,0.023860187115891867,3,10,50
Attentive CNP + PE,m2,2000,2397.0,0.02135532644900433,0.013655460379560868,0.004847102517015845,3,10,50
Attentive CNP + PE,m2,2000,2398.0,0.09186654299161941,0.030698597297496303,0.009577520470558392,3,10,50
Attentive CNP + PE,m2,2000,2399.0,0.845638855189085,0.01922689502367815,0.026267325160012945,3,10,50
Attentive CNP + PE,m2,2000,2400.0,0.5447475635129958,0.1235447521759867,0.047211725181650656,3,10,50
Attentive CNP + PE,m2,2000,2401.0,0.4954484484102977,0.08694554340711935,0.07630717661733234,3,10,50
Attentive CNP + PE,m2,2000,2402.0,0.4834001948033753,0.10103625092655337,0.1022872663811981,3,10,50
Attentive CNP + PE,m2,2000,2403.0,0.3447941892272344,0.14035792940348596,0.07433021820812236,3,10,50
Attentive CNP + PE,m2,2000,2404.0,0.1461354298333463,0.135647537099812,0.032931422504174836,3,10,50
Attentive CNP + PE,m2,2000,2405.0,0.45928658261778765,0.2537465083313022,0.038165360307205555,3,10,50
Attentive CNP + PE,m2,2000,2406.0,0.2353694815396836,0.11442831518768343,0.03893434126511255,3,10,50
Attentive CNP + PE,m2,2000,2407.0,0.11725536361427012,0.05948296885357627,0.019313866949531574,3,10,50
Attentive CNP + PE,m2,2000,2408.0,0.11928888006870618,0.08275918916385266,0.011239520164810344,3,10,50
Attentive CNP + PE,m2,2000,2409.0,0.017692281180780912,0.011238705881180104,0.0013138092912775023,3,10,50
Attentive CNP + PE,m2,2000,2410.0,0.1493043873061105,0.05046111468287457,0.029920768134956383,3,10,50
Attentive CNP + PE,m2,2000,2411.0,0.15292905540190116,0.1047937485427999,0.05892569269187775,3,10,50
Attentive CNP + PE,m2,2000,2412.0,0.1723711857825777,0.13534027006712984,0.06899065291916513,3,10,50
Attentive CNP + PE,m2,2000,2413.0,0.04114636156890568,0.023768812494047095,0.0035489595590054573,3,10,50
Attentive CNP + PE,m2,2000,2414.0,0.0758958093013649,0.0783042171420983,0.0016736968997123258,3,10,50
Attentive CNP + PE,m2,2000,2415.0,0.9681009013652803,0.010550618378127825,0.011689336019661488,3,10,50
Attentive CNP + PE,m2,2000,2416.0,0.8920451361701512,0.1524241672931789,0.012950865053515545,3,10,50
Attentive CNP + PE,m2,2000,2417.0,0.9697244241026541,0.0031913320525907046,0.0070029580689452324,3,10,50
Attentive CNP + PE,m2,2000,2418.0,0.8171451512761414,0.07545088324652247,0.02604358448955747,3,10,50
Attentive CNP + PE,m2,2000,2419.0,0.6058676865150531,0.10798303779542096,0.03423522149398939,3,10,50
Attentive CNP + PE,m2,2000,2420.0,0.7859174512128035,0.04539308674000265,0.027963073570704013,3,10,50
Attentive CNP + PE,m2,2000,2421.0,0.5996545474852125,0.0648568105753987,0.02967565958556312,3,10,50
Attentive CNP + PE,m2,2000,2422.0,0.4127744460493947,0.18179220715586383,0.018408190453617076,3,10,50
Attentive CNP + PE,m2,2000,2423.0,0.4616599718828996,0.06319964801024563,0.01055933206752723,3,10,50
Attentive CNP + PE,m2,2000,2424.0,0.8500002348621686,0.06184160792211213,0.020481746528427432,3,10,50
Attentive CNP + PE,m2,2000,2425.0,0.6110689291302115,0.0772941077535248,0.033626989729290235,3,10,50
Attentive CNP + PE,m2,2000,2426.0,0.05028253389455367,0.017848977732824567,0.015047812378350005,3,10,50
Attentive CNP + PE,m2,2000,2427.0,0.3881323605577927,0.22585770651918177,0.03273165176772458,3,10,50
Attentive CNP + PE,m2,2000,2428.0,0.8626007167994976,0.024844367562298585,0.03275986055242683,3,10,50
Attentive CNP + PE,m2,2000,2429.0,0.7375030583776532,0.04814688960443464,0.050495803727063526,3,10,50
Attentive CNP + PE,m2,2000,2430.0,0.08898470866613813,0.031421418219700306,0.02272831899868365,3,10,50
Attentive CNP + PE,m2,2000,2431.0,0.16910114056784784,0.09519672236211969,0.04384294347213963,3,10,50
Attentive CNP + PE,m2,2000,2432.0,0.35143525054259234,0.10848862538151569,0.04829720211694546,3,10,50
Attentive CNP + PE,m2,2000,2433.0,0.3871922618428556,0.2150321938288542,0.025185072193223055,3,10,50
Attentive CNP + PE,m2,2000,2434.0,0.28341292475274105,0.12778836311971284,0.01595768293062211,3,10,50
Attentive CNP + PE,m2,2000,2435.0,0.14012372856135333,0.03269807142202338,0.0067540618826460634,3,10,50
Attentive CNP + PE,m2,2000,2436.0,0.12291867174528914,0.07388377228126125,0.0037858488626983807,3,10,50
Attentive CNP + PE,m2,2000,2437.0,0.5027858579916259,0.08594881322651182,0.03384058457260366,3,10,50
Attentive CNP + PE,m2,2000,2438.0,0.3909726864246961,0.11381554297960314,0.04131854672139596,3,10,50
Attentive CNP + PE,m2,2000,2439.0,0.35291924635708954,0.14253716822173637,0.024952980093988577,3,10,50
Attentive CNP + PE,m2,2000,2440.0,0.26290656822931485,0.14422952535625608,0.038040143033458165,3,10,50
Attentive CNP + PE,m2,2000,2441.0,0.12112870494974354,0.03540060878574706,0.030636285596344515,3,10,50
Attentive CNP + PE,m2,2000,2442.0,0.04017350740910845,0.008152837631073554,0.009973697440812035,3,10,50
Attentive CNP + PE,m2,2000,2443.0,0.038883202604476995,0.022289636789973154,0.010459787351036491,3,10,50
Attentive CNP + PE,m2,2000,2444.0,0.06432259967687969,0.010915970316185276,0.012279626920298924,3,10,50
Attentive CNP + PE,m2,2000,2445.0,0.4750947550101749,0.04052491705591006,0.04277537633029324,3,10,50
Attentive CNP + PE,m2,2000,2446.0,0.8247858269761007,0.057562775346000544,0.022561040681563355,3,10,50
Attentive CNP + PE,m2,2000,2447.0,0.7794358522320787,0.1797014710211295,0.011755844366846213,3,10,50
Attentive CNP + PE,m2,2000,2448.0,0.9268832203547159,0.013152689927839219,0.008269631763750012,3,10,50
Attentive CNP + PE,m2,2000,2449.0,0.18574802554864434,0.06658489493980067,0.018614479898266277,3,10,50
Attentive CNP + PE,m2,2000,2450.0,0.4390383694261158,0.3184390962478159,0.030796643213013414,3,10,50
Attentive CNP + PE,m2,2000,2451.0,0.9021375830570856,0.04877442843875409,0.018508364526088342,3,10,50
Attentive CNP + PE,m2,2000,2452.0,0.8079982989033064,0.13829760745331085,0.017699673452750173,3,10,50
Attentive CNP + PE,m2,2000,2453.0,0.12615830044513013,0.11010417583018581,0.014011364466411366,3,10,50
