subset_id,ordering_id,training_budget_nominal_events,training_budget_sampling_eligible_events,method,architecture_id,training_seed,context_seed,context_size,peak_mae_percentage_points,continuum_mae_percentage_points,sparse_tail_mae_percentage_points,global_brier,equal_region_brier,inference_seconds,peak_memory_mib,run_id
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,1,102,500,7.432750318281994,6.693623606488422,13.055897008461177,0.2324074657880749,0.20726032045573325,0.9137140060774982,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed1-final-ctx-s102-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,1,103,500,7.636213051840492,6.240325778612306,14.147849042663493,0.23271231311389687,0.20793970475188744,0.8524271962232888,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed1-final-ctx-s103-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,1,104,500,7.5456896981630885,6.422610562473678,13.739720136684538,0.23252919281151724,0.20765780970851755,1.1138754561543465,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed1-final-ctx-s104-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,1,105,500,7.54367301176519,6.467458332177031,13.715422139972135,0.23248270191768994,0.2076279801820207,0.8039484606124461,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed1-final-ctx-s105-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,1,106,500,7.49266781179195,6.486580574030685,13.516429508929123,0.23253093519471585,0.2075294596629787,0.9746808242052794,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed1-final-ctx-s106-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,1,107,500,7.578308995984266,6.346598068952988,13.944825227930119,0.2325954929772311,0.2077871543529076,0.8080890262499452,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed1-final-ctx-s107-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,1,108,500,7.638405328038088,6.215037379015059,14.166426859451493,0.23276002660596531,0.20796440725402227,0.9465942638926208,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed1-final-ctx-s108-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,1,109,500,7.459467836439593,6.63581092533192,13.26332468039769,0.23239573777483813,0.20736669741111666,0.8308070250786841,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed1-final-ctx-s109-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,2,100,500,8.355195589138404,5.5170382323312674,16.179392321708,0.23443006109895279,0.2100809333027262,0.9171031187288463,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed2-final-ctx-s100-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,2,101,500,8.413231607531227,5.489519781209351,16.351670519272105,0.2345293329871546,0.21023385521646845,0.8321177009493113,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed2-final-ctx-s101-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,2,102,500,8.270868621156367,5.566411876361997,16.006970411644488,0.23424455452148113,0.2098742892222465,0.9115685820579529,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed2-final-ctx-s102-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,2,103,500,8.682795290177298,5.370229936410429,17.13132010122809,0.2350122501322415,0.21099922764362639,0.7593221082352102,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed2-final-ctx-s103-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,2,104,500,8.39811098198455,5.516912670955601,16.494127091181362,0.23441176023646126,0.21025776653106024,0.8828277420252562,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed2-final-ctx-s104-n500-drop10100-mc50
seed20260910_n5000,seed20260910,5000,4981,CNP,m0,2,105,500,8.47620729077119,5.479579479629675,16.702180971847266,0.23455720689552328,0.21047171014867896,0.8745061061345041,226.38232421875,20260909-phase3-seed20260910_n5000-m0-seed2-final-ctx-s105-n500-drop10100-mc50
