method,architecture_id,training_budget,training_seed,context_seed,context_size,provenance,peak_region_mean_mae_percentage_points,continuum_region_mean_mae_percentage_points,sparse_tail_mae_percentage_points,global_brier,equal_region_brier,inference_seconds,peak_memory_mib,run_id
CNP,m0,18866,1,100,500,phase1_full_budget_reuse,8.425121167091469,4.703716916865197,7.071169921202189,0.231296603755151,0.2053007829972335,0.1786918542347848,226.38232421875,20260909-m0-seed1-final-ctx-s100-n500-drop10100-mc50-cleanrerun
CNP,m0,18866,1,101,500,phase1_full_budget_reuse,8.392578272800787,4.6406839304061975,7.147525548118513,0.2312998481619385,0.2053075868688192,0.1815305990166962,226.38232421875,20260909-m0-seed1-final-ctx-s101-n500-drop10100-mc50-cleanrerun
CNP,m0,18866,1,102,500,phase1_full_budget_reuse,8.439293607532825,4.750006420390475,7.015818581498435,0.2312576089635125,0.2052737361339615,0.1839291299693286,226.38232421875,20260909-m0-seed1-final-ctx-s102-n500-drop10100-mc50
CNP,m0,18866,1,103,500,phase1_full_budget_reuse,8.252132477895643,4.411762373681437,7.549694670758239,0.2313555302913458,0.2054293218227708,0.1850449959747493,226.38232421875,20260909-m0-seed1-final-ctx-s103-n500-drop10100-mc50
CNP,m0,18866,1,104,500,phase1_full_budget_reuse,8.33048685770599,4.564835764990269,7.305520982206529,0.2312112355152987,0.2052963042043533,0.1838958817534148,226.38232421875,20260909-m0-seed1-final-ctx-s104-n500-drop10100-mc50
CNP,m0,18866,1,105,500,phase1_full_budget_reuse,8.305960029641957,4.5153529494181495,7.3872334602771,0.2312425281624346,0.2053336128272641,0.1833400768227875,226.38232421875,20260909-m0-seed1-final-ctx-s105-n500-drop10100-mc50
CNP,m0,18866,1,106,500,phase1_full_budget_reuse,8.36008767047689,4.596727685865743,7.233841976268261,0.2312627426327492,0.2053117520471616,0.1823724270798266,226.38232421875,20260909-m0-seed1-final-ctx-s106-n500-drop10100-mc50-cleanrerun
CNP,m0,18866,1,107,500,phase1_full_budget_reuse,8.283865801089357,4.465986493342487,7.456001541203176,0.2313107146583976,0.2053872374329947,0.1810063561424613,226.38232421875,20260909-m0-seed1-final-ctx-s107-n500-drop10100-mc50-cleanrerun
CNP,m0,18866,1,108,500,phase1_full_budget_reuse,8.255275654325173,4.406039922854839,7.547208693836207,0.2314094452105194,0.2054636562856566,0.182080393191427,226.38232421875,20260909-m0-seed1-final-ctx-s108-n500-drop10100-mc50-cleanrerun
CNP,m0,18866,1,109,500,phase1_full_budget_reuse,8.396950839225735,4.688948242411329,7.122932751505719,0.2312060155814473,0.2052629490880546,0.1828482854180038,226.38232421875,20260909-m0-seed1-final-ctx-s109-n500-drop10100-mc50
