method,architecture_id,training_budget,training_seed,context_seed,context_size,provenance,peak_region_mean_mae_percentage_points,continuum_region_mean_mae_percentage_points,sparse_tail_mae_percentage_points,global_brier,equal_region_brier,inference_seconds,peak_memory_mib,run_id
CNP,m0,18866,2,100,500,phase1_full_budget_reuse,7.981958196071109,4.612272879621354,8.522134492478756,0.2348383421471837,0.206774126709638,0.1822624411433935,226.38232421875,20260909-m0-seed2-final-ctx-s100-n500-drop10100-mc50
CNP,m0,18866,2,101,500,phase1_full_budget_reuse,8.024622504411086,4.586313535114632,8.679575108631646,0.2352203707410239,0.2069903207574528,0.1817287472076714,226.38232421875,20260909-m0-seed2-final-ctx-s101-n500-drop10100-mc50
CNP,m0,18866,2,102,500,phase1_full_budget_reuse,7.966426928245827,4.648803651385659,8.411762427511945,0.234593635316315,0.206636944261465,0.184349238872528,226.38232421875,20260909-m0-seed2-final-ctx-s102-n500-drop10100-mc50
CNP,m0,18866,2,103,500,phase1_full_budget_reuse,8.038425967543628,4.573562586598184,8.987669458501186,0.2356911977745605,0.2072322069572952,0.185031671077013,226.38232421875,20260909-m0-seed2-final-ctx-s103-n500-drop10100-mc50
CNP,m0,18866,2,104,500,phase1_full_budget_reuse,7.973518777578681,4.606224539492719,8.657128455829696,0.2349773126257314,0.206829960323083,0.1847017742693424,226.38232421875,20260909-m0-seed2-final-ctx-s104-n500-drop10100-mc50
CNP,m0,18866,2,105,500,phase1_full_budget_reuse,7.93730285031172,4.628532167930037,8.629847292169773,0.2348013536695855,0.2067192350612789,0.1836404181085527,226.38232421875,20260909-m0-seed2-final-ctx-s105-n500-drop10100-mc50
CNP,m0,18866,2,106,500,phase1_full_budget_reuse,7.995191246642327,4.602519470709006,8.631477221680985,0.235033088233334,0.2068754005395075,0.1835158602334559,226.38232421875,20260909-m0-seed2-final-ctx-s106-n500-drop10100-mc50
CNP,m0,18866,2,107,500,phase1_full_budget_reuse,7.974639383274126,4.594143673607034,8.742119880769081,0.2350913948863409,0.2068858250227999,0.1829486610367894,226.38232421875,20260909-m0-seed2-final-ctx-s107-n500-drop10100-mc50
CNP,m0,18866,2,108,500,phase1_full_budget_reuse,8.054372248816225,4.576489630252302,9.016320919389534,0.2357980650475838,0.2072997132639822,0.184454517904669,226.38232421875,20260909-m0-seed2-final-ctx-s108-n500-drop10100-mc50
CNP,m0,18866,2,109,500,phase1_full_budget_reuse,7.942576292553556,4.678343086549097,8.398689090831791,0.2344513109546603,0.2065434721216699,0.182684828992933,226.38232421875,20260909-m0-seed2-final-ctx-s109-n500-drop10100-mc50
Attentive CNP,m1,18866,0,100,500,phase1_full_budget_reuse,8.070704463607417,6.207743042625487,7.237626571209701,0.2320952623089281,0.2061172329661644,0.2737133302725851,821.62744140625,20260909-m1-seed0-final-ctx-s100-n500-drop10100-mc50
Attentive CNP,m1,18866,0,101,500,phase1_full_budget_reuse,8.1667850902129,6.366681385110199,7.030460169880959,0.2320254398736073,0.2062517531166726,0.2721460042521357,821.62744140625,20260909-m1-seed0-final-ctx-s101-n500-drop10100-mc50
Attentive CNP,m1,18866,0,102,500,phase1_full_budget_reuse,8.132042766767704,6.291597626082441,7.1245680799242646,0.2320833586384102,0.2062166746620512,0.2751142843626439,821.62744140625,20260909-m1-seed0-final-ctx-s102-n500-drop10100-mc50
Attentive CNP,m1,18866,0,103,500,phase1_full_budget_reuse,8.068442031030925,6.24562000054907,7.203127138697848,0.2319959575975486,0.2060722771941045,0.2745532384142279,821.62744140625,20260909-m1-seed0-final-ctx-s103-n500-drop10100-mc50
Attentive CNP,m1,18866,0,104,500,phase1_full_budget_reuse,8.172384025824469,6.315981911734159,7.022108418546702,0.2320099398719733,0.206181075266459,0.2736769430339336,821.62744140625,20260909-m1-seed0-final-ctx-s104-n500-drop10100-mc50
Attentive CNP,m1,18866,0,105,500,phase1_full_budget_reuse,8.095526668560064,6.220669544780813,7.169643643344709,0.2320473957119624,0.2060937904277109,0.2791446661576628,821.62744140625,20260909-m1-seed0-final-ctx-s105-n500-drop10100-mc50
Attentive CNP,m1,18866,0,106,500,phase1_full_budget_reuse,8.115748013573246,6.271032459292399,7.1198194758925695,0.2320167285692673,0.2061203312297027,0.274794568773359,821.62744140625,20260909-m1-seed0-final-ctx-s106-n500-drop10100-mc50
Attentive CNP,m1,18866,0,107,500,phase1_full_budget_reuse,8.147815670422505,6.2809218787333805,7.074305077166877,0.232032873650262,0.2061632258614117,0.2753490600734949,821.62744140625,20260909-m1-seed0-final-ctx-s107-n500-drop10100-mc50
Attentive CNP,m1,18866,0,108,500,phase1_full_budget_reuse,8.144786331101352,6.316941754751748,7.062452931200144,0.2320007399032246,0.2061733119883798,0.2731439541094005,821.62744140625,20260909-m1-seed0-final-ctx-s108-n500-drop10100-mc50
Attentive CNP,m1,18866,0,109,500,phase1_full_budget_reuse,8.114070070965434,6.247575219276673,7.1369780257751145,0.2320612607344464,0.2061349115314614,0.2749825920909643,821.62744140625,20260909-m1-seed0-final-ctx-s109-n500-drop10100-mc50
Attentive CNP,m1,18866,1,100,500,phase1_full_budget_reuse,8.601427972851262,5.440476738317993,7.358167223399517,0.231146940726606,0.2062084945957445,0.2747107720933854,821.62744140625,20260909-m1-seed1-final-ctx-s100-n500-drop10100-mc50
Attentive CNP,m1,18866,1,101,500,phase1_full_budget_reuse,8.616245458310237,5.504994338187895,7.275835168072656,0.2310861036358554,0.2062316588054759,0.2946910359896719,821.62744140625,20260909-m1-seed1-final-ctx-s101-n500-drop10100-mc50
Attentive CNP,m1,18866,1,102,500,phase1_full_budget_reuse,8.611615081999071,5.501078066099146,7.299266006729735,0.231116627163001,0.2062493344048246,0.2742220908403396,821.62744140625,20260909-m1-seed1-final-ctx-s102-n500-drop10100-mc50
Attentive CNP,m1,18866,1,103,500,phase1_full_budget_reuse,8.596907601274383,5.379433031563327,7.386989427078659,0.2311059967414765,0.2061202929158555,0.2787820030935108,821.62744140625,20260909-m1-seed1-final-ctx-s103-n500-drop10100-mc50
Attentive CNP,m1,18866,1,104,500,phase1_full_budget_reuse,8.616636392358862,5.42992678306256,7.306189100112538,0.231098866325465,0.2061744964298155,0.2744462937116623,821.62744140625,20260909-m1-seed1-final-ctx-s104-n500-drop10100-mc50
Attentive CNP,m1,18866,1,105,500,phase1_full_budget_reuse,8.608343331225983,5.380572910966944,7.362276321485796,0.2311387612544535,0.2061585625433705,0.2743350113742053,821.62744140625,20260909-m1-seed1-final-ctx-s105-n500-drop10100-mc50
Attentive CNP,m1,18866,1,106,500,phase1_full_budget_reuse,8.612199068124834,5.425714470135447,7.324178792618278,0.2311065190304314,0.2061754042107719,0.2742456099949777,821.62744140625,20260909-m1-seed1-final-ctx-s106-n500-drop10100-mc50
Attentive CNP,m1,18866,1,107,500,phase1_full_budget_reuse,8.61040335021151,5.406101468413399,7.337862708011015,0.2311114686577688,0.2061631939449708,0.273145992308855,821.62744140625,20260909-m1-seed1-final-ctx-s107-n500-drop10100-mc50
Attentive CNP,m1,18866,1,108,500,phase1_full_budget_reuse,8.610400096032357,5.436677686790062,7.313472029212359,0.2310823763472485,0.2061626008811865,0.2723323460668325,821.62744140625,20260909-m1-seed1-final-ctx-s108-n500-drop10100-mc50
Attentive CNP,m1,18866,1,109,500,phase1_full_budget_reuse,8.610456469219189,5.431540310725966,7.330314214556396,0.231127574564441,0.2061977415484865,0.273972577881068,821.62744140625,20260909-m1-seed1-final-ctx-s109-n500-drop10100-mc50
Attentive CNP,m1,18866,2,100,500,phase1_full_budget_reuse,8.036676330332428,4.913167133908476,8.948961433411032,0.2338715885666054,0.207422800874294,0.2788376589305699,821.62744140625,20260909-m1-seed2-final-ctx-s100-n500-drop10100-mc50
Attentive CNP,m1,18866,2,101,500,phase1_full_budget_reuse,8.028022447135305,4.920618595923701,8.903953584415484,0.2338243583474146,0.2073665173782946,0.2745565338991582,821.62744140625,20260909-m1-seed2-final-ctx-s101-n500-drop10100-mc50
Attentive CNP,m1,18866,2,102,500,phase1_full_budget_reuse,8.060643978588892,4.942993849444634,8.852285544427911,0.233824567894193,0.2074102423412186,0.2733291732147336,821.62744140625,20260909-m1-seed2-final-ctx-s102-n500-drop10100-mc50
Attentive CNP,m1,18866,2,103,500,phase1_full_budget_reuse,7.953415947194872,4.846093257085126,9.11445202202977,0.2338951319166288,0.2073424465996662,0.2733119879849255,821.62744140625,20260909-m1-seed2-final-ctx-s103-n500-drop10100-mc50
Attentive CNP,m1,18866,2,104,500,phase1_full_budget_reuse,7.985050693964776,4.874499823500456,9.033568319714895,0.2338714706223038,0.207358331449049,0.275371216237545,821.62744140625,20260909-m1-seed2-final-ctx-s104-n500-drop10100-mc50
Attentive CNP,m1,18866,2,105,500,phase1_full_budget_reuse,7.987241776922989,4.868495807898995,9.062216520590848,0.2339032050523276,0.2073905332546424,0.2733899243175983,821.62744140625,20260909-m1-seed2-final-ctx-s105-n500-drop10100-mc50
Attentive CNP,m1,18866,2,106,500,phase1_full_budget_reuse,7.990637104457187,4.876625570617208,9.022029945930964,0.2338698136851459,0.2073640111271775,0.2746037263423204,821.62744140625,20260909-m1-seed2-final-ctx-s106-n500-drop10100-mc50
Attentive CNP,m1,18866,2,107,500,phase1_full_budget_reuse,7.990283540047429,4.878609227460204,9.020673902528644,0.2338681089749984,0.2073620615626651,0.274091113358736,821.62744140625,20260909-m1-seed2-final-ctx-s107-n500-drop10100-mc50
Attentive CNP,m1,18866,2,108,500,phase1_full_budget_reuse,7.9805706742058655,4.879308866097905,9.013304152274006,0.2338375298470451,0.2073296137028245,0.2738720062188804,821.62744140625,20260909-m1-seed2-final-ctx-s108-n500-drop10100-mc50
Attentive CNP,m1,18866,2,109,500,phase1_full_budget_reuse,8.016935158397937,4.89662761079083,8.980749005865563,0.2338768025776269,0.2074003549560343,0.2737671048380434,821.62744140625,20260909-m1-seed2-final-ctx-s109-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,0,100,500,phase1_full_budget_reuse,8.067611027190308,9.44774692177045,22.729685137444903,0.2314912595176211,0.2032308181719998,0.3339546909555793,821.63671875,20260909-m2-seed0-final-ctx-s100-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,0,101,500,phase1_full_budget_reuse,7.489546325310795,8.918199884011358,23.643689624722285,0.2305193476395912,0.2031720227493553,0.3334285519085824,821.63671875,20260909-m2-seed0-final-ctx-s101-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,0,102,500,phase1_full_budget_reuse,8.009544923479131,9.647501031662584,23.09047558193041,0.2314147124365832,0.203705874610373,0.3306221249513328,821.63671875,20260909-m2-seed0-final-ctx-s102-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,0,103,500,phase1_full_budget_reuse,6.551558108741984,7.24942645843387,25.16842494383432,0.2290509855879588,0.202476356614781,0.331577006727457,821.63671875,20260909-m2-seed0-final-ctx-s103-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,0,104,500,phase1_full_budget_reuse,6.964036455669767,7.874566603806664,24.59579699300547,0.2296896207629759,0.2027060511035908,0.3345140190795064,821.63671875,20260909-m2-seed0-final-ctx-s104-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,0,105,500,phase1_full_budget_reuse,6.997920497224413,7.901046167618793,24.57352108671042,0.2298123302784176,0.2027261267309884,0.3325488483533263,821.63671875,20260909-m2-seed0-final-ctx-s105-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,0,106,500,phase1_full_budget_reuse,7.337873869050804,8.48825351459408,24.018533473181403,0.2303260812605123,0.203009865855469,0.3314788569696247,821.63671875,20260909-m2-seed0-final-ctx-s106-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,0,107,500,phase1_full_budget_reuse,6.692306825469034,7.471166672638846,25.040059454231677,0.2292973955833382,0.2026211408212872,0.3292692243121564,821.63671875,20260909-m2-seed0-final-ctx-s107-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,0,108,500,phase1_full_budget_reuse,6.464491094535672,7.2498112977878835,25.38663734136773,0.2289395337487097,0.202561225627927,0.3303990056738257,821.63671875,20260909-m2-seed0-final-ctx-s108-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,0,109,500,phase1_full_budget_reuse,7.520979417065524,8.716639053067837,23.80589955942572,0.2306862952837137,0.2031616956027616,0.3297331230714917,821.63671875,20260909-m2-seed0-final-ctx-s109-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,1,100,500,phase1_full_budget_reuse,6.482889624837538,8.04477167843507,22.15731457451162,0.2296124680011993,0.2021404213669289,0.3328836988657713,821.63671875,20260909-m2-seed1-final-ctx-s100-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,1,101,500,phase1_full_budget_reuse,5.575583774149077,7.894347421106576,23.151484818761237,0.2290217663003309,0.2025808830872521,0.33106958726421,821.63671875,20260909-m2-seed1-final-ctx-s101-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,1,102,500,phase1_full_budget_reuse,6.0526337895114,8.263155452274376,22.784976989424425,0.2295312269130792,0.2025831633284232,0.3315065251663327,821.63671875,20260909-m2-seed1-final-ctx-s102-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,1,103,500,phase1_full_budget_reuse,5.219055566533691,6.501630954626752,24.25931584945521,0.2280360088100731,0.2022195658991106,0.3307047425769269,821.63671875,20260909-m2-seed1-final-ctx-s103-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,1,104,500,phase1_full_budget_reuse,5.396568469388441,6.817573175710661,24.123379655409195,0.2283950535561841,0.2023597792637083,0.333007391076535,821.63671875,20260909-m2-seed1-final-ctx-s104-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,1,105,500,phase1_full_budget_reuse,5.414317511506023,6.664620248986429,24.55499237821983,0.228324788934909,0.2024574676300683,0.3308232547715306,821.63671875,20260909-m2-seed1-final-ctx-s105-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,1,106,500,phase1_full_budget_reuse,5.720033822664767,7.593907792464572,23.70748925152565,0.2290665840732673,0.2026147545129245,0.3303711772896349,821.63671875,20260909-m2-seed1-final-ctx-s106-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,1,107,500,phase1_full_budget_reuse,5.300717068954233,6.579898950965443,24.218825881750973,0.2281514003119194,0.2022700347602377,0.3309345068410039,821.63671875,20260909-m2-seed1-final-ctx-s107-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,1,108,500,phase1_full_budget_reuse,5.2591356831057405,6.825899436120119,23.993423453861613,0.2282591896742704,0.2023127617212546,0.3321933541446924,821.63671875,20260909-m2-seed1-final-ctx-s108-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,1,109,500,phase1_full_budget_reuse,5.869558551727991,7.459491309744118,23.552803110163417,0.2290729590778373,0.2024750333960054,0.3342444440349936,821.63671875,20260909-m2-seed1-final-ctx-s109-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,2,100,500,phase1_full_budget_reuse,5.775888398239813,7.230702198254388,20.11819411243017,0.2291881023844635,0.2000079797207992,0.3326005348935723,821.63671875,20260909-m2-seed2-final-ctx-s100-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,2,101,500,phase1_full_budget_reuse,5.378782247548697,7.35937009889944,20.651005469094823,0.2292891278156447,0.2008207847872622,0.3308337517082691,821.63671875,20260909-m2-seed2-final-ctx-s101-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,2,102,500,phase1_full_budget_reuse,5.8049985171629945,7.801639806279856,20.21708239321468,0.2296081883371553,0.2007207762334091,0.3271545488387346,821.63671875,20260909-m2-seed2-final-ctx-s102-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,2,103,500,phase1_full_budget_reuse,4.66887024880649,5.762043367598873,23.056955932868945,0.2281835657926861,0.2010458463120428,0.3310850267298519,821.63671875,20260909-m2-seed2-final-ctx-s103-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,2,104,500,phase1_full_budget_reuse,4.913975540918514,6.156189144999136,22.61149832034574,0.2284416174079502,0.2009695900636759,0.3323426120914519,821.63671875,20260909-m2-seed2-final-ctx-s104-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,2,105,500,phase1_full_budget_reuse,4.91345041008789,5.991219262718027,23.362459434063137,0.2283402774276194,0.201312271320512,0.330949128139764,821.63671875,20260909-m2-seed2-final-ctx-s105-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,2,106,500,phase1_full_budget_reuse,5.276997523989274,6.83008993217048,21.684621819748973,0.2289223688829203,0.2008358361303695,0.3290305170230567,821.63671875,20260909-m2-seed2-final-ctx-s106-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,2,107,500,phase1_full_budget_reuse,4.774153712000855,5.900022991044429,22.83612045279981,0.2282472407003938,0.2009525429994902,0.3366282819770276,821.63671875,20260909-m2-seed2-final-ctx-s107-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,2,108,500,phase1_full_budget_reuse,4.665313126329861,5.960551916858287,22.2917161892768,0.228316986579404,0.2007007009673226,0.3297166577540338,821.63671875,20260909-m2-seed2-final-ctx-s108-n500-drop10100-mc50
Attentive CNP + PE,m2,18866,2,109,500,phase1_full_budget_reuse,5.322720630095108,6.798397412192777,22.01874807414528,0.2289607828610988,0.2010459594084597,0.3311973381787538,821.63671875,20260909-m2-seed2-final-ctx-s109-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,0,100,500,phase1_full_budget_reuse,3.965313218283402,4.094667482566751,14.463163596997456,0.2238490812859983,0.1910846826293512,10.322583083063364,6726.35791015625,20260909-ours-seed0-final-ctx-s100-n500-drop10100-mc50-pilot
Density-guided CNP (ours),ours,18866,0,101,500,phase1_full_budget_reuse,4.4383164426260695,4.234137200385158,8.171253392119667,0.2238220928237399,0.1881013866372408,10.321472795214504,6726.35791015625,20260909-ours-seed0-final-ctx-s101-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,0,102,500,phase1_full_budget_reuse,4.177201170144364,4.140741354718326,9.20665102290556,0.2238744274831037,0.1885437707369302,10.3254913832061,6726.35791015625,20260909-ours-seed0-final-ctx-s102-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,0,103,500,phase1_full_budget_reuse,3.884558590599959,4.087610344338284,11.868619082066806,0.2237212163094323,0.1906898025683433,10.318664650898429,6726.35791015625,20260909-ours-seed0-final-ctx-s103-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,0,104,500,phase1_full_budget_reuse,3.883335121040759,4.190030975392127,10.408049358307837,0.2238644093674111,0.1896156849280247,10.322342548053712,6726.35791015625,20260909-ours-seed0-final-ctx-s104-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,0,105,500,phase1_full_budget_reuse,3.647081347872688,4.110938600734551,25.29603620009572,0.2238940285824987,0.1969163548697998,10.32760006096214,6726.35791015625,20260909-ours-seed0-final-ctx-s105-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,0,106,500,phase1_full_budget_reuse,3.714076350808799,4.110669525640221,10.814945566165248,0.2238992348917425,0.1899752940425793,10.318501569330692,6726.35791015625,20260909-ours-seed0-final-ctx-s106-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,0,107,500,phase1_full_budget_reuse,3.8291905881009134,4.178228020555736,12.917489400441095,0.2237922213217282,0.1909052449786823,10.328024852089584,6726.35791015625,20260909-ours-seed0-final-ctx-s107-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,0,108,500,phase1_full_budget_reuse,4.091657978625466,4.171640226860557,9.978258538020391,0.2237126768668911,0.189303915896082,10.32781124394387,6726.35791015625,20260909-ours-seed0-final-ctx-s108-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,0,109,500,phase1_full_budget_reuse,3.73526063405902,4.095895171640331,11.297255201843038,0.224102006193697,0.1903077900881986,10.316632129251955,6726.35791015625,20260909-ours-seed0-final-ctx-s109-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,1,100,500,phase1_full_budget_reuse,3.5884499977168005,3.84681445903649,16.30808588054079,0.2234401453450588,0.1915420197120207,10.318708261940628,6726.35791015625,20260909-ours-seed1-final-ctx-s100-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,1,101,500,phase1_full_budget_reuse,3.3810543886254805,4.016218450411754,8.66353265832593,0.2233616159074898,0.1882273583580016,10.32661738106981,6726.35791015625,20260909-ours-seed1-final-ctx-s101-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,1,102,500,phase1_full_budget_reuse,3.248673267620546,3.94487562740125,10.427517569894835,0.2233379956668348,0.1888023872165833,10.324514769017696,6726.35791015625,20260909-ours-seed1-final-ctx-s102-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,1,103,500,phase1_full_budget_reuse,3.576963488320232,3.894661594078404,20.763565039238976,0.2235213174721508,0.1938165142216039,10.326519806869328,6726.35791015625,20260909-ours-seed1-final-ctx-s103-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,1,104,500,phase1_full_budget_reuse,3.2679913812711403,3.998812960872322,12.775973801775562,0.2233826191518058,0.1907853014428482,10.332926933653653,6726.35791015625,20260909-ours-seed1-final-ctx-s104-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,1,105,500,phase1_full_budget_reuse,3.586855378398173,3.9401641784832178,23.018669369573885,0.2235751907899322,0.1955771675160019,10.320422738790512,6726.35791015625,20260909-ours-seed1-final-ctx-s105-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,1,106,500,phase1_full_budget_reuse,3.436045595845065,3.943972822700752,13.112503269399362,0.2234208590660543,0.1909304068820372,10.336495594121516,6726.35791015625,20260909-ours-seed1-final-ctx-s106-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,1,107,500,phase1_full_budget_reuse,3.3009658467534577,3.990325213559756,21.21329527911577,0.2234419512134574,0.1941507300229892,10.336062417831272,6726.35791015625,20260909-ours-seed1-final-ctx-s107-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,1,108,500,phase1_full_budget_reuse,3.245147857826181,3.97193149466544,11.533746044969169,0.2234210775853691,0.1898479193025172,10.32224691985175,6726.35791015625,20260909-ours-seed1-final-ctx-s108-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,1,109,500,phase1_full_budget_reuse,3.486697564679013,3.918472972356168,19.68451874449017,0.2235088977656018,0.1931058480389463,10.327450711745769,6726.35791015625,20260909-ours-seed1-final-ctx-s109-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,2,100,500,phase1_full_budget_reuse,3.2705449143027967,4.0197456848423085,15.342519278424248,0.2236654886192039,0.1914265078649578,10.319935958832502,6726.35791015625,20260909-ours-seed2-final-ctx-s100-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,2,101,500,phase1_full_budget_reuse,3.599390650616032,4.2018859518694045,8.710266958846152,0.2237169389150967,0.1883717013821039,10.321548525243998,6726.35791015625,20260909-ours-seed2-final-ctx-s101-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,2,102,500,phase1_full_budget_reuse,3.2708689669280298,4.123529766195051,9.913833469925676,0.2236835707070648,0.1888596262454498,10.326731693930924,6726.35791015625,20260909-ours-seed2-final-ctx-s102-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,2,103,500,phase1_full_budget_reuse,3.247117752726737,4.075237222458873,22.028038206895733,0.2237450247075454,0.194420514986441,10.34343859832734,6726.35791015625,20260909-ours-seed2-final-ctx-s103-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,2,104,500,phase1_full_budget_reuse,3.282325620925449,4.183168622325217,11.561254602418334,0.223709112995067,0.1905405823481862,10.330774398054928,6726.35791015625,20260909-ours-seed2-final-ctx-s104-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,2,105,500,phase1_full_budget_reuse,3.3610188574537188,4.125923721463733,24.01704570780825,0.223783511211007,0.1961107452595704,10.331536006648092,6726.35791015625,20260909-ours-seed2-final-ctx-s105-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,2,106,500,phase1_full_budget_reuse,3.249549480078469,4.122848942535114,12.668130102862026,0.2237101637952788,0.1909070309208898,10.331335469149051,6726.35791015625,20260909-ours-seed2-final-ctx-s106-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,2,107,500,phase1_full_budget_reuse,3.2538507038200737,4.175199168720917,22.63094311259114,0.2237572105384707,0.1950036547407071,10.337733796797693,6726.35791015625,20260909-ours-seed2-final-ctx-s107-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,2,108,500,phase1_full_budget_reuse,3.3804334175424158,4.162788550332135,11.399050788671945,0.2237289720268367,0.1898727654103422,10.338305019773545,6726.35791015625,20260909-ours-seed2-final-ctx-s108-n500-drop10100-mc50
Density-guided CNP (ours),ours,18866,2,109,500,phase1_full_budget_reuse,3.297645386753053,4.10078307074036,20.84706782131412,0.2237533068922848,0.1936062260285234,10.335782329086214,6726.35791015625,20260909-ours-seed2-final-ctx-s109-n500-drop10100-mc50
CNP,m0,2000,0,100,500,phase2_new_evaluation,8.084665793400028,5.704475259172644,6.553435302814864,0.229686818238547,0.20439173257255122,0.18751381896436214,226.38232421875,20260909-phase2-b2000-m0-seed0-final-ctx-s100-n500-drop10100-mc50
CNP,m0,2000,0,101,500,phase2_new_evaluation,7.807599204903543,5.2497294604267015,6.841469687972896,0.2296241254789687,0.20440974619524085,0.19074650388211012,226.38232421875,20260909-phase2-b2000-m0-seed0-final-ctx-s101-n500-drop10100-mc50
CNP,m0,2000,0,102,500,phase2_new_evaluation,8.108036884603912,5.751478237126195,6.534097799747954,0.22969942765472587,0.20439400007681052,0.18805315205827355,226.38232421875,20260909-phase2-b2000-m0-seed0-final-ctx-s102-n500-drop10100-mc50
CNP,m0,2000,0,103,500,phase2_new_evaluation,7.414163112512349,4.563257782482706,7.503005750082115,0.22979154933693235,0.20466560374336332,0.19140788912773132,226.38232421875,20260909-phase2-b2000-m0-seed0-final-ctx-s103-n500-drop10100-mc50
CNP,m0,2000,0,104,500,phase2_new_evaluation,7.635049887020011,4.96311931272911,7.132009210751327,0.2296511343072524,0.20447676268830048,0.18980838265269995,226.38232421875,20260909-phase2-b2000-m0-seed0-final-ctx-s104-n500-drop10100-mc50
CNP,m0,2000,0,105,500,phase2_new_evaluation,7.64868460460507,5.012952795033137,7.161496540045611,0.2296505825483971,0.20446455194647145,0.18814149964600801,226.38232421875,20260909-phase2-b2000-m0-seed0-final-ctx-s105-n500-drop10100-mc50
CNP,m0,2000,0,106,500,phase2_new_evaluation,7.760133754599435,5.196277385754779,6.919998044972396,0.22962733120275242,0.20441910055556706,0.1875158017501235,226.38232421875,20260909-phase2-b2000-m0-seed0-final-ctx-s106-n500-drop10100-mc50
CNP,m0,2000,0,107,500,phase2_new_evaluation,7.52463658972152,4.761780161061983,7.339428915477547,0.22970514433303268,0.2045568083146808,0.1863934132270515,226.38232421875,20260909-phase2-b2000-m0-seed0-final-ctx-s107-n500-drop10100-mc50
CNP,m0,2000,0,108,500,phase2_new_evaluation,7.3986423245395425,4.5365293414669035,7.524617829340877,0.22980896491024497,0.20468208409518077,0.18753659166395664,226.38232421875,20260909-phase2-b2000-m0-seed0-final-ctx-s108-n500-drop10100-mc50
CNP,m0,2000,0,109,500,phase2_new_evaluation,7.944430379699761,5.494648828516214,6.73505339766728,0.22964895915651903,0.2043884643836289,0.18730560364201665,226.38232421875,20260909-phase2-b2000-m0-seed0-final-ctx-s109-n500-drop10100-mc50
CNP,m0,2000,1,100,500,phase2_new_evaluation,8.34874584618246,4.139556510487084,7.230801773841806,0.2324292580541247,0.2076862158207789,0.19013723824173212,226.38232421875,20260909-phase2-b2000-m0-seed1-final-ctx-s100-n500-drop10100-mc50
