energy_kev,grid_spacing_kev,mean__original_n5000__m0,mean__original_n5000__m1,mean__original_n5000__m2,mean__original_n5000__ours,mean__seed20260910_n5000__m0,mean__seed20260910_n5000__m1,mean__seed20260910_n5000__m2,mean__seed20260910_n5000__ours,mean__seed20260911_n5000__m0,mean__seed20260911_n5000__m1,mean__seed20260911_n5000__m2,mean__seed20260911_n5000__ours,mean__context_only__kernel_context_only,mean__full_n18866_plus_context__kernel_pooled_data,mean__context_only__bernoulli_gp_matern32
513.0,1.0,0.3846102405587832,0.37175305517514545,0.25295647020389633,0.2577168587843577,0.41170134719212853,0.39309399517377225,0.3479124422272047,0.31680040875077237,0.38576032165686297,0.3837049680948258,0.3471182082941135,0.46405617942412697,0.33896402418613436,0.34027003943920137,0.35410513526207127
514.0,1.0,0.38248077998558677,0.3736010216077169,0.31077971061070764,0.3919339354634285,0.4126937837600708,0.39237163796027497,0.4335789151191711,0.4388991467157998,0.3805958465139071,0.3807728925148646,0.32511924076080323,0.36765998619794854,0.33898564875125886,0.3411590278148651,0.3512555812087257
515.0,1.0,0.385421135365963,0.37284121008714044,0.3133124913573265,0.405312622845173,0.4144874097307524,0.3941152305404344,0.38381796989838274,0.4392865073879559,0.3855248860716819,0.38225034079949066,0.31318007384737334,0.38007490102450053,0.339007505774498,0.34242807030677797,0.35322907502896184
516.0,1.0,0.3872172588904699,0.3652679045796395,0.34522852624456085,0.41123717238505686,0.4178778134584428,0.3876540918946265,0.33662142316251986,0.43030975578228625,0.3898645658890407,0.38016010040044784,0.3387552814881006,0.3855696897904079,0.3390296012163162,0.34411539137363434,0.3551076605199128
517.0,1.0,0.3831095194816589,0.3726468909382819,0.43569612832864124,0.41636866388718285,0.4118095112244289,0.39255527826150255,0.3618685666869084,0.42118900398413334,0.3833143767515818,0.3828844818870227,0.31103393389284617,0.38734077697992314,0.33905192613601687,0.34625929594039917,0.3564284556074739
518.0,1.0,0.38333315072456997,0.3722277984817823,0.4337400688032309,0.42237158779303235,0.41283081903060287,0.39190084532896674,0.37820325754086176,0.4227335300445557,0.38314606010913843,0.37889813246329623,0.2703732907672724,0.39063451665639876,0.33907449543476104,0.3488840997219086,0.3599984624904636
519.0,1.0,0.38392773850758855,0.37124423978726057,0.3657436690131823,0.4201015227238337,0.41149948471784603,0.3900573754111926,0.42995931072036436,0.41855954251686733,0.3849235105117163,0.38045124499003086,0.29066155150160194,0.38788495196898776,0.3390973061323166,0.3519790142774582,0.3621788485383689
520.0,1.0,0.3853508735696475,0.3682700631419818,0.3226449661850929,0.4151863635182382,0.4139946183164914,0.3885506078998248,0.4484233323236308,0.42283833555380507,0.3867833490570386,0.38038730156421663,0.37433554757138093,0.3902000964879991,0.3391203671693802,0.35547522604465487,0.36772521167756195
521.0,1.0,0.3855298091371853,0.37139064715305964,0.32275683392584326,0.411684796512127,0.41406756629546493,0.39327025194962817,0.4348911929031214,0.41242528571685155,0.3872814718087513,0.3845128691196441,0.4340581010083357,0.38256787468989695,0.33914367854595184,0.3592344671487808,0.3747615703878765
522.0,1.0,0.384557112455368,0.36864719104766847,0.3910391243199508,0.41785224088033046,0.4144116083383561,0.3886003452539443,0.5211370677053929,0.40739771298567445,0.38280117938915886,0.38080083755652105,0.47471355442206054,0.3871883866786956,0.33916725516319274,0.3630653351545334,0.38113172224484837
