method,architecture_id,context_size,energy_kev,mean_of_training_seed_context_means,sd_across_training_seed_context_means,mean_context_sd_within_training_seed,training_seed_count,context_draws_per_training_seed,mc_passes_per_cell
CNP,m0,500,772.0,0.4647893961668015,0.012185134774072582,0.002396067892023192,3,10,50
CNP,m0,500,773.0,0.46008910779158274,0.016370453320486263,0.0023720140853491453,3,10,50
CNP,m0,500,774.0,0.4626502359906832,0.009920841661223099,0.0023780821957909135,3,10,50
CNP,m0,500,775.0,0.46037269663810737,0.012015541576769548,0.002306839749464369,3,10,50
CNP,m0,500,776.0,0.4621848002672196,0.014172910447051846,0.0023601988108738654,3,10,50
CNP,m0,500,777.0,0.46462160501877464,0.014211022889499988,0.002311139251068265,3,10,50
CNP,m0,500,778.0,0.46565383762121204,0.009091130007660594,0.0023378929188839735,3,10,50
CNP,m0,500,779.0,0.46424875599145893,0.015739531619920897,0.002376893915817025,3,10,50
CNP,m0,500,780.0,0.4622064839601516,0.01716182386938312,0.002422087671063199,3,10,50
CNP,m0,500,781.0,0.46217160588502876,0.011127151593501779,0.002421419574400665,3,10,50
CNP,m0,500,782.0,0.4627785031596819,0.014779692211939635,0.002325632865190466,3,10,50
CNP,m0,500,783.0,0.46686151071389514,0.01003006743799163,0.0023298813308094803,3,10,50
CNP,m0,500,784.0,0.4648930014371871,0.018740190173713058,0.0024169260359177863,3,10,50
CNP,m0,500,785.0,0.4646742253303528,0.01405985937068485,0.0023267228209630383,3,10,50
CNP,m0,500,786.0,0.4653578648964564,0.012806245411451018,0.002293969230472492,3,10,50
CNP,m0,500,787.0,0.4631095156868299,0.014155449047985607,0.0022895386380000983,3,10,50
CNP,m0,500,788.0,0.46492881266276037,0.00986982140971309,0.0023922277966760513,3,10,50
CNP,m0,500,789.0,0.4654591902295748,0.015562594895378784,0.0022983980471867164,3,10,50
