method,architecture_id,context_size,energy_kev,mean_of_training_seed_context_means,sd_across_training_seed_context_means,mean_context_sd_within_training_seed,training_seed_count,context_draws_per_training_seed,mc_passes_per_cell
Attentive CNP,m1,500,2626.0,0.18008246742685632,0.02170710246083258,0.0014484866522070112,3,10,50
Attentive CNP,m1,500,2627.0,0.17689204112192,0.020911418665756448,0.0013784761843739102,3,10,50
Attentive CNP,m1,500,2628.0,0.17163617439692222,0.019556197308660518,0.0013669112262636254,3,10,50
Attentive CNP,m1,500,2629.0,0.1856744988113642,0.01841135517520841,0.0013884509735909174,3,10,50
Attentive CNP,m1,500,2630.0,0.17322495629390086,0.019505746371082693,0.0014059008365179479,3,10,50
Attentive CNP,m1,500,2631.0,0.1738957805012663,0.026060851826768452,0.001320744600697741,3,10,50
Attentive CNP,m1,500,2632.0,0.1772345493535201,0.02079373958586485,0.0013495246802342736,3,10,50
Attentive CNP,m1,500,2633.0,0.17125754652669034,0.022036821927079085,0.0013255244022864511,3,10,50
Attentive CNP,m1,500,2634.0,0.16465304718414941,0.017046494598762688,0.001268757785635363,3,10,50
Attentive CNP,m1,500,2635.0,0.16573155163476863,0.01841178721837148,0.001241378970881451,3,10,50
Attentive CNP,m1,500,2636.0,0.17206603790074584,0.019327365545324278,0.0013470926702974818,3,10,50
Attentive CNP,m1,500,2637.0,0.1712130316098531,0.018026250145648785,0.0013581166620403584,3,10,50
Attentive CNP,m1,500,2638.0,0.16765349021057288,0.02292371701361465,0.0013685120497949448,3,10,50
Attentive CNP,m1,500,2639.0,0.16860062837849057,0.01639038975194972,0.001302165037080966,3,10,50
Attentive CNP,m1,500,2640.0,0.1603574440702796,0.021613759940824415,0.001275659228985325,3,10,50
Attentive CNP,m1,500,2641.0,0.15491615681101875,0.024029299596380033,0.00126125177991002,3,10,50
Attentive CNP,m1,500,2642.0,0.17216926492999,0.030734891486730156,0.0012719856804453212,3,10,50
Attentive CNP,m1,500,2643.0,0.173202214350303,0.029026603725733374,0.0013308410961702707,3,10,50
Attentive CNP,m1,500,2644.0,0.15769972372800112,0.02143654015782817,0.0012931607876674005,3,10,50
Attentive CNP,m1,500,2645.0,0.16305932101110618,0.01402979866787085,0.0013906552219582183,3,10,50
Attentive CNP,m1,500,2646.0,0.15950102564195792,0.02010538550162361,0.0013046072819567862,3,10,50
Attentive CNP,m1,500,2647.0,0.16339272913585107,0.017360705362159445,0.0013641350512301276,3,10,50
Attentive CNP,m1,500,2648.0,0.1567649743196865,0.015973830197092063,0.001300582210007425,3,10,50
Attentive CNP,m1,500,2649.0,0.15614218663175902,0.013080759836877717,0.0012727998453108689,3,10,50
Attentive CNP,m1,500,2650.0,0.15641275796045861,0.017191457735581003,0.0012478538808291689,3,10,50
Attentive CNP,m1,500,2651.0,0.14743731139103572,0.022829145013710108,0.0012777556707361953,3,10,50
Attentive CNP,m1,500,2652.0,0.14933210024485988,0.02117177895733271,0.001220531488600047,3,10,50
Attentive CNP,m1,500,2653.0,0.15381255109111466,0.01794658504328985,0.0013640815228048474,3,10,50
Attentive CNP,m1,500,2654.0,0.1616090640500188,0.02240474811096872,0.0012991481923708909,3,10,50
Attentive CNP,m1,500,2655.0,0.16562831993152696,0.013407658958868815,0.0012985844116567005,3,10,50
Attentive CNP,m1,500,2656.0,0.1514378252575795,0.02207314931734221,0.0013410521486195886,3,10,50
Attentive CNP,m1,500,2657.0,0.14968513704339662,0.01959417016554333,0.0012455661901668944,3,10,50
Attentive CNP,m1,500,2658.0,0.15162033152083557,0.013875891592991078,0.0012683168049792155,3,10,50
Attentive CNP,m1,500,2659.0,0.15353128288934628,0.01628905025785235,0.0012890546697845828,3,10,50
Attentive CNP,m1,500,2660.0,0.1529397467027108,0.015495420730557319,0.0012489922203728933,3,10,50
Attentive CNP,m1,500,2661.0,0.15100599597146114,0.020877558532629355,0.0013508748682152882,3,10,50
Attentive CNP,m1,500,2662.0,0.1440613988538583,0.014727034692843886,0.0013102928532095085,3,10,50
Attentive CNP,m1,500,2663.0,0.15238569316019615,0.010844419406317073,0.001310730774104342,3,10,50
Attentive CNP,m1,500,2664.0,0.15001356328527135,0.020448210077284406,0.0012762733397750573,3,10,50
Attentive CNP,m1,500,2665.0,0.14997100574771563,0.02553469044225545,0.001309277627795114,3,10,50
Attentive CNP,m1,500,2666.0,0.15239767679820457,0.0128770217238972,0.001306273866621783,3,10,50
Attentive CNP,m1,500,2667.0,0.15415958396842083,0.027754994152681914,0.0012520990449239014,3,10,50
Attentive CNP,m1,500,2668.0,0.14396950730929772,0.011444403967199498,0.0012058742589796303,3,10,50
Attentive CNP,m1,500,2669.0,0.14329783492535353,0.020730334849370174,0.0011466521212642239,3,10,50
Attentive CNP,m1,500,2670.0,0.14700319412661095,0.01956277750959685,0.001215392304690481,3,10,50
Attentive CNP,m1,500,2671.0,0.13660873128846288,0.012460574854021909,0.0011730452372640046,3,10,50
Attentive CNP,m1,500,2672.0,0.147225181316336,0.014099870819032955,0.0013282054400270825,3,10,50
Attentive CNP,m1,500,2673.0,0.1453785655274987,0.01612483513102403,0.0012376422472463403,3,10,50
Attentive CNP,m1,500,2674.0,0.13907533698777358,0.01368626576979866,0.0013071939958338773,3,10,50
Attentive CNP,m1,500,2675.0,0.13920220088462035,0.013034798338475448,0.0012182331955062763,3,10,50
Attentive CNP,m1,500,2676.0,0.14492212988684575,0.013681760475425306,0.001219943568313859,3,10,50
Attentive CNP,m1,500,2677.0,0.13666433611884715,0.015535412963045645,0.0011917887161325795,3,10,50
Attentive CNP,m1,500,2678.0,0.1376422309031089,0.011959048424359063,0.001409671733994904,3,10,50
Attentive CNP,m1,500,2679.0,0.14606788492451114,0.014304802958985586,0.001224374570329488,3,10,50
Attentive CNP,m1,500,2680.0,0.13890845025579135,0.004498269326629605,0.0011873507452905985,3,10,50
Attentive CNP,m1,500,2681.0,0.13508132610842585,0.013005082273656834,0.0011594550806415334,3,10,50
Attentive CNP,m1,500,2682.0,0.13063014749561747,0.015098887615553195,0.0011785176915545448,3,10,50
Attentive CNP,m1,500,2683.0,0.13312689767777922,0.01503695596324893,0.0012052367924778092,3,10,50
Attentive CNP,m1,500,2684.0,0.13444546412924926,0.016239675122773998,0.0011911815737167231,3,10,50
Attentive CNP,m1,500,2685.0,0.12812368497997526,0.004040057113414096,0.0011919647926209736,3,10,50
Attentive CNP,m1,500,2686.0,0.13212276854366065,0.0046433604899202615,0.0011700965830629744,3,10,50
Attentive CNP,m1,500,2687.0,0.13827373474339644,0.016670705049747762,0.0012198196909027762,3,10,50
Attentive CNP,m1,500,2688.0,0.12897024819627403,0.017716293317697456,0.0011109766410478405,3,10,50
Attentive CNP,m1,500,2689.0,0.13762515990436078,0.014764064370561604,0.00117803180378358,3,10,50
Attentive CNP,m1,500,2690.0,0.13353453644613425,0.017843558217412,0.0011561237722915914,3,10,50
Attentive CNP,m1,500,2691.0,0.1292595801403125,0.01032753734817798,0.0011078128347257767,3,10,50
Attentive CNP,m1,500,2692.0,0.13392585557326675,0.017983428170612135,0.0012299382085652634,3,10,50
Attentive CNP,m1,500,2693.0,0.1283949619109432,0.017718807905558805,0.0012223384448505417,3,10,50
Attentive CNP,m1,500,2694.0,0.12438757202401758,0.02021595941460708,0.0011630435586141327,3,10,50
Attentive CNP,m1,500,2695.0,0.13012241549044848,0.01872425938329052,0.0011734889901907693,3,10,50
Attentive CNP,m1,500,2696.0,0.12590059543773532,0.020790653691867167,0.0011742104330296566,3,10,50
Attentive CNP,m1,500,2697.0,0.12634045051348705,0.01965283245073716,0.001140556208738451,3,10,50
Attentive CNP,m1,500,2698.0,0.13389181469877562,0.010434097429533273,0.0011732625867781363,3,10,50
Attentive CNP,m1,500,2699.0,0.12300645209103822,0.022996147263608362,0.0011910052676897698,3,10,50
Attentive CNP,m1,500,2700.0,0.12617851692686477,0.015243737248659139,0.0011095476686564627,3,10,50
Attentive CNP,m1,500,2701.0,0.13022295972208184,0.014119603640889895,0.0012354007385645465,3,10,50
Attentive CNP,m1,500,2702.0,0.12160264742126066,0.025441855930013912,0.0012443691090144714,3,10,50
Attentive CNP,m1,500,2703.0,0.11526910464713969,0.012721312398634296,0.0011193057711547131,3,10,50
Attentive CNP,m1,500,2704.0,0.1206176634915173,0.015995081370795347,0.0011324358947013054,3,10,50
Attentive CNP,m1,500,2705.0,0.12974734282245237,0.019069371931890858,0.0011903736482121634,3,10,50
Attentive CNP,m1,500,2706.0,0.12472925335417191,0.013739323039508419,0.0011768190510151085,3,10,50
Attentive CNP,m1,500,2707.0,0.11817328973362841,0.01879337511322634,0.0010859105797370464,3,10,50
Attentive CNP,m1,500,2708.0,0.11301283902426561,0.006409675809061595,0.0010387823822059323,3,10,50
Attentive CNP,m1,500,2709.0,0.12492603065321845,0.025549599792106126,0.001117103350173881,3,10,50
Attentive CNP,m1,500,2710.0,0.11558528023026886,0.017030505918060237,0.001199451392919899,3,10,50
Attentive CNP,m1,500,2711.0,0.11941402958830198,0.01690520708493959,0.0011028941131824164,3,10,50
Attentive CNP,m1,500,2712.0,0.125948447894305,0.017423804154625962,0.0011545223809487526,3,10,50
Attentive CNP,m1,500,2713.0,0.11529961562156676,0.014684935993885881,0.0011123246550561704,3,10,50
Attentive CNP,m1,500,2714.0,0.11691967388242484,0.013357752845639797,0.0011799269591172671,3,10,50
Attentive CNP,m1,500,2715.0,0.11590322578201691,0.01892814301644041,0.0010225973834483181,3,10,50
Attentive CNP,m1,500,2716.0,0.11067527946953974,0.015125911285634477,0.0010950496191523208,3,10,50
Attentive CNP,m1,500,2717.0,0.11966334831217923,0.020728334314158374,0.00111014966988788,3,10,50
Attentive CNP,m1,500,2718.0,0.11176256778401633,0.02078042389914585,0.001155526467250528,3,10,50
Attentive CNP,m1,500,2719.0,0.12012193629890679,0.013591877690104998,0.0011333603568438875,3,10,50
Attentive CNP,m1,500,2720.0,0.11166170316313702,0.01786764784735135,0.0010740289194651313,3,10,50
Attentive CNP,m1,500,2721.0,0.11148546634117762,0.017423173922512324,0.0011363600226120274,3,10,50
Attentive CNP,m1,500,2722.0,0.11812574697782596,0.012315442622232747,0.001149307576235229,3,10,50
Attentive CNP,m1,500,2723.0,0.11477879024390132,0.0354282675171767,0.0011411102864267808,3,10,50
Attentive CNP,m1,500,2724.0,0.12149057323485613,0.026780326216790228,0.001198250343957802,3,10,50
Attentive CNP,m1,500,2725.0,0.11148314049032826,0.013352497086653755,0.001187490916078722,3,10,50
Attentive CNP,m1,500,2726.0,0.11494358322086433,0.028438549797145805,0.0011011216233627868,3,10,50
Attentive CNP,m1,500,2727.0,0.10720025868092975,0.014268868609479578,0.0010343767926460298,3,10,50
Attentive CNP,m1,500,2728.0,0.10718026292324066,0.016498819577821722,0.0010719074107706685,3,10,50
Attentive CNP,m1,500,2729.0,0.10810038009906808,0.017625932687024667,0.0011434388341191757,3,10,50
Attentive CNP,m1,500,2730.0,0.11464988013977806,0.019686254205494216,0.0011123701661342432,3,10,50
Attentive CNP,m1,500,2731.0,0.10833024169442555,0.013956615737606355,0.0010238218183710208,3,10,50
Attentive CNP,m1,500,2732.0,0.10509932893762985,0.015662843612949597,0.0011148408516561195,3,10,50
Attentive CNP,m1,500,2733.0,0.11627121149624386,0.017511410660615543,0.0011661742593312861,3,10,50
Attentive CNP,m1,500,2734.0,0.10924413899580637,0.020038406796938434,0.0011049983211435055,3,10,50
Attentive CNP,m1,500,2735.0,0.10405754118226469,0.0192964898635264,0.001117851206722308,3,10,50
Attentive CNP,m1,500,2736.0,0.09807757117909692,0.015394616941754861,0.00098283507300428,3,10,50
Attentive CNP,m1,500,2737.0,0.10839629718630266,0.01796205007842242,0.0011704021484563827,3,10,50
Attentive CNP,m1,500,2738.0,0.10772979652509092,0.017584022091870325,0.0011062211970999114,3,10,50
Attentive CNP,m1,500,2739.0,0.10805397428603221,0.019312336699771636,0.001041452397323084,3,10,50
Attentive CNP,m1,500,2740.0,0.10261386937523882,0.016381738926816325,0.0011251693096217348,3,10,50
Attentive CNP,m1,500,2741.0,0.1059202810736994,0.0228414163780008,0.0010671145165416385,3,10,50
Attentive CNP,m1,500,2742.0,0.09952479456116754,0.01985168843296551,0.0009873483594860166,3,10,50
Attentive CNP,m1,500,2743.0,0.10587199564650655,0.009045829595725028,0.0010920659998421977,3,10,50
Attentive CNP,m1,500,2744.0,0.10360009196773172,0.017190074524091475,0.001061046631604004,3,10,50
Attentive CNP,m1,500,2745.0,0.09891432556261619,0.016383980474206094,0.001065079609349473,3,10,50
Attentive CNP,m1,500,2746.0,0.10972866442737479,0.022542566163255985,0.0010913765701070833,3,10,50
Attentive CNP,m1,500,2747.0,0.10651086564237873,0.019467872672967894,0.0010900623732664598,3,10,50
Attentive CNP,m1,500,2748.0,0.09705820512771607,0.021415966446280178,0.000996468716185429,3,10,50
Attentive CNP,m1,500,2749.0,0.09825148951200148,0.01693057054405753,0.0009994288380777976,3,10,50
Attentive CNP,m1,500,2750.0,0.09672765816903361,0.013760364132913531,0.0010075620123106445,3,10,50
Attentive CNP,m1,500,2751.0,0.09845126149275651,0.013289013710175508,0.0009588179832585317,3,10,50
Attentive CNP,m1,500,2752.0,0.10203349806865054,0.008991453655106323,0.0010551569874975091,3,10,50
Attentive CNP,m1,500,2753.0,0.09945916622768465,0.015511836057582119,0.0009836400265770169,3,10,50
Attentive CNP,m1,500,2754.0,0.09479296483596167,0.016784792237182586,0.0010001739082399692,3,10,50
Attentive CNP,m1,500,2755.0,0.10711753280212481,0.011746654671647377,0.0010390216948749367,3,10,50
Attentive CNP,m1,500,2756.0,0.09248208704963327,0.012702133199469504,0.0010483489564139142,3,10,50
Attentive CNP,m1,500,2757.0,0.09954513970638314,0.02412150216744702,0.0010150592896766462,3,10,50
Attentive CNP,m1,500,2758.0,0.09806875652819873,0.016882659306580006,0.0009720966681411408,3,10,50
Attentive CNP,m1,500,2759.0,0.08695531416187684,0.02127531627057684,0.0009645805724940167,3,10,50
Attentive CNP,m1,500,2760.0,0.1013018749790887,0.019927980474005614,0.0010596149692065281,3,10,50
Attentive CNP,m1,500,2761.0,0.08981564923189582,0.017055776656137014,0.0009545310126696469,3,10,50
Attentive CNP,m1,500,2762.0,0.09221494392119349,0.01566452274995701,0.001034526246214281,3,10,50
Attentive CNP,m1,500,2763.0,0.0996700168500344,0.012287594728011181,0.0010459920683600621,3,10,50
Attentive CNP,m1,500,2764.0,0.08974425824421146,0.01946534611240411,0.0009810208064677762,3,10,50
Attentive CNP,m1,500,2765.0,0.0963478517824163,0.01504522454834584,0.0010672432168637761,3,10,50
Attentive CNP,m1,500,2766.0,0.0829223629301414,0.020193936921311027,0.001005573235246825,3,10,50
Attentive CNP,m1,500,2767.0,0.0909115077300618,0.010497130108061267,0.0009963769103465449,3,10,50
Attentive CNP,m1,500,2768.0,0.08601619400580725,0.013098661353799432,0.0009978360656348131,3,10,50
Attentive CNP,m1,500,2769.0,0.0932982459347695,0.014599471684429322,0.0009735905270482126,3,10,50
Attentive CNP,m1,500,2770.0,0.09105707646595936,0.02349465132796936,0.0010134739946210767,3,10,50
Attentive CNP,m1,500,2771.0,0.08422756008182963,0.014122690423049644,0.0009502764727593805,3,10,50
Attentive CNP,m1,500,2772.0,0.0922273686422656,0.01679064392019661,0.0010429204386358858,3,10,50
Attentive CNP,m1,500,2773.0,0.09404566349151233,0.018156083712240995,0.0010406064256413949,3,10,50
Attentive CNP,m1,500,2774.0,0.08323984001204372,0.010354167500181775,0.0009837508834542382,3,10,50
Attentive CNP,m1,500,2775.0,0.08996122110045206,0.016173221369679074,0.000963246122512167,3,10,50
Attentive CNP,m1,500,2776.0,0.08556533481863637,0.014679748384014304,0.0009399844990623534,3,10,50
Attentive CNP,m1,500,2777.0,0.08976323083493239,0.021466338726263797,0.0009631417932349112,3,10,50
Attentive CNP,m1,500,2778.0,0.09275491774640976,0.01899387728302823,0.0010410173814180176,3,10,50
Attentive CNP,m1,500,2779.0,0.08316789226746187,0.019110458459138443,0.0009071149444353747,3,10,50
Attentive CNP,m1,500,2780.0,0.0834329517579948,0.021491853692848197,0.0009775381762741461,3,10,50
Attentive CNP,m1,500,2781.0,0.08386169784329832,0.014988893337641257,0.0009482449129442462,3,10,50
Attentive CNP,m1,500,2782.0,0.0871015850386272,0.020051847470066303,0.0009594484245839746,3,10,50
Attentive CNP,m1,500,2783.0,0.08619145535600063,0.013332322879456062,0.0009664478845054235,3,10,50
Attentive CNP,m1,500,2784.0,0.08473594285175205,0.018788349383909428,0.0009480916131881269,3,10,50
Attentive CNP,m1,500,2785.0,0.07884232895448805,0.01976553900495419,0.0009470352130878347,3,10,50
Attentive CNP,m1,500,2786.0,0.08933044908940795,0.015119458337326351,0.0009773860494004308,3,10,50
Attentive CNP,m1,500,2787.0,0.07852477682568132,0.011648158516463237,0.0009141010352612184,3,10,50
Attentive CNP,m1,500,2788.0,0.07455310141885033,0.01951516413177388,0.0009123246616158246,3,10,50
Attentive CNP,m1,500,2789.0,0.08153491363736491,0.016818740620370795,0.0009389511862886955,3,10,50
Attentive CNP,m1,500,2790.0,0.08025196587077031,0.00873051734485035,0.0009399946618732063,3,10,50
Attentive CNP,m1,500,2791.0,0.08267915781897801,0.0134072204847616,0.0009159159844324276,3,10,50
Attentive CNP,m1,500,2792.0,0.08472452430116635,0.01842349596964136,0.0009327330377556751,3,10,50
Attentive CNP,m1,500,2793.0,0.07897622325612853,0.012103637966202677,0.0008808996833664715,3,10,50
Attentive CNP,m1,500,2794.0,0.07633528097781042,0.013928307254729246,0.000963800326036035,3,10,50
Attentive CNP,m1,500,2795.0,0.07669553667400032,0.012302925643495033,0.0008801201205007901,3,10,50
Attentive CNP,m1,500,2796.0,0.08104661932898065,0.015862074930288413,0.0009386662912307048,3,10,50
Attentive CNP,m1,500,2797.0,0.07949147541665781,0.021790903420935058,0.0009166569721810403,3,10,50
Attentive CNP,m1,500,2798.0,0.07157142246964697,0.014012749114459084,0.0008767517571484819,3,10,50
Attentive CNP,m1,500,2799.0,0.07800491406675429,0.012207834688388744,0.0009737228071777555,3,10,50
Attentive CNP,m1,500,2800.0,0.077817411166771,0.025952078691289314,0.0009252831270645986,3,10,50
Attentive CNP,m1,500,2801.0,0.08008725282146284,0.021217940989217688,0.0009778263623576974,3,10,50
Attentive CNP,m1,500,2802.0,0.08185215997851143,0.013123267914895792,0.0009701154498341188,3,10,50
Attentive CNP,m1,500,2803.0,0.0811867721620947,0.01988797471041301,0.0010091494701324015,3,10,50
Attentive CNP,m1,500,2804.0,0.06838922985130921,0.011615783569560128,0.0008716515280369598,3,10,50
Attentive CNP,m1,500,2805.0,0.07681920728242646,0.023475655754662136,0.0008931140719424764,3,10,50
Attentive CNP,m1,500,2806.0,0.07042122589703649,0.018401164544109946,0.0008886873015710473,3,10,50
Attentive CNP,m1,500,2807.0,0.0853218845060716,0.017237459781507872,0.0009394076556881853,3,10,50
Attentive CNP,m1,500,2808.0,0.07318608786833161,0.020365128904111643,0.0008625026403137032,3,10,50
Attentive CNP,m1,500,2809.0,0.07419935063055406,0.010590034785796482,0.0008705235453318564,3,10,50
Attentive CNP,m1,500,2810.0,0.07108910572264963,0.012925708840549568,0.0009022368886304269,3,10,50
Attentive CNP,m1,500,2811.0,0.07018085672364881,0.015582024190258269,0.0008565869217915762,3,10,50
Attentive CNP,m1,500,2812.0,0.06467504968160454,0.01543533497842207,0.0008132001389697269,3,10,50
Attentive CNP,m1,500,2813.0,0.06584115201250339,0.02109225266982861,0.0008487680627776746,3,10,50
Attentive CNP,m1,500,2814.0,0.07532616875631114,0.011849057193840431,0.0009257163374664946,3,10,50
Attentive CNP,m1,500,2815.0,0.06998885178084796,0.01696021506272399,0.0009158715963758779,3,10,50
Attentive CNP,m1,500,2816.0,0.07392310957983135,0.016816709993658103,0.0008660069339033197,3,10,50
Attentive CNP,m1,500,2817.0,0.06251739739083374,0.010265772595423927,0.0007871859910862102,3,10,50
Attentive CNP,m1,500,2818.0,0.06638011627194162,0.01753125446469434,0.0008346321758118397,3,10,50
Attentive CNP,m1,500,2819.0,0.06539685485077401,0.008566631205154168,0.0008620820313271473,3,10,50
Attentive CNP,m1,500,2820.0,0.06750896133699764,0.018990205454996932,0.0008445168772527562,3,10,50
Attentive CNP,m1,500,2821.0,0.06751752642930176,0.015250535168336833,0.0008459203439423669,3,10,50
Attentive CNP,m1,500,2822.0,0.06038515489641577,0.018616220881855126,0.0008906093500812259,3,10,50
Attentive CNP,m1,500,2823.0,0.06812711142298455,0.019364961380927165,0.0008746604354948539,3,10,50
Attentive CNP,m1,500,2824.0,0.06426414283985893,0.011972248392885073,0.0008901852204942712,3,10,50
Attentive CNP,m1,500,2825.0,0.06489371843418727,0.014823262968306791,0.0008931673147515822,3,10,50
Attentive CNP,m1,500,2826.0,0.07180901683059832,0.0160030218662633,0.0008653021261256687,3,10,50
Attentive CNP,m1,500,2827.0,0.05405270045281698,0.01780273958585836,0.0007907268750216428,3,10,50
Attentive CNP,m1,500,2828.0,0.06838827238728602,0.022674428040257738,0.0008288501717396892,3,10,50
Attentive CNP,m1,500,2829.0,0.06278269100825612,0.012498726967821668,0.0008150700189430863,3,10,50
Attentive CNP,m1,500,2830.0,0.06524880593828856,0.01621700802409445,0.0008083020582332653,3,10,50
Attentive CNP,m1,500,2831.0,0.06698194045449296,0.010582467795718744,0.0008600430842650997,3,10,50
Attentive CNP,m1,500,2832.0,0.06409319468587638,0.020292865388324078,0.0008412200976439568,3,10,50
Attentive CNP,m1,500,2833.0,0.06509690246358514,0.01026303235260362,0.0008003335654116618,3,10,50
Attentive CNP,m1,500,2834.0,0.059575696158222856,0.016410764931191243,0.0007536657253912406,3,10,50
Attentive CNP,m1,500,2835.0,0.06804508433040853,0.02133892495185644,0.0008498001438299735,3,10,50
Attentive CNP,m1,500,2836.0,0.06457755048743759,0.016157003888042705,0.0008448320783876894,3,10,50
Attentive CNP,m1,500,2837.0,0.05928146352168793,0.017652137863934797,0.0007825356816947095,3,10,50
Attentive CNP,m1,500,2838.0,0.06026479107025079,0.0184142701186971,0.0008195875065518061,3,10,50
Attentive CNP,m1,500,2839.0,0.062295327893768744,0.013507419423922817,0.0008093067898949801,3,10,50
Attentive CNP,m1,500,2840.0,0.06969651893433183,0.013186613286972357,0.0009020334741769428,3,10,50
Attentive CNP,m1,500,2841.0,0.06457916939336185,0.014127698966955014,0.0008542390892930518,3,10,50
Attentive CNP,m1,500,2842.0,0.06610962438040102,0.017039393375443315,0.0008776112810045927,3,10,50
Attentive CNP,m1,500,2843.0,0.05715551547543146,0.01847558646405378,0.000697463706772857,3,10,50
Attentive CNP,m1,500,2844.0,0.06415170715128382,0.020272670371056453,0.0007920725907689902,3,10,50
Attentive CNP,m1,500,2845.0,0.05939951588803282,0.011604639968489943,0.0008026827188109239,3,10,50
Attentive CNP,m1,500,2846.0,0.061993858425839175,0.012715148322472357,0.0008074620349108375,3,10,50
Attentive CNP,m1,500,2847.0,0.057609193639829755,0.023821048890354968,0.0007696720004471612,3,10,50
Attentive CNP,m1,500,2848.0,0.06560597568020847,0.012169565403244926,0.0008680429922236415,3,10,50
Attentive CNP,m1,500,2849.0,0.06076350169628858,0.011977604031927502,0.0007952491091824573,3,10,50
Attentive CNP,m1,500,2850.0,0.059862325932209685,0.0071637168346482295,0.000775122379194072,3,10,50
Attentive CNP,m1,500,2851.0,0.055748237881751254,0.012036802819541528,0.0007389719091882499,3,10,50
Attentive CNP,m1,500,2852.0,0.05904618787726698,0.013899026017493685,0.0007087608145620777,3,10,50
Attentive CNP,m1,500,2853.0,0.058892843327795465,0.011743120317460345,0.0008004196389013998,3,10,50
Attentive CNP,m1,500,2854.0,0.05785109268749753,0.016696416442898522,0.0007570563384812443,3,10,50
Attentive CNP,m1,500,2855.0,0.0586578202242963,0.009344304392645716,0.00076623498815781,3,10,50
Attentive CNP,m1,500,2856.0,0.06306503014545888,0.022377709120921106,0.0008354026339836565,3,10,50
Attentive CNP,m1,500,2857.0,0.05031458761469306,0.013500202363499667,0.0007406793292077722,3,10,50
Attentive CNP,m1,500,2858.0,0.05999625573043402,0.014976664837544685,0.0007460095511468903,3,10,50
Attentive CNP,m1,500,2859.0,0.05140014487155714,0.00972887078518544,0.0007260911491322069,3,10,50
Attentive CNP,m1,500,2860.0,0.05134802876459434,0.015608181814879414,0.0008135202315203118,3,10,50
Attentive CNP,m1,500,2861.0,0.05322561195190064,0.011595418233829128,0.000686406912111818,3,10,50
Attentive CNP,m1,500,2862.0,0.05460176299372688,0.01814282048012003,0.000713428616639556,3,10,50
Attentive CNP,m1,500,2863.0,0.054524795231875034,0.009178410638597981,0.0007304718274789788,3,10,50
Attentive CNP,m1,500,2864.0,0.051934676327587415,0.013979696314063155,0.0007294919708249198,3,10,50
Attentive CNP,m1,500,2865.0,0.05880624428961891,0.0077923367626936265,0.0007620399583214022,3,10,50
Attentive CNP,m1,500,2866.0,0.05516065109598761,0.02045418087901055,0.0007408548219717187,3,10,50
Attentive CNP,m1,500,2867.0,0.06129437354028536,0.022640392939610687,0.0008419003675858462,3,10,50
Attentive CNP,m1,500,2868.0,0.05267471173188339,0.005725686766614598,0.0007741793245102287,3,10,50
Attentive CNP,m1,500,2869.0,0.05091977840615436,0.018367034046972108,0.0007114477897734731,3,10,50
Attentive CNP,m1,500,2870.0,0.04884807758607591,0.011970876928050387,0.0007176224062958353,3,10,50
Attentive CNP,m1,500,2871.0,0.049845447506522755,0.018431573141529184,0.0007237018410573546,3,10,50
Attentive CNP,m1,500,2872.0,0.05417297553845371,0.01032293594408307,0.0006580714815529583,3,10,50
Attentive CNP,m1,500,2873.0,0.05405500825905862,0.017835281284697174,0.0007708529563468155,3,10,50
Attentive CNP,m1,500,2874.0,0.05217674428177998,0.013971864079065288,0.0007122383854287133,3,10,50
Attentive CNP,m1,500,2875.0,0.05240079137201731,0.01041016488794719,0.0007059824635773137,3,10,50
Attentive CNP,m1,500,2876.0,0.0407471936243431,0.00888535748297938,0.0006231590563605614,3,10,50
Attentive CNP,m1,500,2877.0,0.05221849812070528,0.016092979377586164,0.000729316930392407,3,10,50
Attentive CNP,m1,500,2878.0,0.057217628756848486,0.01699394209137702,0.0006908376610573197,3,10,50
Attentive CNP,m1,500,2879.0,0.050373935302253814,0.018857057938031177,0.0007080586523763756,3,10,50
Attentive CNP,m1,500,2880.0,0.04170875163360809,0.01091738046498173,0.0006017165451104556,3,10,50
Attentive CNP,m1,500,2881.0,0.045766254278404334,0.015924433301785133,0.0007216470529451258,3,10,50
Attentive CNP,m1,500,2882.0,0.045418096492687854,0.007878347397545954,0.000677649160607886,3,10,50
Attentive CNP,m1,500,2883.0,0.04702490025591882,0.015617885081358042,0.0006795097574429145,3,10,50
Attentive CNP,m1,500,2884.0,0.050398278045642654,0.017146435695740713,0.0007370903948592374,3,10,50
Attentive CNP,m1,500,2885.0,0.0470874451881585,0.011202187619106536,0.0006933249326730679,3,10,50
Attentive CNP,m1,500,2886.0,0.04424540246393493,0.014758227414813852,0.0006229247761382215,3,10,50
Attentive CNP,m1,500,2887.0,0.040687901694405205,0.017100590841668515,0.0006289182690021885,3,10,50
Attentive CNP,m1,500,2888.0,0.05062776836225141,0.02046666052596485,0.000628537183086466,3,10,50
Attentive CNP,m1,500,2889.0,0.04615421747369691,0.00937322342775501,0.0007116388798675922,3,10,50
Attentive CNP,m1,500,2890.0,0.0481068012927911,0.01859411158011299,0.000708337965207682,3,10,50
Attentive CNP,m1,500,2891.0,0.04205704779201188,0.015735948148683527,0.0006437387216058926,3,10,50
Attentive CNP,m1,500,2892.0,0.04551664881695372,0.017413171762364524,0.0006682492184882266,3,10,50
Attentive CNP,m1,500,2893.0,0.05335843898495659,0.011839028284872478,0.0007692697994502469,3,10,50
