variant,method,context_size,energy_kev,mean_across_contexts,sd_across_overlapping_contexts
context_only,Gaussian kernel regression (context only),500,659.0,0.34519051015377045,0.038054208576853515
context_only,Gaussian kernel regression (context only),500,660.0,0.34524665772914886,0.038035286796243115
context_only,Gaussian kernel regression (context only),500,661.0,0.34530272483825686,0.03801793243401721
context_only,Gaussian kernel regression (context only),500,662.0,0.34535867273807525,0.038002182043241746
context_only,Gaussian kernel regression (context only),500,663.0,0.3454145103693008,0.03798808299373178
context_only,Gaussian kernel regression (context only),500,664.0,0.3454702436923981,0.03797565902256365
context_only,Gaussian kernel regression (context only),500,665.0,0.345525848865509,0.03796497758488603
context_only,Gaussian kernel regression (context only),500,666.0,0.34558132886886594,0.037956066803945
context_only,Gaussian kernel regression (context only),500,667.0,0.3456366747617722,0.03794896773815134
context_only,Gaussian kernel regression (context only),500,668.0,0.3456918776035309,0.03794371501141343
context_only,Gaussian kernel regression (context only),500,669.0,0.34574694335460665,0.037940350565026135
context_only,Gaussian kernel regression (context only),500,670.0,0.345801854133606,0.03793892213248608
context_only,Gaussian kernel regression (context only),500,671.0,0.34585661590099337,0.037939458053110886
context_only,Gaussian kernel regression (context only),500,672.0,0.34591121673583985,0.037942002180451115
context_only,Gaussian kernel regression (context only),500,673.0,0.34596565663814544,0.037946592372136365
context_only,Gaussian kernel regression (context only),500,674.0,0.34601992666721343,0.03795325558672085
context_only,Gaussian kernel regression (context only),500,675.0,0.3460740357637405,0.03796204115556265
context_only,Gaussian kernel regression (context only),500,676.0,0.34612796306610105,0.03797298089527905
context_only,Gaussian kernel regression (context only),500,677.0,0.34618171453475954,0.03798610219375525
context_only,Gaussian kernel regression (context only),500,678.0,0.3462352931499481,0.03800144663520874
context_only,Gaussian kernel regression (context only),500,679.0,0.3462886899709702,0.03801905386910815
context_only,Gaussian kernel regression (context only),500,680.0,0.3463418990373611,0.03803892680970484
context_only,Gaussian kernel regression (context only),500,681.0,0.34639492630958557,0.038061126674418626
context_only,Gaussian kernel regression (context only),500,682.0,0.3464477628469467,0.038085667622832046
context_only,Gaussian kernel regression (context only),500,683.0,0.3465004235506058,0.03811258274160885
context_only,Gaussian kernel regression (context only),500,684.0,0.34655289351940155,0.038141898159162656
context_only,Gaussian kernel regression (context only),500,685.0,0.34660517871379853,0.0381736354302913
context_only,Gaussian kernel regression (context only),500,686.0,0.3466572821140289,0.03820783030657251
context_only,Gaussian kernel regression (context only),500,687.0,0.3467091977596283,0.038244488483918836
context_only,Gaussian kernel regression (context only),500,688.0,0.3467609345912933,0.03828363989903021
context_only,Gaussian kernel regression (context only),500,689.0,0.3468124896287918,0.0383252977465317
context_only,Gaussian kernel regression (context only),500,690.0,0.3468638688325882,0.038369493621567906
context_only,Gaussian kernel regression (context only),500,691.0,0.3469150722026825,0.03841623668904986
context_only,Gaussian kernel regression (context only),500,692.0,0.3469661086797714,0.03846553354738663
context_only,Gaussian kernel regression (context only),500,693.0,0.3470169812440872,0.038517409951787575
context_only,Gaussian kernel regression (context only),500,694.0,0.3470676839351654,0.03857186766917203
context_only,Gaussian kernel regression (context only),500,695.0,0.3471182346343994,0.0386289188856983
context_only,Gaussian kernel regression (context only),500,696.0,0.3471686452627182,0.038688562497304894
context_only,Gaussian kernel regression (context only),500,697.0,0.34721889793872834,0.038750817473921506
context_only,Gaussian kernel regression (context only),500,698.0,0.3472690284252167,0.03881567052994165
context_only,Gaussian kernel regression (context only),500,699.0,0.34731902480125426,0.03888313273837785
context_only,Gaussian kernel regression (context only),500,700.0,0.3473689019680023,0.03895321062610402
context_only,Gaussian kernel regression (context only),500,701.0,0.3474186658859253,0.039025886275149725
