method,architecture_id,training_seed,context_seed,feature_id,feature,status,center_event_count,sideband_event_count,empirical_contrast_percentage_points,predicted_contrast_percentage_points,absolute_contrast_error_percentage_points
Density-guided CNP (ours),cell17,1,107,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.77951635601569,4.767641977122661
Density-guided CNP (ours),cell17,1,107,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-24.263870796224964,4.209277464170236
Density-guided CNP (ours),cell17,1,107,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,1.3924474718194635,3.8760600668269114
Density-guided CNP (ours),cell17,1,108,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.052601792013856,2.9660555459838145
Density-guided CNP (ours),cell17,1,108,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.0175861621215,4.529572171016855
Density-guided CNP (ours),cell17,1,108,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-24.34200806078103,4.131140199614169
Density-guided CNP (ours),cell17,1,108,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,1.226188578327314,3.709801173334762
Density-guided CNP (ours),cell17,1,109,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.173198964713634,2.8454583732840377
Density-guided CNP (ours),cell17,1,109,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.773727731819957,4.773430601318395
Density-guided CNP (ours),cell17,1,109,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-24.285792025511327,4.187356234883871
Density-guided CNP (ours),cell17,1,109,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,2.167369967230828,4.650982562238276
Density-guided CNP (ours),cell17,2,100,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,16.998834772092874,4.019822565904796
Density-guided CNP (ours),cell17,2,100,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.94428855644364,2.6028697766947104
Density-guided CNP (ours),cell17,2,100,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.869097070679146,2.60405118971605
Density-guided CNP (ours),cell17,2,100,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,2.068304286791589,4.551916881799037
Density-guided CNP (ours),cell17,2,101,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.057968661351076,3.9606886766465954
Density-guided CNP (ours),cell17,2,101,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.592203781231856,2.954954551906497
Density-guided CNP (ours),cell17,2,101,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-26.158404391009487,2.31474386938571
Density-guided CNP (ours),cell17,2,101,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,1.5851923783635757,4.068804973371024
Density-guided CNP (ours),cell17,2,102,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.006247314053414,4.012410023944257
Density-guided CNP (ours),cell17,2,102,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.908353764042534,2.6388045690958206
Density-guided CNP (ours),cell17,2,102,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-26.049624368388425,2.4235238920067737
Density-guided CNP (ours),cell17,2,102,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,0.8528944656874787,3.3365070606949265
Density-guided CNP (ours),cell17,2,103,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,16.999267093863946,4.019390244133724
Density-guided CNP (ours),cell17,2,103,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.956767725174483,2.5903906079638714
Density-guided CNP (ours),cell17,2,103,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.95211698221108,2.521031278184116
Density-guided CNP (ours),cell17,2,103,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,1.8429637958080447,4.326576390815492
Density-guided CNP (ours),cell17,2,104,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.183792967926436,3.8348643700712337
Density-guided CNP (ours),cell17,2,104,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.779773735998052,3.7673845971402997
Density-guided CNP (ours),cell17,2,104,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.93472927405167,2.538418986343527
Density-guided CNP (ours),cell17,2,104,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,1.6251820674606705,4.108794662468118
Density-guided CNP (ours),cell17,2,105,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.02870249584647,3.9899548421512
Density-guided CNP (ours),cell17,2,105,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.73339923397219,2.8137590991661634
Density-guided CNP (ours),cell17,2,105,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.874651735765152,2.598496524630045
Density-guided CNP (ours),cell17,2,105,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,1.7558984930778205,4.239511088085268
Density-guided CNP (ours),cell17,2,106,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.047074080781364,3.9715832572163046
Density-guided CNP (ours),cell17,2,106,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.61657045271777,2.930587880420582
Density-guided CNP (ours),cell17,2,106,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.908976064379697,2.5641721960155017
Density-guided CNP (ours),cell17,2,106,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,1.646009928296216,4.129622523303664
Density-guided CNP (ours),cell17,2,107,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.018461609154066,4.000195728843603
Density-guided CNP (ours),cell17,2,107,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.771597838503315,2.7755604946350374
Density-guided CNP (ours),cell17,2,107,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.943870092232345,2.529278168162852
Density-guided CNP (ours),cell17,2,107,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,1.0144588271877835,3.498071422195231
Density-guided CNP (ours),cell17,2,108,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,16.979722030961632,4.03893530703604
Density-guided CNP (ours),cell17,2,108,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-23.199322109842015,2.34783622329634
Density-guided CNP (ours),cell17,2,108,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-26.012988529064263,2.4601597313309354
Density-guided CNP (ours),cell17,2,108,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,0.8891899361754024,3.3728025311828502
Density-guided CNP (ours),cell17,2,109,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.02736919685236,3.9912881411453105
Density-guided CNP (ours),cell17,2,109,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.74473768322722,2.8024206499111304
Density-guided CNP (ours),cell17,2,109,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.992226271864126,2.4809219885310707
Density-guided CNP (ours),cell17,2,109,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,1.558555041291626,4.042167636299074
