subset_id,ordering_id,budget_label,training_budget_nominal_events,training_budget_sampling_eligible_events,method,architecture_id,comparison_role,scope,histogram_bin,pull_lower,pull_upper,count,total_cell_bin_observations,cell_count
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,10,-5.0,-4.5,45,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,11,-4.5,-4.0,61,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,12,-4.0,-3.5,105,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,13,-3.5,-3.0,122,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,14,-3.0,-2.5,263,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,15,-2.5,-2.0,452,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,16,-2.0,-1.5,763,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,17,-1.5,-1.0,888,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,18,-1.0,-0.5,1292,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,19,-0.5,0.0,1403,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,20,0.0,0.5,1526,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,21,0.5,1.0,1582,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,22,1.0,1.5,1285,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,23,1.5,2.0,1183,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,24,2.0,2.5,680,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,25,2.5,3.0,594,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,26,3.0,3.5,293,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,27,3.5,4.0,105,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,28,4.0,4.5,84,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,29,4.5,5.0,50,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,30,5.0,5.5,20,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,31,5.5,6.0,10,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,32,6.0,6.5,16,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,33,6.5,7.0,4,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,34,7.0,7.5,0,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,35,7.5,8.0,0,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,36,8.0,8.5,0,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,37,8.5,9.0,0,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,38,9.0,9.5,0,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,39,9.5,10.0,0,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,full_500_3000,overflow,10.0,,30,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,underflow,,-10.0,70,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,0,-10.0,-9.5,10,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,1,-9.5,-9.0,11,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,2,-9.0,-8.5,3,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,3,-8.5,-8.0,12,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,4,-8.0,-7.5,12,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,5,-7.5,-7.0,1,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,6,-7.0,-6.5,1,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,7,-6.5,-6.0,20,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,8,-6.0,-5.5,12,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,9,-5.5,-5.0,22,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,10,-5.0,-4.5,45,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,11,-4.5,-4.0,31,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,12,-4.0,-3.5,70,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,13,-3.5,-3.0,102,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,14,-3.0,-2.5,180,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,15,-2.5,-2.0,358,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,16,-2.0,-1.5,604,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,17,-1.5,-1.0,614,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,18,-1.0,-0.5,797,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,19,-0.5,0.0,726,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,20,0.0,0.5,832,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,21,0.5,1.0,744,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,22,1.0,1.5,540,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,23,1.5,2.0,530,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,24,2.0,2.5,307,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,25,2.5,3.0,246,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,26,3.0,3.5,124,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,27,3.5,4.0,67,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,28,4.0,4.5,59,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,29,4.5,5.0,50,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,30,5.0,5.5,20,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,31,5.5,6.0,10,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,32,6.0,6.5,0,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,33,6.5,7.0,0,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,34,7.0,7.5,0,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,35,7.5,8.0,0,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,36,8.0,8.5,0,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,37,8.5,9.0,0,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,38,9.0,9.5,0,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,39,9.5,10.0,0,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,overflow,10.0,,30,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,underflow,,-10.0,32,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,0,-10.0,-9.5,28,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,1,-9.5,-9.0,15,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,2,-9.0,-8.5,19,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,3,-8.5,-8.0,16,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,4,-8.0,-7.5,35,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,5,-7.5,-7.0,56,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,6,-7.0,-6.5,84,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,7,-6.5,-6.0,162,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,8,-6.0,-5.5,186,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,9,-5.5,-5.0,208,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,10,-5.0,-4.5,250,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,11,-4.5,-4.0,317,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,12,-4.0,-3.5,378,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,13,-3.5,-3.0,499,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,14,-3.0,-2.5,602,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,15,-2.5,-2.0,557,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,16,-2.0,-1.5,563,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,17,-1.5,-1.0,538,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,18,-1.0,-0.5,548,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,19,-0.5,0.0,590,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,20,0.0,0.5,607,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,21,0.5,1.0,699,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,22,1.0,1.5,696,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,23,1.5,2.0,554,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,24,2.0,2.5,553,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,25,2.5,3.0,499,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,26,3.0,3.5,515,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,27,3.5,4.0,552,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,28,4.0,4.5,567,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,29,4.5,5.0,468,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,30,5.0,5.5,371,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,31,5.5,6.0,365,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,32,6.0,6.5,267,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,33,6.5,7.0,204,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,34,7.0,7.5,156,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,35,7.5,8.0,128,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,36,8.0,8.5,140,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,37,8.5,9.0,77,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,38,9.0,9.5,40,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,39,9.5,10.0,48,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,full_500_3000,overflow,10.0,,71,13260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,underflow,,-10.0,10,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,0,-10.0,-9.5,19,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,1,-9.5,-9.0,12,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,2,-9.0,-8.5,8,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,3,-8.5,-8.0,3,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,4,-8.0,-7.5,7,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,5,-7.5,-7.0,7,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,6,-7.0,-6.5,54,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,7,-6.5,-6.0,111,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,8,-6.0,-5.5,105,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,9,-5.5,-5.0,128,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,10,-5.0,-4.5,142,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,11,-4.5,-4.0,199,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,12,-4.0,-3.5,189,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,13,-3.5,-3.0,268,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,14,-3.0,-2.5,346,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,15,-2.5,-2.0,307,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,16,-2.0,-1.5,354,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,17,-1.5,-1.0,334,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,18,-1.0,-0.5,333,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,19,-0.5,0.0,308,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,20,0.0,0.5,316,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,21,0.5,1.0,373,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,22,1.0,1.5,349,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,23,1.5,2.0,330,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,24,2.0,2.5,316,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,25,2.5,3.0,277,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,26,3.0,3.5,246,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,27,3.5,4.0,266,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,28,4.0,4.5,245,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,29,4.5,5.0,244,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,30,5.0,5.5,191,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,31,5.5,6.0,211,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,32,6.0,6.5,158,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,33,6.5,7.0,106,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,34,7.0,7.5,91,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,35,7.5,8.0,80,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,36,8.0,8.5,74,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,37,8.5,9.0,37,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,38,9.0,9.5,17,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,39,9.5,10.0,36,7260,30
original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,overflow,10.0,,53,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,underflow,,-10.0,29,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,0,-10.0,-9.5,2,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,1,-9.5,-9.0,0,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,2,-9.0,-8.5,0,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,3,-8.5,-8.0,1,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,4,-8.0,-7.5,8,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,5,-7.5,-7.0,26,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,6,-7.0,-6.5,20,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,7,-6.5,-6.0,19,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,8,-6.0,-5.5,21,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,9,-5.5,-5.0,32,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,10,-5.0,-4.5,72,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,11,-4.5,-4.0,78,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,12,-4.0,-3.5,108,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,13,-3.5,-3.0,188,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,14,-3.0,-2.5,331,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,15,-2.5,-2.0,552,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,16,-2.0,-1.5,805,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,17,-1.5,-1.0,1196,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,18,-1.0,-0.5,1769,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,19,-0.5,0.0,1705,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,20,0.0,0.5,1444,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,21,0.5,1.0,1391,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,22,1.0,1.5,1204,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,23,1.5,2.0,1029,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,24,2.0,2.5,611,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,25,2.5,3.0,350,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,26,3.0,3.5,93,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,27,3.5,4.0,21,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,28,4.0,4.5,7,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,29,4.5,5.0,19,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,30,5.0,5.5,18,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,31,5.5,6.0,8,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,32,6.0,6.5,4,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,33,6.5,7.0,5,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,34,7.0,7.5,3,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,35,7.5,8.0,9,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,36,8.0,8.5,5,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,37,8.5,9.0,10,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,38,9.0,9.5,5,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,39,9.5,10.0,7,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,full_500_3000,overflow,10.0,,55,13260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,underflow,,-10.0,0,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,0,-10.0,-9.5,1,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,1,-9.5,-9.0,0,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,2,-9.0,-8.5,0,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,3,-8.5,-8.0,1,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,4,-8.0,-7.5,5,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,5,-7.5,-7.0,19,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,6,-7.0,-6.5,11,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,7,-6.5,-6.0,10,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,8,-6.0,-5.5,19,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,9,-5.5,-5.0,22,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,10,-5.0,-4.5,55,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,11,-4.5,-4.0,68,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,12,-4.0,-3.5,87,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,13,-3.5,-3.0,99,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,14,-3.0,-2.5,157,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,15,-2.5,-2.0,254,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,16,-2.0,-1.5,423,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,17,-1.5,-1.0,678,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,18,-1.0,-0.5,1013,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,19,-0.5,0.0,964,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,20,0.0,0.5,674,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,21,0.5,1.0,760,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,22,1.0,1.5,655,7260,30
original_n5000,original,5k,5000,4984,Density-guided CNP,ours,matched_neural,figure1_1500_3000,23,1.5,2.0,565,7260,30
