summary_level,subset_id,ordering_id,budget_label,training_budget_nominal_events,training_budget_sampling_eligible_events,method,architecture_id,comparison_role,region,cell_count,initialization_seed_count,context_seed_count_per_initialization,aggregation,source_event_prediction_hash_set_sha256,source_curve_hash_set_sha256,C1_percent_mean,C1_percent_mean_context_sd_within_seed,C1_percent_initialization_sd_across_seed_means,C1_percent_training_subset_sd_across_subset_means,C1_percent_training_subset_min,C1_percent_training_subset_max,C1_percent_training_subset_range,C2_percent_mean,C2_percent_mean_context_sd_within_seed,C2_percent_initialization_sd_across_seed_means,C2_percent_training_subset_sd_across_subset_means,C2_percent_training_subset_min,C2_percent_training_subset_max,C2_percent_training_subset_range,C3_percent_mean,C3_percent_mean_context_sd_within_seed,C3_percent_initialization_sd_across_seed_means,C3_percent_training_subset_sd_across_subset_means,C3_percent_training_subset_min,C3_percent_training_subset_max,C3_percent_training_subset_range,training_subset_count
training_subset,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,continuum_2200_2400,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,fcbf3e7750e1e64dc5a6d7cfd51e71d80e3cf3b3ce1da69ce74b47a7fb441682,06a1f18dd2984f20effdf9832d64b44e34e6b4406c60013f624dc96340be9d09,19.166666666666668,2.484180761472962,13.134718624063986,,,,,42.166666666666664,3.7264277294437296,9.827681991870378,,,,,55.5,2.968699942439791,2.384848003542364,,,,,
training_subset,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,overall_500_3000,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6366a967c55476214d60493dc658dbebf1af705753b69a8b7289c0ad5a5fb72d,7b395a35852e15437c5421b95327db3d8afe731d207fdae255ea9eb0dcba75a4,47.76018099547512,0.678617850430509,0.6383138452337515,,,,,80.07541478129714,0.8582766683287574,2.0142524322387088,,,,,92.4811463046757,0.2825674432635696,1.1695614501402298,,,,,
training_subset,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,figure1_1500_3000,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6366a967c55476214d60493dc658dbebf1af705753b69a8b7289c0ad5a5fb72d,7b395a35852e15437c5421b95327db3d8afe731d207fdae255ea9eb0dcba75a4,46.30853994490357,0.6099998657539606,2.4587066229748413,,,,,78.49862258953168,0.5489795587989952,0.8904295514542092,,,,,91.831955922865,0.47179581887113997,1.5644375608265173,,,,,
training_subset,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,FE_2614_pm5,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6366a967c55476214d60493dc658dbebf1af705753b69a8b7289c0ad5a5fb72d,7b395a35852e15437c5421b95327db3d8afe731d207fdae255ea9eb0dcba75a4,21.666666666666668,16.657394517232834,18.929694486000912,,,,,43.333333333333336,16.101529717988267,37.52776749732568,,,,,60.0,14.05456737852613,51.96152422706632,,,,,
training_subset,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,SE_2103_pm5,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6366a967c55476214d60493dc658dbebf1af705753b69a8b7289c0ad5a5fb72d,7b395a35852e15437c5421b95327db3d8afe731d207fdae255ea9eb0dcba75a4,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
training_subset,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,DEP_1592_pm5,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6366a967c55476214d60493dc658dbebf1af705753b69a8b7289c0ad5a5fb72d,7b395a35852e15437c5421b95327db3d8afe731d207fdae255ea9eb0dcba75a4,21.666666666666668,12.297746456210364,24.664414311581236,,,,,50.0,0.0,0.0,,,,,50.0,0.0,0.0,,,,,
training_subset,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,feature_1620_pm5,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6366a967c55476214d60493dc658dbebf1af705753b69a8b7289c0ad5a5fb72d,7b395a35852e15437c5421b95327db3d8afe731d207fdae255ea9eb0dcba75a4,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
training_subset,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,continuum_1700_2000,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6366a967c55476214d60493dc658dbebf1af705753b69a8b7289c0ad5a5fb72d,7b395a35852e15437c5421b95327db3d8afe731d207fdae255ea9eb0dcba75a4,54.61111111111111,0.703806728320915,2.583781323162998,,,,,88.8888888888889,0.9072184232530346,0.9622504486493708,,,,,100.0,0.0,0.0,,,,,
training_subset,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,continuum_2200_2400,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6366a967c55476214d60493dc658dbebf1af705753b69a8b7289c0ad5a5fb72d,7b395a35852e15437c5421b95327db3d8afe731d207fdae255ea9eb0dcba75a4,25.0,2.650387580488891,9.410765112359355,,,,,57.833333333333336,3.7554391918850487,14.921321433885582,,,,,83.33333333333333,1.7568209223157663,8.063549673272519,,,,,
training_subset,original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,overall_500_3000,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6c5939cd0e3596b20481982c0b8976c924ca8d7770640ac48300a581af568e3b,9bc4983099b3ec6511fad309d6025e4c7533e19b9b787217ba992ebffd7f5078,43.763197586726996,0.45888864925695727,1.1042794603450088,,,,,74.8265460030166,0.2722964666338495,4.079012560444122,,,,,89.82654600301659,0.12471012904304542,0.5268789886789973,,,,,
training_subset,original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,figure1_1500_3000,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6c5939cd0e3596b20481982c0b8976c924ca8d7770640ac48300a581af568e3b,9bc4983099b3ec6511fad309d6025e4c7533e19b9b787217ba992ebffd7f5078,42.68595041322314,0.7609436254173018,3.138048197960942,,,,,74.20110192837465,0.4873838756048028,1.491233709078754,,,,,89.22865013774106,0.08711508705698477,1.4958068873354242,,,,,
training_subset,original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,FE_2614_pm5,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6c5939cd0e3596b20481982c0b8976c924ca8d7770640ac48300a581af568e3b,9bc4983099b3ec6511fad309d6025e4c7533e19b9b787217ba992ebffd7f5078,15.0,5.270462766947299,25.98076211353316,,,,,20.0,7.027283689263065,26.457513110645905,,,,,31.666666666666668,5.270462766947299,27.53785273643051,,,,,
training_subset,original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,SE_2103_pm5,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6c5939cd0e3596b20481982c0b8976c924ca8d7770640ac48300a581af568e3b,9bc4983099b3ec6511fad309d6025e4c7533e19b9b787217ba992ebffd7f5078,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
training_subset,original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,DEP_1592_pm5,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6c5939cd0e3596b20481982c0b8976c924ca8d7770640ac48300a581af568e3b,9bc4983099b3ec6511fad309d6025e4c7533e19b9b787217ba992ebffd7f5078,18.333333333333332,5.270462766947299,27.53785273643051,,,,,50.0,0.0,0.0,,,,,50.0,0.0,0.0,,,,,
training_subset,original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,feature_1620_pm5,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6c5939cd0e3596b20481982c0b8976c924ca8d7770640ac48300a581af568e3b,9bc4983099b3ec6511fad309d6025e4c7533e19b9b787217ba992ebffd7f5078,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
training_subset,original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,continuum_1700_2000,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6c5939cd0e3596b20481982c0b8976c924ca8d7770640ac48300a581af568e3b,9bc4983099b3ec6511fad309d6025e4c7533e19b9b787217ba992ebffd7f5078,51.888888888888886,1.2092827937783222,5.391179352870282,,,,,87.5,1.0427463289532428,4.0960685758148365,,,,,100.0,0.0,0.0,,,,,
training_subset,original_n5000,original,5k,5000,4984,Attentive CNP,m1,matched_neural,continuum_2200_2400,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6c5939cd0e3596b20481982c0b8976c924ca8d7770640ac48300a581af568e3b,9bc4983099b3ec6511fad309d6025e4c7533e19b9b787217ba992ebffd7f5078,17.75,0.6148873228105183,10.871407452579449,,,,,45.25,0.6938546212593001,21.876071402333647,,,,,72.5,0.0,12.5,,,,,
training_subset,original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,overall_500_3000,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6e6cfabbd9a09af4eacfe3fc5b5109cf02a0ddffce596ff878ebd7547e20e35a,d632765edf499b332a0a3a0a7b715c1bc2862538bd02412fce0ab08f2995e284,18.43137254901961,0.7527970052248296,1.138738225531033,,,,,36.16138763197586,1.02249170663178,2.9879104127837963,,,,,52.835595776772244,0.6779411431014511,2.489544621454608,,,,,
training_subset,original_n5000,original,5k,5000,4984,Attentive CNP + PE,m2,matched_neural,figure1_1500_3000,30,3,10,contexts averaged within initialization seed; initialization seeds equally averaged,6e6cfabbd9a09af4eacfe3fc5b5109cf02a0ddffce596ff878ebd7547e20e35a,d632765edf499b332a0a3a0a7b715c1bc2862538bd02412fce0ab08f2995e284,18.31955922865014,0.9255223090185872,0.8827256181824855,,,,,37.14876033057852,0.9284274521311683,1.4603799212456439,,,,,54.311294765840216,1.02635648021681,0.2751375255570009,,,,,
