variant,method,context_size,context_seed,region,valid_bin_count,excluded_bin_count,events_in_valid_bins,mae_percentage_points,rmse_percentage_points
context_only,Gaussian kernel regression (context only),2000,103,SE,6,0,2023,9.741858834896217,14.563051569063242
context_only,Gaussian kernel regression (context only),2000,103,continuum_2200_2400,40,0,9093,4.128521999364526,5.22667410614443
context_only,Gaussian kernel regression (context only),2000,103,FE,5,1,8709,3.6176681592260937,4.406424664418322
context_only,Gaussian kernel regression (context only),2000,103,sparse_tail,13,47,68,20.655418646384476,21.76366961545293
context_only,Gaussian kernel regression (context only),2000,104,full,442,58,114299,6.629030284401057,8.567127464447715
context_only,Gaussian kernel regression (context only),2000,104,DEP,6,0,1323,9.671773588074846,10.622998859852348
context_only,Gaussian kernel regression (context only),2000,104,Bi-214,6,0,1361,13.70875791455549,18.11697056826445
context_only,Gaussian kernel regression (context only),2000,104,continuum_1700_2000,60,0,8230,4.829428144892638,5.924305224565335
context_only,Gaussian kernel regression (context only),2000,104,SE,6,0,2023,8.707666138524129,13.012867913309082
context_only,Gaussian kernel regression (context only),2000,104,continuum_2200_2400,40,0,9093,5.2927863928382655,6.048595124458655
context_only,Gaussian kernel regression (context only),2000,104,FE,5,1,8709,2.2786675180418827,2.7191701625186857
context_only,Gaussian kernel regression (context only),2000,104,sparse_tail,13,47,68,18.071685427914023,19.153811948393415
context_only,Gaussian kernel regression (context only),2000,105,full,442,58,114299,5.845605736445717,7.64919651238885
context_only,Gaussian kernel regression (context only),2000,105,DEP,6,0,1323,6.9783073806652895,10.808067226043578
context_only,Gaussian kernel regression (context only),2000,105,Bi-214,6,0,1361,8.994823339566265,12.819624862688814
context_only,Gaussian kernel regression (context only),2000,105,continuum_1700_2000,60,0,8230,4.452039178047113,5.294078200699176
context_only,Gaussian kernel regression (context only),2000,105,SE,6,0,2023,8.835758912580923,13.481510632877484
context_only,Gaussian kernel regression (context only),2000,105,continuum_2200_2400,40,0,9093,3.8361166253608516,4.736417396607396
context_only,Gaussian kernel regression (context only),2000,105,FE,5,1,8709,2.283721950336349,2.579183749034671
context_only,Gaussian kernel regression (context only),2000,105,sparse_tail,13,47,68,17.87960797508926,18.675961302810855
context_only,Gaussian kernel regression (context only),2000,106,full,442,58,114299,6.013379584843702,7.665096891786948
context_only,Gaussian kernel regression (context only),2000,106,DEP,6,0,1323,6.80610050732058,10.368491273406818
context_only,Gaussian kernel regression (context only),2000,106,Bi-214,6,0,1361,9.07579332397878,12.681785105850828
context_only,Gaussian kernel regression (context only),2000,106,continuum_1700_2000,60,0,8230,5.68764492235864,6.968035277247085
context_only,Gaussian kernel regression (context only),2000,106,SE,6,0,2023,7.851547148161241,11.253782299419203
context_only,Gaussian kernel regression (context only),2000,106,continuum_2200_2400,40,0,9093,3.32809413952744,4.12379859292193
context_only,Gaussian kernel regression (context only),2000,106,FE,5,1,8709,5.363364619630726,5.977135760415283
context_only,Gaussian kernel regression (context only),2000,106,sparse_tail,13,47,68,5.514454426127976,9.080821938578747
context_only,Gaussian kernel regression (context only),2000,107,full,442,58,114299,6.622410531367208,8.285393606217422
context_only,Gaussian kernel regression (context only),2000,107,DEP,6,0,1323,6.4277282718232005,10.120368563576475
context_only,Gaussian kernel regression (context only),2000,107,Bi-214,6,0,1361,9.216901359196443,13.867318642211693
context_only,Gaussian kernel regression (context only),2000,107,continuum_1700_2000,60,0,8230,4.972257496382235,5.841156394438043
context_only,Gaussian kernel regression (context only),2000,107,SE,6,0,2023,8.851506566631743,13.073665341361837
context_only,Gaussian kernel regression (context only),2000,107,continuum_2200_2400,40,0,9093,9.283838063417289,10.093639007390502
context_only,Gaussian kernel regression (context only),2000,107,FE,5,1,8709,3.1012123772099294,3.703261525776462
context_only,Gaussian kernel regression (context only),2000,107,sparse_tail,13,47,68,15.37964010521114,16.292599195506998
context_only,Gaussian kernel regression (context only),2000,108,full,442,58,114299,6.685797925235729,8.378120975917152
context_only,Gaussian kernel regression (context only),2000,108,DEP,6,0,1323,14.46443140969105,17.28705595197017
context_only,Gaussian kernel regression (context only),2000,108,Bi-214,6,0,1361,11.935672584564742,12.450387062223303
context_only,Gaussian kernel regression (context only),2000,108,continuum_1700_2000,60,0,8230,4.590884683677025,6.018742019442286
context_only,Gaussian kernel regression (context only),2000,108,SE,6,0,2023,8.60902559400294,10.834760031978353
context_only,Gaussian kernel regression (context only),2000,108,continuum_2200_2400,40,0,9093,9.847912229624377,10.676080344624346
context_only,Gaussian kernel regression (context only),2000,108,FE,5,1,8709,3.2053654304394787,3.8578863057423836
context_only,Gaussian kernel regression (context only),2000,108,sparse_tail,13,47,68,7.1326839873360655,10.817630780866288
context_only,Gaussian kernel regression (context only),2000,109,full,442,58,114299,6.788242967519757,8.570270283070357
context_only,Gaussian kernel regression (context only),2000,109,DEP,6,0,1323,12.750766869610395,15.984680313877917
context_only,Gaussian kernel regression (context only),2000,109,Bi-214,6,0,1361,11.565162995287585,12.14153537508544
context_only,Gaussian kernel regression (context only),2000,109,continuum_1700_2000,60,0,8230,5.452652687995452,6.52177723317227
context_only,Gaussian kernel regression (context only),2000,109,SE,6,0,2023,8.348442948218953,10.71033435828507
context_only,Gaussian kernel regression (context only),2000,109,continuum_2200_2400,40,0,9093,3.107104176025579,3.769355108992334
context_only,Gaussian kernel regression (context only),2000,109,FE,5,1,8709,3.858493740910677,4.6896023255559065
context_only,Gaussian kernel regression (context only),2000,109,sparse_tail,13,47,68,12.643003091742417,15.489173634321277
pooled_data,Gaussian kernel regression (pooled data + context),250,100,full,442,58,114299,6.648403145318256,8.896510642128044
pooled_data,Gaussian kernel regression (pooled data + context),250,100,DEP,6,0,1323,6.319608988807958,8.312558931303771
pooled_data,Gaussian kernel regression (pooled data + context),250,100,Bi-214,6,0,1361,10.128511770941644,11.606369225678357
pooled_data,Gaussian kernel regression (pooled data + context),250,100,continuum_1700_2000,60,0,8230,6.628314256536745,8.877454085530259
pooled_data,Gaussian kernel regression (pooled data + context),250,100,SE,6,0,2023,2.7517126086899326,3.085639275217787
pooled_data,Gaussian kernel regression (pooled data + context),250,100,continuum_2200_2400,40,0,9093,5.029371135756069,6.229529865993896
pooled_data,Gaussian kernel regression (pooled data + context),250,100,FE,5,1,8709,6.802981820361727,9.58544380892174
pooled_data,Gaussian kernel regression (pooled data + context),250,100,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),250,101,full,442,58,114299,5.542037317154829,7.292632213715732
pooled_data,Gaussian kernel regression (pooled data + context),250,101,DEP,6,0,1323,10.21754137182433,10.896140397691845
pooled_data,Gaussian kernel regression (pooled data + context),250,101,Bi-214,6,0,1361,9.883431526131899,12.83757010222061
pooled_data,Gaussian kernel regression (pooled data + context),250,101,continuum_1700_2000,60,0,8230,4.854953784359082,6.0943521367234075
pooled_data,Gaussian kernel regression (pooled data + context),250,101,SE,6,0,2023,9.171341872685112,10.000361441044996
pooled_data,Gaussian kernel regression (pooled data + context),250,101,continuum_2200_2400,40,0,9093,3.2088388050931878,3.734995344853857
pooled_data,Gaussian kernel regression (pooled data + context),250,101,FE,5,1,8709,4.384371273885752,5.120166682982094
pooled_data,Gaussian kernel regression (pooled data + context),250,101,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),250,102,full,442,58,114299,5.5415672200548745,7.2994297026424455
pooled_data,Gaussian kernel regression (pooled data + context),250,102,DEP,6,0,1323,10.60831142725357,11.292093331101194
pooled_data,Gaussian kernel regression (pooled data + context),250,102,Bi-214,6,0,1361,9.894582380481117,12.71439360437914
pooled_data,Gaussian kernel regression (pooled data + context),250,102,continuum_1700_2000,60,0,8230,4.602749296678616,5.844632317045289
pooled_data,Gaussian kernel regression (pooled data + context),250,102,SE,6,0,2023,9.00312510732113,9.883696766503572
pooled_data,Gaussian kernel regression (pooled data + context),250,102,continuum_2200_2400,40,0,9093,3.1748318140533347,3.699724172488149
pooled_data,Gaussian kernel regression (pooled data + context),250,102,FE,5,1,8709,4.276191544779516,5.028857416653975
pooled_data,Gaussian kernel regression (pooled data + context),250,102,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),250,103,full,442,58,114299,5.749185022138643,7.732896686164784
pooled_data,Gaussian kernel regression (pooled data + context),250,103,DEP,6,0,1323,9.05868268551505,10.98799340975766
pooled_data,Gaussian kernel regression (pooled data + context),250,103,Bi-214,6,0,1361,10.587173310158143,13.12141237776618
pooled_data,Gaussian kernel regression (pooled data + context),250,103,continuum_1700_2000,60,0,8230,5.078770207735691,6.7740373519257036
pooled_data,Gaussian kernel regression (pooled data + context),250,103,SE,6,0,2023,6.558313681676554,7.482753446770237
pooled_data,Gaussian kernel regression (pooled data + context),250,103,continuum_2200_2400,40,0,9093,3.7661080937748057,4.581582600716486
pooled_data,Gaussian kernel regression (pooled data + context),250,103,FE,5,1,8709,4.349518948328468,5.183406794358064
pooled_data,Gaussian kernel regression (pooled data + context),250,103,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),250,104,full,442,58,114299,5.523227219200777,7.053196629283463
pooled_data,Gaussian kernel regression (pooled data + context),250,104,DEP,6,0,1323,8.386515673805594,9.811153537280312
pooled_data,Gaussian kernel regression (pooled data + context),250,104,Bi-214,6,0,1361,9.855570596242654,11.714684849351165
pooled_data,Gaussian kernel regression (pooled data + context),250,104,continuum_1700_2000,60,0,8230,4.977625508522234,5.879380454554652
pooled_data,Gaussian kernel regression (pooled data + context),250,104,SE,6,0,2023,9.083304064770548,10.467374604614957
pooled_data,Gaussian kernel regression (pooled data + context),250,104,continuum_2200_2400,40,0,9093,2.97509204251387,3.530866124788624
pooled_data,Gaussian kernel regression (pooled data + context),250,104,FE,5,1,8709,4.107108232326999,4.876316939005213
pooled_data,Gaussian kernel regression (pooled data + context),250,104,sparse_tail,13,47,68,2.6374584858772994,6.8167306535620416
pooled_data,Gaussian kernel regression (pooled data + context),250,105,full,442,58,114299,5.75329661945087,7.6893292584211475
pooled_data,Gaussian kernel regression (pooled data + context),250,105,DEP,6,0,1323,9.83800648416216,11.377908438667598
pooled_data,Gaussian kernel regression (pooled data + context),250,105,Bi-214,6,0,1361,10.798456513979556,13.34871614299082
pooled_data,Gaussian kernel regression (pooled data + context),250,105,continuum_1700_2000,60,0,8230,5.195580767845712,6.825297158287991
pooled_data,Gaussian kernel regression (pooled data + context),250,105,SE,6,0,2023,6.992780246994195,7.8466311654543555
pooled_data,Gaussian kernel regression (pooled data + context),250,105,continuum_2200_2400,40,0,9093,3.9194568187656866,4.686698325956302
pooled_data,Gaussian kernel regression (pooled data + context),250,105,FE,5,1,8709,4.211262113745566,5.064037733492851
pooled_data,Gaussian kernel regression (pooled data + context),250,105,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),250,106,full,442,58,114299,5.522617884208082,7.051246666430097
pooled_data,Gaussian kernel regression (pooled data + context),250,106,DEP,6,0,1323,8.158829892915202,9.71007358226707
pooled_data,Gaussian kernel regression (pooled data + context),250,106,Bi-214,6,0,1361,9.786705178717794,11.685528267939556
pooled_data,Gaussian kernel regression (pooled data + context),250,106,continuum_1700_2000,60,0,8230,4.857475503173678,5.7999748784817
pooled_data,Gaussian kernel regression (pooled data + context),250,106,SE,6,0,2023,9.031452350073536,10.44550245906902
pooled_data,Gaussian kernel regression (pooled data + context),250,106,continuum_2200_2400,40,0,9093,2.980438763306952,3.5462949747379997
pooled_data,Gaussian kernel regression (pooled data + context),250,106,FE,5,1,8709,4.204026003278535,4.958373943294673
pooled_data,Gaussian kernel regression (pooled data + context),250,106,sparse_tail,13,47,68,2.637458787532141,6.81673063698436
pooled_data,Gaussian kernel regression (pooled data + context),250,107,full,442,58,114299,5.550661011635166,7.097266923874546
pooled_data,Gaussian kernel regression (pooled data + context),250,107,DEP,6,0,1323,8.296795662606936,9.789558283878808
pooled_data,Gaussian kernel regression (pooled data + context),250,107,Bi-214,6,0,1361,9.83809600550684,11.676166695840298
pooled_data,Gaussian kernel regression (pooled data + context),250,107,continuum_1700_2000,60,0,8230,4.882652032985499,5.856871101692717
pooled_data,Gaussian kernel regression (pooled data + context),250,107,SE,6,0,2023,9.083707818711256,10.483578223668216
pooled_data,Gaussian kernel regression (pooled data + context),250,107,continuum_2200_2400,40,0,9093,2.9336803372250575,3.5283940240651326
pooled_data,Gaussian kernel regression (pooled data + context),250,107,FE,5,1,8709,4.040266570128524,4.821605969059548
pooled_data,Gaussian kernel regression (pooled data + context),250,107,sparse_tail,13,47,68,2.637460270006553,6.816730635538105
pooled_data,Gaussian kernel regression (pooled data + context),250,108,full,442,58,114299,5.517952955438471,7.261752884669477
pooled_data,Gaussian kernel regression (pooled data + context),250,108,DEP,6,0,1323,10.16755914968778,10.82653744480545
pooled_data,Gaussian kernel regression (pooled data + context),250,108,Bi-214,6,0,1361,9.738378974968445,12.47566550927599
pooled_data,Gaussian kernel regression (pooled data + context),250,108,continuum_1700_2000,60,0,8230,4.794580925714988,5.982487042598632
pooled_data,Gaussian kernel regression (pooled data + context),250,108,SE,6,0,2023,9.08510364015742,9.93415447201482
pooled_data,Gaussian kernel regression (pooled data + context),250,108,continuum_2200_2400,40,0,9093,3.188814490334977,3.729600924151086
pooled_data,Gaussian kernel regression (pooled data + context),250,108,FE,5,1,8709,4.1320435796348125,4.8922441096005995
pooled_data,Gaussian kernel regression (pooled data + context),250,108,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),250,109,full,442,58,114299,5.515244500351392,7.048683793542368
pooled_data,Gaussian kernel regression (pooled data + context),250,109,DEP,6,0,1323,8.290990463501622,9.769968891075127
pooled_data,Gaussian kernel regression (pooled data + context),250,109,Bi-214,6,0,1361,9.818977222320777,11.678092499978066
pooled_data,Gaussian kernel regression (pooled data + context),250,109,continuum_1700_2000,60,0,8230,4.707201007289501,5.650987418466199
pooled_data,Gaussian kernel regression (pooled data + context),250,109,SE,6,0,2023,9.065075829277482,10.449810982247126
pooled_data,Gaussian kernel regression (pooled data + context),250,109,continuum_2200_2400,40,0,9093,2.9654406549236567,3.5342363846503715
pooled_data,Gaussian kernel regression (pooled data + context),250,109,FE,5,1,8709,4.2075016590108865,4.960418462651566
pooled_data,Gaussian kernel regression (pooled data + context),250,109,sparse_tail,13,47,68,2.637458262028682,6.816730637471631
pooled_data,Gaussian kernel regression (pooled data + context),500,100,full,442,58,114299,5.524882697435674,7.073941330689089
pooled_data,Gaussian kernel regression (pooled data + context),500,100,DEP,6,0,1323,8.21255782947663,9.714036121909523
pooled_data,Gaussian kernel regression (pooled data + context),500,100,Bi-214,6,0,1361,9.824135656509736,11.711663397938706
pooled_data,Gaussian kernel regression (pooled data + context),500,100,continuum_1700_2000,60,0,8230,4.60064119090878,5.573554298594316
pooled_data,Gaussian kernel regression (pooled data + context),500,100,SE,6,0,2023,8.841694768977119,10.368317591153803
pooled_data,Gaussian kernel regression (pooled data + context),500,100,continuum_2200_2400,40,0,9093,3.0035820398316946,3.621461026717428
pooled_data,Gaussian kernel regression (pooled data + context),500,100,FE,5,1,8709,4.127293070369055,4.893097299701261
pooled_data,Gaussian kernel regression (pooled data + context),500,100,sparse_tail,13,47,68,2.6374602796270867,6.816730635601524
pooled_data,Gaussian kernel regression (pooled data + context),500,101,full,442,58,114299,5.730196048782999,7.72039605721002
pooled_data,Gaussian kernel regression (pooled data + context),500,101,DEP,6,0,1323,9.508490816868502,11.17245214773309
pooled_data,Gaussian kernel regression (pooled data + context),500,101,Bi-214,6,0,1361,10.410286407918111,12.919636354949748
pooled_data,Gaussian kernel regression (pooled data + context),500,101,continuum_1700_2000,60,0,8230,5.459840866640251,7.113030549541831
pooled_data,Gaussian kernel regression (pooled data + context),500,101,SE,6,0,2023,6.854226057490077,7.788234872143744
pooled_data,Gaussian kernel regression (pooled data + context),500,101,continuum_2200_2400,40,0,9093,3.3945167380825327,4.3240129844600546
pooled_data,Gaussian kernel regression (pooled data + context),500,101,FE,5,1,8709,4.58736299572494,5.35495095769183
pooled_data,Gaussian kernel regression (pooled data + context),500,101,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),500,102,full,442,58,114299,5.4999911431656345,7.257878129710107
pooled_data,Gaussian kernel regression (pooled data + context),500,102,DEP,6,0,1323,10.80453302716994,11.503836412875563
pooled_data,Gaussian kernel regression (pooled data + context),500,102,Bi-214,6,0,1361,9.900648480761193,12.671866206239088
pooled_data,Gaussian kernel regression (pooled data + context),500,102,continuum_1700_2000,60,0,8230,4.583554728751096,5.779673484666098
pooled_data,Gaussian kernel regression (pooled data + context),500,102,SE,6,0,2023,8.78765564807284,9.733340536990216
pooled_data,Gaussian kernel regression (pooled data + context),500,102,continuum_2200_2400,40,0,9093,3.1611036028141517,3.67839691376768
pooled_data,Gaussian kernel regression (pooled data + context),500,102,FE,5,1,8709,4.412744724531657,5.140174439633052
pooled_data,Gaussian kernel regression (pooled data + context),500,102,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),500,103,full,442,58,114299,5.739011384035726,7.696447929200399
pooled_data,Gaussian kernel regression (pooled data + context),500,103,DEP,6,0,1323,9.263023146683029,11.102387664493287
pooled_data,Gaussian kernel regression (pooled data + context),500,103,Bi-214,6,0,1361,10.838809661237427,13.454051207015016
pooled_data,Gaussian kernel regression (pooled data + context),500,103,continuum_1700_2000,60,0,8230,5.114231694504232,6.76704026200996
pooled_data,Gaussian kernel regression (pooled data + context),500,103,SE,6,0,2023,6.518581841688989,7.407512050574142
pooled_data,Gaussian kernel regression (pooled data + context),500,103,continuum_2200_2400,40,0,9093,3.6777839312273053,4.474292540759659
pooled_data,Gaussian kernel regression (pooled data + context),500,103,FE,5,1,8709,4.149219705741039,5.0405040975803495
pooled_data,Gaussian kernel regression (pooled data + context),500,103,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),500,104,full,442,58,114299,5.630729573024488,7.160865032398229
pooled_data,Gaussian kernel regression (pooled data + context),500,104,DEP,6,0,1323,6.552299732147494,10.289912552082525
pooled_data,Gaussian kernel regression (pooled data + context),500,104,Bi-214,6,0,1361,8.918750553954839,13.079980453339738
pooled_data,Gaussian kernel regression (pooled data + context),500,104,continuum_1700_2000,60,0,8230,5.044120122804106,5.729806766991205
pooled_data,Gaussian kernel regression (pooled data + context),500,104,SE,6,0,2023,8.279564873510704,11.163634009038589
pooled_data,Gaussian kernel regression (pooled data + context),500,104,continuum_2200_2400,40,0,9093,3.244645822956739,3.974515510848764
pooled_data,Gaussian kernel regression (pooled data + context),500,104,FE,5,1,8709,4.029014463102983,4.805737498980672
pooled_data,Gaussian kernel regression (pooled data + context),500,104,sparse_tail,13,47,68,6.192035939199203,9.69153442532039
pooled_data,Gaussian kernel regression (pooled data + context),500,105,full,442,58,114299,5.510420859117854,7.05254739629859
pooled_data,Gaussian kernel regression (pooled data + context),500,105,DEP,6,0,1323,8.387342328347609,9.829746432490213
pooled_data,Gaussian kernel regression (pooled data + context),500,105,Bi-214,6,0,1361,9.961089844989557,11.674342804339641
pooled_data,Gaussian kernel regression (pooled data + context),500,105,continuum_1700_2000,60,0,8230,4.870627360467423,5.814650097137343
pooled_data,Gaussian kernel regression (pooled data + context),500,105,SE,6,0,2023,9.106099930964424,10.489974884416645
pooled_data,Gaussian kernel regression (pooled data + context),500,105,continuum_2200_2400,40,0,9093,3.023863026070553,3.6164171691762483
pooled_data,Gaussian kernel regression (pooled data + context),500,105,FE,5,1,8709,3.984158893879719,4.772812613698734
pooled_data,Gaussian kernel regression (pooled data + context),500,105,sparse_tail,13,47,68,2.6374602339474227,6.816730635569749
pooled_data,Gaussian kernel regression (pooled data + context),500,106,full,442,58,114299,5.478983719708419,7.032202719380565
pooled_data,Gaussian kernel regression (pooled data + context),500,106,DEP,6,0,1323,8.158420672407598,9.697732742488581
pooled_data,Gaussian kernel regression (pooled data + context),500,106,Bi-214,6,0,1361,9.787836285558518,11.68574380544265
pooled_data,Gaussian kernel regression (pooled data + context),500,106,continuum_1700_2000,60,0,8230,4.753017179345867,5.698456698460463
pooled_data,Gaussian kernel regression (pooled data + context),500,106,SE,6,0,2023,9.0040020579285,10.413136873862323
pooled_data,Gaussian kernel regression (pooled data + context),500,106,continuum_2200_2400,40,0,9093,2.9717626962316332,3.5413021268978127
pooled_data,Gaussian kernel regression (pooled data + context),500,106,FE,5,1,8709,4.032120836342094,4.8152835176397115
pooled_data,Gaussian kernel regression (pooled data + context),500,106,sparse_tail,13,47,68,2.6374622423387195,6.816730633622009
pooled_data,Gaussian kernel regression (pooled data + context),500,107,full,442,58,114299,5.577158561084198,7.120286240367914
pooled_data,Gaussian kernel regression (pooled data + context),500,107,DEP,6,0,1323,8.335351516985542,9.800971450515181
pooled_data,Gaussian kernel regression (pooled data + context),500,107,Bi-214,6,0,1361,9.82111325791471,11.664092277517398
pooled_data,Gaussian kernel regression (pooled data + context),500,107,continuum_1700_2000,60,0,8230,4.897933622152924,5.8074754774289055
pooled_data,Gaussian kernel regression (pooled data + context),500,107,SE,6,0,2023,9.140834042938634,10.52537865261752
pooled_data,Gaussian kernel regression (pooled data + context),500,107,continuum_2200_2400,40,0,9093,2.8992418768718853,3.493888072350267
pooled_data,Gaussian kernel regression (pooled data + context),500,107,FE,5,1,8709,4.034731911163776,4.8165048846465615
pooled_data,Gaussian kernel regression (pooled data + context),500,107,sparse_tail,13,47,68,2.6374610256776445,6.816730634898306
pooled_data,Gaussian kernel regression (pooled data + context),500,108,full,442,58,114299,5.798920330899278,7.769223075332074
pooled_data,Gaussian kernel regression (pooled data + context),500,108,DEP,6,0,1323,9.345967280554914,10.943799980060808
pooled_data,Gaussian kernel regression (pooled data + context),500,108,Bi-214,6,0,1361,10.40633541608244,12.7400613414759
pooled_data,Gaussian kernel regression (pooled data + context),500,108,continuum_1700_2000,60,0,8230,5.195390495723733,6.860923989792283
pooled_data,Gaussian kernel regression (pooled data + context),500,108,SE,6,0,2023,6.9448206091710745,7.769872605504445
pooled_data,Gaussian kernel regression (pooled data + context),500,108,continuum_2200_2400,40,0,9093,3.499501600698861,4.359995843935373
pooled_data,Gaussian kernel regression (pooled data + context),500,108,FE,5,1,8709,4.1586025949019385,4.906851236337874
pooled_data,Gaussian kernel regression (pooled data + context),500,108,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),500,109,full,442,58,114299,5.560195275367605,7.078573923887088
pooled_data,Gaussian kernel regression (pooled data + context),500,109,DEP,6,0,1323,8.342541098904812,9.80339409203994
pooled_data,Gaussian kernel regression (pooled data + context),500,109,Bi-214,6,0,1361,9.821771459921997,11.67044905992498
pooled_data,Gaussian kernel regression (pooled data + context),500,109,continuum_1700_2000,60,0,8230,4.7534560998289335,5.711549393786726
pooled_data,Gaussian kernel regression (pooled data + context),500,109,SE,6,0,2023,8.994261424317694,10.405289835795154
pooled_data,Gaussian kernel regression (pooled data + context),500,109,continuum_2200_2400,40,0,9093,2.974977245038777,3.533328753372913
pooled_data,Gaussian kernel regression (pooled data + context),500,109,FE,5,1,8709,4.118391828054261,4.886094721206315
pooled_data,Gaussian kernel regression (pooled data + context),500,109,sparse_tail,13,47,68,2.637460329374902,6.816730635506792
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,full,442,58,114299,5.494495168395278,7.053750584916446
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,DEP,6,0,1323,8.04664318983262,9.63404052575281
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,Bi-214,6,0,1361,9.759390013581552,11.679542189494676
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,continuum_1700_2000,60,0,8230,4.527072105946844,5.474790514054447
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,SE,6,0,2023,8.9870455777674,10.39865661061072
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,continuum_2200_2400,40,0,9093,2.966335954768091,3.6040195789600173
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,FE,5,1,8709,3.7665110703668057,4.583640911201757
pooled_data,Gaussian kernel regression (pooled data + context),1000,100,sparse_tail,13,47,68,2.637464600740149,6.8167306316477285
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,full,442,58,114299,5.714999871391316,7.736482575597167
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,DEP,6,0,1323,9.601183962449982,11.2300856220382
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,Bi-214,6,0,1361,10.484001146797816,12.944223256398244
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,continuum_1700_2000,60,0,8230,5.354128119302372,7.042723977371739
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,SE,6,0,2023,7.308371886524514,8.272345820572802
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,continuum_2200_2400,40,0,9093,3.303779878934711,4.178351853630605
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,FE,5,1,8709,4.347323335557515,5.232444889245986
pooled_data,Gaussian kernel regression (pooled data + context),1000,101,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,full,442,58,114299,5.670449691635007,7.61134143327402
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,DEP,6,0,1323,9.51625105147344,11.152758666547124
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,Bi-214,6,0,1361,10.339986032922148,12.570507277126422
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,continuum_1700_2000,60,0,8230,5.11313999798022,6.628907977429063
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,SE,6,0,2023,7.00653343053116,7.51020635499763
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,continuum_2200_2400,40,0,9093,3.54672935182595,4.370581374313491
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,FE,5,1,8709,4.798885885283228,5.549012609549201
pooled_data,Gaussian kernel regression (pooled data + context),1000,102,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,full,442,58,114299,5.701230891858664,7.610964689015326
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,DEP,6,0,1323,8.512412041556493,10.57304386358479
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,Bi-214,6,0,1361,10.180364634116053,12.741001197619248
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,continuum_1700_2000,60,0,8230,5.0384726738612615,6.546307308603327
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,SE,6,0,2023,6.641116097624651,7.452115776956436
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,continuum_2200_2400,40,0,9093,3.5398890196174135,4.390208127268237
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,FE,5,1,8709,3.838022638490715,4.739537712222265
pooled_data,Gaussian kernel regression (pooled data + context),1000,103,sparse_tail,13,47,68,2.6373626373626373,6.816730733745416
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,full,442,58,114299,5.545462969604429,7.082784429276791
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,DEP,6,0,1323,8.503432904150205,9.87679143679642
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,Bi-214,6,0,1361,9.84134820721786,11.755695053615565
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,continuum_1700_2000,60,0,8230,4.821334471056538,5.733506656023133
pooled_data,Gaussian kernel regression (pooled data + context),1000,104,SE,6,0,2023,9.113071451022458,10.463372344996936
