method,architecture_id,training_seed,context_seed,context_size,provenance,peak_region_mean_mae_percentage_points,continuum_region_mean_mae_percentage_points,sparse_tail_mae_percentage_points,global_brier,equal_region_brier,inference_seconds,peak_memory_mib,run_id
CNP,m0,0,106,500,new_evaluation,7.6270682289639415,4.573546810021134,9.301088221220514,0.2330047139569399,0.2058786396900045,0.18228883109986782,226.38232421875,20260909-m0-seed0-final-ctx-s106-n500-drop10100-mc50
CNP,m0,0,107,500,new_evaluation,7.632277319831019,4.510625913824889,9.632337981297791,0.2332979524381883,0.2062266030646514,0.18215078581124544,226.38232421875,20260909-m0-seed0-final-ctx-s107-n500-drop10100-mc50
CNP,m0,0,108,500,new_evaluation,7.6318912981770115,4.501346901148567,9.718641631263816,0.233279688757606,0.20630788500021033,0.18348591728135943,226.38232421875,20260909-m0-seed0-final-ctx-s108-n500-drop10100-mc50
CNP,m0,0,109,500,clean_provenance_rerun,7.665154066304345,4.617561992577248,9.137717767188944,0.2328645830217489,0.20571438331743866,0.18192734057083726,226.38232421875,20260909-m0-seed0-final-ctx-s109-n500-drop10100-mc50-cleanrerun
CNP,m0,0,100,1000,new_evaluation,7.6479476285237435,4.591691858050823,9.206367054049242,0.2329616559213342,0.20579283042938662,0.1833002856001258,226.38232421875,20260909-m0-seed0-final-ctx-s100-n1000-drop10100-mc50
CNP,m0,0,101,1000,new_evaluation,7.787811290747243,4.849086712654032,8.578314837393295,0.23229487894547796,0.2052376624024797,0.19334605894982815,226.38232421875,20260909-m0-seed0-final-ctx-s101-n1000-drop10100-mc50
CNP,m0,0,102,1000,new_evaluation,7.755594652774926,4.753312555768189,8.720375162865345,0.2325768696046597,0.20537835815343947,0.1922916453331709,226.38232421875,20260909-m0-seed0-final-ctx-s102-n1000-drop10100-mc50
CNP,m0,0,103,1000,new_evaluation,7.625764550690456,4.530271733054558,9.561621789614652,0.23317723355664333,0.20613007033678035,0.19317453913390636,226.38232421875,20260909-m0-seed0-final-ctx-s103-n1000-drop10100-mc50
CNP,m0,0,104,1000,new_evaluation,7.625400339563591,4.529876746299606,9.560092799697701,0.2331589930614869,0.20613195416933222,0.19443397596478462,226.38232421875,20260909-m0-seed0-final-ctx-s104-n1000-drop10100-mc50
CNP,m0,0,105,1000,new_evaluation,7.626960231415946,4.534351502180091,9.51468179962321,0.23319476410415751,0.20609338940357885,0.18366225995123386,226.38232421875,20260909-m0-seed0-final-ctx-s105-n1000-drop10100-mc50
CNP,m0,0,106,1000,new_evaluation,7.621953928516126,4.563766579969873,9.365740683658677,0.23302905569657953,0.20593512466410643,0.18211465096101165,226.38232421875,20260909-m0-seed0-final-ctx-s106-n1000-drop10100-mc50
CNP,m0,0,107,1000,new_evaluation,7.688294752193441,4.655602892472505,9.027919321723289,0.23273560893112402,0.20560921854922407,0.18450215784832835,226.38232421875,20260909-m0-seed0-final-ctx-s107-n1000-drop10100-mc50
CNP,m0,0,108,1000,new_evaluation,7.6217757702842786,4.571797819404623,9.356247688742757,0.2329606966630677,0.2059095886939152,0.18622458493337035,226.38232421875,20260909-m0-seed0-final-ctx-s108-n1000-drop10100-mc50
CNP,m0,0,109,1000,clean_provenance_rerun,7.642332739508781,4.579606015802779,9.239166637114195,0.23305297070166295,0.20583479993821693,0.18150453781709075,226.38232421875,20260909-m0-seed0-final-ctx-s109-n1000-drop10100-mc50-cleanrerun
