window,window_weighting,supported_bin_count,target_events_in_supported_bins,continuum_RMSE_pp,continuum_bias_pp,continuum_centered_RMS_pp,continuum_pull_RMS,continuum_pull_mean,continuum_pull_centered_RMS,subset_id,ordering_id,budget_label,training_budget_nominal_events,training_budget_sampling_eligible_events,method,architecture_id,comparison_role,training_seed,context_seed,context_size,run_id,source_event_predictions_sha256,source_curve_sha256,headline_original_5k
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,17.868983931457173,-3.068350197111528,17.30066188862523,5.002036368115555,-0.9837099242720567,4.789477737056614,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,105,500,20260909-phase2-b2000-ours-seed1-final-ctx-s105-n500-drop10100-mc50,63354aff1f9980962ceb8c2d25eab4ab458c5846d5e3cbd61bdacf9ed617fa14,168742a240a1d21f9772dcd88d15c3be3a292d0fe8beb41322911d3ee82969dc,False
continuum_1700_2000,equal bins within this window,60,8230,17.29685286071212,0.17776893338896815,17.2959393237675,4.050428860914865,0.07030056169486167,4.049818735246983,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,106,500,20260909-phase2-b2000-ours-seed1-final-ctx-s106-n500-drop10100-mc50,693e204a6979129d5da5fb502f12c52cd77a508bed07623615c18e7dc88cde1d,dc5d6a43ffe00a5024467ce22e49b54d174e6a12819240f9ba6c066417bd9780,False
continuum_2200_2400,equal bins within this window,40,9093,18.54131002477356,-6.36872020453057,17.413201325177763,5.815898037070437,-2.0546266570622427,5.440880377079521,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,106,500,20260909-phase2-b2000-ours-seed1-final-ctx-s106-n500-drop10100-mc50,693e204a6979129d5da5fb502f12c52cd77a508bed07623615c18e7dc88cde1d,dc5d6a43ffe00a5024467ce22e49b54d174e6a12819240f9ba6c066417bd9780,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,17.929881431842958,-3.0954756355708013,17.354669364217507,5.01151892817596,-0.9921630476836905,4.796051035281342,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,106,500,20260909-phase2-b2000-ours-seed1-final-ctx-s106-n500-drop10100-mc50,693e204a6979129d5da5fb502f12c52cd77a508bed07623615c18e7dc88cde1d,dc5d6a43ffe00a5024467ce22e49b54d174e6a12819240f9ba6c066417bd9780,False
continuum_1700_2000,equal bins within this window,60,8230,17.180195942250098,1.132449030280182,17.142832082474712,4.026217338063176,0.2935740816373413,4.015500007709043,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,107,500,20260909-phase2-b2000-ours-seed1-final-ctx-s107-n500-drop10100-mc50,b3746d593c8319b8437ef9860d046867b06ecbfe58a3707e7abc36630759916c,d8e90638410ee86dd20ad483e7164a400c46da54ce10b900308bea0d40fb4ff5,False
continuum_2200_2400,equal bins within this window,40,9093,18.672059980348035,-7.147044360576578,17.250089298831618,5.86159669465657,-2.2863585733081684,5.397303056626436,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,107,500,20260909-phase2-b2000-ours-seed1-final-ctx-s107-n500-drop10100-mc50,b3746d593c8319b8437ef9860d046867b06ecbfe58a3707e7abc36630759916c,d8e90638410ee86dd20ad483e7164a400c46da54ce10b900308bea0d40fb4ff5,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,17.941640902155818,-3.007297665148198,17.19654431311113,5.028356683059057,-0.9963922458354135,4.756843522598803,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,107,500,20260909-phase2-b2000-ours-seed1-final-ctx-s107-n500-drop10100-mc50,b3746d593c8319b8437ef9860d046867b06ecbfe58a3707e7abc36630759916c,d8e90638410ee86dd20ad483e7164a400c46da54ce10b900308bea0d40fb4ff5,False
continuum_1700_2000,equal bins within this window,60,8230,17.270474010440626,0.3864546978813492,17.266149695626716,4.044554259535403,0.11882576781578168,4.042808379731714,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,108,500,20260909-phase2-b2000-ours-seed1-final-ctx-s108-n500-drop10100-mc50,b4d926b2254e481de5ed6ff79603bc238157228680331baf26d8958051ea897b,bffbcde31f668ce843d5b2ae846b7184c1c80f3d4c51e44ae3161a83b8ef4229,False
continuum_2200_2400,equal bins within this window,40,9093,18.72964055584757,-7.19299647363121,17.293358178259624,5.879995276808619,-2.300734715114179,5.4111887996964345,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,108,500,20260909-phase2-b2000-ours-seed1-final-ctx-s108-n500-drop10100-mc50,b4d926b2254e481de5ed6ff79603bc238157228680331baf26d8958051ea897b,bffbcde31f668ce843d5b2ae846b7184c1c80f3d4c51e44ae3161a83b8ef4229,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,18.01483705028379,-3.4032708878749305,17.279759292209047,5.046422674212775,-1.0909544736491985,4.776257102647905,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,108,500,20260909-phase2-b2000-ours-seed1-final-ctx-s108-n500-drop10100-mc50,b4d926b2254e481de5ed6ff79603bc238157228680331baf26d8958051ea897b,bffbcde31f668ce843d5b2ae846b7184c1c80f3d4c51e44ae3161a83b8ef4229,False
continuum_1700_2000,equal bins within this window,60,8230,17.3016767810016,-0.29455323676204753,17.299169281354608,4.0489320314953945,-0.041537573816320734,4.048718961058037,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,109,500,20260909-phase2-b2000-ours-seed1-final-ctx-s109-n500-drop10100-mc50,21dd81a4dd0b494872a838fa672d472eccceac8f78a7063d4c6f91c96b88c0d5,c30852faf9f6d1839a7cd667e0a6a46c3898d7113d7308273c51bafc5ab122bd,False
continuum_2200_2400,equal bins within this window,40,9093,18.49865251112891,-6.178237218898689,17.436442572798814,5.801120802382893,-1.9974797025276332,5.446382046995019,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,109,500,20260909-phase2-b2000-ours-seed1-final-ctx-s109-n500-drop10100-mc50,21dd81a4dd0b494872a838fa672d472eccceac8f78a7063d4c6f91c96b88c0d5,c30852faf9f6d1839a7cd667e0a6a46c3898d7113d7308273c51bafc5ab122bd,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,17.910167003154182,-3.236395227830368,17.367941550734702,5.002342109427791,-1.019508638171977,4.798708296378336,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,1,109,500,20260909-phase2-b2000-ours-seed1-final-ctx-s109-n500-drop10100-mc50,21dd81a4dd0b494872a838fa672d472eccceac8f78a7063d4c6f91c96b88c0d5,c30852faf9f6d1839a7cd667e0a6a46c3898d7113d7308273c51bafc5ab122bd,False
continuum_1700_2000,equal bins within this window,60,8230,12.349166490916161,6.109536914838823,10.731983586764764,2.940649358219591,1.4499778882392973,2.558316393961935,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,100,500,20260909-phase2-b2000-ours-seed2-final-ctx-s100-n500-drop10100-mc50,1c87074b837dd06eccee406ab372565b85f84b940b9be98daa88bc3d229a0cf6,78bba68c296bbb057b18c21214568a44efd4985c2c7d2f692594fa1b0676fceb,False
continuum_2200_2400,equal bins within this window,40,9093,16.7817665888003,-0.919896127118122,16.756535469967744,5.213048064879516,-0.38997647298853816,5.198440966026207,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,100,500,20260909-phase2-b2000-ours-seed2-final-ctx-s100-n500-drop10100-mc50,1c87074b837dd06eccee406ab372565b85f84b940b9be98daa88bc3d229a0cf6,78bba68c296bbb057b18c21214568a44efd4985c2c7d2f692594fa1b0676fceb,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,14.733119202350542,2.5948203938603505,14.070482448425059,4.23221506865739,0.5300007076253795,4.0968751048130505,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,100,500,20260909-phase2-b2000-ours-seed2-final-ctx-s100-n500-drop10100-mc50,1c87074b837dd06eccee406ab372565b85f84b940b9be98daa88bc3d229a0cf6,78bba68c296bbb057b18c21214568a44efd4985c2c7d2f692594fa1b0676fceb,False
continuum_1700_2000,equal bins within this window,60,8230,13.377131469579261,8.039681822914432,10.691639843387318,3.1847446885432262,1.9066068137543566,2.5509702446225737,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,101,500,20260909-phase2-b2000-ours-seed2-final-ctx-s101-n500-drop10100-mc50,997f8738f57ac51a180a4585dca278d0e142790b465e0aae02d5d4d0af125dc0,cf39dab8f407a6fe8a01244045f6f2e5061a828e29f3adae57550e7f73e45ccd,False
continuum_2200_2400,equal bins within this window,40,9093,16.511577142917826,-1.9545358007611746,16.3954862553713,5.14121761020712,-0.696409594446816,5.093832760531722,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,101,500,20260909-phase2-b2000-ours-seed2-final-ctx-s101-n500-drop10100-mc50,997f8738f57ac51a180a4585dca278d0e142790b465e0aae02d5d4d0af125dc0,cf39dab8f407a6fe8a01244045f6f2e5061a828e29f3adae57550e7f73e45ccd,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,15.026307365765785,3.042573011076629,13.840576795978851,4.2763721334039735,0.6050986096537703,4.028311146201096,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,101,500,20260909-phase2-b2000-ours-seed2-final-ctx-s101-n500-drop10100-mc50,997f8738f57ac51a180a4585dca278d0e142790b465e0aae02d5d4d0af125dc0,cf39dab8f407a6fe8a01244045f6f2e5061a828e29f3adae57550e7f73e45ccd,False
continuum_1700_2000,equal bins within this window,60,8230,12.69368028428994,6.813251981265046,10.710234199099435,3.0225444352075326,1.6160879177875538,2.5542190009443413,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,102,500,20260909-phase2-b2000-ours-seed2-final-ctx-s102-n500-drop10100-mc50,fa2ea1ebca3c79c75b6b7aeb368ec168fd1656fc9a4d1fa69e18ef85ca3251d8,e6f4f6f3e26dc1cc2d71b585f83cc6815b35adfdef7fc315d4ff706b779e2886,False
continuum_2200_2400,equal bins within this window,40,9093,16.672910308608266,-1.2857505478538505,16.623260320634735,5.183513725119567,-0.4979059961234998,5.15954495644017,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,102,500,20260909-phase2-b2000-ours-seed2-final-ctx-s102-n500-drop10100-mc50,fa2ea1ebca3c79c75b6b7aeb368ec168fd1656fc9a4d1fa69e18ef85ca3251d8,e6f4f6f3e26dc1cc2d71b585f83cc6815b35adfdef7fc315d4ff706b779e2886,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,14.817480509834777,2.763750716705598,13.982880609644575,4.242911111566382,0.559090960832027,4.070929799340213,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,102,500,20260909-phase2-b2000-ours-seed2-final-ctx-s102-n500-drop10100-mc50,fa2ea1ebca3c79c75b6b7aeb368ec168fd1656fc9a4d1fa69e18ef85ca3251d8,e6f4f6f3e26dc1cc2d71b585f83cc6815b35adfdef7fc315d4ff706b779e2886,False
continuum_1700_2000,equal bins within this window,60,8230,12.840171649869156,7.04747509287144,10.733270834813604,3.0579666371136245,1.6734053962954647,2.5594675878684674,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,103,500,20260909-phase2-b2000-ours-seed2-final-ctx-s103-n500-drop10100-mc50,ed5c4dc2e7fd6116e8bd1f459c654883a0c40e9c7a33e0d01cf70c3a48670eb1,2c206ed4203d5bedb9be5b7ff0ba2e74bed0b9c7640d0d8803de9484a224df80,False
continuum_2200_2400,equal bins within this window,40,9093,17.03041997803944,-0.33952173353222065,17.027035256346426,5.28109004869508,-0.22020239247591675,5.276497229107022,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,103,500,20260909-phase2-b2000-ours-seed2-final-ctx-s103-n500-drop10100-mc50,ed5c4dc2e7fd6116e8bd1f459c654883a0c40e9c7a33e0d01cf70c3a48670eb1,2c206ed4203d5bedb9be5b7ff0ba2e74bed0b9c7640d0d8803de9484a224df80,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,15.08153196174892,3.3539766796696098,14.23241076617599,4.315151912512826,0.726601501909774,4.146823925736618,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,103,500,20260909-phase2-b2000-ours-seed2-final-ctx-s103-n500-drop10100-mc50,ed5c4dc2e7fd6116e8bd1f459c654883a0c40e9c7a33e0d01cf70c3a48670eb1,2c206ed4203d5bedb9be5b7ff0ba2e74bed0b9c7640d0d8803de9484a224df80,False
continuum_1700_2000,equal bins within this window,60,8230,13.273060744638421,7.814141803160485,10.72908800462375,3.1598034817548766,1.852782176724229,2.5596007987425047,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,104,500,20260909-phase2-b2000-ours-seed2-final-ctx-s104-n500-drop10100-mc50,d8556fddc0e6fc97219f105f3f866a1d9437a4d3845c39e552d863d2f7aae19b,5b9c850f54cd19e4e43c9e266b2dcd9dc7642c18eab987c67f867b3e1c8f1773,False
continuum_2200_2400,equal bins within this window,40,9093,16.56814362591618,-1.617810668943815,16.488968186288627,5.155303141484502,-0.596222659287786,5.12070981614383,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,104,500,20260909-phase2-b2000-ours-seed2-final-ctx-s104-n500-drop10100-mc50,d8556fddc0e6fc97219f105f3f866a1d9437a4d3845c39e552d863d2f7aae19b,5b9c850f54cd19e4e43c9e266b2dcd9dc7642c18eab987c67f867b3e1c8f1773,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,15.011287831825895,3.098165567108335,13.910416982596166,4.275599871591717,0.6282797587182215,4.048038121737186,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,104,500,20260909-phase2-b2000-ours-seed2-final-ctx-s104-n500-drop10100-mc50,d8556fddc0e6fc97219f105f3f866a1d9437a4d3845c39e552d863d2f7aae19b,5b9c850f54cd19e4e43c9e266b2dcd9dc7642c18eab987c67f867b3e1c8f1773,False
continuum_1700_2000,equal bins within this window,60,8230,12.97708094327558,7.354339088401566,10.691974858796433,3.0904421191225486,1.7454152785013115,2.550364287159946,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,105,500,20260909-phase2-b2000-ours-seed2-final-ctx-s105-n500-drop10100-mc50,260ff95234bb3193304de149a402223e1f9cbedfb2cd2463cb4dd0b25dde5c92,b7fb38a5dd59e520d53377daf88d9bc3f813ce1a0ae0c1b125a3e8de0f886b8c,False
continuum_2200_2400,equal bins within this window,40,9093,16.864738254940672,-0.7524218893056284,16.847945207299116,5.236079887586051,-0.34095704487540646,5.224967070014221,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,105,500,20260909-phase2-b2000-ours-seed2-final-ctx-s105-n500-drop10100-mc50,260ff95234bb3193304de149a402223e1f9cbedfb2cd2463cb4dd0b25dde5c92,b7fb38a5dd59e520d53377daf88d9bc3f813ce1a0ae0c1b125a3e8de0f886b8c,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,15.046993490660942,3.3009585995479687,14.109776470399668,4.299265348918919,0.7022291168129525,4.111243052894943,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,105,500,20260909-phase2-b2000-ours-seed2-final-ctx-s105-n500-drop10100-mc50,260ff95234bb3193304de149a402223e1f9cbedfb2cd2463cb4dd0b25dde5c92,b7fb38a5dd59e520d53377daf88d9bc3f813ce1a0ae0c1b125a3e8de0f886b8c,False
continuum_1700_2000,equal bins within this window,60,8230,13.029260149211645,7.390894625686223,10.730158277855788,3.1025329283722507,1.7542993161055418,2.5589342471321386,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,106,500,20260909-phase2-b2000-ours-seed2-final-ctx-s106-n500-drop10100-mc50,721b8a3d8ec0733ff61a893765d80e8966bb8536bbf61d77e0d54ba0509b1644,b9e14a2153f2869a8caa92ec3a11b830270d7fabab7ceeefc5da0bfc1a5e4af9,False
continuum_2200_2400,equal bins within this window,40,9093,16.879990569380908,-0.6991853848865045,16.865503888705774,5.239825803897734,-0.3259612816779554,5.229677207824533,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,106,500,20260909-phase2-b2000-ours-seed2-final-ctx-s106-n500-drop10100-mc50,721b8a3d8ec0733ff61a893765d80e8966bb8536bbf61d77e0d54ba0509b1644,b9e14a2153f2869a8caa92ec3a11b830270d7fabab7ceeefc5da0bfc1a5e4af9,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,15.078058589523769,3.3458546203998596,14.134735902870393,4.305896249727032,0.7141690172137932,4.116896171825634,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,106,500,20260909-phase2-b2000-ours-seed2-final-ctx-s106-n500-drop10100-mc50,721b8a3d8ec0733ff61a893765d80e8966bb8536bbf61d77e0d54ba0509b1644,b9e14a2153f2869a8caa92ec3a11b830270d7fabab7ceeefc5da0bfc1a5e4af9,False
continuum_1700_2000,equal bins within this window,60,8230,13.2988239180482,7.971681113197844,10.644764808709287,3.166271118642166,1.8903133265564265,2.540076440619591,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,107,500,20260909-phase2-b2000-ours-seed2-final-ctx-s107-n500-drop10100-mc50,4355df522f1b0e8d94884a9ae31ccfa02dc2a468fecc583ea66bb5e8195b0aeb,66dcdb69d995ccd1737f2b8c00338f1ae018b23946dc8bfd19d923609d912f07,False
continuum_2200_2400,equal bins within this window,40,9093,16.58706213772275,-1.5848082557031444,16.511178430182706,5.160727696487675,-0.5868275203154498,5.12725499840757,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,107,500,20260909-phase2-b2000-ours-seed2-final-ctx-s107-n500-drop10100-mc50,4355df522f1b0e8d94884a9ae31ccfa02dc2a468fecc583ea66bb5e8195b0aeb,66dcdb69d995ccd1737f2b8c00338f1ae018b23946dc8bfd19d923609d912f07,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,15.033119236604332,3.19343642874735,13.891184812428104,4.281260512631911,0.6517429031204883,4.046030903421654,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,107,500,20260909-phase2-b2000-ours-seed2-final-ctx-s107-n500-drop10100-mc50,4355df522f1b0e8d94884a9ae31ccfa02dc2a468fecc583ea66bb5e8195b0aeb,66dcdb69d995ccd1737f2b8c00338f1ae018b23946dc8bfd19d923609d912f07,False
continuum_1700_2000,equal bins within this window,60,8230,13.106177945899228,7.406715259906033,10.812606966326408,3.120209017736826,1.7575566251324504,2.57811928037072,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,108,500,20260909-phase2-b2000-ours-seed2-final-ctx-s108-n500-drop10100-mc50,f67e11e16fed80e1100bee9b2bf2500116b838eab4bd8f167300e82902201746,1143b66219c78d14e62a60ab1742e04ee1b69a8c348deaa3eac30c7bda6863a0,False
continuum_2200_2400,equal bins within this window,40,9093,16.60518290825902,-1.6766059226134926,16.520323604487743,5.166948136834531,-0.6145981186018044,5.130265314908086,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,108,500,20260909-phase2-b2000-ours-seed2-final-ctx-s108-n500-drop10100-mc50,f67e11e16fed80e1100bee9b2bf2500116b838eab4bd8f167300e82902201746,1143b66219c78d14e62a60ab1742e04ee1b69a8c348deaa3eac30c7bda6863a0,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,14.958342150223613,2.8650546686462697,13.96125999695667,4.2680825532728415,0.571479253265323,4.059945887888667,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,108,500,20260909-phase2-b2000-ours-seed2-final-ctx-s108-n500-drop10100-mc50,f67e11e16fed80e1100bee9b2bf2500116b838eab4bd8f167300e82902201746,1143b66219c78d14e62a60ab1742e04ee1b69a8c348deaa3eac30c7bda6863a0,False
continuum_1700_2000,equal bins within this window,60,8230,12.756629015394019,6.90696433637335,10.724990792185288,3.037180442378609,1.6393286617031453,2.5567687768911957,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,109,500,20260909-phase2-b2000-ours-seed2-final-ctx-s109-n500-drop10100-mc50,ad6bbe54a7cd4e000614ee92b9049ee15abbae47e2558d4cad16ed2702c1a42a,3e390e167146e6d9787cab4e2f52d12b5c2171109e18684f78682a8a139b5fbf,False
continuum_2200_2400,equal bins within this window,40,9093,16.956256006768605,-0.5392155917871894,16.947680204460138,5.261273070850656,-0.278530977169972,5.253895204590117,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,109,500,20260909-phase2-b2000-ours-seed2-final-ctx-s109-n500-drop10100-mc50,ad6bbe54a7cd4e000614ee92b9049ee15abbae47e2558d4cad16ed2702c1a42a,3e390e167146e6d9787cab4e2f52d12b5c2171109e18684f78682a8a139b5fbf,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,15.004102798959174,3.1838743722930802,14.181842119504594,4.295664056093389,0.6803988422665866,4.131614781129815,original_n2000,original,2k,2000,1895,Density-guided CNP,ours,matched_neural,2,109,500,20260909-phase2-b2000-ours-seed2-final-ctx-s109-n500-drop10100-mc50,ad6bbe54a7cd4e000614ee92b9049ee15abbae47e2558d4cad16ed2702c1a42a,3e390e167146e6d9787cab4e2f52d12b5c2171109e18684f78682a8a139b5fbf,False
continuum_1700_2000,equal bins within this window,60,8230,5.086582132772359,-1.1477889375797512,4.955390837079207,1.2159684292556217,-0.2756630082108666,1.18430955702068,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,0,100,500,20260909-phase2-b5000-m0-seed0-final-ctx-s100-n500-drop10100-mc50,81fa44318c1bf881e019a212a812d4e0092338ede76ee388062934b9fc8a2c3f,2697d81edf4deb2d4fd086b3cfcf8f54057a83d4ee7f2a15a636efb91aec50f9,True
continuum_2200_2400,equal bins within this window,40,9093,9.142805647996589,-8.230734108740076,3.9806922950990584,2.869718737866849,-2.5375704516591613,1.340157392745503,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,0,100,500,20260909-phase2-b5000-m0-seed0-final-ctx-s100-n500-drop10100-mc50,81fa44318c1bf881e019a212a812d4e0092338ede76ee388062934b9fc8a2c3f,2697d81edf4deb2d4fd086b3cfcf8f54057a83d4ee7f2a15a636efb91aec50f9,True
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,7.398115060962398,-4.689261523159914,4.4945416616419065,2.2038449191595224,-1.4066167299350139,1.2646365019603347,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,0,100,500,20260909-phase2-b5000-m0-seed0-final-ctx-s100-n500-drop10100-mc50,81fa44318c1bf881e019a212a812d4e0092338ede76ee388062934b9fc8a2c3f,2697d81edf4deb2d4fd086b3cfcf8f54057a83d4ee7f2a15a636efb91aec50f9,True
continuum_1700_2000,equal bins within this window,60,8230,5.005338283275573,-0.7134428106914347,4.95423159388989,1.1962041563586767,-0.1729873736645282,1.1836299050980517,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,0,101,500,20260909-phase2-b5000-m0-seed0-final-ctx-s101-n500-drop10100-mc50,c20c1c1f1764e21a6da41dd6ec979320da7510da636f4005912f255448e4dfae,cd0d413d80be7734bafaacda5491884b2f99f89e1d019c7a47df9670256b707f,True
continuum_2200_2400,equal bins within this window,40,9093,8.62352014646755,-7.652647841017934,3.9751831074675392,2.7100772560697903,-2.361772675082263,1.329115707943268,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,0,101,500,20260909-phase2-b5000-m0-seed0-final-ctx-s101-n500-drop10100-mc50,c20c1c1f1764e21a6da41dd6ec979320da7510da636f4005912f255448e4dfae,cd0d413d80be7734bafaacda5491884b2f99f89e1d019c7a47df9670256b707f,True
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,7.050479098846964,-4.1830453258546845,4.491463649178964,2.0946865060858793,-1.2673800243733957,1.2584769201983717,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,0,101,500,20260909-phase2-b5000-m0-seed0-final-ctx-s101-n500-drop10100-mc50,c20c1c1f1764e21a6da41dd6ec979320da7510da636f4005912f255448e4dfae,cd0d413d80be7734bafaacda5491884b2f99f89e1d019c7a47df9670256b707f,True
continuum_1700_2000,equal bins within this window,60,8230,5.089927338686425,-1.162267166430183,4.955451074013932,1.21677542985681,-0.27908513621994263,1.1843369172006426,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,0,102,500,20260909-phase2-b5000-m0-seed0-final-ctx-s102-n500-drop10100-mc50,3f7f5ab4172b74c4c046a75ce434c59724e92ca2af0ed9dede2e7accfc305bbf,e89e05e2b8c1dc0d3ed5d4ae015ece07ad8a6b60d03c97e51d02efe6ee8f978e,True
continuum_2200_2400,equal bins within this window,40,9093,9.147257357810636,-8.2360805861473,3.9798610212554313,2.8708805267655153,-2.5391107777195385,1.3397281281774753,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,0,102,500,20260909-phase2-b5000-m0-seed0-final-ctx-s102-n500-drop10100-mc50,3f7f5ab4172b74c4c046a75ce434c59724e92ca2af0ed9dede2e7accfc305bbf,e89e05e2b8c1dc0d3ed5d4ae015ece07ad8a6b60d03c97e51d02efe6ee8f978e,True
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,7.402015856613936,-4.699173876288742,4.494206776253967,2.2048239664046503,-1.4090979569697406,1.26442188190379,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,0,102,500,20260909-phase2-b5000-m0-seed0-final-ctx-s102-n500-drop10100-mc50,3f7f5ab4172b74c4c046a75ce434c59724e92ca2af0ed9dede2e7accfc305bbf,e89e05e2b8c1dc0d3ed5d4ae015ece07ad8a6b60d03c97e51d02efe6ee8f978e,True
continuum_1700_2000,equal bins within this window,60,8230,4.952546694915034,0.0784909277309374,4.951924670224474,1.1824812089617114,0.014226481374607728,1.1823956261654762,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,0,103,500,20260909-phase2-b5000-m0-seed0-final-ctx-s103-n500-drop10100-mc50,486ae760ec24dda23a5d3fcc06aceb8d0d0517a7f1dc7151756866ac194a8840,9981d9edf879b98962d912e18ac244a9ba816e78f388f31e6222c01b5c4d8588,True
continuum_2200_2400,equal bins within this window,40,9093,7.643370412834051,-6.534785538524833,3.964554102704828,2.407371065586184,-2.021506195759211,1.3072674355037996,original_n5000,original,5k,5000,4984,CNP,m0,matched_neural,0,103,500,20260909-phase2-b5000-m0-seed0-final-ctx-s103-n500-drop10100-mc50,486ae760ec24dda23a5d3fcc06aceb8d0d0517a7f1dc7151756866ac194a8840,9981d9edf879b98962d912e18ac244a9ba816e78f388f31e6222c01b5c4d8588,True
