window,window_weighting,supported_bin_count,target_events_in_supported_bins,continuum_RMSE_pp,continuum_bias_pp,continuum_centered_RMS_pp,continuum_pull_RMS,continuum_pull_mean,continuum_pull_centered_RMS,subset_id,ordering_id,budget_label,training_budget_nominal_events,training_budget_sampling_eligible_events,method,architecture_id,comparison_role,training_seed,context_seed,context_size,run_id,source_event_predictions_sha256,source_curve_sha256,headline_original_5k
continuum_1700_2000,equal bins within this window,60,8230,12.974346383218657,-4.293796893283357,12.243241903636848,3.098776028972896,-1.0347215539530186,2.9209183801541045,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,104,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s104-n500-drop10100-mc50,366ff32b7d126807fb354abd46ebd59c104989865ac91cd6b30dd89af9e5c308,f80227431176cbffd2f76cdad5a3658eb833a93d5a9d1b681b19c90dbca5ee44,False
continuum_2200_2400,equal bins within this window,40,9093,9.88897008277109,-6.224885758520584,7.683913494522778,2.992182726067301,-1.8981113721710585,2.313078183938115,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,104,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s104-n500-drop10100-mc50,366ff32b7d126807fb354abd46ebd59c104989865ac91cd6b30dd89af9e5c308,f80227431176cbffd2f76cdad5a3658eb833a93d5a9d1b681b19c90dbca5ee44,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,11.535280520422567,-5.25934132590197,10.221044440326988,3.045945694190277,-1.4664164630620387,2.634586767268496,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,104,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s104-n500-drop10100-mc50,366ff32b7d126807fb354abd46ebd59c104989865ac91cd6b30dd89af9e5c308,f80227431176cbffd2f76cdad5a3658eb833a93d5a9d1b681b19c90dbca5ee44,False
continuum_1700_2000,equal bins within this window,60,8230,12.929449854453964,-3.8407841490400525,12.345811057169243,3.087144456329069,-0.9275080436623598,2.944518589376696,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,105,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s105-n500-drop10100-mc50,2bcd334c5c98dcb31e167bd4d8eb4c3c317e2350481a5b827a491e0393560522,f8a54689c9ead7df9a48adeac2164dd6c93f94cd5f00229df6e98bf9c854936a,False
continuum_2200_2400,equal bins within this window,40,9093,9.6827058921927,-5.666152310694493,7.851720281996469,2.9268050241357138,-1.7287642006716433,2.361686259388023,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,105,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s105-n500-drop10100-mc50,2bcd334c5c98dcb31e167bd4d8eb4c3c317e2350481a5b827a491e0393560522,f8a54689c9ead7df9a48adeac2164dd6c93f94cd5f00229df6e98bf9c854936a,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,11.422028430483415,-4.753468229867272,10.34573733587986,3.0080432629493012,-1.3281361221670016,2.6690589831406046,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,105,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s105-n500-drop10100-mc50,2bcd334c5c98dcb31e167bd4d8eb4c3c317e2350481a5b827a491e0393560522,f8a54689c9ead7df9a48adeac2164dd6c93f94cd5f00229df6e98bf9c854936a,False
continuum_1700_2000,equal bins within this window,60,8230,13.25273838266596,-5.290704025628798,12.150865218270788,3.1659326544657813,-1.2703916423539232,2.899868039695953,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,106,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s106-n500-drop10100-mc50,f7cbb34e071bc57ddffb94e64729e52a642105f53342e0043b26a60aeec1a40e,dfbe1925a63b14cbd2a1b6d1d96371e3fbfabf3b4994ba482a9a5bbb5027a6fc,False
continuum_2200_2400,equal bins within this window,40,9093,10.700673181213755,-7.570925060508313,7.562109511195569,3.240933700631252,-2.3049282838003387,2.278367147416019,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,106,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s106-n500-drop10100-mc50,f7cbb34e071bc57ddffb94e64729e52a642105f53342e0043b26a60aeec1a40e,dfbe1925a63b14cbd2a1b6d1d96371e3fbfabf3b4994ba482a9a5bbb5027a6fc,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,12.04449005086008,-6.430814543068555,10.120005578355611,3.2036526672300267,-1.787659963077131,2.607699321823229,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,106,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s106-n500-drop10100-mc50,f7cbb34e071bc57ddffb94e64729e52a642105f53342e0043b26a60aeec1a40e,dfbe1925a63b14cbd2a1b6d1d96371e3fbfabf3b4994ba482a9a5bbb5027a6fc,False
continuum_1700_2000,equal bins within this window,60,8230,12.823418859012136,-3.638210225940179,12.296483138911404,3.061525748127511,-0.8800355275710833,2.93231604310661,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,107,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s107-n500-drop10100-mc50,c2bc33eaa4c592df9e08ba83133222f254f57e9d7586ed5f0c04f25c8f76f19d,5a5c47bcd9aa37132cebb704b248f00e564c204350f596e5192fd79b4b7b27e7,False
continuum_2200_2400,equal bins within this window,40,9093,9.644948990992411,-5.780040236033152,7.721151203588969,2.9153268474858365,-1.7628162218358612,2.3219839783478364,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,107,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s107-n500-drop10100-mc50,c2bc33eaa4c592df9e08ba83133222f254f57e9d7586ed5f0c04f25c8f76f19d,5a5c47bcd9aa37132cebb704b248f00e564c204350f596e5192fd79b4b7b27e7,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,11.346037023395297,-4.709125230986666,10.266929275450762,2.98932020149393,-1.3214258747034722,2.6448144521274504,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,107,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s107-n500-drop10100-mc50,c2bc33eaa4c592df9e08ba83133222f254f57e9d7586ed5f0c04f25c8f76f19d,5a5c47bcd9aa37132cebb704b248f00e564c204350f596e5192fd79b4b7b27e7,False
continuum_1700_2000,equal bins within this window,60,8230,12.799441488751587,-3.7357920164311658,12.242122382738403,3.056272166318815,-0.9033432539037598,2.919720966161265,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,108,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s108-n500-drop10100-mc50,10f0b3c73db140e4e9ef89a2ddfa037df734cf10f25bfe5ea4029c221a301c82,e2001b1442e9927cb1c8fa04d513e8f8a8ae07835f2c32a774c0442ba856f3b0,False
continuum_2200_2400,equal bins within this window,40,9093,9.672750447562395,-5.909126562790988,7.657958245233284,2.925519320443027,-1.802409880038643,2.3043398010329375,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,108,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s108-n500-drop10100-mc50,10f0b3c73db140e4e9ef89a2ddfa037df734cf10f25bfe5ea4029c221a301c82,e2001b1442e9927cb1c8fa04d513e8f8a8ae07835f2c32a774c0442ba856f3b0,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,11.344333467524523,-4.822459289611077,10.210628896392256,2.9916101725409123,-1.3528765669712013,2.6300905344556287,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,108,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s108-n500-drop10100-mc50,10f0b3c73db140e4e9ef89a2ddfa037df734cf10f25bfe5ea4029c221a301c82,e2001b1442e9927cb1c8fa04d513e8f8a8ae07835f2c32a774c0442ba856f3b0,False
continuum_1700_2000,equal bins within this window,60,8230,13.532834630226962,-5.900266031379013,12.178853553928013,3.2334884226270906,-1.4142039100844344,2.907829891854977,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,109,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s109-n500-drop10100-mc50,8d21af8fa206c01d0e5bab209589c9c1bb7d9d2dc6adce9771c697f8c91223ae,81fb2d39505eb279f97b3a91ce08b76351a1a08861c638bc6f58b751d0b68f37,False
continuum_2200_2400,equal bins within this window,40,9093,11.049283254308358,-8.006868537971851,7.61424432557661,3.3478064229738704,-2.4370064868205352,2.2953882523224114,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,109,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s109-n500-drop10100-mc50,8d21af8fa206c01d0e5bab209589c9c1bb7d9d2dc6adce9771c697f8c91223ae,81fb2d39505eb279f97b3a91ce08b76351a1a08861c638bc6f58b751d0b68f37,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,12.353628486461158,-6.953567284675433,10.156308151528306,3.291143815223556,-1.9256051984524847,2.6195688489582656,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,1,109,500,20260909-phase3-original_n10000-m2-seed1-final-ctx-s109-n500-drop10100-mc50,8d21af8fa206c01d0e5bab209589c9c1bb7d9d2dc6adce9771c697f8c91223ae,81fb2d39505eb279f97b3a91ce08b76351a1a08861c638bc6f58b751d0b68f37,False
continuum_1700_2000,equal bins within this window,60,8230,13.091946603393517,-5.631669362735892,11.8187717659209,3.1112588659981886,-1.3431568936657365,2.8063964955527116,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,100,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s100-n500-drop10100-mc50,9d146e0f2ebac0b727336cb22804edd3b21e818c5b21bd538e91ab8feedbe652,e94ff99bcf7329640ae3bd3c1f09febb34325b8b5f0048e1145426ceb69c2418,False
continuum_2200_2400,equal bins within this window,40,9093,9.319035586025489,-5.144348542838522,7.770463456152702,2.765655265315433,-1.5564563908138334,2.28610860417036,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,100,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s100-n500-drop10100-mc50,9d146e0f2ebac0b727336cb22804edd3b21e818c5b21bd538e91ab8feedbe652,e94ff99bcf7329640ae3bd3c1f09febb34325b8b5f0048e1145426ceb69c2418,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,11.363174955084439,-5.388008952787207,10.001586583595964,2.94353365683317,-1.449806642239785,2.5595071635289766,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,100,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s100-n500-drop10100-mc50,9d146e0f2ebac0b727336cb22804edd3b21e818c5b21bd538e91ab8feedbe652,e94ff99bcf7329640ae3bd3c1f09febb34325b8b5f0048e1145426ceb69c2418,False
continuum_1700_2000,equal bins within this window,60,8230,13.103796496522396,-5.639770408434757,11.828037553305972,3.1178874797869445,-1.348510214655646,2.811181697717451,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,101,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s101-n500-drop10100-mc50,6bb614174c644d23915980b83855f095b090b729c73f99b84fd0746fed02e8d9,77408bd0ebe8b5ec959e8badd511a395bbbf51e8eaa202680bef49528b067fce,False
continuum_2200_2400,equal bins within this window,40,9093,9.29264959842614,-5.018395382153581,7.8210641441883775,2.760981100689008,-1.517850755240439,2.3063273235119763,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,101,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s101-n500-drop10100-mc50,6bb614174c644d23915980b83855f095b090b729c73f99b84fd0746fed02e8d9,77408bd0ebe8b5ec959e8badd511a395bbbf51e8eaa202680bef49528b067fce,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,11.359199337572216,-5.329082895294169,10.026752133914684,2.9448462587182775,-1.4331804849480425,2.571175631958996,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,101,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s101-n500-drop10100-mc50,6bb614174c644d23915980b83855f095b090b729c73f99b84fd0746fed02e8d9,77408bd0ebe8b5ec959e8badd511a395bbbf51e8eaa202680bef49528b067fce,False
continuum_1700_2000,equal bins within this window,60,8230,13.331165490034886,-6.369502755971809,11.711080563481946,3.171067225085764,-1.5194222463610947,2.7833475139256567,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,102,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s102-n500-drop10100-mc50,b6ea0ca65fe92f09381311edc8d39046a2e749f1da79e88798818b44595a7fae,cae0c6dd63222df797221ed1841eb97f7869552fb0f166edd0c54e82b4ad8df8,False
continuum_2200_2400,equal bins within this window,40,9093,9.712925690850948,-5.892683041288458,7.721218300948614,2.8904386394433157,-1.7833037501415567,2.274744658883275,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,102,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s102-n500-drop10100-mc50,b6ea0ca65fe92f09381311edc8d39046a2e749f1da79e88798818b44595a7fae,cae0c6dd63222df797221ed1841eb97f7869552fb0f166edd0c54e82b4ad8df8,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,11.66320922385193,-6.131092898630134,9.918836121624059,3.033999248055284,-1.6513629982513258,2.5417992295216907,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,102,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s102-n500-drop10100-mc50,b6ea0ca65fe92f09381311edc8d39046a2e749f1da79e88798818b44595a7fae,cae0c6dd63222df797221ed1841eb97f7869552fb0f166edd0c54e82b4ad8df8,False
continuum_1700_2000,equal bins within this window,60,8230,12.707213610533808,-3.4608256894003784,12.22685418622967,3.019077410507783,-0.8317771807372215,2.9022362295725035,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,103,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s103-n500-drop10100-mc50,7f52e85a929271362d9d794d71a08ba72c28e38030be73794d15281fd28ca9d2,840d5310f93e23a0459b1ea22d180f031f6babff867e2a7c9506f6ceee1465c3,False
continuum_2200_2400,equal bins within this window,40,9093,8.509728326772063,-2.674690385235732,8.078459478056095,2.5115506441273663,-0.8077064757696407,2.3781288625758648,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,103,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s103-n500-drop10100-mc50,7f52e85a929271362d9d794d71a08ba72c28e38030be73794d15281fd28ca9d2,840d5310f93e23a0459b1ea22d180f031f6babff867e2a7c9506f6ceee1465c3,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,10.814082345238601,-3.0677580373180553,10.362371128991578,2.776933114845852,-0.8197418282534311,2.6531558585258046,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,103,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s103-n500-drop10100-mc50,7f52e85a929271362d9d794d71a08ba72c28e38030be73794d15281fd28ca9d2,840d5310f93e23a0459b1ea22d180f031f6babff867e2a7c9506f6ceee1465c3,False
continuum_1700_2000,equal bins within this window,60,8230,12.862043718043449,-4.448351967367683,12.068319409896185,3.0570420676111594,-1.0650660850232485,2.865508757215298,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,104,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s104-n500-drop10100-mc50,43230e198ff80261a13fe8b13a7eae1585c0e777fe10ad82cc6174aa71b2c21e,f26eef599b4d50f8fee35ec4e12709ef8c3b95391a99f488ebe42132005bfc1a,False
continuum_2200_2400,equal bins within this window,40,9093,8.814969457228491,-3.7571024839609217,7.974200113922765,2.6082224126836095,-1.1358871919796585,2.3478893587905025,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,104,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s104-n500-drop10100-mc50,43230e198ff80261a13fe8b13a7eae1585c0e777fe10ad82cc6174aa71b2c21e,f26eef599b4d50f8fee35ec4e12709ef8c3b95391a99f488ebe42132005bfc1a,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,11.0257846690549,-4.102727225664302,10.228201230816758,2.8415075538496657,-1.1004766385014535,2.6195156879468424,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,104,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s104-n500-drop10100-mc50,43230e198ff80261a13fe8b13a7eae1585c0e777fe10ad82cc6174aa71b2c21e,f26eef599b4d50f8fee35ec4e12709ef8c3b95391a99f488ebe42132005bfc1a,False
continuum_1700_2000,equal bins within this window,60,8230,12.739240623791654,-3.606186025209506,12.218169831134578,3.02617324449565,-0.8650369802686215,2.8999026756891464,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,105,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s105-n500-drop10100-mc50,62125e222ef1cf9f8b94cc6f80fd4c86b98f2eb955a32eb644bae2e5e40f873f,f2d23174ba2af67e6c9bfbb1660d983a04d6da2ed5da5d069943cde70ce27c4b,False
continuum_2200_2400,equal bins within this window,40,9093,8.561430232582072,-2.886956262522569,8.059998211268537,2.5262911280000715,-0.8722195597457985,2.3709449388395165,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,105,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s105-n500-drop10100-mc50,62125e222ef1cf9f8b94cc6f80fd4c86b98f2eb955a32eb644bae2e5e40f873f,f2d23174ba2af67e6c9bfbb1660d983a04d6da2ed5da5d069943cde70ce27c4b,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,10.853256177254684,-3.246571143866038,10.350054231454518,2.7874604364109996,-0.86862827000721,2.648661495121431,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,105,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s105-n500-drop10100-mc50,62125e222ef1cf9f8b94cc6f80fd4c86b98f2eb955a32eb644bae2e5e40f873f,f2d23174ba2af67e6c9bfbb1660d983a04d6da2ed5da5d069943cde70ce27c4b,False
continuum_1700_2000,equal bins within this window,60,8230,12.957115934679633,-5.06366103307747,11.92670072932249,3.0809240531353796,-1.2108938254511952,2.8329894395624393,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,106,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s106-n500-drop10100-mc50,3aaf00323f35e097e73fbf76219169f0a43cab3729b2839fbf9ba208e436e043,51d018fb4e082a85083d38d3b3b8face726682ba9b3bfbe1709f9bbfcaf172ed,False
continuum_2200_2400,equal bins within this window,40,9093,9.044641233966473,-4.462107506364486,7.867345909060583,2.6810246060738248,-1.3495145185381188,2.316614664252158,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,106,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s106-n500-drop10100-mc50,3aaf00323f35e097e73fbf76219169f0a43cab3729b2839fbf9ba208e436e043,51d018fb4e082a85083d38d3b3b8face726682ba9b3bfbe1709f9bbfcaf172ed,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,11.173459365744689,-4.762884269720978,10.103002571998928,2.8879046001869106,-1.280204171994657,2.5877145000270456,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,106,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s106-n500-drop10100-mc50,3aaf00323f35e097e73fbf76219169f0a43cab3729b2839fbf9ba208e436e043,51d018fb4e082a85083d38d3b3b8face726682ba9b3bfbe1709f9bbfcaf172ed,False
continuum_1700_2000,equal bins within this window,60,8230,12.749895971261113,-3.895442668743133,12.140237793903205,3.029181178572901,-0.9342753772075434,2.8815044910886414,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,107,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s107-n500-drop10100-mc50,dd8bcea9301c1b03446a0f313747d78fab5edafdf4af944c697d947b87293bc3,67133cf847197ea6e68e4f103b70008f2ffc323a033a42ff9031cfe1136de555,False
continuum_2200_2400,equal bins within this window,40,9093,8.613334587057265,-3.150296572718629,8.016555632721214,2.5438041360287063,-0.9516193698714662,2.3591015360433696,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,107,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s107-n500-drop10100-mc50,dd8bcea9301c1b03446a0f313747d78fab5edafdf4af944c697d947b87293bc3,67133cf847197ea6e68e4f103b70008f2ffc323a033a42ff9031cfe1136de555,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,10.880013326889294,-3.5228696207308814,10.287140951329237,2.7970411236784725,-0.9429473735395049,2.6332895956888405,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,107,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s107-n500-drop10100-mc50,dd8bcea9301c1b03446a0f313747d78fab5edafdf4af944c697d947b87293bc3,67133cf847197ea6e68e4f103b70008f2ffc323a033a42ff9031cfe1136de555,False
continuum_1700_2000,equal bins within this window,60,8230,12.87598023625726,-4.420893917945237,12.093244560942376,3.0608824987593954,-1.0595725402565457,2.8716385049559867,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,108,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s108-n500-drop10100-mc50,0f9b86f10b0ab138ef9b234c11ee7bbee4b59be197ef5107413418449b5b8663,85835542d4ca4f8adbf31e6217dcc33fb670fb1ced4df7bc45348cd07b316608,False
continuum_2200_2400,equal bins within this window,40,9093,8.780791382317759,-3.6199855688186675,7.99987511035831,2.598372984731192,-1.0939371534086433,2.356871585847026,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,108,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s108-n500-drop10100-mc50,0f9b86f10b0ab138ef9b234c11ee7bbee4b59be197ef5107413418449b5b8663,85835542d4ca4f8adbf31e6217dcc33fb670fb1ced4df7bc45348cd07b316608,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,11.020280494258605,-4.020439743381952,10.25291582409835,2.8390618026904986,-1.0767548468325945,2.6268946853003956,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,108,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s108-n500-drop10100-mc50,0f9b86f10b0ab138ef9b234c11ee7bbee4b59be197ef5107413418449b5b8663,85835542d4ca4f8adbf31e6217dcc33fb670fb1ced4df7bc45348cd07b316608,False
continuum_1700_2000,equal bins within this window,60,8230,12.951281349724908,-5.051808851123417,11.92538955051127,3.079178464825551,-1.2072444837905867,2.832649073676907,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,109,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s109-n500-drop10100-mc50,ad11c7c598147121aead895c998173801b3b9e190d05b3e653241bb8212ab87d,c530f588ae389328f0cd84811c7073fd1b1f648136d0b47fc1fa3e3d7b73008c,False
continuum_2200_2400,equal bins within this window,40,9093,9.050999810880153,-4.4916536986973465,7.857839692150191,2.6821022294672736,-1.3587952065513849,2.312433340869808,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,109,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s109-n500-drop10100-mc50,ad11c7c598147121aead895c998173801b3b9e190d05b3e653241bb8212ab87d,c530f588ae389328f0cd84811c7073fd1b1f648136d0b47fc1fa3e3d7b73008c,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,11.172651569262438,-4.7717312749103815,10.098528619531026,2.8874740161219425,-1.2830198451709858,2.5856574338617384,original_n10000,original,10k,10000,9980,Attentive CNP + PE,m2,matched_neural,2,109,500,20260909-phase3-original_n10000-m2-seed2-final-ctx-s109-n500-drop10100-mc50,ad11c7c598147121aead895c998173801b3b9e190d05b3e653241bb8212ab87d,c530f588ae389328f0cd84811c7073fd1b1f648136d0b47fc1fa3e3d7b73008c,False
continuum_1700_2000,equal bins within this window,60,8230,5.004596121941252,-0.7453836544390361,4.9487761670381225,1.1952755671400452,-0.1802523105717308,1.1816060197610323,original_n10000,original,10k,10000,9980,Density-guided CNP,ours,matched_neural,0,100,500,20260909-phase3-original_n10000-ours-seed0-final-ctx-s100-n500-drop10100-mc50,2fb008235dae2ce2331a332403e11b5cc9fa6b95a37611332235b5ff6dd308e1,281c804aa361440bda2abec57eba37c2e58efafa291dcc2a31916670f5ad8c4d,False
continuum_2200_2400,equal bins within this window,40,9093,4.418565004358723,-2.2708613214241757,3.7903701081297125,1.3894713136882884,-0.7144439936690595,1.1917215746443723,original_n10000,original,10k,10000,9980,Density-guided CNP,ours,matched_neural,0,100,500,20260909-phase3-original_n10000-ours-seed0-final-ctx-s100-n500-drop10100-mc50,2fb008235dae2ce2331a332403e11b5cc9fa6b95a37611332235b5ff6dd308e1,281c804aa361440bda2abec57eba37c2e58efafa291dcc2a31916670f5ad8c4d,False
equal_window_mean,equal mean of the two window-specific mean-square quantities before square root; signed bias/pull mean are equal means of window means,100,17323,4.720683162503761,-1.508122487931606,4.407793728615699,1.2960158588853405,-0.44734815212039514,1.1866745757385155,original_n10000,original,10k,10000,9980,Density-guided CNP,ours,matched_neural,0,100,500,20260909-phase3-original_n10000-ours-seed0-final-ctx-s100-n500-drop10100-mc50,2fb008235dae2ce2331a332403e11b5cc9fa6b95a37611332235b5ff6dd308e1,281c804aa361440bda2abec57eba37c2e58efafa291dcc2a31916670f5ad8c4d,False
continuum_1700_2000,equal bins within this window,60,8230,4.971161805612982,-0.4476545158926459,4.950965070770168,1.1870578829210379,-0.10988830047029027,1.1819606502860946,original_n10000,original,10k,10000,9980,Density-guided CNP,ours,matched_neural,0,101,500,20260909-phase3-original_n10000-ours-seed0-final-ctx-s101-n500-drop10100-mc50,514410acb68d890df39ad678cf30ac199d967a00d689ee40d4bc1c6863802564,440e5ca10bdfddb86cf1c6db1eb7c35b04bd8317f0b98c669b302f274d07de69,False
continuum_2200_2400,equal bins within this window,40,9093,4.619110291794637,-2.6454906634432036,3.7864969348195663,1.4597950289999093,-0.8301127185333851,1.2007974022381789,original_n10000,original,10k,10000,9980,Density-guided CNP,ours,matched_neural,0,101,500,20260909-phase3-original_n10000-ours-seed0-final-ctx-s101-n500-drop10100-mc50,514410acb68d890df39ad678cf30ac199d967a00d689ee40d4bc1c6863802564,440e5ca10bdfddb86cf1c6db1eb7c35b04bd8317f0b98c669b302f274d07de69,False
