method,architecture_id,energy_kev,mean_of_training_seed_context_means,sd_across_training_seed_context_means,mean_context_sd_within_training_seed,training_seed_count,context_draws_per_seed,mc_passes_per_cell
Attentive CNP + PE,m2,1253.0,0.520350218673547,0.018223438203619467,0.004291159673028716,3,10,50
Attentive CNP + PE,m2,1254.0,0.524073215484619,0.014704841517251786,0.004055274913939136,3,10,50
Attentive CNP + PE,m2,1255.0,0.4555381723244985,0.036218770024355924,0.004798111394666415,3,10,50
Attentive CNP + PE,m2,1256.0,0.39831231475869816,0.026868329773236162,0.00485150382002214,3,10,50
Attentive CNP + PE,m2,1257.0,0.3818224782745044,0.019798250441912683,0.004176973865446487,3,10,50
Attentive CNP + PE,m2,1258.0,0.38221702017386755,0.03386766659361254,0.0040808658484714384,3,10,50
Attentive CNP + PE,m2,1259.0,0.3712256131072839,0.02371503828735219,0.004663615030042207,3,10,50
Attentive CNP + PE,m2,1260.0,0.3957749402622382,0.010040594392418414,0.004968459394736318,3,10,50
Attentive CNP + PE,m2,1261.0,0.446038217673699,0.047699378701221554,0.005597872368587353,3,10,50
Attentive CNP + PE,m2,1262.0,0.5433436831235886,0.05217163679891319,0.00530492701262196,3,10,50
Attentive CNP + PE,m2,1263.0,0.5748333520094554,0.03859414700462172,0.004562052528074341,3,10,50
Attentive CNP + PE,m2,1264.0,0.5282773467699686,0.03486345395161557,0.004859971631049678,3,10,50
Attentive CNP + PE,m2,1265.0,0.44059347265958787,0.04743818763550735,0.005095950307654745,3,10,50
Attentive CNP + PE,m2,1266.0,0.3919761193692684,0.019094698254569283,0.004647124137481106,3,10,50
Attentive CNP + PE,m2,1267.0,0.4076704380909601,0.019197910901972825,0.00523158001825444,3,10,50
Attentive CNP + PE,m2,1268.0,0.46250212713082633,0.026770344545020745,0.004999008766433693,3,10,50
Attentive CNP + PE,m2,1269.0,0.44875253373384477,0.06632456370144506,0.004389712823314675,3,10,50
Attentive CNP + PE,m2,1270.0,0.4592527121305466,0.02706869906406619,0.00498555478872525,3,10,50
Attentive CNP + PE,m2,1271.0,0.4884597033063571,0.04662965547163539,0.004542543132104765,3,10,50
Attentive CNP + PE,m2,1272.0,0.4120448099573453,0.04138231716661947,0.003974578813460054,3,10,50
Attentive CNP + PE,m2,1273.0,0.4515001924037933,0.032217708386567866,0.00427682164053474,3,10,50
Attentive CNP + PE,m2,1274.0,0.513632397711277,0.023036163048348435,0.005254065065436286,3,10,50
Attentive CNP + PE,m2,1275.0,0.47412595866123836,0.04841881834127468,0.005295647131314005,3,10,50
Attentive CNP + PE,m2,1276.0,0.43786603474617003,0.03977339056928679,0.005157009568752768,3,10,50
Attentive CNP + PE,m2,1277.0,0.42807222859064736,0.043108504858072806,0.004761813344986248,3,10,50
Attentive CNP + PE,m2,1278.0,0.46254423181215926,0.03638886851651185,0.004386456011975353,3,10,50
Attentive CNP + PE,m2,1279.0,0.4799389271934828,0.06349975727490467,0.0048103384992985755,3,10,50
Attentive CNP + PE,m2,1280.0,0.4808719762365023,0.03696546468104966,0.004940356813705932,3,10,50
Attentive CNP + PE,m2,1281.0,0.46815589549144104,0.03947733249297384,0.00456727049286936,3,10,50
Attentive CNP + PE,m2,1282.0,0.4539914815425872,0.023288566779450404,0.004793554480734465,3,10,50
Attentive CNP + PE,m2,1283.0,0.45877865376075116,0.02646216996485508,0.005044336711474333,3,10,50
Attentive CNP + PE,m2,1284.0,0.5105021688739458,0.06530728872282308,0.004584270282343334,3,10,50
Attentive CNP + PE,m2,1285.0,0.6202889529665311,0.008789552174439365,0.0050168021094074465,3,10,50
Attentive CNP + PE,m2,1286.0,0.6675829975803693,0.01503427997666756,0.004745482426079454,3,10,50
Attentive CNP + PE,m2,1287.0,0.6361200612982114,0.03992925007212741,0.005440660815490379,3,10,50
Attentive CNP + PE,m2,1288.0,0.49501233951250717,0.04099531964789422,0.0071526201221977295,3,10,50
Attentive CNP + PE,m2,1289.0,0.37615712519486744,0.06134457545720561,0.006274880948506395,3,10,50
Attentive CNP + PE,m2,1290.0,0.3519148928324382,0.021725766302569068,0.005893706379757735,3,10,50
Attentive CNP + PE,m2,1291.0,0.39724354591965677,0.008016173783446476,0.005669804913297059,3,10,50
Attentive CNP + PE,m2,1292.0,0.42044004799922313,0.023885086451110576,0.004815507873526932,3,10,50
Attentive CNP + PE,m2,1293.0,0.46622323107719427,0.03701403865153599,0.004959382890313616,3,10,50
Attentive CNP + PE,m2,1294.0,0.5189911864399911,0.05757932070540544,0.004940985837592739,3,10,50
Attentive CNP + PE,m2,1295.0,0.49086428250869113,0.04084255166205387,0.004758958944260248,3,10,50
Attentive CNP + PE,m2,1296.0,0.4641435353954633,0.01331566215380331,0.00406410963464337,3,10,50
Attentive CNP + PE,m2,1297.0,0.45684096477429076,0.0043740930423166735,0.004137126829950192,3,10,50
Attentive CNP + PE,m2,1298.0,0.46631279567877454,0.021732231509028824,0.005130249710943696,3,10,50
Attentive CNP + PE,m2,1299.0,0.39855440090099964,0.036768160012468305,0.004706637272129913,3,10,50
Attentive CNP + PE,m2,1300.0,0.3863129049142202,0.02966321903368453,0.004910755371543707,3,10,50
Attentive CNP + PE,m2,1301.0,0.4007271876335144,0.018074641349483982,0.004567887678710747,3,10,50
Attentive CNP + PE,m2,1302.0,0.3970069156686465,0.01601520309396441,0.004103895699826709,3,10,50
Attentive CNP + PE,m2,1303.0,0.4164115656812986,0.019035668890775518,0.004204866027840604,3,10,50
Attentive CNP + PE,m2,1304.0,0.4616831238071124,0.011823943154747423,0.0045716922821135665,3,10,50
Attentive CNP + PE,m2,1305.0,0.478452114323775,0.014747458002002724,0.00487407802305088,3,10,50
Attentive CNP + PE,m2,1306.0,0.45399555794398,0.02278905082307836,0.004329418516053034,3,10,50
Attentive CNP + PE,m2,1307.0,0.4271176609992981,0.035972879621399584,0.004228326307532331,3,10,50
Attentive CNP + PE,m2,1308.0,0.4598246604601542,0.054680381312085226,0.004888000902462226,3,10,50
Attentive CNP + PE,m2,1309.0,0.4144724269707998,0.03021976423154387,0.004903130163495383,3,10,50
Attentive CNP + PE,m2,1310.0,0.3323513057231903,0.03388629835636713,0.003801964820920004,3,10,50
Attentive CNP + PE,m2,1311.0,0.30850646886726213,0.03130920829559576,0.00373982493898316,3,10,50
Attentive CNP + PE,m2,1312.0,0.444507820914189,0.0294843962789558,0.0053579593163731,3,10,50
Attentive CNP + PE,m2,1313.0,0.4634432851672172,0.05546275598569884,0.005951097548569585,3,10,50
Attentive CNP + PE,m2,1314.0,0.45542530282338456,0.05613856141176175,0.005718850977080401,3,10,50
Attentive CNP + PE,m2,1315.0,0.46049107396602623,0.021615076656677393,0.005152721758164371,3,10,50
Attentive CNP + PE,m2,1316.0,0.4512036431034406,0.030828734909764594,0.005251575257779455,3,10,50
Attentive CNP + PE,m2,1317.0,0.5069910693764687,0.004527764214407711,0.005535000554290441,3,10,50
Attentive CNP + PE,m2,1318.0,0.6417627546787262,0.055263107768041136,0.004996449536178722,3,10,50
Attentive CNP + PE,m2,1319.0,0.6322241203983624,0.044654547059199065,0.0055286556398965875,3,10,50
Attentive CNP + PE,m2,1320.0,0.42556362542510034,0.03197866313367519,0.0050444103989985235,3,10,50
Attentive CNP + PE,m2,1321.0,0.36088072625796,0.013747694603851987,0.0038574766694698965,3,10,50
Attentive CNP + PE,m2,1322.0,0.42889093970259035,0.059433792175368996,0.0037896527014063485,3,10,50
Attentive CNP + PE,m2,1323.0,0.516813568820556,0.05788194689982856,0.0041437738742646215,3,10,50
Attentive CNP + PE,m2,1324.0,0.5203374392588934,0.032479752817821034,0.003979009016033245,3,10,50
Attentive CNP + PE,m2,1325.0,0.5490023680528006,0.021141211868802162,0.004247778512669128,3,10,50
Attentive CNP + PE,m2,1326.0,0.5919320941170055,0.023370357109139605,0.0045463379877488655,3,10,50
Attentive CNP + PE,m2,1327.0,0.6507620842258136,0.03190764966071914,0.004672335776956024,3,10,50
Attentive CNP + PE,m2,1328.0,0.5812878020803134,0.045511181593349,0.005514991034769428,3,10,50
Attentive CNP + PE,m2,1329.0,0.5117090708613395,0.08471711145015147,0.005522762940197102,3,10,50
Attentive CNP + PE,m2,1330.0,0.5427422355810801,0.06554643062655217,0.00509256637399361,3,10,50
Attentive CNP + PE,m2,1331.0,0.5630311066508292,0.011410951172282174,0.004742903333246228,3,10,50
Attentive CNP + PE,m2,1332.0,0.5748375061949095,0.054212442311099694,0.00481323036189582,3,10,50
Attentive CNP + PE,m2,1333.0,0.5970785551071168,0.04756208497949936,0.0050299953050912454,3,10,50
Attentive CNP + PE,m2,1334.0,0.5544911567370097,0.036808028570252414,0.0046188754639153486,3,10,50
Attentive CNP + PE,m2,1335.0,0.4998698513309161,0.03883309555695249,0.004257636620248994,3,10,50
Attentive CNP + PE,m2,1336.0,0.4558164501786232,0.04433008593277075,0.0036232350361960542,3,10,50
Attentive CNP + PE,m2,1337.0,0.49002680586775144,0.11351185788666768,0.003940319274428907,3,10,50
Attentive CNP + PE,m2,1338.0,0.5902590071757635,0.04904114070882561,0.004911453184579701,3,10,50
Attentive CNP + PE,m2,1339.0,0.5801236782670022,0.02043549840558732,0.005575064157494089,3,10,50
Attentive CNP + PE,m2,1340.0,0.5361992948452632,0.019480528171944875,0.004941654906099001,3,10,50
Attentive CNP + PE,m2,1341.0,0.5089664095838865,0.03646183618564011,0.004955244065063418,3,10,50
Attentive CNP + PE,m2,1342.0,0.4699810810685158,0.04922800191974846,0.004282987064528935,3,10,50
Attentive CNP + PE,m2,1343.0,0.4096361540357272,0.02973549826416376,0.004105731188391558,3,10,50
Attentive CNP + PE,m2,1344.0,0.4478838479419549,0.015315539508116224,0.005424917613542453,3,10,50
Attentive CNP + PE,m2,1345.0,0.5289260637958844,0.03350475197897947,0.005476875316824388,3,10,50
Attentive CNP + PE,m2,1346.0,0.5747281316320101,0.041516402015884454,0.004801593926303488,3,10,50
Attentive CNP + PE,m2,1347.0,0.5627913434902828,0.009770603700464106,0.005054071615982932,3,10,50
Attentive CNP + PE,m2,1348.0,0.5564699254631996,0.028308031631396387,0.005449849874161691,3,10,50
Attentive CNP + PE,m2,1349.0,0.551219689210256,0.01263631134455723,0.005590569528118823,3,10,50
Attentive CNP + PE,m2,1350.0,0.5294377278884251,0.05744613909885486,0.004793932729517076,3,10,50
Attentive CNP + PE,m2,1351.0,0.49471362603704133,0.044402674134987115,0.004793654692279055,3,10,50
Attentive CNP + PE,m2,1352.0,0.45726627860466645,0.03142686655093629,0.004803013194532129,3,10,50
Attentive CNP + PE,m2,1353.0,0.40850274054209396,0.02759081192858408,0.005120072592011446,3,10,50
Attentive CNP + PE,m2,1354.0,0.3897890409429868,0.013681618045058207,0.005459529610086482,3,10,50
Attentive CNP + PE,m2,1355.0,0.3929255016247432,0.016792164688666348,0.005542635056387717,3,10,50
Attentive CNP + PE,m2,1356.0,0.3946842757264773,0.026978605415042666,0.004739668476648328,3,10,50
Attentive CNP + PE,m2,1357.0,0.4156338402628898,0.020530597380028798,0.00440096104153817,3,10,50
Attentive CNP + PE,m2,1358.0,0.5468776633342106,0.017147295558356982,0.00525879812355111,3,10,50
Attentive CNP + PE,m2,1359.0,0.5909297906160353,0.0031907334446919546,0.004705790655002367,3,10,50
Attentive CNP + PE,m2,1360.0,0.5608834865887959,0.029107893941421166,0.0047695185720890935,3,10,50
Attentive CNP + PE,m2,1361.0,0.5080494620800018,0.017996556004092404,0.004848173317953899,3,10,50
Attentive CNP + PE,m2,1362.0,0.4241990427474181,0.04028797077874298,0.00462396105956317,3,10,50
Attentive CNP + PE,m2,1363.0,0.3842010119756063,0.04056793540856636,0.004680953870185388,3,10,50
Attentive CNP + PE,m2,1364.0,0.3769367512563864,0.03835964784799663,0.0053489300893275185,3,10,50
Attentive CNP + PE,m2,1365.0,0.3237924056698879,0.03502210059592902,0.005493082645434774,3,10,50
Attentive CNP + PE,m2,1366.0,0.2744117227693399,0.009881802582086027,0.005893395462290368,3,10,50
Attentive CNP + PE,m2,1367.0,0.2909486681322257,0.012169724948134937,0.006577889377339428,3,10,50
Attentive CNP + PE,m2,1368.0,0.4050894796053568,0.03886537515857832,0.006364857991676652,3,10,50
Attentive CNP + PE,m2,1369.0,0.5047964089512824,0.04522369176699271,0.005851059737105366,3,10,50
Attentive CNP + PE,m2,1370.0,0.569244570116202,0.012025490614765053,0.005143344500683528,3,10,50
Attentive CNP + PE,m2,1371.0,0.5436618584791819,0.006181053889365246,0.00431175376257303,3,10,50
Attentive CNP + PE,m2,1372.0,0.4822013640006384,0.014492982978470579,0.003870931201800607,3,10,50
Attentive CNP + PE,m2,1373.0,0.420790290594101,0.03076390167347268,0.00427968900693738,3,10,50
Attentive CNP + PE,m2,1374.0,0.38815387831131615,0.018011600062233683,0.00433459974429323,3,10,50
Attentive CNP + PE,m2,1375.0,0.314700443426768,0.014950419070122649,0.0035797393829945846,3,10,50
Attentive CNP + PE,m2,1376.0,0.33114145439863213,0.021468586135809077,0.0033978974367935705,3,10,50
Attentive CNP + PE,m2,1377.0,0.4712243943611781,0.021423595208636074,0.004120627220336104,3,10,50
Attentive CNP + PE,m2,1378.0,0.5248797588944435,0.01656203227647477,0.004542697452960769,3,10,50
Attentive CNP + PE,m2,1379.0,0.4944652117292086,0.012124932311398839,0.004356613587890713,3,10,50
Attentive CNP + PE,m2,1380.0,0.48191248585780455,0.0159297063539416,0.0045327464974351086,3,10,50
Attentive CNP + PE,m2,1381.0,0.4659538422226906,0.008869623218021339,0.0039946977503325055,3,10,50
Attentive CNP + PE,m2,1382.0,0.44318342157204943,0.017249876496176212,0.004239607571231019,3,10,50
Attentive CNP + PE,m2,1383.0,0.4520823420484861,0.01618047267628685,0.004312045468456185,3,10,50
Attentive CNP + PE,m2,1384.0,0.43876396284500757,0.01947175089685976,0.004354887582719351,3,10,50
Attentive CNP + PE,m2,1385.0,0.41308470599850017,0.024064630295298248,0.004010100725516662,3,10,50
Attentive CNP + PE,m2,1386.0,0.3989242836236953,0.05859185443936299,0.0039044263175653324,3,10,50
Attentive CNP + PE,m2,1387.0,0.40111849126219745,0.06278038974146667,0.004434599407812346,3,10,50
Attentive CNP + PE,m2,1388.0,0.3762150890827179,0.049910102876665564,0.004491957189185923,3,10,50
Attentive CNP + PE,m2,1389.0,0.34820948071281116,0.024525476585828668,0.004002264303498051,3,10,50
Attentive CNP + PE,m2,1390.0,0.41476645191510514,0.05433213658683186,0.0042588434138221285,3,10,50
Attentive CNP + PE,m2,1391.0,0.43371130152543386,0.077312776709752,0.005149558000120305,3,10,50
Attentive CNP + PE,m2,1392.0,0.4655556469360987,0.056145481849592054,0.006193961369840237,3,10,50
Attentive CNP + PE,m2,1393.0,0.5204798347751299,0.01714072996355221,0.0062747648797066916,3,10,50
Attentive CNP + PE,m2,1394.0,0.5377333658337593,0.022779162927636362,0.005555328982451088,3,10,50
Attentive CNP + PE,m2,1395.0,0.5406116622885069,0.016100342857775184,0.004616190901375205,3,10,50
Attentive CNP + PE,m2,1396.0,0.5248862364292144,0.024319301306080492,0.0037253762442937904,3,10,50
Attentive CNP + PE,m2,1397.0,0.5467862309614817,0.04707201425797104,0.004180145627372054,3,10,50
Attentive CNP + PE,m2,1398.0,0.5500979471007984,0.041419092900294,0.004455234873579108,3,10,50
Attentive CNP + PE,m2,1399.0,0.529127795914809,0.01619529308027722,0.0042652918980446925,3,10,50
Attentive CNP + PE,m2,1400.0,0.510240753630797,0.05415159803318358,0.003914445535387782,3,10,50
Attentive CNP + PE,m2,1401.0,0.48645918683211004,0.05270586554659706,0.0036745816710142608,3,10,50
Attentive CNP + PE,m2,1402.0,0.4778832564552625,0.032033348871093055,0.003523459302874105,3,10,50
Attentive CNP + PE,m2,1403.0,0.5398067710002262,0.023370498974394263,0.003909650291632919,3,10,50
Attentive CNP + PE,m2,1404.0,0.6016407297849655,0.02041896769867522,0.003744452789164686,3,10,50
Attentive CNP + PE,m2,1405.0,0.6517489530642827,0.007097469788623366,0.0038136383689775523,3,10,50
Attentive CNP + PE,m2,1406.0,0.6285996630589167,0.02651292534655013,0.004521889541649292,3,10,50
Attentive CNP + PE,m2,1407.0,0.5407031133174897,0.022354796338617578,0.005256294230415799,3,10,50
Attentive CNP + PE,m2,1408.0,0.5445460631251334,0.026894868068258526,0.004783682070188689,3,10,50
Attentive CNP + PE,m2,1409.0,0.632996870815754,0.0025025157935290687,0.004241947626420581,3,10,50
Attentive CNP + PE,m2,1410.0,0.6639212379654248,0.009832039778929418,0.0037390739050805325,3,10,50
Attentive CNP + PE,m2,1411.0,0.6795912530819574,0.005220157834054512,0.0036688349242263215,3,10,50
Attentive CNP + PE,m2,1412.0,0.6481564418474833,0.028699205543062895,0.004670903899754945,3,10,50
Attentive CNP + PE,m2,1413.0,0.5583339074850082,0.03167616352042027,0.004480323404446175,3,10,50
Attentive CNP + PE,m2,1414.0,0.43137914630770685,0.011644260361140751,0.003632463604304248,3,10,50
Attentive CNP + PE,m2,1415.0,0.36154324800272786,0.07712918484770022,0.002728580081823879,3,10,50
Attentive CNP + PE,m2,1416.0,0.397681172678868,0.052100834803156346,0.003127677138582996,3,10,50
Attentive CNP + PE,m2,1417.0,0.4368878873984019,0.029260313741945126,0.0038835521521243775,3,10,50
Attentive CNP + PE,m2,1418.0,0.41243174277742706,0.03194521166455747,0.0044382789150011195,3,10,50
Attentive CNP + PE,m2,1419.0,0.40663067000110936,0.020434278228927467,0.004493645531659867,3,10,50
Attentive CNP + PE,m2,1420.0,0.41192203816771505,0.029078364276036203,0.004536730529323565,3,10,50
Attentive CNP + PE,m2,1421.0,0.43261174609263736,0.057355040761563836,0.004319285411522424,3,10,50
Attentive CNP + PE,m2,1422.0,0.5295837031503519,0.0335372684435266,0.004551199020989931,3,10,50
Attentive CNP + PE,m2,1423.0,0.6300123463670412,0.058024017842941124,0.004493309866839527,3,10,50
Attentive CNP + PE,m2,1424.0,0.734180165330569,0.034753891113672844,0.003447186343541769,3,10,50
Attentive CNP + PE,m2,1425.0,0.7688714438875518,0.04377093145477406,0.002855037011301792,3,10,50
Attentive CNP + PE,m2,1426.0,0.6404015487631162,0.003119882742012545,0.003643050176138639,3,10,50
Attentive CNP + PE,m2,1427.0,0.45050804942846295,0.029840487522483135,0.004063732602816023,3,10,50
Attentive CNP + PE,m2,1428.0,0.3977975600262482,0.03082420751904596,0.004139229581578017,3,10,50
Attentive CNP + PE,m2,1429.0,0.411865828404824,0.043124704006039384,0.004323364678829639,3,10,50
Attentive CNP + PE,m2,1430.0,0.4606315603852272,0.07405422685688039,0.004334456668277437,3,10,50
Attentive CNP + PE,m2,1431.0,0.5212301294406255,0.03889754626358781,0.006241005771990732,3,10,50
Attentive CNP + PE,m2,1432.0,0.5107364023526509,0.017950663676033547,0.006100306077124633,3,10,50
Attentive CNP + PE,m2,1433.0,0.5239307817816733,0.03380427652051942,0.005980256902370695,3,10,50
Attentive CNP + PE,m2,1434.0,0.5379890447258949,0.009448181333558316,0.004482267539743277,3,10,50
Attentive CNP + PE,m2,1435.0,0.5423634522755941,0.025139424485479747,0.004057567692584154,3,10,50
Attentive CNP + PE,m2,1436.0,0.4723400404651959,0.034063861550186536,0.004567490248372382,3,10,50
Attentive CNP + PE,m2,1437.0,0.4079466095666091,0.03593136734457459,0.004254067577189591,3,10,50
Attentive CNP + PE,m2,1438.0,0.3822823959191641,0.028650366263900877,0.00420350581858306,3,10,50
Attentive CNP + PE,m2,1439.0,0.42383253927032155,0.027275388418441928,0.004490414732579246,3,10,50
Attentive CNP + PE,m2,1440.0,0.5816674118439357,0.058882247806082824,0.0047717529847748,3,10,50
Attentive CNP + PE,m2,1441.0,0.649901630739371,0.05390490944610851,0.004270874916362516,3,10,50
Attentive CNP + PE,m2,1442.0,0.6845898873209952,0.015762558204577046,0.004222713102539706,3,10,50
Attentive CNP + PE,m2,1443.0,0.7083159831762315,0.006521251019510682,0.004063023293822005,3,10,50
Attentive CNP + PE,m2,1444.0,0.7443573201894761,0.03146171571428066,0.0038418352590608765,3,10,50
Attentive CNP + PE,m2,1445.0,0.7668075918753944,0.013809646589846205,0.0032843354126237644,3,10,50
Attentive CNP + PE,m2,1446.0,0.7254959073066711,0.036282710333438654,0.0041653694364212485,3,10,50
Attentive CNP + PE,m2,1447.0,0.6451691239873569,0.0205803893761188,0.004175295641949821,3,10,50
Attentive CNP + PE,m2,1448.0,0.6598354200522105,0.01667528842567334,0.0038746310714430263,3,10,50
Attentive CNP + PE,m2,1449.0,0.7223163641691208,0.006356979416033535,0.004158579299403197,3,10,50
Attentive CNP + PE,m2,1450.0,0.7296762697100639,0.0342721369225853,0.004227032606255839,3,10,50
Attentive CNP + PE,m2,1451.0,0.6280204751690227,0.035934562746789626,0.004321485471914653,3,10,50
Attentive CNP + PE,m2,1452.0,0.5231769282817841,0.023509019546797932,0.003988020328578814,3,10,50
Attentive CNP + PE,m2,1453.0,0.48496240586042405,0.009999570346813287,0.003724683895737819,3,10,50
Attentive CNP + PE,m2,1454.0,0.5242801649570465,0.02971306614211913,0.003567134827390534,3,10,50
Attentive CNP + PE,m2,1455.0,0.5147610429326693,0.03430057063308835,0.003798714548490622,3,10,50
Attentive CNP + PE,m2,1456.0,0.38744532805681225,0.06022004969725826,0.003477630091335601,3,10,50
Attentive CNP + PE,m2,1457.0,0.3156396508316199,0.05977831457413132,0.003166579705412805,3,10,50
Attentive CNP + PE,m2,1458.0,0.2777536089817683,0.05571559630187751,0.002964233364174109,3,10,50
Attentive CNP + PE,m2,1459.0,0.302801630705595,0.058035275736018486,0.0035726026227162013,3,10,50
Attentive CNP + PE,m2,1460.0,0.36971124580502507,0.035889495873272705,0.004206790003588821,3,10,50
Attentive CNP + PE,m2,1461.0,0.4431620896359285,0.02578208627585642,0.004581818780713701,3,10,50
Attentive CNP + PE,m2,1462.0,0.4528024887641271,0.0400135989996516,0.004297899887476944,3,10,50
Attentive CNP + PE,m2,1463.0,0.4669399399161338,0.031483626563708914,0.004409631041177372,3,10,50
Attentive CNP + PE,m2,1464.0,0.5040745184421539,0.04627344996919601,0.004407713702560242,3,10,50
Attentive CNP + PE,m2,1465.0,0.5302724449634552,0.053078325080372094,0.004814926412069241,3,10,50
Attentive CNP + PE,m2,1466.0,0.49355895191431043,0.04151401686774818,0.005028727846557012,3,10,50
Attentive CNP + PE,m2,1467.0,0.49680797596772514,0.0257489854535475,0.005272673072691154,3,10,50
Attentive CNP + PE,m2,1468.0,0.616152905881405,0.017567644014818234,0.006726632368433495,3,10,50
Attentive CNP + PE,m2,1469.0,0.6346239321033159,0.026849629913143734,0.006467836070281604,3,10,50
Attentive CNP + PE,m2,1470.0,0.5289525412519772,0.049521811961631766,0.007015504867090509,3,10,50
Attentive CNP + PE,m2,1471.0,0.5221382046143214,0.014656507429223201,0.006366141004663473,3,10,50
Attentive CNP + PE,m2,1472.0,0.49959923752148944,0.010466551983462915,0.005594756242513235,3,10,50
Attentive CNP + PE,m2,1473.0,0.4764230986038844,0.006783721315330283,0.005259184262405128,3,10,50
Attentive CNP + PE,m2,1474.0,0.5482836002111435,0.010924938028927628,0.00519748608107998,3,10,50
Attentive CNP + PE,m2,1475.0,0.68750282283624,0.027324414009855025,0.004725240714770091,3,10,50
Attentive CNP + PE,m2,1476.0,0.7132185436288516,0.04371839232014146,0.005031846250082749,3,10,50
Attentive CNP + PE,m2,1477.0,0.6373436595201493,0.05103814979927371,0.005956846895661154,3,10,50
Attentive CNP + PE,m2,1478.0,0.6087071016828218,0.08106500891757985,0.005492963437226697,3,10,50
Attentive CNP + PE,m2,1479.0,0.6404165080587069,0.05967807263069912,0.005078317285653704,3,10,50
Attentive CNP + PE,m2,1480.0,0.6175048249562581,0.03176265817593834,0.004703418182923462,3,10,50
Attentive CNP + PE,m2,1481.0,0.5797566773494084,0.03615682152722109,0.004076499472421463,3,10,50
Attentive CNP + PE,m2,1482.0,0.5417186997334164,0.02817402948900265,0.0039218905063593485,3,10,50
Attentive CNP + PE,m2,1483.0,0.4673447947104772,0.00788395628248018,0.00400703795022132,3,10,50
Attentive CNP + PE,m2,1484.0,0.42947338932752605,0.08122208145179967,0.0041265405986114475,3,10,50
Attentive CNP + PE,m2,1485.0,0.4453311655124028,0.07384881555639562,0.004267011486137693,3,10,50
Attentive CNP + PE,m2,1486.0,0.5509991934498152,0.04235177625930471,0.004092644678135562,3,10,50
Attentive CNP + PE,m2,1487.0,0.7184571832815806,0.06785760111062197,0.0038951502243859877,3,10,50
Attentive CNP + PE,m2,1488.0,0.8166607079903284,0.03250272609713953,0.003134595582351386,3,10,50
Attentive CNP + PE,m2,1489.0,0.8325556884209314,0.03561991434345733,0.0028000325854295894,3,10,50
Attentive CNP + PE,m2,1490.0,0.7331469371716182,0.024297981485714135,0.004271316216257828,3,10,50
Attentive CNP + PE,m2,1491.0,0.584195579012235,0.03461365398654041,0.005172867026118812,3,10,50
Attentive CNP + PE,m2,1492.0,0.5217007415294647,0.05329682291245546,0.004830280347621626,3,10,50
Attentive CNP + PE,m2,1493.0,0.4857787787516911,0.041983011543104375,0.003993424365844836,3,10,50
Attentive CNP + PE,m2,1494.0,0.44219946472843485,0.07465851581877406,0.004386119159164527,3,10,50
Attentive CNP + PE,m2,1495.0,0.37731194187204037,0.047478470474001194,0.00455531901666614,3,10,50
Attentive CNP + PE,m2,1496.0,0.35346797042091693,0.012372850910284039,0.004848067398651671,3,10,50
Attentive CNP + PE,m2,1497.0,0.359909984300534,0.038424919241021496,0.0050295067763992994,3,10,50
Attentive CNP + PE,m2,1498.0,0.3959635837376118,0.02718031846175605,0.005710695126105471,3,10,50
Attentive CNP + PE,m2,1499.0,0.5169295092821121,0.013094419721043535,0.006142991140172994,3,10,50
Attentive CNP + PE,m2,1500.0,0.6146261738538742,0.015312482658948435,0.005106380111868578,3,10,50
Attentive CNP + PE,m2,1501.0,0.6258118132948874,0.032570332437545334,0.004198722561848515,3,10,50
Attentive CNP + PE,m2,1502.0,0.5819006657997767,0.037389737796891725,0.0037128428615608674,3,10,50
Attentive CNP + PE,m2,1503.0,0.5404870657126108,0.06472506868071354,0.0036510135249879666,3,10,50
Attentive CNP + PE,m2,1504.0,0.44559148514270785,0.07862556651815629,0.0041208617310996495,3,10,50
Attentive CNP + PE,m2,1505.0,0.3798503177960713,0.035933965769892204,0.0047875517955305045,3,10,50
Attentive CNP + PE,m2,1506.0,0.4048281188209851,0.04117825541486236,0.004657320244410697,3,10,50
Attentive CNP + PE,m2,1507.0,0.4330280759334564,0.03776007943462621,0.00510217821239074,3,10,50
Attentive CNP + PE,m2,1508.0,0.4500935827891032,0.07385306569546982,0.005414148445904355,3,10,50
Attentive CNP + PE,m2,1509.0,0.36998548048734675,0.011023522078714836,0.006221704184910254,3,10,50
Attentive CNP + PE,m2,1510.0,0.37369485331575075,0.013875961063994304,0.005576641825201769,3,10,50
Attentive CNP + PE,m2,1511.0,0.4034904374281565,0.022519916196374404,0.005689489540519658,3,10,50
Attentive CNP + PE,m2,1512.0,0.3940314580996831,0.006506505977864745,0.00465240086884579,3,10,50
Attentive CNP + PE,m2,1513.0,0.36616733306646343,0.03238814952059047,0.00465215839460712,3,10,50
Attentive CNP + PE,m2,1514.0,0.3532657763063907,0.018127195115907695,0.004892944653379804,3,10,50
Attentive CNP + PE,m2,1515.0,0.3552081967890263,0.006335955036045908,0.005394595481340784,3,10,50
Attentive CNP + PE,m2,1516.0,0.3385520614186923,0.04748789800969852,0.005604970381458741,3,10,50
Attentive CNP + PE,m2,1517.0,0.33728991973400113,0.028809899260574517,0.0052268834287666046,3,10,50
Attentive CNP + PE,m2,1518.0,0.3336478952070077,0.009292075118999998,0.005305004517332283,3,10,50
Attentive CNP + PE,m2,1519.0,0.42499933931231504,0.06484358970860571,0.005301749084726792,3,10,50
