method,architecture_id,training_seed,context_seed,context_size,feature_id,feature,status,center_event_count,sideband_event_count,empirical_contrast_percentage_points,predicted_contrast_percentage_points,absolute_contrast_error_percentage_points
CNP,m0,2,101,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.002695164311172782,28.470453096084025
CNP,m0,2,101,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.5493539111314144,1.9342586838760334
CNP,m0,2,102,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.014238771792762783,21.004418566204908
CNP,m0,2,102,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.020123983489539476,25.567282316627892
CNP,m0,2,102,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.0027201773642793192,28.470428083030917
CNP,m0,2,102,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.5483325613810153,1.9352800336264324
CNP,m0,2,103,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.01432736513491406,21.004329972862756
CNP,m0,2,103,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.020157039491286444,25.56731537262964
CNP,m0,2,103,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.002423949262975178,28.470724311132223
CNP,m0,2,103,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.5481108677443808,1.935501727263067
CNP,m0,2,104,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.014103907870866017,21.004553430126805
CNP,m0,2,104,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.019767032164652587,25.566925365303007
CNP,m0,2,104,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.0027098433133754263,28.470438417081823
CNP,m0,2,104,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.5447518487992076,1.9388607462082401
CNP,m0,2,105,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.014326892204874486,21.004330445792796
CNP,m0,2,105,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.019879340104078658,25.56703767324243
CNP,m0,2,105,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.0026710155739406716,28.470477244821257
CNP,m0,2,105,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.5438953136903429,1.9397172813171049
CNP,m0,2,106,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.014158290310861688,21.00449904768681
CNP,m0,2,106,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.019900737795974788,25.567059070934327
CNP,m0,2,106,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.0028247742517417684,28.470323486143457
CNP,m0,2,106,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.5460852817736173,1.9375273132338307
CNP,m0,2,107,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.014316446767648205,21.004340891230022
CNP,m0,2,107,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.020182452496186887,25.567340785634542
CNP,m0,2,107,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.0026481204707606842,28.470500139924436
CNP,m0,2,107,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.5476415351793662,1.9359710598280815
CNP,m0,2,108,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.014176733344395398,21.004480604653274
CNP,m0,2,108,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.02019423737583681,25.56735257051419
CNP,m0,2,108,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.0026598040579584037,28.47048845633724
CNP,m0,2,108,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.5496695691152603,1.9339430258921875
CNP,m0,2,109,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.014292738045273978,21.004364599952396
CNP,m0,2,109,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.020108160104670425,25.567266493243025
CNP,m0,2,109,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.0023728728886895922,28.470775387506507
CNP,m0,2,109,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.5457559402422152,1.9378566547652327
Attentive CNP,m1,0,100,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.008446923533889095,21.02710426153156
Attentive CNP,m1,0,100,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.019145712711288176,25.56630404584964
Attentive CNP,m1,0,100,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.011325780321314038,28.484474040716513
Attentive CNP,m1,0,100,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.7730923709248883,1.7105202240825594
Attentive CNP,m1,0,101,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.0027939899545637026,21.021451327952235
Attentive CNP,m1,0,101,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.017036867259845323,25.5641952003982
Attentive CNP,m1,0,101,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.012958441068500193,28.486106701463697
Attentive CNP,m1,0,101,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.7580949366135376,1.7255176583939102
Attentive CNP,m1,0,102,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.006907668904865272,21.025565006902536
Attentive CNP,m1,0,102,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.01716637928134146,25.564324712419694
Attentive CNP,m1,0,102,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.011562879953663785,28.48471114034886
Attentive CNP,m1,0,102,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.7683174756088901,1.7152951193985577
Attentive CNP,m1,0,103,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.006353104873368931,21.02501044287104
Attentive CNP,m1,0,103,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.018089848081370707,25.565248181219722
Attentive CNP,m1,0,103,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.012548966522363258,28.485697226917562
Attentive CNP,m1,0,103,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.7647862537260269,1.7188263412814209
Attentive CNP,m1,0,104,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.005494272474437789,21.02415161047211
Attentive CNP,m1,0,104,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.017845668145111127,25.565004001283466
Attentive CNP,m1,0,104,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.011765714798273041,28.48491397519347
Attentive CNP,m1,0,104,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.7674191819649873,1.7161934130424605
Attentive CNP,m1,0,105,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.005515997899552261,21.024173335897224
Attentive CNP,m1,0,105,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.019547948731091225,25.566706281869443
Attentive CNP,m1,0,105,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.008873252577468183,28.482021512972665
Attentive CNP,m1,0,105,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.7713166184926179,1.71229597651483
Attentive CNP,m1,0,106,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.005350291732064694,21.024007629729734
Attentive CNP,m1,0,106,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.018694171594868525,25.565852504733222
Attentive CNP,m1,0,106,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.011531954808174927,28.484680215203372
Attentive CNP,m1,0,106,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.7629083920379309,1.7207042029695168
Attentive CNP,m1,0,107,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.00624481436438673,21.024902152362056
Attentive CNP,m1,0,107,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.018291850042917446,25.56545018318127
Attentive CNP,m1,0,107,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.011378763507907674,28.484527023903105
Attentive CNP,m1,0,107,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.7688650358528365,1.7147475591546113
Attentive CNP,m1,0,108,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.005682895547420852,21.02434023354509
Attentive CNP,m1,0,108,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.018209241433508883,25.565367574571862
Attentive CNP,m1,0,108,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.012892390580532265,28.48604065097573
Attentive CNP,m1,0,108,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.766194136935125,1.7174184580723229
Attentive CNP,m1,0,109,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.004492042255133111,21.023149380252804
Attentive CNP,m1,0,109,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.017244473837263463,25.564402806975618
Attentive CNP,m1,0,109,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.012254499140740283,28.485402759535937
Attentive CNP,m1,0,109,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.76296579121371,1.7206468037937377
Attentive CNP,m1,0,100,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.02281744283623155,21.0414747808339
Attentive CNP,m1,0,100,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.017347652801014135,25.529810680337338
Attentive CNP,m1,0,100,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.01267293105906564,28.485821191454264
Attentive CNP,m1,0,100,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6165143441902915,1.8670982508171563
Attentive CNP,m1,0,101,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.02222919711347693,21.04088653511115
Attentive CNP,m1,0,101,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.02116297995073957,25.525995353187614
Attentive CNP,m1,0,101,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.01317850982589519,28.486326770221094
Attentive CNP,m1,0,101,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6068063905401766,1.8768062044672713
Attentive CNP,m1,0,102,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.024436624986612365,21.043093962984283
Attentive CNP,m1,0,102,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.01844827390683479,25.528710059231518
Attentive CNP,m1,0,102,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.011257759011717994,28.484406019406915
Attentive CNP,m1,0,102,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6109900767147736,1.8726225182926743
Attentive CNP,m1,0,103,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.022872442323429443,21.0415297803211
Attentive CNP,m1,0,103,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.018454991079908112,25.528703342058446
Attentive CNP,m1,0,103,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.013527487319275888,28.486675747714475
Attentive CNP,m1,0,103,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6172555316710876,1.8663570633363602
Attentive CNP,m1,0,104,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.022680064836733127,21.041337402834404
Attentive CNP,m1,0,104,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.01892363011436471,25.52823470302399
Attentive CNP,m1,0,104,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.013431833678001492,28.4865800940732
Attentive CNP,m1,0,104,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6110427653468253,1.8725698296606224
Attentive CNP,m1,0,105,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.023101187519469768,21.04175852551714
Attentive CNP,m1,0,105,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.018513425666899508,25.528644907471453
Attentive CNP,m1,0,105,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.01393940752568712,28.487087667920886
Attentive CNP,m1,0,105,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6156549078401408,1.8679576871673071
Attentive CNP,m1,0,106,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.02326524135345398,21.041922579351123
Attentive CNP,m1,0,106,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.017714317264749813,25.529444015873604
Attentive CNP,m1,0,106,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.014371647348365713,28.487519907743565
Attentive CNP,m1,0,106,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6126653037320989,1.8709472912753489
Attentive CNP,m1,0,107,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.023837322963404795,21.042494660961076
Attentive CNP,m1,0,107,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.017582679741945384,25.529575653396407
Attentive CNP,m1,0,107,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.01362392049013561,28.486772180885332
Attentive CNP,m1,0,107,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6147165958304446,1.868895999177003
Attentive CNP,m1,0,108,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.022033586452729903,21.040690924450402
Attentive CNP,m1,0,108,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.02035311041914678,25.526805222719208
Attentive CNP,m1,0,108,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.012991646604676443,28.486139906999874
Attentive CNP,m1,0,108,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6105334191230549,1.873079175884393
Attentive CNP,m1,0,109,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.024514724506841112,21.04317206250451
Attentive CNP,m1,0,109,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.017680774466743987,25.52947755867161
Attentive CNP,m1,0,109,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.012937322683870267,28.486085583079067
Attentive CNP,m1,0,109,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6148887646180379,1.8687238303894098
Attentive CNP,m1,0,100,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.011169848859682308,21.029827186857354
Attentive CNP,m1,0,100,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.009572595074081036,25.556730928212435
Attentive CNP,m1,0,100,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.0250129513902575,28.498161211785455
Attentive CNP,m1,0,100,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6343046378285838,1.849307957178864
Attentive CNP,m1,0,101,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.008760593746515166,21.027417931744186
Attentive CNP,m1,0,101,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.010673111978543037,25.557831445116896
Attentive CNP,m1,0,101,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.0249793645109464,28.498127624906143
Attentive CNP,m1,0,101,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6312334876146269,1.8523791073928209
Attentive CNP,m1,0,102,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.0077410602469463186,21.026398398244616
Attentive CNP,m1,0,102,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.011002272469973207,25.558160605608325
Attentive CNP,m1,0,102,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.025020612836101908,28.4981688732313
Attentive CNP,m1,0,102,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6297538833293814,1.8538587116780665
Attentive CNP,m1,0,103,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.010884012060718984,21.029541350058388
Attentive CNP,m1,0,103,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.010888445706203065,25.558046778844556
Attentive CNP,m1,0,103,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.025007830463841252,28.49815609085904
Attentive CNP,m1,0,103,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6361694942505686,1.8474431007568792
Attentive CNP,m1,0,104,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.007979159523441304,21.02663649752111
Attentive CNP,m1,0,104,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.010133939306178341,25.55729227244453
Attentive CNP,m1,0,104,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.024165403921638795,28.497313664316838
Attentive CNP,m1,0,104,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6345201480668666,1.8490924469405812
Attentive CNP,m1,0,105,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.009333609359296613,21.02799094735697
Attentive CNP,m1,0,105,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.010071699991898164,25.557230033130253
Attentive CNP,m1,0,105,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.024976667016796128,28.498124927411993
Attentive CNP,m1,0,105,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6353937138339733,1.8482188811734745
Attentive CNP,m1,0,106,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.010967679713969058,21.029625017711638
Attentive CNP,m1,0,106,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.010379168432983477,25.557537501571336
Attentive CNP,m1,0,106,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.02395742837090209,28.4971056887661
Attentive CNP,m1,0,106,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6379383744326866,1.8456742205747612
Attentive CNP,m1,0,107,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.0076530956503839676,21.026310433648053
Attentive CNP,m1,0,107,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.010211916012548006,25.5573702491509
Attentive CNP,m1,0,107,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.024984920745318995,28.498133181140517
Attentive CNP,m1,0,107,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6324514678226062,1.8511611271848416
Attentive CNP,m1,0,108,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.008756934416132012,21.027414272413804
Attentive CNP,m1,0,108,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.010668927347845525,25.5578272604862
Attentive CNP,m1,0,108,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.023617569174450015,28.496765829569647
Attentive CNP,m1,0,108,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6340038850357055,1.8496087099717422
Attentive CNP,m1,0,109,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.008929119290390641,21.02758645728806
Attentive CNP,m1,0,109,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.0119899740915419,25.559148307229897
Attentive CNP,m1,0,109,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.025078908776132725,28.49822716917133
Attentive CNP,m1,0,109,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6343633723339737,1.8492492226734742
Attentive CNP,m1,0,100,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.005356910719034325,21.013300427278637
Attentive CNP,m1,0,100,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.010073823881029398,25.537084509257323
Attentive CNP,m1,0,100,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.021412047132374212,28.49456030752757
Attentive CNP,m1,0,100,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6473200705381543,1.8362925244692936
Attentive CNP,m1,0,101,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.005406802824547974,21.01325053517312
Attentive CNP,m1,0,101,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.01092227475754104,25.536236058380812
Attentive CNP,m1,0,101,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.02113306017234029,28.494281320567538
Attentive CNP,m1,0,101,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6448801712141405,1.8387324237933074
Attentive CNP,m1,0,102,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.0057371041634946,21.012920233834176
Attentive CNP,m1,0,102,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.010456918664014658,25.53670141447434
Attentive CNP,m1,0,102,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.021885865300785845,28.495034125695984
Attentive CNP,m1,0,102,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6432951691290684,1.8403174258783794
Attentive CNP,m1,0,103,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.005366850619537011,21.013290487378132
Attentive CNP,m1,0,103,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.010580689988559655,25.536577643149794
Attentive CNP,m1,0,103,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.02084964470705497,28.493997905102255
Attentive CNP,m1,0,103,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6457699286795598,1.837842666327888
Attentive CNP,m1,0,104,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.005197283345981241,21.013460054651688
Attentive CNP,m1,0,104,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.010550210565252183,25.5366081225731
Attentive CNP,m1,0,104,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.021171655780527487,28.494319916175726
Attentive CNP,m1,0,104,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6460188034828701,1.8375937915245777
Attentive CNP,m1,0,105,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.004993534080188766,21.01366380391748
Attentive CNP,m1,0,105,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.011134036881965681,25.536024296256386
Attentive CNP,m1,0,105,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.020484506023521476,28.49363276641872
Attentive CNP,m1,0,105,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.646471982325797,1.837140612681651
Attentive CNP,m1,0,106,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.004938252195141324,21.013719085802528
Attentive CNP,m1,0,106,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.010291454308031245,25.536866878830324
Attentive CNP,m1,0,106,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.021255250575469287,28.494403510970667
Attentive CNP,m1,0,106,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6440681753895311,1.8395444196179167
Attentive CNP,m1,0,107,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.004810493475437827,21.013846844522234
Attentive CNP,m1,0,107,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.011161229850542576,25.535997103287812
Attentive CNP,m1,0,107,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.021534015168778176,28.494682275563974
Attentive CNP,m1,0,107,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6438979222429669,1.8397146727644809
Attentive CNP,m1,0,108,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.0054980468618626155,21.013159291135807
Attentive CNP,m1,0,108,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.010072503583402614,25.53708582955495
Attentive CNP,m1,0,108,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.02166903281866084,28.49481729321386
Attentive CNP,m1,0,108,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6424882431595502,1.8411243518478977
Attentive CNP,m1,0,109,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.00578557194339524,21.012871766054275
Attentive CNP,m1,0,109,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.011019893220032273,25.53613843991832
Attentive CNP,m1,0,109,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.021176595992244973,28.494324856387443
Attentive CNP,m1,0,109,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6444891270394992,1.8391234679679487
Attentive CNP,m1,1,100,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.011588846512211592,21.03024618450988
Attentive CNP,m1,1,100,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.0049288923896773085,25.55208722552803
