method,architecture_id,training_seed,context_seed,context_size,feature_id,feature,status,center_event_count,sideband_event_count,empirical_contrast_percentage_points,predicted_contrast_percentage_points,absolute_contrast_error_percentage_points
Attentive CNP,m1,2,101,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.00025036398705324814,28.472897896408146
Attentive CNP,m1,2,101,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6257780353131737,1.857834559694274
Attentive CNP,m1,2,102,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.0005525696843311501,21.01810476831334
Attentive CNP,m1,2,102,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.007741726261900617,25.554900059400254
Attentive CNP,m1,2,102,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,8.254837459142905e-05,28.473230808769788
Attentive CNP,m1,2,102,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6235223604361767,1.860090234571271
Attentive CNP,m1,2,103,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-3.733523170623698e-05,21.018694673229376
Attentive CNP,m1,2,103,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.008697634786836161,25.55585596792519
Attentive CNP,m1,2,103,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.0004698212089593312,28.47267843918624
Attentive CNP,m1,2,103,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6246804682972312,1.8589321267102166
Attentive CNP,m1,2,104,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.00034475774776110413,21.01831258024991
Attentive CNP,m1,2,104,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.00834780330043472,25.555506136438787
Attentive CNP,m1,2,104,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.0010634980178170217,28.47208476237738
Attentive CNP,m1,2,104,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6258358935492175,1.8577767014582303
Attentive CNP,m1,2,105,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,4.3370558822086736e-05,21.01861396743885
Attentive CNP,m1,2,105,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.008889884795060254,25.556048217933412
Attentive CNP,m1,2,105,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.0008719521071398617,28.47227630828806
Attentive CNP,m1,2,105,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6252916878450226,1.8583209071624252
Attentive CNP,m1,2,106,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.00047081278790050973,21.01818652520977
Attentive CNP,m1,2,106,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.008583201784595484,25.555741534922948
Attentive CNP,m1,2,106,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.0008846742726276169,28.47226358612257
Attentive CNP,m1,2,106,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6251900737586746,1.858422521248773
Attentive CNP,m1,2,107,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-2.1642746372840804e-05,21.018678980744042
Attentive CNP,m1,2,107,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.007990097255672346,25.555148430394027
Attentive CNP,m1,2,107,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.00022983784255803386,28.472918422552638
Attentive CNP,m1,2,107,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6249937780462261,1.8586188169612217
Attentive CNP,m1,2,108,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.0002022275681690111,21.0184551104295
Attentive CNP,m1,2,108,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.008120590067495215,25.555278923205847
Attentive CNP,m1,2,108,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.00033099303323735896,28.47281726736196
Attentive CNP,m1,2,108,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6233245378028412,1.8602880572046065
Attentive CNP,m1,2,109,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.0006252677402840412,21.018032070257387
Attentive CNP,m1,2,109,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.00836986306230747,25.55552819620066
Attentive CNP,m1,2,109,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.00042208973398683014,28.47272617066121
Attentive CNP,m1,2,109,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6237303006864342,1.8598822943210136
Attentive CNP + PE,m2,0,100,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.86072235404892,2.1579349839487505
Attentive CNP + PE,m2,0,100,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.907871708948697,2.6392866241896575
Attentive CNP + PE,m2,0,100,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.736551853062345,10.736596407332854
Attentive CNP + PE,m2,0,100,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.9276052410159243,6.411217836023372
Attentive CNP + PE,m2,0,101,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.462351139562315,2.556306198435354
Attentive CNP + PE,m2,0,101,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.91565637657215,3.6315019565662023
Attentive CNP + PE,m2,0,101,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.876495505550082,11.596652754845117
Attentive CNP + PE,m2,0,101,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,4.1064634698462745,6.590076064853722
Attentive CNP + PE,m2,0,102,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.57666441619913,2.4419929217985414
Attentive CNP + PE,m2,0,102,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.959684695930946,3.5874736372074056
Attentive CNP + PE,m2,0,102,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.87012432580199,11.60302393459321
Attentive CNP + PE,m2,0,102,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.9148759901446004,6.398488585152048
Attentive CNP + PE,m2,0,103,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.9000532799422,2.1186040580554732
Attentive CNP + PE,m2,0,103,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-23.39785464110887,2.1493036920294806
Attentive CNP + PE,m2,0,103,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-18.210585936954494,10.262562323440704
Attentive CNP + PE,m2,0,103,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,4.000733928245248,6.484346523252696
Attentive CNP + PE,m2,0,104,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.99040852824817,2.0282488097495
Attentive CNP + PE,m2,0,104,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.863854976981873,2.68330335615648
Attentive CNP + PE,m2,0,104,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.651105839021827,10.822042421373371
Attentive CNP + PE,m2,0,104,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.861237713666907,6.344850308674355
Attentive CNP + PE,m2,0,105,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.064619780494684,1.9540375575029856
Attentive CNP + PE,m2,0,105,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.996902606647083,2.5502557264912684
Attentive CNP + PE,m2,0,105,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.815811111489797,10.657337148905402
Attentive CNP + PE,m2,0,105,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.8702383721502724,6.353850967157721
Attentive CNP + PE,m2,0,106,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.95296268967417,2.0656946483235017
Attentive CNP + PE,m2,0,106,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.08916824621239,3.4579900869259603
Attentive CNP + PE,m2,0,106,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.913803854224817,11.55934440617038
Attentive CNP + PE,m2,0,106,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.7390062480409103,6.222618843048358
Attentive CNP + PE,m2,0,107,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.97320333223701,2.0454540057606607
Attentive CNP + PE,m2,0,107,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.893873061660656,2.6532852714776958
Attentive CNP + PE,m2,0,107,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.631870828708276,10.84127743168692
Attentive CNP + PE,m2,0,107,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.78672118314603,6.270333778153478
Attentive CNP + PE,m2,0,108,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.507201073498013,2.5114562644996563
Attentive CNP + PE,m2,0,108,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-23.724073931257276,1.8230844018810755
Attentive CNP + PE,m2,0,108,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-18.65670206630969,9.816446194085508
Attentive CNP + PE,m2,0,108,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,4.31965960102329,6.803272196030738
Attentive CNP + PE,m2,0,109,250,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.693422945387518,2.3252343926101537
Attentive CNP + PE,m2,0,109,250,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.3297819356576,4.217376397480754
Attentive CNP + PE,m2,0,109,250,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.272508861372213,12.200639399022986
Attentive CNP + PE,m2,0,109,250,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.7402700232030712,6.223882618210519
Attentive CNP + PE,m2,0,100,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.027935206228264,1.9907221317694068
Attentive CNP + PE,m2,0,100,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.5274069348932,4.019751398245153
Attentive CNP + PE,m2,0,100,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.363872532263688,12.10927572813151
Attentive CNP + PE,m2,0,100,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.672118728222329,6.155731323229777
Attentive CNP + PE,m2,0,101,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.389661336897113,2.6289960011005586
Attentive CNP + PE,m2,0,101,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.2737815398645,4.273376793273853
Attentive CNP + PE,m2,0,101,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.29870769464657,12.174440565748629
Attentive CNP + PE,m2,0,101,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,4.061758176994223,6.545370772001672
Attentive CNP + PE,m2,0,102,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.449696022253413,2.568961315744256
Attentive CNP + PE,m2,0,102,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.780611454817382,4.766546878320971
Attentive CNP + PE,m2,0,102,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-15.80988724434477,12.663261016050429
Attentive CNP + PE,m2,0,102,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.9073675272381454,6.390980122245593
Attentive CNP + PE,m2,0,103,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.883603111787895,2.135054226209776
Attentive CNP + PE,m2,0,103,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-23.06370863741174,2.483449695726614
Attentive CNP + PE,m2,0,103,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.9279637154477,10.545184544947498
Attentive CNP + PE,m2,0,103,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,4.037826602572575,6.5214391975800226
Attentive CNP + PE,m2,0,104,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.83965407062633,2.1790032673713378
Attentive CNP + PE,m2,0,104,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.524660602695107,3.0224977304432468
Attentive CNP + PE,m2,0,104,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.359579083205514,11.113569177189683
Attentive CNP + PE,m2,0,104,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.9378870395748526,6.4214996345823
Attentive CNP + PE,m2,0,105,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.036418779969722,1.982238558027949
Attentive CNP + PE,m2,0,105,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.566910149956428,2.980248183181927
Attentive CNP + PE,m2,0,105,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.43800755572737,11.035140704667828
Attentive CNP + PE,m2,0,105,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.9056831999865538,6.389295794994002
Attentive CNP + PE,m2,0,106,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.806457843095025,2.2121994949026447
Attentive CNP + PE,m2,0,106,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.944986073458168,3.602172259680186
Attentive CNP + PE,m2,0,106,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.831679088361163,11.641469172034036
Attentive CNP + PE,m2,0,106,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.9403191456969635,6.423931740704411
Attentive CNP + PE,m2,0,107,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.88318668818576,2.1354706498119103
Attentive CNP + PE,m2,0,107,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.868925798008792,2.6782325351295597
Attentive CNP + PE,m2,0,107,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.695533348490848,10.77761491190435
Attentive CNP + PE,m2,0,107,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.9583686525277884,6.441981247535236
Attentive CNP + PE,m2,0,108,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.661027101970674,2.3576302360269974
Attentive CNP + PE,m2,0,108,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.82121176855279,2.7259465645855627
Attentive CNP + PE,m2,0,108,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.72320038039484,10.74994788000036
Attentive CNP + PE,m2,0,108,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,4.188510317632696,6.672122912640144
Attentive CNP + PE,m2,0,109,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.92160049122069,2.097056846776979
Attentive CNP + PE,m2,0,109,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.943247643533255,3.6039106896051
Attentive CNP + PE,m2,0,109,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.82297754174837,11.65017071864683
Attentive CNP + PE,m2,0,109,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.821557627528743,6.305170222536191
Attentive CNP + PE,m2,0,100,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.931742505146897,2.0869148328507725
Attentive CNP + PE,m2,0,100,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.98659591770133,3.5605624154370243
Attentive CNP + PE,m2,0,100,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.777542453968604,11.695605806426595
Attentive CNP + PE,m2,0,100,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.6973445436428056,6.180957138650253
Attentive CNP + PE,m2,0,101,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.53433781995487,2.484319518042799
Attentive CNP + PE,m2,0,101,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.469515335466333,5.077642997672021
Attentive CNP + PE,m2,0,101,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-15.423491864499898,13.049656395895301
Attentive CNP + PE,m2,0,101,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.6215484074888393,6.1051610024962875
Attentive CNP + PE,m2,0,102,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.46547626802113,2.55318106997654
Attentive CNP + PE,m2,0,102,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.437899199063764,5.109259134074589
Attentive CNP + PE,m2,0,102,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-15.414067775230158,13.059080485165039
Attentive CNP + PE,m2,0,102,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.6849636452661647,6.168576240273612
Attentive CNP + PE,m2,0,103,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.89834678743889,2.1203105505587794
Attentive CNP + PE,m2,0,103,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.683967989904847,2.863190343233507
Attentive CNP + PE,m2,0,103,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.484987030527797,10.9881612298674
Attentive CNP + PE,m2,0,103,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.8290884712311457,6.312701066238594
Attentive CNP + PE,m2,0,104,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.76487770535247,2.253779632645203
Attentive CNP + PE,m2,0,104,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.643323188762643,2.9038351443757104
Attentive CNP + PE,m2,0,104,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.459110730397295,11.014037529997903
Attentive CNP + PE,m2,0,104,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.8887767762263934,6.372389371233841
Attentive CNP + PE,m2,0,105,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.817791043553157,2.2008662944445145
Attentive CNP + PE,m2,0,105,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.558309682918726,2.9888486502196274
Attentive CNP + PE,m2,0,105,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.40884560924605,11.064302651149148
Attentive CNP + PE,m2,0,105,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.894394848089486,6.378007443096934
Attentive CNP + PE,m2,0,106,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.767426994093807,2.251230343903865
Attentive CNP + PE,m2,0,106,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.110759909356346,3.4363984237820056
Attentive CNP + PE,m2,0,106,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.968714553458113,11.504433706937084
Attentive CNP + PE,m2,0,106,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.8458451451573614,6.329457740164809
Attentive CNP + PE,m2,0,107,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.645780088621066,2.3728772493766037
Attentive CNP + PE,m2,0,107,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.509358737252114,4.037799595886238
Attentive CNP + PE,m2,0,107,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.388239230565084,12.084909029830115
Attentive CNP + PE,m2,0,107,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.7384953163515284,6.222107911358976
Attentive CNP + PE,m2,0,108,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.68260962548115,2.33604771251652
Attentive CNP + PE,m2,0,108,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.100096605917674,3.4470617272206794
Attentive CNP + PE,m2,0,108,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.940224867959948,11.53292339243525
Attentive CNP + PE,m2,0,108,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.844146324722178,6.327758919729626
Attentive CNP + PE,m2,0,109,1000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.801571741141267,2.217085596856405
Attentive CNP + PE,m2,0,109,1000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.871387085649886,3.6757712474884685
Attentive CNP + PE,m2,0,109,1000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.70957031792504,11.76357794247016
Attentive CNP + PE,m2,0,109,1000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.761773108656932,6.24538570366438
Attentive CNP + PE,m2,0,100,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.90774522578291,2.110912112214758
Attentive CNP + PE,m2,0,100,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.278716249001405,3.2684420841369466
Attentive CNP + PE,m2,0,100,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.103102363349983,11.370045897045214
Attentive CNP + PE,m2,0,100,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.770541513710607,6.254154108718055
Attentive CNP + PE,m2,0,101,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.806397213495384,2.2122601245022855
Attentive CNP + PE,m2,0,101,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.959480003968824,3.5876783291695302
Attentive CNP + PE,m2,0,101,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.80325465269287,11.669893607702326
Attentive CNP + PE,m2,0,101,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.755220837656492,6.23883343266394
Attentive CNP + PE,m2,0,102,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.737554693440217,2.2811026445574534
Attentive CNP + PE,m2,0,102,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.954038669438958,3.5931196636993956
Attentive CNP + PE,m2,0,102,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.833982772251257,11.63916548814394
Attentive CNP + PE,m2,0,102,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.8343731285121723,6.31798572351962
Attentive CNP + PE,m2,0,103,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.875078461770734,2.143578876226937
Attentive CNP + PE,m2,0,103,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.036102700685095,3.5110556324532585
Attentive CNP + PE,m2,0,103,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.868379127990003,11.604769132405194
Attentive CNP + PE,m2,0,103,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.7032769864486226,6.186889581456071
Attentive CNP + PE,m2,0,104,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.812835962823904,2.2058213751737665
Attentive CNP + PE,m2,0,104,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.800711248057716,2.746447085080639
Attentive CNP + PE,m2,0,104,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.63356443089655,10.83958382949865
Attentive CNP + PE,m2,0,104,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.92066084036799,6.404273435375438
Attentive CNP + PE,m2,0,105,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.871681488174595,2.146975849823074
Attentive CNP + PE,m2,0,105,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.616830021224914,2.9303283119134385
Attentive CNP + PE,m2,0,105,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.457144976735652,11.016003283659545
Attentive CNP + PE,m2,0,105,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.8705769076602032,6.354189502667651
Attentive CNP + PE,m2,0,106,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.76507445808152,2.2535828799161495
Attentive CNP + PE,m2,0,106,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.270922898646557,3.276235434491798
Attentive CNP + PE,m2,0,106,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-17.153017976267538,11.32013028412766
Attentive CNP + PE,m2,0,106,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.9042729673115506,6.387885562318998
Attentive CNP + PE,m2,0,107,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.752017018288747,2.2666403197089235
Attentive CNP + PE,m2,0,107,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.8853476805391,3.6618106525992564
Attentive CNP + PE,m2,0,107,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.739678037028867,11.73347022336633
Attentive CNP + PE,m2,0,107,2000,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,3.7554564853225223,6.23906908032997
Attentive CNP + PE,m2,0,108,2000,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.81319984362846,2.205457494369212
Attentive CNP + PE,m2,0,108,2000,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.003650587958845,3.5435077451795083
Attentive CNP + PE,m2,0,108,2000,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-16.836484345308993,11.636663915086206
