method,architecture_id,training_budget,training_seed,context_seed,context_size,feature_id,feature,status,center_event_count,sideband_event_count,empirical_contrast_percentage_points,predicted_contrast_percentage_points,absolute_contrast_error_percentage_points
Attentive CNP + PE,m2,18866,2,105,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,3.1877988550081864,5.6714114500156345
Attentive CNP + PE,m2,18866,2,106,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,16.654085354393832,4.364571983603838
Attentive CNP + PE,m2,18866,2,106,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.12418021777268,5.422978115365673
Attentive CNP + PE,m2,18866,2,106,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-18.17380275846477,10.299345501930423
Attentive CNP + PE,m2,18866,2,106,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,2.871574691759718,5.3551872867671655
Attentive CNP + PE,m2,18866,2,107,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,16.826670577978597,4.191986760019073
Attentive CNP + PE,m2,18866,2,107,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.449067350220677,5.098090982917681
Attentive CNP + PE,m2,18866,2,107,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-18.83466855927452,9.638479701120676
Attentive CNP + PE,m2,18866,2,107,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,3.1167151539483324,5.60032774895578
Attentive CNP + PE,m2,18866,2,108,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,16.33364126075312,4.685016077244553
Attentive CNP + PE,m2,18866,2,108,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.15953284899409,5.387625484144265
Attentive CNP + PE,m2,18866,2,108,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-18.68875120150347,9.784397058891726
Attentive CNP + PE,m2,18866,2,108,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,3.160917852428708,5.644530447436155
Attentive CNP + PE,m2,18866,2,109,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,16.97878343771241,4.039873900285262
Attentive CNP + PE,m2,18866,2,109,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.29641720605372,5.250741127084635
Attentive CNP + PE,m2,18866,2,109,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-18.28943282407294,10.18371543632226
Attentive CNP + PE,m2,18866,2,109,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,2.8993249249717303,5.382937519979178
Density-guided CNP (ours),ours,18866,0,100,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.248176713106268,1.7704806248914018
Density-guided CNP (ours),ours,18866,0,100,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-24.27622037552955,1.2709379576088031
Density-guided CNP (ours),ours,18866,0,100,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.29151249106001,5.181635769335188
Density-guided CNP (ours),ours,18866,0,100,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,0.1264139313429307,2.610026526350379
Density-guided CNP (ours),ours,18866,0,101,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.820671052980543,1.1979862850171277
Density-guided CNP (ours),ours,18866,0,101,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-23.16840528759841,2.3787530455399386
Density-guided CNP (ours),ours,18866,0,101,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.27946324383639,5.193685016558808
Density-guided CNP (ours),ours,18866,0,101,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,-0.5057766206946396,1.977835974312808
Density-guided CNP (ours),ours,18866,0,102,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.433122342229925,1.5855349957677456
Density-guided CNP (ours),ours,18866,0,102,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-23.977751828532885,1.5694065046054697
Density-guided CNP (ours),ours,18866,0,102,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.316292871935914,5.156855388459284
Density-guided CNP (ours),ours,18866,0,102,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,-0.3836153816765941,2.099997213330853
Density-guided CNP (ours),ours,18866,0,103,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.270772620454736,1.7478847175429355
Density-guided CNP (ours),ours,18866,0,103,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-24.272615110472195,1.274543222666158
Density-guided CNP (ours),ours,18866,0,103,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.11939811063475,5.353750149760447
Density-guided CNP (ours),ours,18866,0,103,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,-0.0471817618415415,2.436430833165906
Density-guided CNP (ours),ours,18866,0,104,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.88965685376174,1.1290004842359314
Density-guided CNP (ours),ours,18866,0,104,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.99740434572249,2.549753987415865
Density-guided CNP (ours),ours,18866,0,104,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.27855561692257,5.194592643472623
Density-guided CNP (ours),ours,18866,0,104,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,-0.4789264697524137,2.0046861252550343
Density-guided CNP (ours),ours,18866,0,105,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.37656777909181,1.642089558905857
Density-guided CNP (ours),ours,18866,0,105,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-24.09203194504514,1.4551263880932142
Density-guided CNP (ours),ours,18866,0,105,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.184473150852263,5.288675109542934
Density-guided CNP (ours),ours,18866,0,105,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,0.3727953676607082,2.856407962668156
Density-guided CNP (ours),ours,18866,0,106,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.435922274759143,1.5827350632385273
Density-guided CNP (ours),ours,18866,0,106,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-23.980823654848727,1.566334678289627
Density-guided CNP (ours),ours,18866,0,106,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.127309223417804,5.345839036977395
Density-guided CNP (ours),ours,18866,0,106,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,-0.1670711678381425,2.316541427169305
Density-guided CNP (ours),ours,18866,0,107,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.71726710288941,1.3013902351082574
Density-guided CNP (ours),ours,18866,0,107,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-23.323983260003796,2.223175073134559
Density-guided CNP (ours),ours,18866,0,107,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.23944976511605,5.233698495279151
Density-guided CNP (ours),ours,18866,0,107,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,-0.4178774673633367,2.065735127644111
Density-guided CNP (ours),ours,18866,0,108,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.515819580441416,1.5028377575562524
Density-guided CNP (ours),ours,18866,0,108,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-23.836169825760084,1.7109885073782694
Density-guided CNP (ours),ours,18866,0,108,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.211907280794893,5.261240979600304
Density-guided CNP (ours),ours,18866,0,108,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,-0.5437915938643123,1.939821001143136
Density-guided CNP (ours),ours,18866,0,109,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,19.415854695543345,1.6028026424543262
Density-guided CNP (ours),ours,18866,0,109,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-24.049601827260062,1.4975565058782891
Density-guided CNP (ours),ours,18866,0,109,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.164170167005043,5.308978093390154
Density-guided CNP (ours),ours,18866,0,109,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,0.0697192890578901,2.553331884065338
Density-guided CNP (ours),ours,18866,1,100,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.943263312085257,3.0753940259124146
Density-guided CNP (ours),ours,18866,1,100,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.206785696317358,4.340372636821
Density-guided CNP (ours),ours,18866,1,100,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-24.299626706504977,4.173521553890222
Density-guided CNP (ours),ours,18866,1,100,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,3.470568462745333,5.9541810577527805
Density-guided CNP (ours),ours,18866,1,101,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.69411142531413,2.32454591268354
Density-guided CNP (ours),ours,18866,1,101,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-19.74240130687092,5.804757026267432
Density-guided CNP (ours),ours,18866,1,101,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-24.290367015971263,4.182781244423933
Density-guided CNP (ours),ours,18866,1,101,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,0.2095202976124088,2.693132892619857
Density-guided CNP (ours),ours,18866,1,102,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.12042156794387,2.898235770053803
Density-guided CNP (ours),ours,18866,1,102,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.730663608240533,4.816494724897819
Density-guided CNP (ours),ours,18866,1,102,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-24.391548907737164,4.081599352658033
Density-guided CNP (ours),ours,18866,1,102,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,1.1825865481554565,3.666199143162904
Density-guided CNP (ours),ours,18866,1,103,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.957959771004262,3.060697566993409
Density-guided CNP (ours),ours,18866,1,103,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.156483828734878,4.39067450440348
Density-guided CNP (ours),ours,18866,1,103,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.764850942300797,4.708297318094407
Density-guided CNP (ours),ours,18866,1,103,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,3.15985468951262,5.643467284520068
Density-guided CNP (ours),ours,18866,1,104,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.83396341187057,2.184693926127101
Density-guided CNP (ours),ours,18866,1,104,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-19.51526523469164,6.031893098446717
Density-guided CNP (ours),ours,18866,1,104,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-24.263647530372683,4.209500730022514
Density-guided CNP (ours),ours,18866,1,104,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,1.4663476171708574,3.949960212178305
Density-guided CNP (ours),ours,18866,1,105,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.05996663528787,2.9586907027097986
Density-guided CNP (ours),ours,18866,1,105,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.854097338613126,4.693060994525228
Density-guided CNP (ours),ours,18866,1,105,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.9872165887549,4.485931671640298
Density-guided CNP (ours),ours,18866,1,105,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,4.323462776666681,6.807075371674129
Density-guided CNP (ours),ours,18866,1,106,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.11805399729324,2.900603340704433
Density-guided CNP (ours),ours,18866,1,106,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.73598565201256,4.811172681125791
Density-guided CNP (ours),ours,18866,1,106,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.84296814876637,4.630180111628829
Density-guided CNP (ours),ours,18866,1,106,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,2.7053496917922,5.188962286799647
Density-guided CNP (ours),ours,18866,1,107,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.53467014031499,2.48398719768268
Density-guided CNP (ours),ours,18866,1,107,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-19.928806375834814,5.618351957303541
Density-guided CNP (ours),ours,18866,1,107,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-24.121157965058902,4.351990295336295
Density-guided CNP (ours),ours,18866,1,107,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,1.8165312328450425,4.30014382785249
Density-guided CNP (ours),ours,18866,1,108,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.23292381047345,2.7857335275242145
Density-guided CNP (ours),ours,18866,1,108,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.540993464788148,5.006164868350204
Density-guided CNP (ours),ours,18866,1,108,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-24.083928075753825,4.389220184641374
Density-guided CNP (ours),ours,18866,1,108,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,0.8768242981813335,3.360436893188781
Density-guided CNP (ours),ours,18866,1,109,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,18.09117033587888,2.9274870021187893
Density-guided CNP (ours),ours,18866,1,109,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.825085471773907,4.722072861364445
Density-guided CNP (ours),ours,18866,1,109,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-23.89739905474655,4.575749205648649
Density-guided CNP (ours),ours,18866,1,109,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,3.255429941698962,5.7390425367064095
Density-guided CNP (ours),ours,18866,2,100,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.009746619642485,4.008910718355185
Density-guided CNP (ours),ours,18866,2,100,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-23.66208251725981,1.88507581587854
Density-guided CNP (ours),ours,18866,2,100,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.962748989438246,2.5103992709569534
Density-guided CNP (ours),ours,18866,2,100,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,2.3499733621391403,4.833585957146588
Density-guided CNP (ours),ours,18866,2,101,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.347699486324885,3.6709578516727848
Density-guided CNP (ours),ours,18866,2,101,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.024170968145786,4.52298736499257
Density-guided CNP (ours),ours,18866,2,101,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.902971054525956,2.5701772058692454
Density-guided CNP (ours),ours,18866,2,101,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,0.3021658570201507,2.7857784520275986
Density-guided CNP (ours),ours,18866,2,102,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.015302566986147,4.003354771011525
Density-guided CNP (ours),ours,18866,2,102,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.76865527790881,2.778503055229548
Density-guided CNP (ours),ours,18866,2,102,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-26.042968662604604,2.430179597790594
Density-guided CNP (ours),ours,18866,2,102,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,0.8840667011046216,3.3676792961120694
Density-guided CNP (ours),ours,18866,2,103,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,16.99325601770536,4.025401320292311
Density-guided CNP (ours),ours,18866,2,103,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-23.53848095451001,2.008677378628343
Density-guided CNP (ours),ours,18866,2,103,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.496515569567865,2.9766326908273357
Density-guided CNP (ours),ours,18866,2,103,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,2.066831703420671,4.550444298428119
Density-guided CNP (ours),ours,18866,2,104,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.40558171510205,3.613075622895623
Density-guided CNP (ours),ours,18866,2,104,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-20.73498249109768,4.812175842040673
Density-guided CNP (ours),ours,18866,2,104,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.92219701442581,2.5509512459693906
Density-guided CNP (ours),ours,18866,2,104,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,1.0052365692575282,3.488849164264976
Density-guided CNP (ours),ours,18866,2,105,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.0039324548394,4.014724883158271
Density-guided CNP (ours),ours,18866,2,105,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.96787497826035,2.579283354878004
Density-guided CNP (ours),ours,18866,2,105,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.672408478689867,2.8007397817053303
Density-guided CNP (ours),ours,18866,2,105,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,3.039179547883111,5.522792142890559
Density-guided CNP (ours),ours,18866,2,106,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.017847374731975,4.000809963265695
Density-guided CNP (ours),ours,18866,2,106,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.75900155235277,2.788156780785584
Density-guided CNP (ours),ours,18866,2,106,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.519428493611933,2.953719766783264
Density-guided CNP (ours),ours,18866,2,106,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,1.799901358890843,4.283513953898291
Density-guided CNP (ours),ours,18866,2,107,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.247046940926005,3.771610397071668
Density-guided CNP (ours),ours,18866,2,107,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-21.369862132643625,4.1772962004947285
Density-guided CNP (ours),ours,18866,2,107,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.7893627998138,2.6837854605814004
Density-guided CNP (ours),ours,18866,2,107,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,1.166579211607116,3.650191806614564
Density-guided CNP (ours),ours,18866,2,108,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.089542001490777,3.9291153365068943
Density-guided CNP (ours),ours,18866,2,108,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.38052855707167,3.166629776066681
Density-guided CNP (ours),ours,18866,2,108,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.71835401090852,2.7547942494866806
Density-guided CNP (ours),ours,18866,2,108,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,0.6174867198145084,3.101099314821956
Density-guided CNP (ours),ours,18866,2,109,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,17.01215529908813,4.006502038909543
Density-guided CNP (ours),ours,18866,2,109,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-22.87938825925085,2.667770073887504
Density-guided CNP (ours),ours,18866,2,109,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-25.632692146106685,2.8404561142885143
Density-guided CNP (ours),ours,18866,2,109,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.483612595007448,2.308552596206842,4.7921651912142895
CNP,m0,2000,0,100,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.045441677771207445,20.97321566022646
CNP,m0,2000,0,100,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.04160341771662912,25.58876175085498
CNP,m0,2000,0,100,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.01159430884011825,28.484742569235316
CNP,m0,2000,0,100,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6316390839138125,1.8519735110936353
CNP,m0,2000,0,101,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.04492069620595229,20.973736641791717
CNP,m0,2000,0,101,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.04022244585548673,25.58738077899384
CNP,m0,2000,0,101,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.011098954115823512,28.484247214511022
CNP,m0,2000,0,101,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6339438710565914,1.8496687239508565
CNP,m0,2000,0,102,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.045673773111565286,20.972983564886107
CNP,m0,2000,0,102,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.041626901643498915,25.588785234781852
CNP,m0,2000,0,102,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.011678557088740105,28.48482681748394
CNP,m0,2000,0,102,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6305287412995991,1.8530838537078487
CNP,m0,2000,0,103,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.04413906422474634,20.974518273772922
CNP,m0,2000,0,103,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.03732508725222683,25.58448342039058
CNP,m0,2000,0,103,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.010553385756961742,28.48370164615216
CNP,m0,2000,0,103,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6301796925658215,1.8534329024416263
CNP,m0,2000,0,104,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.04487425698903591,20.973783081008634
CNP,m0,2000,0,104,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.03875302348862464,25.58591135662698
CNP,m0,2000,0,104,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.010975525263440256,28.48412378565864
CNP,m0,2000,0,104,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6309292412957496,1.8526833537116982
CNP,m0,2000,0,105,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.04497937735292723,20.973677960644743
CNP,m0,2000,0,105,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.0390423990097144,25.58620073214807
CNP,m0,2000,0,105,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.011111747316766563,28.484260007711963
CNP,m0,2000,0,105,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6266610331997768,1.856951561807671
CNP,m0,2000,0,106,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.04522054556986843,20.9734367924278
CNP,m0,2000,0,106,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.039678115549246495,25.5868364486876
CNP,m0,2000,0,106,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.011086099713131237,28.484234360108328
CNP,m0,2000,0,106,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6315444625741656,1.8520681324332822
CNP,m0,2000,0,107,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.04468590841901765,20.973971429578654
CNP,m0,2000,0,107,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.03840566329383899,25.585563996432192
CNP,m0,2000,0,107,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.010819785365462353,28.483968045760662
CNP,m0,2000,0,107,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6290897238152904,1.8545228711921573
CNP,m0,2000,0,108,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.044112192356704494,20.974545145640967
CNP,m0,2000,0,108,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.037321414878510595,25.584479748016864
CNP,m0,2000,0,108,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.010646264929092819,28.483794525324292
CNP,m0,2000,0,108,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6307346923013296,1.8528779027061182
CNP,m0,2000,0,109,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,0.04540842926487043,20.9732489087328
CNP,m0,2000,0,109,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,0.04084237780478395,25.588000710943138
CNP,m0,2000,0,109,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,0.011533481696368586,28.484681742091567
CNP,m0,2000,0,109,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.6288628834718812,1.8547497115355664
CNP,m0,2000,1,100,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.008639749133976249,21.027297087131647
CNP,m0,2000,1,100,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.003809296275092411,25.543349036863262
CNP,m0,2000,1,100,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.02504692457497848,28.44810133582022
CNP,m0,2000,1,100,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.5790593842402603,1.9045532107671876
CNP,m0,2000,1,101,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.008973048552163299,21.027630386549834
CNP,m0,2000,1,101,500,Bi-212,Bi-212 1620.74-keV feature,supported,790,541,-25.547158333138352,-0.004065261471164483,25.54309307166719
CNP,m0,2000,1,101,500,SE,Tl-208 SE 2103 keV,supported,1356,657,-28.4731482603952,-0.02480963243403078,28.448338627961167
CNP,m0,2000,1,101,500,FE,Tl-208 FE 2614 keV,supported,8522,202,-2.4836125950074477,-0.5733986315341388,1.9102139634733089
CNP,m0,2000,1,102,500,DEP,Tl-208 DEP 1592 keV,supported,828,464,21.01865733799767,-0.008992895861892336,21.027650233859564
