aggregation_level,left_mode,right_mode,estimand,region_id,training_seed,component_count,C1_difference_pp_left_minus_right_mean,C1_difference_pp_left_minus_right_descriptive_sd,C2_difference_pp_left_minus_right_mean,C2_difference_pp_left_minus_right_descriptive_sd,C3_difference_pp_left_minus_right_mean,C3_difference_pp_left_minus_right_descriptive_sd,weighted_MAE_difference_pp_left_minus_right_mean,weighted_MAE_difference_pp_left_minus_right_descriptive_sd,efficiency_difference_contrast_pp_left_minus_right_mean,efficiency_difference_contrast_pp_left_minus_right_descriptive_sd
contexts_within_seed,global_both,density_free_global,direct density input under global modulation,sparse_tail_2700_3000,2,10,-6.9230769230769225,2.4325212770525995,-3.8461538461538454,4.054202128420998,-18.46153846153846,10.383823964777736,4.339060201052138,0.717767979291029,4.785497769936921,0.7036056607382699
contexts_within_seed,global_both,density_free_global,direct density input under global modulation,FE_core,2,10,20.0,48.3045891539648,20.0,75.2772652709081,50.0,70.71067811865476,-2.5665738673318255,2.6199555802672134,-4.38793545245173,0.5032378559387631
contexts_within_seed,global_both,density_free_global,direct density input under global modulation,SE_core,2,10,0.0,0.0,0.0,0.0,5.0,15.811388300841896,-11.162675873442277,0.008443473163243535,-10.846317709945032,0.00855491470698568
contexts_within_seed,global_both,density_free_global,direct density input under global modulation,DEP_core,2,10,0.0,0.0,0.0,0.0,0.0,0.0,2.2366036486467777,0.08355493282081228,-2.2370000489668005,0.08439736960749578
contexts_within_seed,global_both,density_free_global,direct density input under global modulation,feature_1620_core,2,10,0.0,0.0,0.0,0.0,0.0,0.0,-3.1423682396094965,0.08585320850830712,-3.142368239609501,0.08585320850832362
contexts_within_seed,full_density,density_free_global,complete density package,peaks_equal_four_cores,0,10,-1.25,3.952847075210474,17.5,8.740073734751263,25.0,14.433756729740644,-11.085479353804185,0.6534206065684748,,
contexts_within_seed,full_density,density_free_global,complete density package,continuum_equal_two_windows,0,10,1.2083333333333315,1.2179534037996564,-1.45833333333334,0.7149743153463142,-0.6666666666666743,0.35136418446315726,-0.20767505210656023,0.018111377730740025,,
contexts_within_seed,full_density,density_free_global,complete density package,overall,0,10,3.122171945701355,1.2197626919550972,2.3529411764705914,0.9186993865967493,2.149321266968326,1.1096484894089107,-2.451498306065991,0.2455264412985395,-4.142279127234743,0.07407353127816703
contexts_within_seed,full_density,density_free_global,complete density package,sparse_tail_2700_3000,0,10,15.384615384615383,22.353327915593198,23.076923076923077,20.51282051282051,-0.7692307692307686,23.062673663352676,-1.669706717135508,4.9892446474604615,-4.856810247723766,6.9145694236315425
contexts_within_seed,full_density,density_free_global,complete density package,FE_core,0,10,-10.0,21.081851067789195,-30.0,34.96029493900505,-30.0,42.16370213557839,1.7579362037635786,2.813064776203804,-7.720399052859802,0.18001391870001596
contexts_within_seed,full_density,density_free_global,complete density package,SE_core,0,10,0.0,0.0,0.0,0.0,30.0,25.81988897471611,-15.167024519807196,0.43719289647248344,-20.004270398629323,0.4268753771395605
contexts_within_seed,full_density,density_free_global,complete density package,DEP_core,0,10,5.0,15.811388300841896,50.0,0.0,50.0,0.0,-19.786088649381654,0.665760280604807,19.885208300634282,0.704107013538438
contexts_within_seed,full_density,density_free_global,complete density package,feature_1620_core,0,10,0.0,0.0,50.0,0.0,50.0,0.0,-11.146740449791471,0.0805234731419218,-14.214028162130072,0.6164490351441166
contexts_within_seed,full_density,density_free_global,complete density package,peaks_equal_four_cores,1,10,-1.25,3.952847075210474,16.25,8.43685697138191,11.25,7.095577652469334,-10.094301604585699,0.8472265747972646,,
contexts_within_seed,full_density,density_free_global,complete density package,continuum_equal_two_windows,1,10,6.708333333333333,0.7966461333166662,4.833333333333326,0.6273105439242376,1.5,0.5270462766947299,-0.28645267743515596,0.023508855740251043,,
contexts_within_seed,full_density,density_free_global,complete density package,overall,1,10,3.235294117647059,1.2021504088090782,3.5972850678733024,0.7575338765518969,1.4932126696832584,0.7995389611281217,-2.601314190489285,0.30120158437251027,-4.760841980772847,0.09891889665512744
contexts_within_seed,full_density,density_free_global,complete density package,sparse_tail_2700_3000,1,10,39.230769230769226,24.446536280108774,25.384615384615387,13.592162339178023,-10.0,19.87799737775826,-1.7061478727406794,7.762280036223419,-6.4773771287597715,9.255483900686515
contexts_within_seed,full_density,density_free_global,complete density package,FE_core,1,10,-20.0,25.81988897471611,-35.0,33.74742788552764,-55.0,28.382310609877337,4.612216832205832,2.8575153693886994,-9.012626850315797,0.29141058095113775
contexts_within_seed,full_density,density_free_global,complete density package,SE_core,1,10,0.0,0.0,0.0,0.0,0.0,0.0,-14.273908594308315,0.42578106397512006,-23.59804789085761,0.3509022098002464
contexts_within_seed,full_density,density_free_global,complete density package,DEP_core,1,10,0.0,0.0,50.0,0.0,50.0,0.0,-18.022927039696718,0.289261355821027,19.50028569548602,0.1630605164040721
contexts_within_seed,full_density,density_free_global,complete density package,feature_1620_core,1,10,15.0,24.1522945769824,50.0,0.0,50.0,0.0,-12.692587616543587,0.12894321382260288,-15.279972841420882,0.6613287728808023
contexts_within_seed,full_density,density_free_global,complete density package,peaks_equal_four_cores,2,10,25.0,11.785113019775793,41.25,10.290907529357057,47.5,14.191155304938668,-13.244359106735285,0.5260645606232264,,
contexts_within_seed,full_density,density_free_global,complete density package,continuum_equal_two_windows,2,10,5.249999999999998,1.5112745009706077,2.5,1.443375672974061,2.375,0.39528470752104744,-0.4409141758553702,0.03322743448121026,,
contexts_within_seed,full_density,density_free_global,complete density package,overall,2,10,2.624434389140273,1.6004999571502028,1.8325791855203633,1.4523954931110457,1.244343891402714,1.0993499047596735,-3.2221924247840406,0.13535903355183038,-3.5024839289826324,0.10503096477224899
contexts_within_seed,full_density,density_free_global,complete density package,sparse_tail_2700_3000,2,10,15.384615384615383,21.1441314134239,18.46153846153846,23.55627503149918,-22.307692307692303,29.781143401506892,2.9980498298195033,7.7394933182051595,0.09433526040301796,9.555780840156824
contexts_within_seed,full_density,density_free_global,complete density package,FE_core,2,10,25.0,42.49182927993987,15.0,41.16363011742823,35.0,52.967495273569014,-2.378836190301293,2.0380299828974238,-3.736250687985161,0.28205659002319755
contexts_within_seed,full_density,density_free_global,complete density package,SE_core,2,10,25.0,26.352313834736496,50.0,0.0,55.0,15.811388300841896,-18.607812110462028,0.46430681662910955,-20.1600247621243,0.2464676542487649
contexts_within_seed,full_density,density_free_global,complete density package,DEP_core,2,10,0.0,0.0,50.0,0.0,50.0,0.0,-19.50472033675828,0.03899508547826716,19.553908711283103,0.051007943870400974
contexts_within_seed,full_density,density_free_global,complete density package,feature_1620_core,2,10,50.0,0.0,50.0,0.0,50.0,0.0,-12.486067789419545,0.23520261644616394,-13.453653177947183,0.10589219473753911
equal_seed_mean,full_density,global_gate,adaptive decoder gate,peaks_equal_four_cores,,3,5.0,13.169567191065923,24.166666666666668,11.273124382057235,32.916666666666664,7.534642216677135,-8.120145920544298,1.482202772133579,,
equal_seed_mean,full_density,global_gate,adaptive decoder gate,continuum_equal_two_windows,,3,8.333333333333334,3.456826981174757,7.069444444444447,2.2143523842156365,4.569444444444433,1.7442033626760354,-1.002409625365045,0.18839156772117266,,
equal_seed_mean,full_density,global_gate,adaptive decoder gate,overall,,3,4.110105580693816,1.256488113195933,2.3755656108597285,2.2106052236996114,2.269984917043741,0.7753064997626542,-0.521966242327225,0.3767717861695726,0.1461920362878453,0.29567637611800224
equal_seed_mean,full_density,global_gate,adaptive decoder gate,sparse_tail_2700_3000,,3,-9.487179487179487,5.457383757382759,-17.17948717948718,8.296763942237659,-20.76923076923077,8.031005006854269,6.292708295232579,2.837908639496297,6.451876604585621,2.4878616470391983
equal_seed_mean,full_density,global_gate,adaptive decoder gate,FE_core,,3,0.0,0.0,-3.3333333333333335,5.773502691896257,5.0,5.0,1.1561676852018141,1.346955347591533,-0.8221933387043215,1.924652219138682
equal_seed_mean,full_density,global_gate,adaptive decoder gate,SE_core,,3,8.333333333333334,14.433756729740644,0.0,50.0,26.666666666666668,25.16611478423583,-3.05926550423917,3.913917228004483,-8.617906561289214,1.40812096942124
equal_seed_mean,full_density,global_gate,adaptive decoder gate,DEP_core,,3,-10.0,17.320508075688775,50.0,0.0,50.0,0.0,-21.62620046026632,0.3708289394664727,22.165199337630934,1.0327488239383187
equal_seed_mean,full_density,global_gate,adaptive decoder gate,feature_1620_core,,3,21.666666666666668,25.65800719723442,50.0,0.0,50.0,0.0,-8.951285402873518,1.1338673248848152,-11.158704844788032,1.013424298742566
equal_seed_mean,full_density,global_attention,adaptive attention,peaks_equal_four_cores,,3,1.6666666666666667,3.145764348029479,-0.8333333333333334,2.6020824993326657,-0.8333333333333334,1.4433756729740643,0.022839550844587612,0.043579764506474966,,
equal_seed_mean,full_density,global_attention,adaptive attention,continuum_equal_two_windows,,3,-0.8055555555555562,0.7001157311738109,-0.01388888888888761,0.4276334532872441,-0.125,0.21650635094610965,0.009587094124616113,0.04873518369162821,,
equal_seed_mean,full_density,global_attention,adaptive attention,overall,,3,1.334841628959276,0.32629423307366473,1.4479638009049782,0.5094267081084912,1.2368024132730027,0.13256708771679543,-0.038984970645002,0.015198113398096477,0.011883283092044094,0.09387797276648334
equal_seed_mean,full_density,global_attention,adaptive attention,sparse_tail_2700_3000,,3,31.28205128205128,13.550984883819293,39.743589743589745,12.925213498593397,37.94871794871795,9.74021534011414,-12.327258408994458,3.6994544596977628,-14.901504447811147,4.143675480451703
equal_seed_mean,full_density,global_attention,adaptive attention,FE_core,,3,5.0,8.660254037844387,-5.0,8.660254037844387,0.0,0.0,0.05501338446152681,0.1444642607794147,-0.3098920216963871,0.28855315114170826
equal_seed_mean,full_density,global_attention,adaptive attention,SE_core,,3,0.0,0.0,0.0,0.0,-3.3333333333333335,5.773502691896257,0.010893081345618921,0.0733090099971368,0.01782788623783998,0.12183248322388487
equal_seed_mean,full_density,global_attention,adaptive attention,DEP_core,,3,1.6666666666666667,2.8867513459481287,1.6666666666666667,2.8867513459481287,0.0,0.0,-0.09920225148214801,0.12156760702392398,0.08443073103153216,0.1652063120145586
equal_seed_mean,full_density,global_attention,adaptive attention,feature_1620_core,,3,0.0,5.0,0.0,0.0,0.0,0.0,0.12465398905335286,0.11663379998281008,0.16860109658243796,0.21797955485706247
equal_seed_mean,global_gate,global_both,adaptive attention with global gate,peaks_equal_four_cores,,3,1.25,1.25,-2.0833333333333335,4.732423621500228,-2.0833333333333335,3.608439182435161,0.07104468063694623,0.1204243805925754,,
